coin,tf,signal,lev,mode,beat_cnt,total_periods,beat_pct,avg_ret,min_ret,max_dd_avg,avg_trades,avg_bh,bull_2017h2_ret,bear_2018_ret,range_2019_ret,bull_2020_ret,bull_2021_ret,bear_2022_ret,bull_2023_ret,range_2024h1_ret,bull_2024h2_ret,bear_2025q1_ret,bull_2025q2_ret,bull_2025q3_ret,bear_2025q4_ret,bear_2026q1_ret,bull_2017h2_bh,bear_2018_bh,range_2019_bh,bull_2020_bh,bull_2021_bh,bear_2022_bh,bull_2023_bh,range_2024h1_bh,bull_2024h2_bh,bear_2025q1_bh,bull_2025q2_bh,bull_2025q3_bh,bear_2025q4_bh,bear_2026q1_bh
ETH,1d,ema50/200,1,L,6,14,42.9,43.2,-74.0,2.69,1.3,71.89,85.6,-74.0,-25.67,208.01,404.09,-34.73,17.18,46.03,-22.31,-20.52,0.0,55.87,-34.72,0.0,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1d,macd12/26,2,L+S,6,14,42.9,42.86,-84.22,93.02,17.8,71.89,-18.4,220.98,74.25,150.13,59.91,114.89,33.24,70.05,-27.29,-84.22,70.31,-46.95,-40.39,23.49,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1d,ema10/50,1,L+S,6,14,42.9,42.84,-26.28,25.45,5.8,71.89,94.87,71.42,4.68,155.39,201.14,23.38,-6.33,-8.43,-26.28,24.75,-1.65,81.18,-18.95,4.53,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1d,st3.0,1,L,6,14,42.9,42.61,-26.74,12.06,2.9,71.89,95.74,-13.71,15.44,223.9,191.93,-13.2,29.78,28.7,-20.17,0.0,37.4,56.41,-26.74,-9.0,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1d,ema10/50,1,L,6,14,42.9,42.04,-33.7,10.36,2.8,71.89,117.79,-12.3,14.75,191.17,225.63,-33.7,32.22,18.31,-11.81,-10.95,14.39,81.18,-27.62,-10.48,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,macd26/52,2,L+S,6,14,42.9,39.95,-80.52,110.0,187.4,71.89,-72.71,321.55,104.64,159.94,25.69,125.09,-30.94,-22.43,-80.52,-22.36,-17.17,115.78,-52.54,5.24,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1d,ema10/30,1,L+S,6,14,42.9,39.74,-73.33,32.01,7.9,71.89,76.76,123.8,57.78,189.79,73.03,-73.33,20.63,-19.82,-26.03,28.1,45.95,54.76,-9.6,14.57,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,st2.0,3,L,6,14,42.9,39.68,-146.68,127.32,103.4,71.89,172.24,-28.02,-58.96,353.72,206.51,14.53,-29.23,125.71,-53.25,-146.68,52.97,115.84,-71.88,-98.03,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1d,ema20/100,1,L,6,14,42.9,39.21,-43.5,7.88,1.9,71.89,73.05,-35.4,26.8,246.46,199.26,-43.5,27.13,17.42,-14.6,-7.38,-0.94,81.18,-20.48,0.0,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,4h,ema10/50,1,L,6,14,42.9,38.85,-49.88,25.7,17.5,71.89,9.31,42.93,87.87,164.72,158.35,-20.7,27.33,46.54,18.1,-49.88,32.07,49.09,-8.58,-13.2,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,ema50/200,1,L,6,14,42.9,38.17,-50.26,26.75,15.9,71.89,22.16,34.3,78.45,166.9,165.06,-24.24,29.27,43.04,12.91,-50.26,36.91,42.67,-8.35,-14.49,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1d,ema10/30,1,L,6,14,42.9,38.14,-77.64,15.44,3.9,71.89,109.07,-0.69,41.54,204.8,138.24,-77.64,46.7,13.27,-11.52,-8.65,40.48,67.8,-23.16,-6.26,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1d,c>ema200,1,L+S,6,14,42.9,38.06,-38.05,26.12,6.7,71.89,55.05,44.49,-23.45,129.8,197.97,52.18,-24.76,46.03,1.6,23.03,-38.05,53.14,-3.61,19.42,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,ema20/100,1,L+S,6,14,42.9,34.54,-57.04,46.39,69.1,71.89,-4.95,218.06,90.95,116.34,42.74,59.04,-48.28,66.38,-3.46,-57.04,8.01,-14.22,12.79,-2.76,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,4h,st3.0,1,L,6,14,42.9,34.19,-46.02,28.51,15.3,71.89,-25.55,55.17,93.49,171.43,136.83,-32.05,29.51,31.25,19.98,-46.02,21.88,58.34,-17.45,-18.13,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1d,ema20/100,1,L+S,6,14,42.9,32.56,-34.91,28.18,3.6,71.89,-3.4,28.48,46.84,158.22,160.8,13.65,-18.45,-8.49,-28.2,34.04,-34.91,81.18,-3.61,29.69,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,4h,ema10/30,1,L,6,14,42.9,30.94,-59.45,30.73,23.5,71.89,11.43,48.95,61.63,148.93,126.37,-19.63,38.75,43.33,5.84,-59.45,16.28,42.34,-9.28,-22.31,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,macd26/52,1,L,6,14,42.9,27.45,-33.1,38.52,93.7,71.89,40.79,20.72,38.22,146.72,113.2,-6.6,29.44,19.23,-16.33,-33.1,15.0,62.95,-32.31,-13.66,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,4h,macd12/26,1,L,6,14,42.9,26.04,-23.76,33.76,50.9,71.89,68.24,-2.67,-9.17,138.13,60.64,-10.66,37.6,12.48,35.59,-23.76,36.93,52.72,-14.93,-16.53,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,c>ema200,1,L,6,14,42.9,24.89,-43.89,40.07,100.4,71.89,-19.67,27.44,59.2,143.43,178.95,-14.26,-18.19,35.36,-11.08,-43.89,16.32,41.09,-30.19,-16.03,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,4h,ema10/30,1,L+S,6,14,42.9,24.15,-81.53,45.77,47.2,71.89,-81.53,173.59,97.06,80.38,40.09,40.49,2.72,27.1,7.63,-62.94,-5.34,11.46,22.12,-14.74,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,ema10/30,1,L,6,14,42.9,23.1,-56.13,37.1,93.5,71.89,-6.0,22.43,40.02,194.55,131.59,-56.13,-3.45,3.01,27.37,-46.05,3.28,42.2,-19.36,-10.02,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1d,macd12/26,1,L+S,6,14,42.9,21.43,-42.11,46.51,17.8,71.89,-9.2,110.49,37.12,75.07,29.95,57.44,16.62,35.02,-13.65,-42.11,35.16,-23.48,-20.2,11.75,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,st3.0,1,L,6,14,42.9,20.98,-34.65,35.18,57.6,71.89,-27.59,31.73,0.21,168.6,118.38,-15.26,6.32,28.9,-9.35,-34.65,-5.86,63.31,-14.24,-16.78,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,macd26/52,1,L+S,6,14,42.9,19.97,-40.26,55.0,187.4,71.89,-36.35,160.77,52.32,79.97,12.84,62.54,-15.47,-11.22,-40.26,-11.18,-8.59,57.89,-26.27,2.62,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,ema10/30,3,L+S,6,14,42.9,18.94,-544.11,191.54,187.2,71.89,-544.11,462.1,160.48,491.02,155.9,-99.32,-244.58,-126.97,133.7,-110.65,-97.86,49.61,1.79,34.12,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,c>ema200,3,L+S,6,14,42.9,18.9,-631.51,203.28,201.0,71.89,-631.51,364.23,281.21,193.74,410.66,150.73,-329.75,51.17,-78.05,-92.99,-17.41,30.48,-61.45,-6.52,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,4h,macd12/26,1,L+S,6,14,42.9,17.84,-88.65,48.04,101.9,71.89,32.21,110.16,-44.28,66.47,-88.65,49.19,1.1,-24.65,61.71,7.04,35.17,37.51,9.01,-2.19,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,macd12/26,1,L,6,14,42.9,14.64,-61.09,39.49,202.4,71.89,58.38,25.52,47.81,98.5,83.94,-61.09,15.75,10.35,-33.75,-28.36,49.33,8.31,-38.4,-31.39,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,ema10/30,2,L+S,6,14,42.9,12.63,-362.74,127.69,187.2,71.89,-362.74,308.07,106.99,327.35,103.93,-66.21,-163.06,-84.64,89.14,-73.77,-65.24,33.07,1.19,22.74,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,c>ema200,1,L+S,6,14,42.9,6.3,-210.5,67.76,201.0,71.89,-210.5,121.41,93.74,64.58,136.89,50.24,-109.92,17.06,-26.02,-31.0,-5.8,10.16,-20.48,-2.17,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,st3.0,3,L+S,6,14,42.9,5.67,-686.33,191.94,115.6,71.89,-686.33,525.51,-79.79,346.53,78.25,130.98,-192.19,31.59,-78.9,-41.85,-151.33,180.56,31.08,-14.75,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,st3.0,2,L+S,6,14,42.9,3.78,-457.56,127.96,115.6,71.89,-457.56,350.34,-53.19,231.02,52.17,87.32,-128.12,21.06,-52.6,-27.9,-100.89,120.37,20.72,-9.84,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,macd12/26,1,L+S,6,14,42.9,-6.88,-74.58,61.17,405.1,71.89,-4.17,158.68,66.95,-17.09,-46.42,-45.35,-42.97,-28.32,-74.58,-3.26,59.51,-49.64,-37.57,-32.16,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,macd26/52,2,L,5,14,35.7,54.9,-66.21,77.03,93.7,71.89,81.59,41.44,76.45,293.44,226.4,-13.21,58.87,38.47,-32.67,-66.21,30.01,125.9,-64.63,-27.31,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,ema5/20,3,L,5,14,35.7,53.14,-137.36,121.22,161.6,71.89,213.32,-47.77,19.19,390.22,432.38,-107.15,41.46,8.88,-75.35,-137.36,33.55,94.64,-76.28,-45.7,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,ema10/30,2,L,5,14,35.7,46.2,-112.27,74.21,93.5,71.89,-12.0,44.86,80.03,389.1,263.17,-112.27,-6.91,6.02,54.74,-92.11,6.57,84.4,-38.72,-20.05,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1d,ema50/200,2,L+S,5,14,35.7,43.12,-212.2,57.21,2.6,71.89,67.24,-212.2,-150.62,115.45,808.19,33.18,-79.59,92.07,-93.32,22.51,-65.7,78.94,-71.86,59.39,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,c>ema100,2,L+S,5,14,35.7,40.33,-237.81,120.03,270.0,71.89,-237.81,84.15,117.54,339.46,396.7,133.95,-162.84,-5.36,-43.65,-91.86,7.71,-18.07,46.65,-1.92,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,c>ema100,1,L,5,14,35.7,31.75,-51.36,39.48,134.9,71.89,31.11,-26.07,40.94,199.23,211.78,-4.15,-3.45,23.73,-6.99,-51.36,21.72,31.51,-8.21,-15.24,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1d,macd12/26,1,L,5,14,35.7,29.24,-48.75,28.75,8.9,71.89,48.32,5.33,25.69,153.56,127.88,-13.14,45.23,45.63,-5.18,-48.75,38.23,24.34,-28.67,-9.05,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,c>ema100,1,L+S,5,14,35.7,20.17,-118.91,60.01,270.0,71.89,-118.91,42.08,58.77,169.73,198.35,66.98,-81.42,-2.68,-21.82,-45.93,3.86,-9.04,23.33,-0.96,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,ema5/20,1,L,5,14,35.7,17.71,-45.79,40.4,161.6,71.89,71.11,-15.92,6.4,130.07,144.13,-35.72,13.82,2.96,-25.12,-45.79,11.18,31.55,-25.43,-15.23,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,st3.0,1,L+S,5,14,35.7,1.89,-228.78,63.98,115.6,71.89,-228.78,175.17,-26.6,115.51,26.08,43.66,-64.06,10.53,-26.3,-13.95,-50.44,60.19,10.36,-4.92,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,ema5/20,1,L+S,5,14,35.7,1.4,-59.92,52.8,323.4,71.89,29.44,89.03,-10.77,43.63,80.96,10.02,-47.18,-43.01,-59.92,-37.34,-17.71,-4.69,-12.05,-0.82,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,macd12/26,3,L,4,14,28.6,43.91,-183.26,118.48,202.4,71.89,175.13,76.56,143.42,295.5,251.82,-183.26,47.26,31.06,-101.25,-85.07,147.98,24.93,-115.2,-94.16,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1d,ema50/200,1,L+S,4,14,28.6,21.56,-106.1,28.61,2.6,71.89,33.62,-106.1,-75.31,57.72,404.09,16.59,-39.79,46.03,-46.66,11.26,-32.85,39.47,-35.93,29.69,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,st2.0,1,L,4,14,28.6,13.23,-48.89,42.44,103.4,71.89,57.41,-9.34,-19.65,117.91,68.84,4.84,-9.74,41.9,-17.75,-48.89,17.66,38.61,-23.96,-32.68,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,c>ema200,2,L+S,4,14,28.6,12.6,-421.0,135.52,201.0,71.89,-421.0,242.82,187.47,129.16,273.78,100.49,-219.83,34.12,-52.03,-61.99,-11.61,20.32,-40.97,-4.35,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,ema5/20,2,L+S,4,14,28.6,2.8,-119.84,105.6,323.4,71.89,58.89,178.06,-21.54,87.26,161.92,20.04,-94.37,-86.03,-119.84,-74.68,-35.43,-9.38,-24.09,-1.65,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,st2.0,1,L+S,4,14,28.6,-8.24,-94.15,59.53,207.2,71.89,-1.21,98.42,-65.22,21.21,-69.65,89.07,-94.15,35.32,-45.35,-43.56,-4.72,9.31,-9.61,-35.24,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,macd12/26,2,L+S,4,14,28.6,-13.77,-149.16,122.33,405.1,71.89,-8.34,317.36,133.9,-34.19,-92.83,-90.7,-85.94,-56.63,-149.16,-6.53,119.03,-99.28,-75.14,-64.33,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,st2.0,2,L+S,4,14,28.6,-16.48,-188.31,119.05,207.2,71.89,-2.41,196.84,-130.43,42.43,-139.31,178.13,-188.31,70.65,-90.7,-87.13,-9.44,18.61,-19.22,-70.47,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,macd12/26,3,L+S,4,14,28.6,-20.66,-223.74,183.5,405.1,71.89,-12.51,476.04,200.85,-51.28,-139.25,-136.05,-128.91,-84.95,-223.74,-9.79,178.54,-148.92,-112.71,-96.49,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,st2.0,3,L+S,4,14,28.6,-24.73,-282.46,178.58,207.2,71.89,-3.62,295.25,-195.65,63.64,-208.96,267.2,-282.46,105.97,-136.06,-130.69,-14.17,27.92,-28.83,-105.71,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,ema5/20,2,L,3,14,21.4,35.43,-91.57,80.81,161.6,71.89,142.21,-31.85,12.79,260.15,288.26,-71.44,27.64,5.92,-50.24,-91.57,22.36,63.09,-50.86,-30.47,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,macd12/26,2,L,3,14,21.4,29.27,-122.17,78.99,202.4,71.89,116.75,51.04,95.61,197.0,167.88,-122.17,31.5,20.71,-67.5,-56.71,98.65,16.62,-76.8,-62.77,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,st2.0,2,L,3,14,21.4,26.45,-97.79,84.88,103.4,71.89,114.83,-18.68,-39.31,235.81,137.67,9.69,-19.48,83.8,-35.5,-97.79,35.31,77.23,-47.92,-65.35,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,ema5/20,3,L+S,3,14,21.4,4.19,-179.77,158.4,323.4,71.89,88.33,267.08,-32.31,130.89,242.88,30.06,-141.55,-129.04,-179.77,-112.02,-53.14,-14.07,-36.14,-2.47,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,c>ema50,1,L,3,14,21.4,-2.93,-99.55,51.97,220.1,71.89,-3.45,-99.55,-39.08,138.69,133.49,-65.5,-36.71,-1.69,-25.19,-52.86,10.97,35.94,-21.33,-14.82,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,c>ema50,1,L+S,3,14,21.4,-45.88,-179.33,85.15,440.6,71.89,-179.33,-95.17,-104.55,59.19,57.79,-53.82,-148.14,-51.42,-59.88,-50.18,-16.93,4.52,-3.21,-1.17,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,c>ema50,3,L,2,14,14.3,-8.8,-298.66,155.92,220.1,71.89,-10.36,-298.66,-117.24,416.08,400.46,-196.5,-110.14,-5.06,-75.56,-158.57,32.91,107.83,-63.99,-44.46,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,c>ema50,2,L+S,2,14,14.3,-91.75,-358.66,170.31,440.6,71.89,-358.66,-190.34,-209.1,118.39,115.57,-107.64,-296.29,-102.83,-119.75,-100.35,-33.86,9.05,-6.41,-2.33,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,c>ema50,3,L+S,2,14,14.3,-137.63,-537.98,255.46,440.6,71.89,-537.98,-285.51,-313.65,177.58,173.36,-161.47,-444.43,-154.25,-179.63,-150.53,-50.79,13.57,-9.62,-3.5,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
ETH,1h,c>ema50,2,L,1,14,7.1,-5.87,-199.11,103.95,220.1,71.89,-6.91,-199.11,-78.16,277.38,266.97,-131.0,-73.42,-3.37,-50.38,-105.72,21.94,71.89,-42.66,-29.64,143.74,-82.07,-1.74,470.16,399.2,-67.46,90.77,50.67,-2.92,-45.4,38.72,82.14,-35.04,-34.32
