coin,tf,signal,lev,mode,period,bh_ret,ret,beat_bh,n_trades,win_rate,max_dd
BTC,1h,ema20/100,3,L+S,bull_2020,301.98,329.04,True,96,0.312,83.03
BTC,1h,ema50/200,1,L,bull_2020,301.98,123.81,False,24,0.292,28.71
BTC,1h,ema50/200,1,L+S,bull_2020,301.98,74.82,False,48,0.229,61.9
BTC,1h,ema50/200,2,L,bull_2020,301.98,247.62,False,24,0.292,57.43
BTC,1h,ema50/200,2,L+S,bull_2020,301.98,149.64,False,48,0.229,123.8
BTC,1h,ema50/200,3,L,bull_2020,301.98,371.42,True,24,0.292,86.14
BTC,1h,ema50/200,3,L+S,bull_2020,301.98,224.46,False,48,0.229,185.7
BTC,1h,ema5/20,1,L,bull_2020,301.98,64.15,False,275,0.276,39.27
BTC,1h,ema5/20,1,L+S,bull_2020,301.98,-34.7,False,550,0.215,78.82
BTC,1h,ema5/20,2,L,bull_2020,301.98,128.31,False,275,0.276,78.53
BTC,1h,ema5/20,2,L+S,bull_2020,301.98,-69.41,False,550,0.215,157.64
BTC,1h,ema5/20,3,L,bull_2020,301.98,192.46,False,275,0.276,117.8
BTC,1h,ema5/20,3,L+S,bull_2020,301.98,-104.11,False,550,0.215,236.46
BTC,1h,ema10/50,1,L,bull_2020,301.98,131.31,False,103,0.32,14.89
BTC,1h,ema10/50,1,L+S,bull_2020,301.98,93.5,False,206,0.262,31.58
BTC,1h,ema10/50,2,L,bull_2020,301.98,262.61,False,103,0.32,29.79
BTC,1h,ema10/50,2,L+S,bull_2020,301.98,187.0,False,206,0.262,63.16
BTC,1h,ema10/50,3,L,bull_2020,301.98,393.92,True,103,0.32,44.68
BTC,1h,ema10/50,3,L+S,bull_2020,301.98,280.5,False,206,0.262,94.74
BTC,1h,c>ema50,1,L,bull_2020,301.98,74.15,False,324,0.201,26.06
BTC,1h,c>ema50,1,L+S,bull_2020,301.98,-14.8,False,648,0.164,85.56
BTC,1h,c>ema50,2,L,bull_2020,301.98,148.29,False,324,0.201,52.12
BTC,1h,c>ema50,2,L+S,bull_2020,301.98,-29.6,False,648,0.164,171.13
BTC,1h,c>ema50,3,L,bull_2020,301.98,222.44,False,324,0.201,78.18
BTC,1h,c>ema50,3,L+S,bull_2020,301.98,-44.4,False,648,0.164,256.69
BTC,1h,c>ema100,1,L,bull_2020,301.98,127.4,False,194,0.216,18.32
BTC,1h,c>ema100,1,L+S,bull_2020,301.98,89.65,False,388,0.17,30.28
BTC,1h,c>ema100,2,L,bull_2020,301.98,254.8,False,194,0.216,36.65
BTC,1h,c>ema100,2,L+S,bull_2020,301.98,179.29,False,388,0.17,60.56
BTC,1h,c>ema100,3,L,bull_2020,301.98,382.2,True,194,0.216,54.97
BTC,1h,c>ema100,3,L+S,bull_2020,301.98,268.94,False,388,0.17,90.84
BTC,1h,c>ema200,1,L,bull_2020,301.98,156.13,False,117,0.188,16.54
BTC,1h,c>ema200,1,L+S,bull_2020,301.98,137.65,False,234,0.167,34.59
BTC,1h,c>ema200,2,L,bull_2020,301.98,312.26,True,117,0.188,33.07
BTC,1h,c>ema200,2,L+S,bull_2020,301.98,275.31,False,234,0.167,69.19
BTC,1h,c>ema200,3,L,bull_2020,301.98,468.39,True,117,0.188,49.61
BTC,1h,c>ema200,3,L+S,bull_2020,301.98,412.96,True,234,0.167,103.78
BTC,1h,macd12/26,1,L,bull_2020,301.98,74.36,False,330,0.37,25.45
BTC,1h,macd12/26,1,L+S,bull_2020,301.98,-16.75,False,660,0.324,76.2
BTC,1h,macd12/26,2,L,bull_2020,301.98,148.71,False,330,0.37,50.9
BTC,1h,macd12/26,2,L+S,bull_2020,301.98,-33.5,False,660,0.324,152.39
BTC,1h,macd12/26,3,L,bull_2020,301.98,223.07,False,330,0.37,76.34
BTC,1h,macd12/26,3,L+S,bull_2020,301.98,-50.25,False,660,0.324,228.59
BTC,1h,macd26/52,1,L,bull_2020,301.98,117.48,False,145,0.393,19.21
BTC,1h,macd26/52,1,L+S,bull_2020,301.98,70.35,False,291,0.316,43.84
BTC,1h,macd26/52,2,L,bull_2020,301.98,234.96,False,145,0.393,38.42
BTC,1h,macd26/52,2,L+S,bull_2020,301.98,140.69,False,291,0.316,87.67
BTC,1h,macd26/52,3,L,bull_2020,301.98,352.44,True,145,0.393,57.64
BTC,1h,macd26/52,3,L+S,bull_2020,301.98,211.04,False,291,0.316,131.51
BTC,1h,st2.0,1,L,bull_2020,301.98,48.8,False,158,0.335,40.93
BTC,1h,st2.0,1,L+S,bull_2020,301.98,-65.73,False,316,0.282,99.73
BTC,1h,st2.0,2,L,bull_2020,301.98,97.59,False,158,0.335,81.85
BTC,1h,st2.0,2,L+S,bull_2020,301.98,-131.45,False,316,0.282,199.46
BTC,1h,st2.0,3,L,bull_2020,301.98,146.39,False,158,0.335,122.78
BTC,1h,st2.0,3,L+S,bull_2020,301.98,-197.18,False,316,0.282,299.2
BTC,1h,st3.0,1,L,bull_2020,301.98,120.87,False,74,0.446,24.85
BTC,1h,st3.0,1,L+S,bull_2020,301.98,81.02,False,148,0.365,29.59
