coin,tf,signal,lev,mode,beat_cnt,total_periods,beat_pct,avg_ret,min_ret,max_dd_avg,avg_trades,avg_bh,bull_2017h2_ret,bear_2018_ret,range_2019_ret,bull_2020_ret,bull_2021_ret,bear_2022_ret,bull_2023_ret,range_2024h1_ret,bull_2024h2_ret,bear_2025q1_ret,bull_2025q2_ret,bull_2025q3_ret,bear_2025q4_ret,bear_2026q1_ret,bull_2017h2_bh,bear_2018_bh,range_2019_bh,bull_2020_bh,bull_2021_bh,bear_2022_bh,bull_2023_bh,range_2024h1_bh,bull_2024h2_bh,bear_2025q1_bh,bull_2025q2_bh,bull_2025q3_bh,bear_2025q4_bh,bear_2026q1_bh
BTC,4h,ema50/200,3,L+S,12,14,85.7,175.79,-155.38,59.25,7.4,55.12,583.11,-28.38,541.93,589.75,407.45,-155.38,253.45,108.96,67.93,-6.51,66.12,-11.53,11.46,32.73,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,c>ema50,3,L+S,12,14,85.7,139.1,-48.56,73.29,15.1,55.12,511.45,1.66,303.29,491.07,247.33,-48.56,248.25,93.59,40.11,4.85,49.34,-28.51,32.55,0.92,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema20/100,3,L,12,14,85.7,114.87,-176.71,7.6,1.5,55.12,495.37,-176.71,197.44,649.17,99.68,-45.03,178.94,113.58,83.62,-32.94,31.19,26.93,-13.0,0.0,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,c>ema100,3,L+S,12,14,85.7,103.42,-147.19,92.27,62.0,55.12,350.72,111.24,312.83,314.84,-147.19,95.11,219.98,67.52,89.79,-11.01,49.05,-34.8,52.29,-22.51,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,c>ema50,2,L+S,12,14,85.7,92.73,-32.37,48.86,15.1,55.12,340.97,1.1,202.19,327.38,164.89,-32.37,165.5,62.39,26.74,3.23,32.89,-19.01,21.7,0.61,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema10/30,3,L+S,11,14,78.6,183.03,-149.29,53.58,7.0,55.12,610.87,70.39,585.65,593.02,375.67,-149.29,257.79,103.55,51.26,-24.81,67.41,-14.88,1.32,34.48,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,c>ema100,3,L,11,14,78.6,137.3,-238.97,29.41,4.9,55.12,659.76,-238.97,355.45,544.2,223.74,-6.44,189.74,101.32,98.3,-36.19,58.13,11.55,-33.72,-4.65,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,c>ema200,3,L,11,14,78.6,134.69,-124.37,44.84,19.8,55.12,363.92,-124.37,446.49,592.76,237.96,-57.09,260.89,111.72,66.66,-36.37,45.2,-6.44,-12.45,-3.28,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,ema50/200,2,L+S,11,14,78.6,117.19,-103.59,39.5,7.4,55.12,388.74,-18.92,361.28,393.16,271.63,-103.59,168.97,72.64,45.29,-4.34,44.08,-7.68,7.64,21.82,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,st3.0,3,L,11,14,78.6,110.61,-171.72,26.77,2.9,55.12,248.08,-130.7,375.81,592.63,261.9,-171.72,227.36,59.85,107.31,-36.56,35.39,12.2,-15.19,-17.83,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema5/20,3,L+S,11,14,78.6,105.78,-66.92,84.62,13.2,55.12,315.64,-13.24,318.13,554.68,89.9,-23.55,98.06,91.65,67.54,-51.11,78.65,-66.92,-15.78,37.24,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,c>ema50,2,L,11,14,78.6,90.09,-108.33,31.53,7.4,55.12,374.26,-108.33,224.67,377.9,168.03,-104.91,193.63,77.36,62.82,-10.66,38.75,-0.45,-11.22,-20.59,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,st2.0,2,L,11,14,78.6,71.23,-120.71,30.76,4.9,55.12,226.0,-49.18,181.93,404.72,78.88,-120.71,159.86,87.99,82.52,-56.32,37.29,-15.86,-8.0,-11.89,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,c>ema200,3,L+S,10,14,71.4,142.3,-43.65,75.27,39.9,55.12,251.68,71.8,452.74,528.43,263.61,140.63,187.27,78.96,-13.33,-36.53,12.45,-43.65,42.11,56.07,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema10/50,3,L,10,14,71.4,135.27,-210.75,29.14,2.9,55.12,625.06,-210.75,403.17,582.59,228.47,-124.67,205.98,101.38,88.16,5.39,35.39,10.13,-37.28,-19.21,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema20/50,3,L,10,14,71.4,130.95,-197.26,24.66,2.1,55.12,600.02,-197.26,387.53,562.02,246.79,-134.45,224.6,83.42,86.44,3.29,33.47,7.28,-48.23,-21.66,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema10/30,2,L+S,10,14,71.4,122.02,-99.52,35.72,7.0,55.12,407.25,46.92,390.43,395.35,250.44,-99.52,171.86,69.03,34.17,-16.54,44.94,-9.92,0.88,22.99,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,c>ema200,3,L,10,14,71.4,120.5,-178.54,24.0,4.1,55.12,618.82,-178.54,223.42,637.26,31.66,-23.9,190.83,125.82,81.31,-68.1,62.59,26.93,-41.12,0.0,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,c>ema200,3,L+S,10,14,71.4,108.62,-99.08,59.37,8.1,55.12,581.18,-61.35,182.97,519.57,-89.96,165.96,52.72,125.82,6.66,-99.08,56.49,26.93,-14.08,66.78,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema10/30,2,L,10,14,71.4,106.95,-135.91,21.99,3.4,55.12,419.17,-84.6,343.13,409.67,202.68,-135.91,197.13,78.66,68.37,-19.9,45.31,4.03,-21.03,-9.39,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,st2.0,3,L,10,14,71.4,106.85,-181.07,46.14,4.9,55.12,339.0,-73.76,272.89,607.09,118.32,-181.07,239.79,131.99,123.77,-84.48,55.94,-23.79,-12.01,-17.83,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,ema50/200,2,L,10,14,71.4,105.27,-137.19,24.86,3.6,55.12,409.04,-117.04,327.94,408.0,217.48,-137.19,195.55,84.49,72.68,-13.19,47.74,6.26,-18.04,-9.95,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,ema10/30,3,L,10,14,71.4,102.86,-232.64,65.96,22.6,55.12,477.12,12.17,241.23,472.05,145.63,-232.64,229.92,129.7,71.68,-58.21,55.56,-2.98,-12.06,-89.07,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,ema5/20,3,L,10,14,71.4,97.8,-195.06,61.72,36.8,55.12,312.58,44.33,215.07,423.12,214.78,-195.06,181.11,86.81,184.0,-46.18,33.53,-25.98,4.85,-63.81,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,macd12/26,3,L,10,14,71.4,91.34,-144.73,48.84,8.5,55.12,429.5,-82.17,126.28,491.48,149.41,-144.73,196.74,76.45,91.72,-56.84,37.58,22.02,-49.33,-9.37,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema50/200,3,L,10,14,71.4,91.19,-147.66,0.42,1.2,55.12,359.4,-147.66,112.52,503.06,38.1,-37.55,181.27,125.82,145.87,-38.57,68.05,26.93,-60.61,0.0,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,c>ema200,2,L,10,14,71.4,89.79,-82.91,29.89,19.8,55.12,242.61,-82.91,297.66,395.17,158.64,-38.06,173.93,74.48,44.44,-24.25,30.13,-4.29,-8.3,-2.18,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1h,ema20/100,3,L,10,14,71.4,87.03,-181.76,71.92,33.6,55.12,348.09,-23.38,192.8,414.23,160.61,-181.76,193.49,104.09,142.94,-73.05,32.69,-12.28,-3.17,-76.84,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema20/100,2,L,10,14,71.4,76.58,-117.81,5.07,1.5,55.12,330.25,-117.81,131.62,432.78,66.45,-30.02,119.29,75.72,55.75,-21.96,20.79,17.96,-8.67,0.0,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,c>ema200,2,L+S,10,14,71.4,72.41,-66.05,39.58,8.1,55.12,387.46,-40.9,121.98,346.38,-59.97,110.64,35.15,83.88,4.44,-66.05,37.66,17.96,-9.39,44.52,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,ema20/50,2,L,10,14,71.4,62.59,-107.63,38.85,12.5,55.12,273.82,-51.51,155.31,244.2,68.0,-107.63,164.07,57.87,71.62,-27.99,54.16,8.74,-15.69,-18.69,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema10/30,3,L,9,14,64.3,160.42,-203.87,32.99,3.4,55.12,628.75,-126.9,514.7,614.5,304.02,-203.87,295.69,117.98,102.56,-29.85,67.96,6.04,-31.55,-14.09,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,ema50/200,3,L,9,14,64.3,157.9,-205.79,37.29,3.6,55.12,613.56,-175.56,491.91,612.0,326.21,-205.79,293.33,126.74,109.02,-19.79,71.6,9.38,-27.06,-14.92,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,c>ema100,3,L+S,9,14,64.3,143.94,-156.55,57.2,9.9,55.12,643.54,-156.55,360.29,440.52,240.98,235.17,60.97,83.64,47.21,-33.19,49.34,-3.43,-0.53,47.25,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema10/50,3,L+S,9,14,64.3,142.51,-97.49,56.42,5.9,55.12,603.4,-97.49,441.08,539.36,248.34,19.77,86.42,67.76,24.52,48.24,5.71,-6.18,-9.31,23.59,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,c>ema50,3,L,9,14,64.3,135.14,-162.49,47.29,7.4,55.12,561.39,-162.49,337.01,566.86,252.04,-157.36,290.45,116.03,94.24,-15.99,58.13,-0.67,-16.83,-30.88,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema5/20,3,L,9,14,64.3,110.09,-164.16,48.24,6.4,55.12,392.95,-164.16,319.32,608.57,144.14,-151.23,213.18,112.62,109.05,-43.7,74.2,-19.26,-40.99,-13.46,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,st2.0,3,L+S,9,14,64.3,102.96,-135.8,80.09,10.1,55.12,245.61,167.32,255.81,574.04,19.11,-85.89,135.44,127.47,99.53,-135.8,45.01,-76.37,42.34,27.76,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,ema20/100,3,L,9,14,64.3,102.02,-175.7,51.09,7.9,55.12,323.22,-136.43,301.58,487.34,175.31,-175.7,256.52,63.51,152.32,-30.59,63.58,4.44,-32.53,-24.26,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema20/100,3,L+S,9,14,64.3,101.25,-43.16,49.92,3.1,55.12,338.12,-43.16,145.01,543.11,48.83,134.44,31.46,104.41,9.8,-26.93,-2.67,26.93,41.37,66.78,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,st3.0,3,L,9,14,64.3,98.83,-159.04,55.92,15.3,55.12,284.57,-41.04,272.13,408.45,270.66,-159.04,239.68,34.65,94.31,-36.71,63.72,5.73,18.47,-71.9,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,ema20/100,3,L+S,9,14,64.3,97.52,-82.06,74.19,16.3,55.12,206.72,40.72,290.75,430.25,147.89,-82.06,179.27,-21.32,153.37,-27.42,51.17,-22.69,3.33,15.31,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema10/50,2,L+S,9,14,64.3,95.01,-65.0,37.61,5.9,55.12,402.27,-65.0,294.05,359.57,165.56,13.18,57.62,45.17,16.35,32.16,3.81,-4.12,-6.21,15.72,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,ema20/50,3,L,9,14,64.3,93.89,-161.44,58.27,12.5,55.12,410.73,-77.26,232.97,366.3,102.0,-161.44,246.1,86.81,107.44,-41.99,81.24,13.12,-23.53,-28.03,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,ema10/50,3,L,9,14,64.3,92.59,-197.77,63.53,17.3,55.12,482.45,-32.67,269.26,393.58,12.1,-197.77,211.68,134.47,73.13,-62.78,59.56,4.7,-6.44,-44.97,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,c>ema100,2,L,9,14,64.3,91.53,-159.31,19.6,4.9,55.12,439.84,-159.31,236.97,362.8,149.16,-4.29,126.49,67.55,65.53,-24.13,38.75,7.7,-22.48,-3.1,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,macd26/52,3,L,9,14,64.3,90.52,-76.2,52.23,23.9,55.12,238.66,14.54,231.01,365.34,13.13,-76.2,282.51,87.91,125.21,18.63,25.82,-12.49,13.79,-60.56,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema20/50,2,L+S,9,14,64.3,90.38,-49.36,38.74,4.5,55.12,364.76,-49.36,283.6,335.23,196.1,0.56,76.68,30.36,11.91,29.56,1.26,-8.13,-20.15,12.97,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1h,ema20/50,3,L,9,14,64.3,90.21,-164.1,67.49,48.1,55.12,381.73,63.52,250.66,370.41,152.32,-164.1,165.27,39.31,132.29,-78.25,28.77,-21.61,8.28,-65.62,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1h,ema50/200,3,L,9,14,64.3,87.45,-148.28,64.52,15.8,55.12,429.3,-67.75,211.58,371.42,57.05,-148.28,233.8,135.8,80.61,-62.15,49.95,3.76,-19.54,-51.3,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,c>ema50,3,L,9,14,64.3,86.55,-215.38,71.25,47.9,55.12,342.21,-79.05,223.31,494.74,157.95,-215.38,228.53,69.41,123.34,-77.31,42.48,-14.07,-18.36,-66.04,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,ema20/50,3,L+S,9,14,64.3,82.07,-56.75,89.2,25.5,55.12,356.01,149.2,196.49,205.42,-12.12,-56.75,158.49,14.7,80.01,-48.24,83.17,-5.7,22.67,5.6,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,c>ema200,2,L,9,14,64.3,80.33,-119.03,16.0,4.1,55.12,412.55,-119.03,148.95,424.84,21.11,-15.93,127.22,83.88,54.21,-45.4,41.73,17.96,-27.42,0.0,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,c>ema100,2,L,9,14,64.3,71.22,-63.75,40.12,30.7,55.12,290.0,-63.75,193.69,279.96,28.36,-57.75,182.65,74.19,76.93,-15.85,43.32,-1.07,-5.34,-28.22,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema5/20,2,L+S,9,14,64.3,70.52,-44.61,56.42,13.2,55.12,210.43,-8.83,212.08,369.78,59.93,-15.7,65.37,61.1,45.02,-34.08,52.43,-44.61,-10.52,24.83,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,c>ema100,2,L+S,9,14,64.3,68.95,-98.13,61.52,62.0,55.12,233.81,74.16,208.55,209.89,-98.13,63.41,146.65,45.02,59.86,-7.34,32.7,-23.2,34.86,-15.0,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,st2.0,2,L+S,9,14,64.3,68.64,-90.53,53.39,10.1,55.12,163.74,111.55,170.54,382.69,12.74,-57.26,90.29,84.98,66.36,-90.53,30.01,-50.91,28.23,18.51,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema20/100,2,L+S,9,14,64.3,67.5,-28.77,33.28,3.1,55.12,225.41,-28.77,96.67,362.07,32.55,89.63,20.97,69.6,6.53,-17.95,-1.78,17.96,27.58,44.52,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1h,c>ema200,3,L,9,14,64.3,64.63,-209.24,84.48,94.7,55.12,257.23,-51.52,131.59,468.39,117.49,-209.24,179.25,70.47,104.74,-57.53,21.17,-39.93,-6.93,-80.33,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,macd26/52,2,L+S,9,14,64.3,60.8,-73.63,62.93,7.8,55.12,405.77,-65.22,131.49,341.52,-73.63,-56.92,78.7,61.47,17.85,-4.67,14.86,-19.57,0.88,18.64,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,c>ema100,3,L,8,14,57.1,106.84,-95.63,60.19,30.7,55.12,435.01,-95.63,290.54,419.94,42.55,-86.63,273.97,111.29,115.39,-23.77,64.99,-1.61,-8.01,-42.33,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,macd26/52,3,L,8,14,57.1,104.06,-214.86,35.66,3.9,55.12,627.3,-214.86,254.57,518.73,51.1,-183.23,220.44,107.3,102.85,-21.18,45.95,-0.99,-31.55,-19.54,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,c>ema100,2,L+S,8,14,57.1,95.96,-104.37,38.13,9.9,55.12,429.03,-104.37,240.2,293.68,160.65,156.78,40.65,55.76,31.47,-22.13,32.89,-2.28,-0.35,31.5,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,ema10/30,3,L+S,8,14,57.1,95.56,-206.31,93.65,45.6,55.12,422.36,321.04,214.92,417.19,59.9,-206.31,132.61,119.87,10.07,-82.97,35.06,-38.05,44.11,-112.01,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,c>ema200,2,L+S,8,14,57.1,94.87,-29.1,50.18,39.9,55.12,167.78,47.87,301.82,352.29,175.74,93.75,124.85,52.64,-8.89,-24.35,8.3,-29.1,28.07,37.38,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema10/50,2,L,8,14,57.1,90.18,-140.5,19.42,2.9,55.12,416.71,-140.5,268.78,388.39,152.31,-83.11,137.32,67.58,58.78,3.6,23.6,6.75,-24.85,-12.8,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema20/50,2,L,8,14,57.1,87.3,-131.5,16.44,2.1,55.12,400.01,-131.5,258.35,374.68,164.52,-89.63,149.73,55.61,57.63,2.19,22.32,4.85,-32.15,-14.44,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,st2.0,3,L,8,14,57.1,85.01,-129.72,62.19,25.6,55.12,258.17,-49.71,333.37,357.34,131.52,-129.72,196.02,48.19,150.98,-57.58,25.64,-30.98,4.85,-47.95,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema5/20,2,L,8,14,57.1,73.39,-109.44,32.16,6.4,55.12,261.97,-109.44,212.88,405.71,96.09,-100.82,142.12,75.08,72.7,-29.14,49.47,-12.84,-27.32,-8.97,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1h,ema20/100,3,L+S,8,14,57.1,71.9,-111.23,101.79,67.7,55.12,278.21,238.4,113.41,329.04,85.04,-105.11,57.03,69.31,142.68,-111.23,-8.82,-56.15,58.99,-84.24,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,macd26/52,2,L,8,14,57.1,69.38,-143.24,23.77,3.9,55.12,418.2,-143.24,169.71,345.82,34.06,-122.16,146.96,71.53,68.57,-14.12,30.63,-0.66,-21.03,-13.02,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,ema10/30,2,L,8,14,57.1,68.58,-155.09,43.97,22.6,55.12,318.08,8.11,160.82,314.7,97.09,-155.09,153.28,86.47,47.79,-38.81,37.04,-1.99,-8.04,-59.38,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,ema20/100,2,L+S,8,14,57.1,65.01,-54.71,49.46,16.3,55.12,137.81,27.15,193.83,286.84,98.59,-54.71,119.51,-14.21,102.24,-18.28,34.11,-15.12,2.22,10.21,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,macd12/26,2,L,8,14,57.1,60.89,-96.48,32.56,8.5,55.12,286.33,-54.78,84.19,327.66,99.61,-96.48,131.16,50.97,61.15,-37.89,25.05,14.68,-32.89,-6.25,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema50/200,2,L,8,14,57.1,60.79,-98.44,0.28,1.2,55.12,239.6,-98.44,75.02,335.37,25.4,-25.03,120.85,83.88,97.25,-25.71,45.37,17.96,-40.41,0.0,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,macd26/52,2,L,8,14,57.1,60.35,-50.8,34.82,23.9,55.12,159.1,9.69,154.0,243.56,8.75,-50.8,188.34,58.61,83.47,12.42,17.22,-8.33,9.2,-40.38,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1h,ema50/200,2,L,8,14,57.1,58.3,-98.85,43.01,15.8,55.12,286.2,-45.17,141.05,247.62,38.03,-98.85,155.87,90.53,53.74,-41.43,33.3,2.51,-13.02,-34.2,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,c>ema50,2,L,8,14,57.1,57.7,-143.59,47.5,47.9,55.12,228.14,-52.7,148.87,329.83,105.3,-143.59,152.35,46.27,82.23,-51.54,28.32,-9.38,-12.24,-44.03,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,4h,ema20/50,2,L+S,8,14,57.1,54.71,-37.83,59.47,25.5,55.12,237.34,99.46,130.99,136.95,-8.08,-37.83,105.66,9.8,53.34,-32.16,55.45,-3.8,15.11,3.73,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,ema20/50,3,L+S,7,14,50.0,135.57,-74.04,58.11,4.5,55.12,547.14,-74.04,425.4,502.84,294.15,0.84,115.01,45.53,17.87,44.35,1.9,-12.19,-30.22,19.45,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
BTC,1d,st3.0,3,L+S,7,14,50.0,106.27,-85.95,64.66,6.1,55.12,69.09,76.92,351.05,566.08,293.03,-85.95,131.45,-12.8,70.54,-38.02,5.71,-2.24,35.13,27.76,221.87,-73.0,94.4,301.98,59.79,-64.21,155.62,48.45,49.07,-11.78,26.7,10.21,-21.61,-25.88
