iteration,coin,timeframe,strategy,trend_filter,tp_pct,sl_pct,signal_count,total_trades,win_rate,total_return,avg_return,max_drawdown,sharpe_ratio
iter4_combined_best,BTC,4h,candle_pattern,True,0.05,0.02,17,5,20.0,-17.5,-3.5,31.5,-0.559
iter4_combined_best,BTC,4h,support_bounce+candle_pattern,True,0.05,0.02,3,2,0.0,-21.0,-10.5,10.5,0.0
iter4_combined_best,ETH,5m,rsi_oversold,True,0.05,0.02,40,24,45.83,-32.99,-1.37,45.67,-1.4054
iter4_combined_best,ETH,5m,macd_cross,True,0.05,0.02,496,214,42.99,-32.84,-0.15,122.81,-0.3386
iter4_combined_best,ETH,5m,ema_cross,True,0.05,0.02,324,186,42.47,-142.97,-0.77,153.51,-1.7045
iter4_combined_best,ETH,5m,bollinger_bounce,True,0.05,0.02,204,116,40.52,-130.42,-1.12,150.74,-1.816
iter4_combined_best,ETH,5m,support_bounce,True,0.05,0.02,2945,267,42.7,-181.06,-0.68,232.65,-1.8478
iter4_combined_best,ETH,5m,candle_pattern,True,0.05,0.02,1599,291,40.55,-223.05,-0.77,289.39,-2.0772
iter4_combined_best,ETH,5m,rsi_oversold+bollinger_bounce,True,0.05,0.02,3,3,66.67,12.87,4.29,0.0,1.937
iter4_combined_best,ETH,5m,rsi_oversold+support_bounce,True,0.05,0.02,5,5,60.0,3.71,0.74,1.13,0.2566
iter4_combined_best,ETH,5m,macd_cross+ema_cross,True,0.05,0.02,60,48,41.67,5.97,0.12,36.7,0.1233
iter4_combined_best,ETH,5m,macd_cross+bollinger_bounce,True,0.05,0.02,2,2,50.0,-3.91,-1.95,0.0,-0.3233
iter4_combined_best,ETH,5m,macd_cross+support_bounce,True,0.05,0.02,227,123,41.46,-72.56,-0.59,130.19,-1.1834
iter4_combined_best,ETH,5m,macd_cross+candle_pattern,True,0.05,0.02,82,63,58.73,44.54,0.71,41.18,0.8929
iter4_combined_best,ETH,5m,ema_cross+bollinger_bounce,True,0.05,0.02,3,3,0.0,-31.5,-10.5,21.0,0.0
iter4_combined_best,ETH,5m,ema_cross+support_bounce,True,0.05,0.02,133,97,38.14,-84.24,-0.87,88.7,-1.4844
iter4_combined_best,ETH,5m,ema_cross+candle_pattern,True,0.05,0.02,58,52,36.54,-112.05,-2.15,120.62,-3.1209
iter4_combined_best,ETH,5m,bollinger_bounce+support_bounce,True,0.05,0.02,198,114,39.47,-130.32,-1.14,148.42,-1.8211
iter4_combined_best,ETH,5m,bollinger_bounce+candle_pattern,True,0.05,0.02,44,40,42.5,-33.57,-0.84,51.24,-0.7241
iter4_combined_best,ETH,5m,support_bounce+candle_pattern,True,0.05,0.02,635,184,43.48,-138.36,-0.75,162.02,-1.7634
iter4_combined_best,ETH,15m,rsi_oversold,True,0.05,0.02,16,7,42.86,-23.71,-3.39,21.0,-1.0757
iter4_combined_best,ETH,15m,macd_cross,True,0.05,0.02,149,63,46.03,-35.49,-0.56,48.25,-0.5307
iter4_combined_best,ETH,15m,ema_cross,True,0.05,0.02,99,54,38.89,-71.06,-1.32,86.91,-1.2477
iter4_combined_best,ETH,15m,bollinger_bounce,True,0.05,0.02,58,34,55.88,-32.54,-0.96,57.32,-0.8379
iter4_combined_best,ETH,15m,support_bounce,True,0.05,0.02,485,73,47.95,-96.91,-1.33,91.55,-1.3327
iter4_combined_best,ETH,15m,candle_pattern,True,0.05,0.02,476,88,37.5,-92.34,-1.05,109.57,-1.0866
iter4_combined_best,ETH,15m,rsi_oversold+bollinger_bounce,True,0.05,0.02,2,2,50.0,-6.54,-3.27,0.0,-0.6391
iter4_combined_best,ETH,15m,rsi_oversold+support_bounce,True,0.05,0.02,1,1,100.0,3.96,3.96,0.0,0.0
iter4_combined_best,ETH,15m,rsi_oversold+candle_pattern,True,0.05,0.02,1,1,0.0,-5.92,-5.92,0.0,0.0
iter4_combined_best,ETH,15m,macd_cross+ema_cross,True,0.05,0.02,13,12,58.33,3.11,0.26,12.58,0.1363
iter4_combined_best,ETH,15m,macd_cross+support_bounce,True,0.05,0.02,39,24,45.83,5.23,0.22,21.0,0.1169
iter4_combined_best,ETH,15m,macd_cross+candle_pattern,True,0.05,0.02,25,21,52.38,-10.94,-0.52,26.03,-0.2671
iter4_combined_best,ETH,15m,ema_cross+support_bounce,True,0.05,0.02,20,13,38.46,-36.36,-2.8,31.57,-1.6826
iter4_combined_best,ETH,15m,ema_cross+candle_pattern,True,0.05,0.02,26,23,21.74,-75.63,-3.29,87.74,-1.7796
iter4_combined_best,ETH,15m,bollinger_bounce+support_bounce,True,0.05,0.02,51,32,59.38,-11.34,-0.35,54.41,-0.3125
iter4_combined_best,ETH,15m,bollinger_bounce+candle_pattern,True,0.05,0.02,13,9,33.33,-14.82,-1.65,23.37,-0.7309
iter4_combined_best,ETH,15m,support_bounce+candle_pattern,True,0.05,0.02,108,48,41.67,-59.29,-1.24,54.62,-0.981
iter4_combined_best,ETH,1h,rsi_oversold,True,0.05,0.02,3,2,0.0,-21.0,-10.5,10.5,0.0
iter4_combined_best,ETH,1h,macd_cross,True,0.05,0.02,26,16,25.0,-74.83,-4.68,64.33,-1.7993
iter4_combined_best,ETH,1h,ema_cross,True,0.05,0.02,8,7,28.57,-27.66,-3.95,31.5,-0.8567
iter4_combined_best,ETH,1h,bollinger_bounce,True,0.05,0.02,6,6,16.67,-43.15,-7.19,32.65,-2.3809
iter4_combined_best,ETH,1h,support_bounce,True,0.05,0.02,28,14,21.43,-34.16,-2.44,62.16,-0.6425
iter4_combined_best,ETH,1h,candle_pattern,True,0.05,0.02,77,23,26.09,-92.54,-4.02,82.04,-1.7768
iter4_combined_best,ETH,1h,macd_cross+support_bounce,True,0.05,0.02,1,1,0.0,-10.5,-10.5,0.0,0.0
iter4_combined_best,ETH,1h,macd_cross+candle_pattern,True,0.05,0.02,4,4,0.0,-42.0,-10.5,31.5,0.0
iter4_combined_best,ETH,1h,ema_cross+candle_pattern,True,0.05,0.02,1,1,0.0,-10.5,-10.5,0.0,0.0
iter4_combined_best,ETH,1h,bollinger_bounce+support_bounce,True,0.05,0.02,4,4,25.0,-22.15,-5.54,21.0,-1.2882
iter4_combined_best,ETH,1h,bollinger_bounce+candle_pattern,True,0.05,0.02,2,2,0.0,-21.0,-10.5,10.5,0.0
iter4_combined_best,ETH,1h,support_bounce+candle_pattern,True,0.05,0.02,7,6,33.33,17.24,2.87,10.76,0.4478
iter4_combined_best,ETH,4h,macd_cross,True,0.05,0.02,1,1,100.0,24.5,24.5,0.0,0.0
iter4_combined_best,ETH,4h,ema_cross,True,0.05,0.02,2,2,50.0,14.0,7.0,0.0,0.5657
iter4_combined_best,ETH,4h,bollinger_bounce,True,0.05,0.02,1,1,0.0,-10.5,-10.5,0.0,0.0
iter4_combined_best,ETH,4h,support_bounce,True,0.05,0.02,3,3,33.33,3.5,1.17,10.5,0.1225
iter4_combined_best,ETH,4h,candle_pattern,True,0.05,0.02,12,4,50.0,28.0,7.0,21.0,0.8
iter4_combined_best,ETH,4h,ema_cross+candle_pattern,True,0.05,0.02,1,1,0.0,-10.5,-10.5,0.0,0.0
iter4_combined_best,ETH,4h,bollinger_bounce+support_bounce,True,0.05,0.02,1,1,0.0,-10.5,-10.5,0.0,0.0
iter4_combined_best,ETH,4h,bollinger_bounce+candle_pattern,True,0.05,0.02,1,1,0.0,-10.5,-10.5,0.0,0.0
iter4_combined_best,ETH,4h,support_bounce+candle_pattern,True,0.05,0.02,1,1,0.0,-10.5,-10.5,0.0,0.0
