coin,tf,signal,lev,mode,period,ret,bh_ret,beat_bh,n_trades,win_rate,max_dd
SOL,1h,ema20/50,1,L,bull_2024h2,42.4,29.1,True,36,0.417,27.85
SOL,1h,ema20/50,1,L+S,bull_2024h2,46.11,29.1,True,71,0.366,41.32
SOL,1h,ema20/50,2,L,bull_2024h2,84.81,29.1,True,36,0.417,55.69
SOL,1h,ema20/50,2,L+S,bull_2024h2,92.21,29.1,True,71,0.366,82.64
SOL,1h,ema20/50,3,L,bull_2024h2,127.21,29.1,True,36,0.417,83.54
SOL,1h,ema20/50,3,L+S,bull_2024h2,138.32,29.1,True,71,0.366,123.96
SOL,1h,ema50/200,1,L,bull_2024h2,17.19,29.1,False,12,0.333,14.87
SOL,1h,ema50/200,1,L+S,bull_2024h2,0.35,29.1,False,24,0.292,20.64
SOL,1h,ema50/200,2,L,bull_2024h2,34.38,29.1,True,12,0.333,29.73
SOL,1h,ema50/200,2,L+S,bull_2024h2,0.71,29.1,False,24,0.292,41.28
SOL,1h,ema50/200,3,L,bull_2024h2,51.56,29.1,True,12,0.333,44.6
SOL,1h,ema50/200,3,L+S,bull_2024h2,1.06,29.1,False,24,0.292,61.92
SOL,1h,ema10/30,1,L,bull_2024h2,34.25,29.1,True,74,0.338,28.6
SOL,1h,ema10/30,1,L+S,bull_2024h2,29.36,29.1,True,147,0.306,34.8
SOL,1h,ema10/30,2,L,bull_2024h2,68.49,29.1,True,74,0.338,57.21
SOL,1h,ema10/30,2,L+S,bull_2024h2,58.72,29.1,True,147,0.306,69.59
SOL,1h,ema10/30,3,L,bull_2024h2,102.74,29.1,True,74,0.338,85.81
SOL,1h,ema10/30,3,L+S,bull_2024h2,88.08,29.1,True,147,0.306,104.39
SOL,1h,ema20/100,1,L,bull_2024h2,43.9,29.1,True,27,0.333,23.87
SOL,1h,ema20/100,1,L+S,bull_2024h2,47.44,29.1,True,53,0.302,24.43
SOL,1h,ema20/100,2,L,bull_2024h2,87.8,29.1,True,27,0.333,47.75
SOL,1h,ema20/100,2,L+S,bull_2024h2,94.89,29.1,True,53,0.302,48.86
SOL,1h,ema20/100,3,L,bull_2024h2,131.71,29.1,True,27,0.333,71.62
SOL,1h,ema20/100,3,L+S,bull_2024h2,142.33,29.1,True,53,0.302,73.29
SOL,1h,ema5/20,1,L,bull_2024h2,1.22,29.1,False,134,0.269,34.41
SOL,1h,ema5/20,1,L+S,bull_2024h2,-39.97,29.1,False,268,0.265,99.8
SOL,1h,ema5/20,2,L,bull_2024h2,2.43,29.1,False,134,0.269,68.83
SOL,1h,ema5/20,2,L+S,bull_2024h2,-79.94,29.1,False,268,0.265,199.61
SOL,1h,ema5/20,3,L,bull_2024h2,3.65,29.1,False,134,0.269,103.24
SOL,1h,ema5/20,3,L+S,bull_2024h2,-119.92,29.1,False,268,0.265,299.41
SOL,1h,c>ema50,1,L,bull_2024h2,-6.45,29.1,False,192,0.182,36.4
SOL,1h,c>ema50,1,L+S,bull_2024h2,-51.61,29.1,False,384,0.169,84.21
SOL,1h,c>ema50,2,L,bull_2024h2,-12.9,29.1,False,192,0.182,72.8
SOL,1h,c>ema50,2,L+S,bull_2024h2,-103.21,29.1,False,384,0.169,168.43
SOL,1h,c>ema50,3,L,bull_2024h2,-19.35,29.1,False,192,0.182,109.2
SOL,1h,c>ema50,3,L+S,bull_2024h2,-154.82,29.1,False,384,0.169,252.64
SOL,1h,c>ema100,1,L,bull_2024h2,-4.36,29.1,False,129,0.132,35.65
SOL,1h,c>ema100,1,L+S,bull_2024h2,-46.94,29.1,False,258,0.14,72.03
SOL,1h,c>ema100,2,L,bull_2024h2,-8.72,29.1,False,129,0.132,71.3
SOL,1h,c>ema100,2,L+S,bull_2024h2,-93.89,29.1,False,258,0.14,144.06
SOL,1h,c>ema100,3,L,bull_2024h2,-13.08,29.1,False,129,0.132,106.95
SOL,1h,c>ema100,3,L+S,bull_2024h2,-140.83,29.1,False,258,0.14,216.09
SOL,1h,c>ema200,1,L,bull_2024h2,-4.59,29.1,False,90,0.089,44.85
SOL,1h,c>ema200,1,L+S,bull_2024h2,-48.55,29.1,False,180,0.133,67.02
SOL,1h,c>ema200,2,L,bull_2024h2,-9.17,29.1,False,90,0.089,89.69
SOL,1h,c>ema200,2,L+S,bull_2024h2,-97.1,29.1,False,180,0.133,134.03
SOL,1h,c>ema200,3,L,bull_2024h2,-13.76,29.1,False,90,0.089,134.54
SOL,1h,c>ema200,3,L+S,bull_2024h2,-145.65,29.1,False,180,0.133,201.05
SOL,1h,macd12/26,1,L,bull_2024h2,-58.69,29.1,False,180,0.311,68.89
SOL,1h,macd12/26,1,L+S,bull_2024h2,-155.96,29.1,False,360,0.314,162.4
SOL,1h,macd12/26,2,L,bull_2024h2,-117.38,29.1,False,180,0.311,137.79
SOL,1h,macd12/26,2,L+S,bull_2024h2,-311.91,29.1,False,360,0.314,324.79
SOL,1h,macd12/26,3,L,bull_2024h2,-176.07,29.1,False,180,0.311,206.68
SOL,1h,macd12/26,3,L+S,bull_2024h2,-467.87,29.1,False,360,0.314,487.19
SOL,1h,macd26/52,1,L,bull_2024h2,-15.86,29.1,False,84,0.345,56.64
SOL,1h,macd26/52,1,L+S,bull_2024h2,-70.14,29.1,False,167,0.329,98.03
SOL,1h,macd26/52,2,L,bull_2024h2,-31.71,29.1,False,84,0.345,113.28
SOL,1h,macd26/52,2,L+S,bull_2024h2,-140.29,29.1,False,167,0.329,196.06
SOL,1h,macd26/52,3,L,bull_2024h2,-47.57,29.1,False,84,0.345,169.92
SOL,1h,macd26/52,3,L+S,bull_2024h2,-210.43,29.1,False,167,0.329,294.09
SOL,1h,st2.0,1,L,bull_2024h2,-1.21,29.1,False,90,0.356,37.14
SOL,1h,st2.0,1,L+S,bull_2024h2,-42.32,29.1,False,180,0.339,82.13
SOL,1h,st2.0,2,L,bull_2024h2,-2.42,29.1,False,90,0.356,74.29
SOL,1h,st2.0,2,L+S,bull_2024h2,-84.64,29.1,False,180,0.339,164.26
SOL,1h,st2.0,3,L,bull_2024h2,-3.63,29.1,False,90,0.356,111.43
SOL,1h,st2.0,3,L+S,bull_2024h2,-126.95,29.1,False,180,0.339,246.39
SOL,1h,st3.0,1,L,bull_2024h2,-0.64,29.1,False,50,0.34,33.84
SOL,1h,st3.0,1,L+S,bull_2024h2,-41.21,29.1,False,100,0.32,73.95
SOL,1h,st3.0,2,L,bull_2024h2,-1.27,29.1,False,50,0.34,67.67
SOL,1h,st3.0,2,L+S,bull_2024h2,-82.42,29.1,False,100,0.32,147.9
SOL,1h,st3.0,3,L,bull_2024h2,-1.91,29.1,False,50,0.34,101.51
SOL,1h,st3.0,3,L+S,bull_2024h2,-123.64,29.1,False,100,0.32,221.85
SOL,1h,st4.0,1,L,bull_2024h2,10.14,29.1,False,32,0.344,32.36
SOL,1h,st4.0,1,L+S,bull_2024h2,-16.88,29.1,False,63,0.333,47.87
SOL,1h,st4.0,2,L,bull_2024h2,20.29,29.1,False,32,0.344,64.71
SOL,1h,st4.0,2,L+S,bull_2024h2,-33.77,29.1,False,63,0.333,95.74
SOL,1h,st4.0,3,L,bull_2024h2,30.43,29.1,True,32,0.344,97.07
SOL,1h,st4.0,3,L+S,bull_2024h2,-50.65,29.1,False,63,0.333,143.61
SOL,1h,ema20/50,1,L,bear_2024h1,31.85,44.1,False,39,0.333,27.16
SOL,1h,ema20/50,1,L+S,bear_2024h1,14.22,44.1,False,78,0.359,29.84
SOL,1h,ema20/50,2,L,bear_2024h1,63.7,44.1,True,39,0.333,54.33
SOL,1h,ema20/50,2,L+S,bear_2024h1,28.44,44.1,False,78,0.359,59.68
SOL,1h,ema20/50,3,L,bear_2024h1,95.55,44.1,True,39,0.333,81.49
SOL,1h,ema20/50,3,L+S,bear_2024h1,42.66,44.1,False,78,0.359,89.52
SOL,1h,ema50/200,1,L,bear_2024h1,40.82,44.1,False,14,0.429,14.43
SOL,1h,ema50/200,1,L+S,bear_2024h1,29.61,44.1,False,27,0.333,27.37
SOL,1h,ema50/200,2,L,bear_2024h1,81.64,44.1,True,14,0.429,28.87
SOL,1h,ema50/200,2,L+S,bear_2024h1,59.22,44.1,True,27,0.333,54.75
SOL,1h,ema50/200,3,L,bear_2024h1,122.46,44.1,True,14,0.429,43.3
SOL,1h,ema50/200,3,L+S,bear_2024h1,88.83,44.1,True,27,0.333,82.12
SOL,1h,ema10/30,1,L,bear_2024h1,32.1,44.1,False,76,0.355,27.86
SOL,1h,ema10/30,1,L+S,bear_2024h1,12.9,44.1,False,152,0.362,43.11
SOL,1h,ema10/30,2,L,bear_2024h1,64.21,44.1,True,76,0.355,55.72
SOL,1h,ema10/30,2,L+S,bear_2024h1,25.79,44.1,False,152,0.362,86.22
SOL,1h,ema10/30,3,L,bear_2024h1,96.31,44.1,True,76,0.355,83.58
SOL,1h,ema10/30,3,L+S,bear_2024h1,38.69,44.1,False,152,0.362,129.33
SOL,1h,ema20/100,1,L,bear_2024h1,6.31,44.1,False,30,0.4,25.49
SOL,1h,ema20/100,1,L+S,bear_2024h1,-35.71,44.1,False,60,0.317,61.07
SOL,1h,ema20/100,2,L,bear_2024h1,12.61,44.1,False,30,0.4,50.98
SOL,1h,ema20/100,2,L+S,bear_2024h1,-71.42,44.1,False,60,0.317,122.14
SOL,1h,ema20/100,3,L,bear_2024h1,18.92,44.1,False,30,0.4,76.46
SOL,1h,ema20/100,3,L+S,bear_2024h1,-107.13,44.1,False,60,0.317,183.21
SOL,1h,ema5/20,1,L,bear_2024h1,12.06,44.1,False,133,0.316,35.48
SOL,1h,ema5/20,1,L+S,bear_2024h1,-27.23,44.1,False,266,0.305,88.89
SOL,1h,ema5/20,2,L,bear_2024h1,24.12,44.1,False,133,0.316,70.95
SOL,1h,ema5/20,2,L+S,bear_2024h1,-54.46,44.1,False,266,0.305,177.78
SOL,1h,ema5/20,3,L,bear_2024h1,36.17,44.1,False,133,0.316,106.43
SOL,1h,ema5/20,3,L+S,bear_2024h1,-81.68,44.1,False,266,0.305,266.68
SOL,1h,c>ema50,1,L,bear_2024h1,-1.08,44.1,False,182,0.176,39.04
SOL,1h,c>ema50,1,L+S,bear_2024h1,-52.81,44.1,False,364,0.187,54.46
SOL,1h,c>ema50,2,L,bear_2024h1,-2.17,44.1,False,182,0.176,78.08
SOL,1h,c>ema50,2,L+S,bear_2024h1,-105.61,44.1,False,364,0.187,108.91
SOL,1h,c>ema50,3,L,bear_2024h1,-3.25,44.1,False,182,0.176,117.12
SOL,1h,c>ema50,3,L+S,bear_2024h1,-158.42,44.1,False,364,0.187,163.37
SOL,1h,c>ema100,1,L,bear_2024h1,27.74,44.1,False,120,0.158,28.64
SOL,1h,c>ema100,1,L+S,bear_2024h1,3.1,44.1,False,240,0.183,40.45
SOL,1h,c>ema100,2,L,bear_2024h1,55.48,44.1,True,120,0.158,57.28
SOL,1h,c>ema100,2,L+S,bear_2024h1,6.2,44.1,False,240,0.183,80.91
SOL,1h,c>ema100,3,L,bear_2024h1,83.22,44.1,True,120,0.158,85.91
SOL,1h,c>ema100,3,L+S,bear_2024h1,9.3,44.1,False,240,0.183,121.36
SOL,1h,c>ema200,1,L,bear_2024h1,-7.87,44.1,False,92,0.141,38.6
SOL,1h,c>ema200,1,L+S,bear_2024h1,-67.67,44.1,False,184,0.125,81.04
SOL,1h,c>ema200,2,L,bear_2024h1,-15.73,44.1,False,92,0.141,77.19
SOL,1h,c>ema200,2,L+S,bear_2024h1,-135.33,44.1,False,184,0.125,162.08
SOL,1h,c>ema200,3,L,bear_2024h1,-23.6,44.1,False,92,0.141,115.79
SOL,1h,c>ema200,3,L+S,bear_2024h1,-203.0,44.1,False,184,0.125,243.12
SOL,1h,macd12/26,1,L,bear_2024h1,4.05,44.1,False,169,0.355,39.12
SOL,1h,macd12/26,1,L+S,bear_2024h1,-48.89,44.1,False,338,0.343,119.27
SOL,1h,macd12/26,2,L,bear_2024h1,8.1,44.1,False,169,0.355,78.23
SOL,1h,macd12/26,2,L+S,bear_2024h1,-97.78,44.1,False,338,0.343,238.55
SOL,1h,macd12/26,3,L,bear_2024h1,12.16,44.1,False,169,0.355,117.35
SOL,1h,macd12/26,3,L+S,bear_2024h1,-146.67,44.1,False,338,0.343,357.82
SOL,1h,macd26/52,1,L,bear_2024h1,-0.38,44.1,False,91,0.319,29.32
SOL,1h,macd26/52,1,L+S,bear_2024h1,-53.89,44.1,False,181,0.331,82.8
SOL,1h,macd26/52,2,L,bear_2024h1,-0.75,44.1,False,91,0.319,58.64
SOL,1h,macd26/52,2,L+S,bear_2024h1,-107.78,44.1,False,181,0.331,165.61
SOL,1h,macd26/52,3,L,bear_2024h1,-1.13,44.1,False,91,0.319,87.96
SOL,1h,macd26/52,3,L+S,bear_2024h1,-161.67,44.1,False,181,0.331,248.41
SOL,1h,st2.0,1,L,bear_2024h1,15.17,44.1,False,82,0.451,37.19
SOL,1h,st2.0,1,L+S,bear_2024h1,-22.77,44.1,False,164,0.421,92.59
SOL,1h,st2.0,2,L,bear_2024h1,30.35,44.1,False,82,0.451,74.38
SOL,1h,st2.0,2,L+S,bear_2024h1,-45.54,44.1,False,164,0.421,185.17
SOL,1h,st2.0,3,L,bear_2024h1,45.52,44.1,True,82,0.451,111.58
SOL,1h,st2.0,3,L+S,bear_2024h1,-68.31,44.1,False,164,0.421,277.76
SOL,1h,st3.0,1,L,bear_2024h1,5.66,44.1,False,50,0.36,31.61
SOL,1h,st3.0,1,L+S,bear_2024h1,-39.75,44.1,False,99,0.404,69.4
SOL,1h,st3.0,2,L,bear_2024h1,11.33,44.1,False,50,0.36,63.22
SOL,1h,st3.0,2,L+S,bear_2024h1,-79.5,44.1,False,99,0.404,138.8
SOL,1h,st3.0,3,L,bear_2024h1,16.99,44.1,False,50,0.36,94.83
SOL,1h,st3.0,3,L+S,bear_2024h1,-119.25,44.1,False,99,0.404,208.2
SOL,1h,st4.0,1,L,bear_2024h1,22.1,44.1,False,32,0.438,30.5
SOL,1h,st4.0,1,L+S,bear_2024h1,-7.38,44.1,False,64,0.422,68.29
SOL,1h,st4.0,2,L,bear_2024h1,44.2,44.1,True,32,0.438,61.0
SOL,1h,st4.0,2,L+S,bear_2024h1,-14.76,44.1,False,64,0.422,136.59
SOL,1h,st4.0,3,L,bear_2024h1,66.3,44.1,True,32,0.438,91.5
SOL,1h,st4.0,3,L+S,bear_2024h1,-22.14,44.1,False,64,0.422,204.88
SOL,1h,ema20/50,1,L,bull_2023,257.61,920.6,False,79,0.354,28.13
SOL,1h,ema20/50,1,L+S,bull_2023,224.6,920.6,False,158,0.31,46.63
SOL,1h,ema20/50,2,L,bull_2023,515.22,920.6,False,79,0.354,56.26
SOL,1h,ema20/50,2,L+S,bull_2023,449.21,920.6,False,158,0.31,93.26
SOL,1h,ema20/50,3,L,bull_2023,772.83,920.6,False,79,0.354,84.39
SOL,1h,ema20/50,3,L+S,bull_2023,673.81,920.6,False,158,0.31,139.9
SOL,1h,ema50/200,1,L,bull_2023,310.96,920.6,False,23,0.435,26.32
SOL,1h,ema50/200,1,L+S,bull_2023,283.72,920.6,False,46,0.413,38.22
SOL,1h,ema50/200,2,L,bull_2023,621.92,920.6,False,23,0.435,52.63
SOL,1h,ema50/200,2,L+S,bull_2023,567.44,920.6,False,46,0.413,76.44
SOL,1h,ema50/200,3,L,bull_2023,932.89,920.6,True,23,0.435,78.95
SOL,1h,ema50/200,3,L+S,bull_2023,851.16,920.6,False,46,0.413,114.66
SOL,1h,ema10/30,1,L,bull_2023,233.72,920.6,False,154,0.292,27.55
SOL,1h,ema10/30,1,L+S,bull_2023,177.97,920.6,False,308,0.292,40.79
SOL,1h,ema10/30,2,L,bull_2023,467.44,920.6,False,154,0.292,55.11
SOL,1h,ema10/30,2,L+S,bull_2023,355.95,920.6,False,308,0.292,81.59
SOL,1h,ema10/30,3,L,bull_2023,701.16,920.6,False,154,0.292,82.66
SOL,1h,ema10/30,3,L+S,bull_2023,533.92,920.6,False,308,0.292,122.38
SOL,1h,ema20/100,1,L,bull_2023,285.92,920.6,False,46,0.348,26.93
SOL,1h,ema20/100,1,L+S,bull_2023,225.95,920.6,False,93,0.312,54.04
SOL,1h,ema20/100,2,L,bull_2023,571.83,920.6,False,46,0.348,53.86
SOL,1h,ema20/100,2,L+S,bull_2023,451.91,920.6,False,93,0.312,108.07
SOL,1h,ema20/100,3,L,bull_2023,857.75,920.6,False,46,0.348,80.8
SOL,1h,ema20/100,3,L+S,bull_2023,677.86,920.6,False,93,0.312,162.11
SOL,1h,ema5/20,1,L,bull_2023,163.23,920.6,False,264,0.261,43.17
SOL,1h,ema5/20,1,L+S,bull_2023,44.43,920.6,False,528,0.252,60.88
SOL,1h,ema5/20,2,L,bull_2023,326.46,920.6,False,264,0.261,86.34
SOL,1h,ema5/20,2,L+S,bull_2023,88.86,920.6,False,528,0.252,121.77
SOL,1h,ema5/20,3,L,bull_2023,489.69,920.6,False,264,0.261,129.51
SOL,1h,ema5/20,3,L+S,bull_2023,133.29,920.6,False,528,0.252,182.65
SOL,1h,c>ema50,1,L,bull_2023,177.95,920.6,False,339,0.18,40.1
SOL,1h,c>ema50,1,L+S,bull_2023,68.32,920.6,False,678,0.187,65.53
SOL,1h,c>ema50,2,L,bull_2023,355.9,920.6,False,339,0.18,80.19
SOL,1h,c>ema50,2,L+S,bull_2023,136.64,920.6,False,678,0.187,131.06
SOL,1h,c>ema50,3,L,bull_2023,533.85,920.6,False,339,0.18,120.29
SOL,1h,c>ema50,3,L+S,bull_2023,204.95,920.6,False,678,0.187,196.59
SOL,1h,c>ema100,1,L,bull_2023,218.68,920.6,False,217,0.203,27.43
SOL,1h,c>ema100,1,L+S,bull_2023,146.56,920.6,False,434,0.18,40.25
SOL,1h,c>ema100,2,L,bull_2023,437.37,920.6,False,217,0.203,54.86
SOL,1h,c>ema100,2,L+S,bull_2023,293.13,920.6,False,434,0.18,80.49
SOL,1h,c>ema100,3,L,bull_2023,656.05,920.6,False,217,0.203,82.3
SOL,1h,c>ema100,3,L+S,bull_2023,439.69,920.6,False,434,0.18,120.74
SOL,1h,c>ema200,1,L,bull_2023,277.63,920.6,False,140,0.136,33.12
SOL,1h,c>ema200,1,L+S,bull_2023,205.45,920.6,False,281,0.128,58.63
SOL,1h,c>ema200,2,L,bull_2023,555.26,920.6,False,140,0.136,66.23
SOL,1h,c>ema200,2,L+S,bull_2023,410.89,920.6,False,281,0.128,117.26
SOL,1h,c>ema200,3,L,bull_2023,832.89,920.6,False,140,0.136,99.35
SOL,1h,c>ema200,3,L+S,bull_2023,616.34,920.6,False,281,0.128,175.9
SOL,1h,macd12/26,1,L,bull_2023,150.38,920.6,False,317,0.353,43.54
SOL,1h,macd12/26,1,L+S,bull_2023,18.76,920.6,False,635,0.34,103.07
SOL,1h,macd12/26,2,L,bull_2023,300.77,920.6,False,317,0.353,87.07
SOL,1h,macd12/26,2,L+S,bull_2023,37.53,920.6,False,635,0.34,206.13
SOL,1h,macd12/26,3,L,bull_2023,451.15,920.6,False,317,0.353,130.61
SOL,1h,macd12/26,3,L+S,bull_2023,56.29,920.6,False,635,0.34,309.2
SOL,1h,macd26/52,1,L,bull_2023,210.03,920.6,False,159,0.333,47.16
SOL,1h,macd26/52,1,L+S,bull_2023,138.46,920.6,False,317,0.35,60.21
SOL,1h,macd26/52,2,L,bull_2023,420.05,920.6,False,159,0.333,94.33
SOL,1h,macd26/52,2,L+S,bull_2023,276.92,920.6,False,317,0.35,120.41
SOL,1h,macd26/52,3,L,bull_2023,630.08,920.6,False,159,0.333,141.49
SOL,1h,macd26/52,3,L+S,bull_2023,415.38,920.6,False,317,0.35,180.62
SOL,1h,st2.0,1,L,bull_2023,129.93,920.6,False,168,0.327,34.16
SOL,1h,st2.0,1,L+S,bull_2023,-23.09,920.6,False,336,0.315,97.65
SOL,1h,st2.0,2,L,bull_2023,259.86,920.6,False,168,0.327,68.32
SOL,1h,st2.0,2,L+S,bull_2023,-46.17,920.6,False,336,0.315,195.3
SOL,1h,st2.0,3,L,bull_2023,389.79,920.6,False,168,0.327,102.48
SOL,1h,st2.0,3,L+S,bull_2023,-69.26,920.6,False,336,0.315,292.95
SOL,1h,st3.0,1,L,bull_2023,192.77,920.6,False,90,0.389,34.48
SOL,1h,st3.0,1,L+S,bull_2023,107.33,920.6,False,179,0.352,54.79
SOL,1h,st3.0,2,L,bull_2023,385.55,920.6,False,90,0.389,68.96
SOL,1h,st3.0,2,L+S,bull_2023,214.65,920.6,False,179,0.352,109.58
SOL,1h,st3.0,3,L,bull_2023,578.32,920.6,False,90,0.389,103.44
SOL,1h,st3.0,3,L+S,bull_2023,321.98,920.6,False,179,0.352,164.37
SOL,1h,st4.0,1,L,bull_2023,246.86,920.6,False,56,0.393,28.05
SOL,1h,st4.0,1,L+S,bull_2023,176.03,920.6,False,112,0.366,51.19
SOL,1h,st4.0,2,L,bull_2023,493.71,920.6,False,56,0.393,56.1
SOL,1h,st4.0,2,L+S,bull_2023,352.07,920.6,False,112,0.366,102.37
SOL,1h,st4.0,3,L,bull_2023,740.57,920.6,False,56,0.393,84.15
SOL,1h,st4.0,3,L+S,bull_2023,528.1,920.6,False,112,0.366,153.56
SOL,2h,ema20/50,1,L,bear_2026q1,-31.43,-41.7,True,10,0.2,25.65
SOL,2h,ema20/50,1,L+S,bear_2026q1,-23.86,-41.7,True,21,0.286,34.62
SOL,2h,ema20/50,2,L,bear_2026q1,-62.85,-41.7,False,10,0.2,51.3
SOL,2h,ema20/50,2,L+S,bear_2026q1,-47.72,-41.7,False,21,0.286,69.24
SOL,2h,ema20/50,3,L,bear_2026q1,-94.28,-41.7,False,10,0.2,76.96
SOL,2h,ema20/50,3,L+S,bear_2026q1,-71.58,-41.7,False,21,0.286,103.86
SOL,2h,ema50/200,1,L,bear_2026q1,-2.34,-41.7,True,1,0.0,0.0
SOL,2h,ema50/200,1,L+S,bear_2026q1,33.93,-41.7,True,3,0.333,2.34
SOL,2h,ema50/200,2,L,bear_2026q1,-4.68,-41.7,True,1,0.0,0.0
SOL,2h,ema50/200,2,L+S,bear_2026q1,67.87,-41.7,True,3,0.333,4.68
SOL,2h,ema50/200,3,L,bear_2026q1,-7.02,-41.7,True,1,0.0,0.0
SOL,2h,ema50/200,3,L+S,bear_2026q1,101.8,-41.7,True,3,0.333,7.02
SOL,2h,ema10/30,1,L,bear_2026q1,-28.75,-41.7,True,21,0.238,26.75
SOL,2h,ema10/30,1,L+S,bear_2026q1,-16.48,-41.7,True,43,0.302,43.24
SOL,2h,ema10/30,2,L,bear_2026q1,-57.5,-41.7,False,21,0.238,53.51
SOL,2h,ema10/30,2,L+S,bear_2026q1,-32.96,-41.7,True,43,0.302,86.47
SOL,2h,ema10/30,3,L,bear_2026q1,-86.25,-41.7,False,21,0.238,80.26
SOL,2h,ema10/30,3,L+S,bear_2026q1,-49.45,-41.7,False,43,0.302,129.71
SOL,2h,ema20/100,1,L,bear_2026q1,-34.59,-41.7,True,8,0.125,28.36
SOL,2h,ema20/100,1,L+S,bear_2026q1,-29.74,-41.7,True,17,0.235,35.92
SOL,2h,ema20/100,2,L,bear_2026q1,-69.18,-41.7,False,8,0.125,56.73
SOL,2h,ema20/100,2,L+S,bear_2026q1,-59.48,-41.7,False,17,0.235,71.84
SOL,2h,ema20/100,3,L,bear_2026q1,-103.77,-41.7,False,8,0.125,85.09
SOL,2h,ema20/100,3,L+S,bear_2026q1,-89.22,-41.7,False,17,0.235,107.76
SOL,2h,ema5/20,1,L,bear_2026q1,-29.36,-41.7,True,32,0.281,33.57
SOL,2h,ema5/20,1,L+S,bear_2026q1,-14.33,-41.7,True,65,0.292,47.24
SOL,2h,ema5/20,2,L,bear_2026q1,-58.72,-41.7,False,32,0.281,67.14
SOL,2h,ema5/20,2,L+S,bear_2026q1,-28.66,-41.7,True,65,0.292,94.48
SOL,2h,ema5/20,3,L,bear_2026q1,-88.08,-41.7,False,32,0.281,100.72
SOL,2h,ema5/20,3,L+S,bear_2026q1,-43.0,-41.7,False,65,0.292,141.73
SOL,2h,c>ema50,1,L,bear_2026q1,-24.28,-41.7,True,40,0.125,26.37
SOL,2h,c>ema50,1,L+S,bear_2026q1,-7.38,-41.7,True,81,0.16,41.22
SOL,2h,c>ema50,2,L,bear_2026q1,-48.57,-41.7,False,40,0.125,52.74
SOL,2h,c>ema50,2,L+S,bear_2026q1,-14.76,-41.7,True,81,0.16,82.43
SOL,2h,c>ema50,3,L,bear_2026q1,-72.85,-41.7,False,40,0.125,79.11
SOL,2h,c>ema50,3,L+S,bear_2026q1,-22.14,-41.7,True,81,0.16,123.65
SOL,2h,c>ema100,1,L,bear_2026q1,-16.77,-41.7,True,25,0.08,21.06
SOL,2h,c>ema100,1,L+S,bear_2026q1,6.86,-41.7,True,51,0.196,35.43
SOL,2h,c>ema100,2,L,bear_2026q1,-33.53,-41.7,True,25,0.08,42.12
SOL,2h,c>ema100,2,L+S,bear_2026q1,13.72,-41.7,True,51,0.196,70.86
SOL,2h,c>ema100,3,L,bear_2026q1,-50.3,-41.7,False,25,0.08,63.18
SOL,2h,c>ema100,3,L+S,bear_2026q1,20.58,-41.7,True,51,0.196,106.29
SOL,2h,c>ema200,1,L,bear_2026q1,-12.61,-41.7,True,14,0.071,15.42
SOL,2h,c>ema200,1,L+S,bear_2026q1,13.31,-41.7,True,29,0.138,23.08
SOL,2h,c>ema200,2,L,bear_2026q1,-25.21,-41.7,True,14,0.071,30.84
SOL,2h,c>ema200,2,L+S,bear_2026q1,26.62,-41.7,True,29,0.138,46.16
SOL,2h,c>ema200,3,L,bear_2026q1,-37.82,-41.7,True,14,0.071,46.25
SOL,2h,c>ema200,3,L+S,bear_2026q1,39.93,-41.7,True,29,0.138,69.24
SOL,2h,macd12/26,1,L,bear_2026q1,-14.36,-41.7,True,42,0.286,49.22
SOL,2h,macd12/26,1,L+S,bear_2026q1,12.24,-41.7,True,85,0.329,70.71
SOL,2h,macd12/26,2,L,bear_2026q1,-28.73,-41.7,True,42,0.286,98.43
SOL,2h,macd12/26,2,L+S,bear_2026q1,24.49,-41.7,True,85,0.329,141.42
SOL,2h,macd12/26,3,L,bear_2026q1,-43.09,-41.7,False,42,0.286,147.65
SOL,2h,macd12/26,3,L+S,bear_2026q1,36.73,-41.7,True,85,0.329,212.13
SOL,2h,macd26/52,1,L,bear_2026q1,-39.11,-41.7,True,20,0.25,46.42
SOL,2h,macd26/52,1,L+S,bear_2026q1,-34.76,-41.7,True,41,0.317,52.18
SOL,2h,macd26/52,2,L,bear_2026q1,-78.22,-41.7,False,20,0.25,92.84
SOL,2h,macd26/52,2,L+S,bear_2026q1,-69.53,-41.7,False,41,0.317,104.36
SOL,2h,macd26/52,3,L,bear_2026q1,-117.32,-41.7,False,20,0.25,139.26
SOL,2h,macd26/52,3,L+S,bear_2026q1,-104.29,-41.7,False,41,0.317,156.53
SOL,2h,st2.0,1,L,bear_2026q1,-18.97,-41.7,True,24,0.333,29.11
SOL,2h,st2.0,1,L+S,bear_2026q1,1.51,-41.7,True,49,0.367,52.63
SOL,2h,st2.0,2,L,bear_2026q1,-37.95,-41.7,True,24,0.333,58.22
SOL,2h,st2.0,2,L+S,bear_2026q1,3.03,-41.7,True,49,0.367,105.26
SOL,2h,st2.0,3,L,bear_2026q1,-56.92,-41.7,False,24,0.333,87.33
SOL,2h,st2.0,3,L+S,bear_2026q1,4.54,-41.7,True,49,0.367,157.9
SOL,2h,st3.0,1,L,bear_2026q1,-13.05,-41.7,True,13,0.308,16.52
SOL,2h,st3.0,1,L+S,bear_2026q1,14.66,-41.7,True,27,0.444,27.93
SOL,2h,st3.0,2,L,bear_2026q1,-26.11,-41.7,True,13,0.308,33.03
