entry_pct,tp_pct,sl_pct,leverage,pos_ratio,rr_ratio,total_trades,win_rate,avg_tp_pct,avg_sl_pct,expectancy,total_return_pct,mdd_pct,max_consec_losses,sharpe
1.5,3.0,0.5,10,30,6.0,743,22.1,29.0,-6.0,1.725,2266.99,40.75,19,55.633
1.5,2.0,0.5,10,30,4.0,763,29.4,19.0,-6.0,1.339,1283.21,39.52,12,32.466
1.5,3.0,0.5,7,30,6.0,743,22.1,20.3,-4.2,1.208,952.27,30.48,19,31.239
1.5,3.0,0.5,10,20,6.0,743,22.1,29.0,-6.0,1.725,854.82,29.25,19,29.226
1.5,1.5,0.5,10,30,3.0,773,35.3,14.0,-6.0,1.063,758.28,51.22,11,14.805
1.5,2.0,0.5,7,30,4.0,763,29.4,13.3,-4.2,0.938,588.5,29.43,12,19.998
1.5,3.0,0.8,10,30,3.75,725,27.0,29.0,-9.0,1.273,549.66,41.32,19,13.303
1.5,2.0,0.5,10,20,4.0,763,29.4,19.0,-6.0,1.339,534.16,28.22,12,18.929
1.5,3.0,0.5,5,30,6.0,743,22.1,14.5,-3.0,0.863,474.66,22.77,19,20.845
1.5,3.0,0.5,7,20,6.0,743,22.1,20.3,-4.2,1.208,416.88,21.41,19,19.469
1.5,2.0,0.8,10,30,2.5,751,35.7,19.0,-9.0,0.992,413.57,54.99,11,7.521
1.5,1.5,0.5,7,30,3.0,773,35.3,9.8,-4.2,0.744,380.88,38.92,11,9.787
1.5,1.5,0.5,10,20,3.0,773,35.3,14.0,-6.0,1.063,349.36,37.4,11,9.341
1.5,3.0,0.8,7,30,3.75,725,27.0,20.3,-6.3,0.891,345.16,30.41,19,11.35
1.5,3.0,0.8,10,20,3.75,725,27.0,29.0,-9.0,1.273,322.83,29.19,19,11.061
1.5,2.0,0.5,5,30,4.0,763,29.4,9.5,-3.0,0.67,314.44,21.91,12,14.354
1.5,2.0,0.5,7,20,4.0,763,29.4,13.3,-4.2,0.938,279.55,20.59,12,13.578
1.5,1.0,0.5,10,30,2.0,786,44.1,9.0,-6.0,0.622,256.36,52.97,10,4.84
1.5,2.0,0.8,7,30,2.5,751,35.7,13.3,-6.3,0.694,255.84,41.76,11,6.126
1.5,2.0,0.8,10,20,2.5,751,35.7,19.0,-9.0,0.992,239.42,40.13,11,5.966
1.5,3.0,0.5,10,10,6.0,743,22.1,29.0,-6.0,1.725,233.3,15.76,19,14.803
1.5,3.0,0.5,5,20,6.0,743,22.1,14.5,-3.0,0.863,233.3,15.76,19,14.803
1.5,3.0,0.8,5,30,3.75,725,27.0,14.5,-4.5,0.637,217.6,22.76,19,9.561
1.5,1.5,0.5,5,30,3.0,773,35.3,7.0,-3.0,0.532,216.85,29.36,11,7.387
1.5,3.0,0.8,7,20,3.75,725,27.0,20.3,-6.3,0.891,198.19,21.41,19,9.257
1.5,3.0,0.5,3,30,6.0,743,22.1,8.7,-1.8,0.518,197.55,14.29,19,13.822
1.5,1.5,0.5,7,20,3.0,773,35.3,9.8,-4.2,0.744,194.85,27.65,11,7.047
1.5,1.5,0.8,10,30,1.88,764,42.0,14.0,-9.0,0.664,194.8,68.56,11,2.841
1.5,2.0,0.5,10,10,4.0,763,29.4,19.0,-6.0,1.339,164.41,15.12,12,10.876
1.5,2.0,0.5,5,20,4.0,763,29.4,9.5,-3.0,0.67,164.41,15.12,12,10.876
1.5,2.0,0.8,5,30,2.5,751,35.7,9.5,-4.5,0.496,162.81,31.44,11,5.178
1.5,1.0,0.5,7,30,2.0,786,44.1,6.3,-4.2,0.435,153.59,40.37,10,3.804
1.5,2.0,0.8,7,20,2.5,751,35.7,13.3,-6.3,0.694,148.72,29.6,11,5.025
1.5,1.0,0.5,10,20,2.0,786,44.1,9.0,-6.0,0.622,143.66,38.82,10,3.701
1.5,2.0,0.5,3,30,4.0,763,29.4,5.7,-1.8,0.402,140.98,13.7,12,10.29
1.5,3.0,0.5,7,10,6.0,743,22.1,20.3,-4.2,1.208,136.07,11.29,19,12.057
1.5,1.5,0.8,7,30,1.88,764,42.0,9.8,-6.3,0.465,133.61,54.39,11,2.457
1.5,3.0,1.0,10,30,3.0,707,29.7,29.0,-11.0,0.881,131.83,53.96,12,2.443
1.5,3.0,0.8,5,20,3.75,725,27.0,14.5,-4.5,0.637,127.18,15.78,19,8.058
1.5,3.0,0.8,10,10,3.75,725,27.0,29.0,-9.0,1.273,127.18,15.78,19,8.058
1.5,1.5,0.8,10,20,1.88,764,42.0,14.0,-9.0,0.664,126.56,52.53,11,2.409
1.5,3.0,1.0,7,30,3.0,707,29.7,20.3,-7.7,0.617,122.4,41.26,12,2.967
1.5,1.5,0.5,10,10,3.0,773,35.3,14.0,-6.0,1.063,119.56,20.48,11,5.839
1.5,1.5,0.5,5,20,3.0,773,35.3,7.0,-3.0,0.532,119.56,20.48,11,5.839
1.5,3.0,1.0,10,20,3.0,707,29.7,29.0,-11.0,0.881,118.98,39.68,12,2.998
1.5,3.0,0.8,3,30,3.75,725,27.0,8.7,-2.7,0.382,111.2,14.32,19,7.766
1.5,3.0,0.5,3,20,6.0,743,22.1,8.7,-1.8,0.518,109.78,9.75,19,11.264
1.5,1.5,0.5,3,30,3.0,773,35.3,4.2,-1.8,0.319,103.6,18.6,11,5.571
1.5,1.5,1.0,10,30,1.5,754,46.2,14.0,-11.0,0.538,100.04,76.49,9,1.308
1.5,2.0,0.5,7,10,4.0,763,29.4,13.3,-4.2,0.938,99.57,10.8,12,9.216
1.5,1.0,0.5,5,30,2.0,786,44.1,4.5,-3.0,0.311,98.23,30.52,10,3.219
1.5,2.0,0.8,5,20,2.5,751,35.7,9.5,-4.5,0.496,96.9,21.87,11,4.431
1.5,2.0,0.8,10,10,2.5,751,35.7,19.0,-9.0,0.992,96.9,21.87,11,4.431
1.5,3.0,1.0,5,30,3.0,707,29.7,14.5,-5.5,0.441,96.01,31.26,12,3.072
1.5,1.5,0.8,5,30,1.88,764,42.0,7.0,-4.5,0.332,91.55,42.24,11,2.167
1.5,3.0,1.0,7,20,3.0,707,29.7,20.3,-7.7,0.617,90.43,29.46,12,3.07
1.5,1.0,0.5,7,20,2.0,786,44.1,6.3,-4.2,0.435,89.97,28.75,10,3.129
1.5,3.0,0.5,5,10,6.0,743,22.1,14.5,-3.0,0.863,86.14,8.18,19,10.526
1.5,2.0,0.8,3,30,2.5,751,35.7,5.7,-2.7,0.298,85.12,19.85,11,4.289
1.5,1.5,0.8,7,20,1.88,764,42.0,9.8,-6.3,0.465,84.68,39.98,11,2.118
1.5,3.0,0.8,7,10,3.75,725,27.0,20.3,-6.3,0.891,81.43,11.31,19,7.197
1.5,2.0,0.5,3,20,4.0,763,29.4,5.7,-1.8,0.402,81.35,9.32,12,8.724
1.5,1.5,1.0,7,30,1.5,754,46.2,9.8,-7.7,0.377,81.31,62.57,9,1.299
1.5,1.5,1.0,10,20,1.5,754,46.2,14.0,-11.0,0.538,78.31,60.65,9,1.291
1.5,1.5,0.5,7,10,3.0,773,35.3,9.8,-4.2,0.744,74.71,14.73,11,5.073
1.5,3.0,0.8,3,20,3.75,725,27.0,8.7,-2.7,0.382,67.65,9.78,19,6.92
1.5,3.0,1.0,10,10,3.0,707,29.7,29.0,-11.0,0.881,65.88,21.88,12,3.011
1.5,3.0,1.0,5,20,3.0,707,29.7,14.5,-5.5,0.441,65.88,21.88,12,3.011
1.5,2.0,0.5,5,10,4.0,763,29.4,9.5,-3.0,0.67,64.63,7.82,12,8.26
1.5,2.0,0.8,7,10,2.5,751,35.7,13.3,-6.3,0.694,62.97,15.69,11,4.012
1.5,2.0,1.0,10,30,2.0,736,38.5,19.0,-11.0,0.535,62.71,72.36,9,0.867
1.5,2.0,1.0,7,30,2.0,736,38.5,13.3,-7.7,0.375,62.45,57.96,9,1.077
1.5,1.5,0.5,3,20,3.0,773,35.3,4.2,-1.8,0.319,61.67,12.74,11,4.841
1.5,2.0,1.0,10,20,2.0,736,38.5,19.0,-11.0,0.535,61.2,56.09,9,1.091
1.5,1.5,1.0,5,30,1.5,754,46.2,7.0,-5.5,0.269,61.19,49.71,9,1.231
1.5,1.0,0.5,10,10,2.0,786,44.1,9.0,-6.0,0.622,59.54,21.32,10,2.792
1.5,1.0,0.5,5,20,2.0,786,44.1,4.5,-3.0,0.311,59.54,21.32,10,2.792
1.5,3.0,1.0,3,30,3.0,707,29.7,8.7,-3.3,0.264,59.34,19.88,12,2.984
1.5,1.5,0.8,10,10,1.88,764,42.0,14.0,-9.0,0.664,58.06,30.18,11,1.924
1.5,1.5,0.8,5,20,1.88,764,42.0,7.0,-4.5,0.332,58.06,30.18,11,1.924
1.5,1.5,1.0,7,20,1.5,754,46.2,9.8,-7.7,0.377,57.42,47.24,9,1.216
1.5,3.0,0.8,5,10,3.75,725,27.0,14.5,-4.5,0.637,54.61,8.21,19,6.649
1.5,2.0,0.8,3,20,2.5,751,35.7,5.7,-2.7,0.298,52.6,13.56,11,3.879
1.5,1.0,0.5,3,30,2.0,786,44.1,2.7,-1.8,0.187,52.55,19.37,10,2.713
1.5,1.5,0.8,3,30,1.88,764,42.0,4.2,-2.7,0.199,51.65,27.54,11,1.875
1.5,2.0,1.0,5,30,2.0,736,38.5,9.5,-5.5,0.268,51.57,45.58,9,1.131
1.5,1.5,0.5,5,10,3.0,773,35.3,7.0,-3.0,0.532,49.49,10.71,11,4.621
1.5,2.0,1.0,7,20,2.0,736,38.5,13.3,-7.7,0.375,49.03,43.24,9,1.134
1.5,3.0,1.0,7,10,3.0,707,29.7,20.3,-7.7,0.617,46.02,15.77,12,2.919
1.5,3.0,0.5,3,10,6.0,743,22.1,8.7,-1.8,0.518,45.86,4.99,19,9.2
1.5,2.0,0.8,5,10,2.5,751,35.7,9.5,-4.5,0.496,42.7,11.39,11,3.748
1.5,1.5,1.0,5,20,1.5,754,46.2,7.0,-5.5,0.269,41.55,36.25,9,1.146
1.5,1.5,1.0,10,10,1.5,754,46.2,14.0,-11.0,0.538,41.55,36.25,9,1.146
1.5,3.0,1.0,3,20,3.0,707,29.7,8.7,-3.3,0.264,39.31,13.65,12,2.88
1.5,1.0,0.5,7,10,2.0,786,44.1,6.3,-4.2,0.435,39.31,15.35,10,2.561
1.5,1.5,0.8,7,10,1.88,764,42.0,9.8,-6.3,0.465,39.2,22.02,11,1.78
1.5,1.5,1.0,3,30,1.5,754,46.2,4.2,-3.3,0.162,37.43,33.22,9,1.127
1.5,2.0,1.0,5,20,2.0,736,38.5,9.5,-5.5,0.268,37.16,32.95,9,1.128
1.5,2.0,1.0,10,10,2.0,736,38.5,19.0,-11.0,0.535,37.16,32.95,9,1.128
1.5,2.0,0.5,3,10,4.0,763,29.4,5.7,-1.8,0.402,35.27,4.76,12,7.409
