entry_pct,tp_pct,sl_pct,leverage,pos_ratio,rr_ratio,total_trades,win_rate,avg_tp_pct,avg_sl_pct,expectancy,total_return_pct,mdd_pct,max_consec_losses,sharpe
1.5,3.0,1.5,10,30,2.0,217,41.0,29.0,-16.0,2.456,209.0,29.13,7,7.175
1.5,3.0,0.5,10,30,6.0,240,22.1,29.0,-6.0,1.729,178.62,44.9,16,3.978
1.0,3.0,0.5,10,30,6.0,689,19.3,29.0,-6.0,0.756,170.72,70.49,27,2.422
1.0,2.0,0.5,10,30,4.0,716,26.5,19.0,-6.0,0.634,166.01,56.74,14,2.926
1.5,3.0,1.5,7,30,2.0,217,41.0,20.3,-11.2,1.719,142.72,21.28,7,6.708
1.5,3.0,1.5,10,20,2.0,217,41.0,29.0,-16.0,2.456,135.11,20.36,7,6.636
1.0,3.0,0.5,7,30,6.0,689,19.3,20.3,-4.2,0.529,125.36,56.39,27,2.223
1.0,3.0,0.5,10,20,6.0,689,19.3,29.0,-6.0,0.756,119.51,54.51,27,2.192
1.0,2.0,0.5,7,30,4.0,716,26.5,13.3,-4.2,0.444,114.68,43.43,14,2.641
1.5,3.0,0.5,7,30,6.0,240,22.1,20.3,-4.2,1.21,114.27,33.92,16,3.369
1.5,2.0,1.5,10,30,1.33,225,50.2,19.0,-16.0,1.578,112.72,31.26,5,3.606
1.0,2.0,0.5,10,20,4.0,716,26.5,19.0,-6.0,0.634,108.76,41.76,14,2.604
1.5,3.0,0.5,10,20,6.0,240,22.1,29.0,-6.0,1.729,107.63,32.58,16,3.303
1.5,2.0,0.5,10,30,4.0,245,28.6,19.0,-6.0,1.143,101.72,32.11,12,3.168
1.0,2.0,0.8,10,30,2.5,686,34.3,19.0,-9.0,0.592,97.93,68.89,13,1.422
1.5,3.0,1.5,5,30,2.0,217,41.0,14.5,-8.0,1.228,97.43,15.64,7,6.23
1.5,3.0,1.5,7,20,2.0,217,41.0,20.3,-11.2,1.719,90.06,14.66,7,6.141
1.0,3.0,0.5,5,30,6.0,689,19.3,14.5,-3.0,0.378,88.99,44.06,27,2.02
1.5,1.5,0.5,10,30,3.0,250,34.8,14.0,-6.0,0.96,85.64,23.15,8,3.7
1.0,3.0,0.5,7,20,6.0,689,19.3,20.3,-4.2,0.529,82.75,41.74,27,1.982
1.5,2.0,1.5,7,30,1.33,225,50.2,13.3,-11.2,1.104,80.98,22.79,5,3.554
1.0,2.0,0.8,7,30,2.5,686,34.3,13.3,-6.3,0.414,80.18,54.55,13,1.47
1.0,2.0,0.5,5,30,4.0,716,26.5,9.5,-3.0,0.317,79.29,32.88,14,2.411
1.0,2.0,0.8,10,20,2.5,686,34.3,19.0,-9.0,0.592,77.28,52.66,13,1.467
1.5,2.0,1.5,10,20,1.33,225,50.2,19.0,-16.0,1.578,77.15,21.8,5,3.539
1.5,3.0,0.5,5,30,6.0,240,22.1,14.5,-3.0,0.865,76.15,25.51,16,2.985
1.0,2.0,0.5,7,20,4.0,716,26.5,13.3,-4.2,0.444,73.48,30.99,14,2.371
