entry_dt,exit_dt,side,entry,exit,tp,sl,result,pnl_pct,hold,funding_at_entry
2025-06-05 04:45:00+00:00,2025-06-05 05:15:00+00:00,long,105134.5,104893.46183021073,105616.57633957855,104893.46183021073,loss,-0.8078,2,7.4e-07
2025-06-05 12:30:00+00:00,2025-06-05 13:45:00+00:00,long,105396.8,105126.42984541196,105937.54030917608,105126.42984541196,loss,-0.8896,5,2.871e-05
2025-06-05 14:45:00+00:00,2025-06-05 16:45:00+00:00,short,104588.5,103543.8146368889,103543.8146368889,105110.84268155556,win,2.8766,8,2.871e-05
2025-06-06 06:15:00+00:00,2025-06-06 11:15:00+00:00,long,103025.0,103776.1790370614,103776.1790370614,102649.4104814693,win,2.0674,20,-3.491e-05
2025-06-09 00:15:00+00:00,2025-06-09 09:15:00+00:00,short,105739.6,106016.83199948468,105185.13600103067,106016.83199948468,loss,-0.9066,36,-2.164e-05
2025-06-09 09:30:00+00:00,2025-06-09 10:00:00+00:00,long,106571.5,107117.91874456052,107117.91874456052,106298.29062771975,win,1.4182,2,4.024e-05
2025-06-10 14:30:00+00:00,2025-06-10 15:00:00+00:00,short,108572.7,109024.71360167686,107668.67279664625,109024.71360167686,loss,-1.369,2,0.0001
2025-06-10 19:30:00+00:00,2025-06-10 19:45:00+00:00,long,109941.8,109412.43076477404,111000.53847045195,109412.43076477404,loss,-1.5645,1,8.165e-05
2025-06-12 17:45:00+00:00,2025-06-12 18:15:00+00:00,long,108239.7,107768.23784014907,109182.62431970186,107768.23784014907,loss,-1.4267,2,1.198e-05
2025-06-14 22:00:00+00:00,2025-06-15 09:00:00+00:00,long,105399.9,105030.88196428688,106137.93607142623,105030.88196428688,loss,-1.1703,44,1.135e-05
2025-06-15 09:15:00+00:00,2025-06-15 10:45:00+00:00,short,104892.7,105134.18822156945,104409.72355686109,105134.18822156945,loss,-0.8107,6,1.439e-05
2025-06-15 14:00:00+00:00,2025-06-15 19:30:00+00:00,long,105354.0,105077.07952303148,105907.84095393703,105077.07952303148,loss,-0.9085,22,1.439e-05
2025-06-15 20:15:00+00:00,2025-06-15 21:00:00+00:00,short,104942.1,104411.09272563827,104411.09272563827,105207.60363718087,win,1.398,3,7.369e-05
2025-06-16 00:30:00+00:00,2025-06-16 01:00:00+00:00,long,105507.1,105155.76041158255,106209.77917683491,105155.76041158255,loss,-1.119,2,9.36e-06
2025-06-16 01:15:00+00:00,2025-06-16 01:30:00+00:00,short,105047.0,105417.05305238818,104306.89389522365,105417.05305238818,loss,-1.1768,1,9.36e-06
2025-06-16 01:30:00+00:00,2025-06-16 05:00:00+00:00,long,105559.9,106392.25566872089,106392.25566872089,105143.72216563954,win,2.2455,14,9.36e-06
2025-06-17 00:30:00+00:00,2025-06-17 01:30:00+00:00,short,106703.5,107354.04215548912,105402.41568902176,107354.04215548912,loss,-1.949,4,1.847e-05
2025-06-18 04:00:00+00:00,2025-06-18 06:45:00+00:00,long,105200.0,104849.76207397174,105900.47585205652,104849.76207397174,loss,-1.1188,11,-1.752e-05
2025-06-18 09:30:00+00:00,2025-06-18 13:00:00+00:00,short,104629.9,103991.57852334037,103991.57852334037,104949.0607383298,win,1.7102,14,3.695e-05
2025-06-20 15:15:00+00:00,2025-06-20 17:15:00+00:00,short,104213.9,103152.48798033493,103152.48798033493,104744.60600983253,win,2.9355,8,7.862e-05
2025-06-21 10:00:00+00:00,2025-06-21 11:00:00+00:00,long,103863.6,103677.07929822868,104236.64140354267,103677.07929822868,loss,-0.6587,4,1.933e-05
2025-06-21 15:15:00+00:00,2025-06-21 16:00:00+00:00,short,103355.1,103587.8041250773,102889.69174984541,103587.8041250773,loss,-0.7955,3,1.933e-05
2025-06-23 01:00:00+00:00,2025-06-23 13:30:00+00:00,long,100800.0,102271.47306542278,102271.47306542278,100064.2634672886,win,4.2594,50,-1.061e-05
2025-06-23 16:30:00+00:00,2025-06-23 17:00:00+00:00,short,100522.1,101249.07567056762,99068.14865886478,101249.07567056762,loss,-2.2896,2,4.889e-05
2025-06-23 17:30:00+00:00,2025-06-23 21:15:00+00:00,long,102326.0,104109.72022215127,104109.72022215127,101434.13988892437,win,5.1095,15,4.889e-05
2025-06-26 10:30:00+00:00,2025-06-26 14:30:00+00:00,short,107290.6,107603.45856908352,106664.88286183297,107603.45856908352,loss,-0.9948,16,3.805e-05
2025-06-29 17:30:00+00:00,2025-06-29 18:30:00+00:00,short,107327.1,107593.81965129162,106793.6606974168,107593.81965129162,loss,-0.8655,4,0.0001
2025-06-29 22:45:00+00:00,2025-06-30 00:15:00+00:00,long,108041.5,108597.14519815773,108597.14519815773,107763.67740092114,win,1.4229,6,0.0001
2025-06-30 07:15:00+00:00,2025-06-30 11:30:00+00:00,short,107656.4,107904.78465927663,107159.63068144674,107904.78465927663,loss,-0.8122,17,1.084e-05
2025-07-09 08:00:00+00:00,2025-07-09 09:00:00+00:00,long,108715.9,108519.89619424171,109107.90761151658,108519.89619424171,loss,-0.6609,4,3.093e-05
2025-07-09 09:00:00+00:00,2025-07-09 09:45:00+00:00,short,108510.0,108698.29433429464,108133.41133141074,108698.29433429464,loss,-0.6406,3,3.396e-05
2025-07-12 13:15:00+00:00,2025-07-12 14:00:00+00:00,short,117265.8,117551.00878231882,116695.38243536238,117551.00878231882,loss,-0.8496,3,0.0001
2025-07-14 15:45:00+00:00,2025-07-15 01:45:00+00:00,short,119863.1,118507.25542115665,118507.25542115665,120541.02228942169,win,3.2735,40,0.0001
2025-07-18 08:30:00+00:00,2025-07-18 10:45:00+00:00,short,118460.9,119035.34749840596,117312.00500318808,119035.34749840596,loss,-1.5748,9,0.0001
2025-07-19 14:30:00+00:00,2025-07-19 15:15:00+00:00,short,117789.6,118057.08384384567,117254.63231230866,118057.08384384567,loss,-0.8013,3,0.0001
2025-07-20 21:30:00+00:00,2025-07-20 22:00:00+00:00,short,117988.8,117298.88943155283,117298.88943155283,118333.75528422359,win,1.6342,2,0.0001
2025-07-21 04:00:00+00:00,2025-07-21 07:00:00+00:00,long,118339.1,119342.27623100865,119342.27623100865,117837.51188449569,win,2.4231,12,0.0001
2025-07-23 03:45:00+00:00,2025-07-23 10:00:00+00:00,short,118620.8,117795.43326778893,117795.43326778893,119033.48336610553,win,1.9674,25,0.0001
2025-07-24 05:15:00+00:00,2025-07-24 07:15:00+00:00,short,117552.9,118000.4922725895,116657.71545482098,118000.4922725895,loss,-1.2623,8,0.0001
2025-07-24 09:15:00+00:00,2025-07-24 10:15:00+00:00,long,118578.0,118094.3580679187,119545.2838641626,118094.3580679187,loss,-1.3436,4,0.0001
2025-07-27 09:30:00+00:00,2025-07-27 10:00:00+00:00,short,117862.7,118029.04460906866,117530.01078186266,118029.04460906866,loss,-0.5434,2,0.0001
2025-07-27 10:30:00+00:00,2025-07-27 12:15:00+00:00,long,118179.3,118006.02704264864,118525.84591470275,118006.02704264864,loss,-0.5599,7,0.0001
2025-07-29 14:45:00+00:00,2025-07-30 03:15:00+00:00,short,117781.7,118050.0,116856.71509060019,118244.19245469989,cross_exit,-0.8034,50,0.0001
2025-07-30 15:15:00+00:00,2025-07-30 16:00:00+00:00,long,118118.9,117591.71121767562,119173.27756464873,117591.71121767562,loss,-1.459,3,0.0001
2025-07-31 00:30:00+00:00,2025-07-31 13:30:00+00:00,long,118299.1,117920.7193318171,119055.86133636581,117920.7193318171,loss,-1.0796,52,5.694e-05
2025-07-31 14:45:00+00:00,2025-07-31 15:30:00+00:00,short,117871.9,118276.8487425661,117062.0025148678,118276.8487425661,loss,-1.1506,3,0.0001
2025-07-31 16:30:00+00:00,2025-07-31 17:00:00+00:00,long,118567.5,118163.80260988775,119374.89478022451,118163.80260988775,loss,-1.1414,2,0.0001
2025-07-31 17:15:00+00:00,2025-07-31 19:30:00+00:00,short,117822.4,116909.24240810741,116909.24240810741,118278.97879594628,win,2.2051,9,0.0001
2025-08-05 11:15:00+00:00,2025-08-05 12:15:00+00:00,long,114863.8,114527.98329540895,115535.4334091821,114527.98329540895,loss,-0.9971,4,8.589e-05
2025-08-05 12:30:00+00:00,2025-08-05 13:30:00+00:00,short,113828.6,114277.69120659867,112930.41758680267,114277.69120659867,loss,-1.3036,4,8.589e-05
2025-08-06 06:00:00+00:00,2025-08-06 13:30:00+00:00,long,113957.8,113593.96506102239,114685.46987795521,113593.96506102239,loss,-1.0778,30,5.172e-05
2025-08-07 03:00:00+00:00,2025-08-07 06:00:00+00:00,short,114396.3,114658.96932658005,113870.96134683993,114658.96932658005,loss,-0.8088,12,4.843e-05
2025-08-07 08:30:00+00:00,2025-08-07 10:00:00+00:00,long,115010.5,115476.84905587722,115476.84905587722,114777.32547206139,win,1.0965,6,7.574e-05
2025-08-09 06:45:00+00:00,2025-08-09 08:30:00+00:00,long,116601.3,117120.83351670574,117120.83351670574,116341.53324164714,win,1.2167,7,8.835e-05
2025-08-09 16:30:00+00:00,2025-08-09 20:30:00+00:00,short,116693.1,116963.2925708745,116152.714858251,116963.2925708745,loss,-0.8146,16,5.151e-05
2025-08-11 12:45:00+00:00,2025-08-11 13:30:00+00:00,short,119632.8,120180.61965635214,118537.16068729572,120180.61965635214,loss,-1.4938,3,0.0001
2025-08-12 14:45:00+00:00,2025-08-13 03:45:00+00:00,long,119419.0,119436.0,120537.47965458664,118859.76017270668,cross_exit,-0.0773,52,7.988e-05
2025-08-14 07:00:00+00:00,2025-08-14 12:15:00+00:00,short,121688.0,120646.55719903517,120646.55719903517,122208.72140048242,win,2.4475,21,0.0001
2025-08-15 04:45:00+00:00,2025-08-15 05:00:00+00:00,long,118781.8,118642.3,119543.55493745545,118400.92253127227,cross_exit,-0.4723,1,1.939e-05
2025-08-15 05:00:00+00:00,2025-08-15 05:45:00+00:00,short,118642.3,118939.3,117872.08470093423,119027.40764953289,cross_exit,-0.871,3,1.939e-05
2025-08-17 04:15:00+00:00,2025-08-17 04:45:00+00:00,long,117722.0,118051.57258635933,118051.57258635933,117557.21370682034,win,0.7199,2,8.206e-05
2025-08-17 17:45:00+00:00,2025-08-17 18:45:00+00:00,short,117846.2,117372.94685932093,117372.94685932093,118082.82657033953,win,1.0848,4,1.862e-05
2025-08-18 17:00:00+00:00,2025-08-19 00:30:00+00:00,long,116197.0,115720.16126367639,117150.67747264722,115720.16126367639,loss,-1.3511,30,5.296e-05
2025-08-19 02:45:00+00:00,2025-08-19 03:30:00+00:00,short,115709.9,114837.98276130763,114837.98276130763,116145.85861934617,win,2.1406,3,7.137e-05
2025-08-22 14:15:00+00:00,2025-08-22 15:15:00+00:00,long,115136.0,116745.15417522892,116745.15417522892,114331.42291238555,win,4.0728,4,0.0001
2025-08-23 06:30:00+00:00,2025-08-23 13:15:00+00:00,short,115729.2,115089.62321977243,115089.62321977243,116048.98839011378,win,1.5379,27,0.0001
2025-08-24 00:30:00+00:00,2025-08-24 01:00:00+00:00,long,115435.0,115256.52428297148,115791.95143405703,115256.52428297148,loss,-0.5838,2,0.0001
2025-08-24 03:15:00+00:00,2025-08-24 04:00:00+00:00,short,114926.8,115188.31960625549,114403.76078748901,115188.31960625549,loss,-0.8027,3,0.0001
2025-08-27 08:00:00+00:00,2025-08-27 09:30:00+00:00,short,110650.5,110987.91538296208,109975.66923407585,110987.91538296208,loss,-1.0348,6,5.503e-05
2025-08-27 11:45:00+00:00,2025-08-27 14:15:00+00:00,long,111270.8,111896.62956495874,111896.62956495874,110957.88521752064,win,1.5673,10,5.503e-05
2025-08-27 23:30:00+00:00,2025-08-28 01:45:00+00:00,short,111069.4,111599.90803642372,110008.38392715254,111599.90803642372,loss,-1.5529,9,3.496e-05
2025-08-28 03:30:00+00:00,2025-08-28 04:30:00+00:00,long,111878.1,112714.73061402203,112714.73061402203,111459.784692989,win,2.1234,4,5.297e-05
2025-08-31 06:45:00+00:00,2025-08-31 08:30:00+00:00,short,108667.9,108898.7197874945,108206.26042501097,108898.7197874945,loss,-0.7572,7,-1.232e-05
2025-08-31 08:45:00+00:00,2025-08-31 09:30:00+00:00,long,108965.1,108752.93744013812,109389.42511972378,108752.93744013812,loss,-0.7041,3,4.749e-05
2025-08-31 09:45:00+00:00,2025-08-31 15:45:00+00:00,short,108471.0,108715.66487979528,107981.67024040945,108715.66487979528,loss,-0.7967,24,4.749e-05
