entry_pct,tp_pct,sl_pct,leverage,pos_ratio,rr_ratio,total_trades,win_rate,avg_tp_pct,avg_sl_pct,expectancy,total_return_pct,mdd_pct,max_consec_losses,sharpe
1.5,3.0,0.5,10,30,6.0,1714,20.9,29.0,-6.0,1.31,18665.24,65.69,33,284.156
1.5,2.0,0.5,10,30,4.0,1767,28.2,19.0,-6.0,1.046,9424.05,56.74,24,166.093
1.5,3.0,0.5,7,30,6.0,1714,20.9,20.3,-4.2,0.917,5198.19,52.1,33,99.768
1.5,3.0,0.5,10,20,6.0,1714,20.9,29.0,-6.0,1.31,4431.96,50.33,33,88.063
1.5,2.0,0.5,7,30,4.0,1767,28.2,13.3,-4.2,0.732,2875.63,43.43,24,66.22
1.5,2.0,0.5,10,20,4.0,1767,28.2,19.0,-6.0,1.046,2487.29,41.76,24,59.555
1.5,2.0,0.8,10,30,2.5,1725,35.2,19.0,-9.0,0.869,2188.94,82.63,13,26.491
1.5,3.0,0.5,5,30,6.0,1714,20.9,14.5,-3.0,0.655,1877.76,40.53,33,46.331
1.5,3.0,0.8,10,30,3.75,1655,26.3,29.0,-9.0,0.988,1709.33,70.82,19,24.137
1.5,3.0,0.5,7,20,6.0,1714,20.9,20.3,-4.2,0.917,1559.31,38.37,33,40.635
1.5,1.5,0.5,10,30,3.0,1795,33.0,14.0,-6.0,0.607,1198.87,72.54,24,16.526
1.5,2.0,0.5,5,30,4.0,1767,28.2,9.5,-3.0,0.523,1145.11,32.88,24,34.826
1.5,2.0,0.8,7,30,2.5,1725,35.2,13.3,-6.3,0.608,1087.43,68.13,13,15.961
1.5,3.0,0.8,7,30,3.75,1655,26.3,20.3,-6.3,0.692,1044.41,56.76,19,18.401
1.5,2.0,0.8,10,20,2.5,1725,35.2,19.0,-9.0,0.869,987.73,66.05,13,14.954
1.5,2.0,0.5,7,20,4.0,1767,28.2,13.3,-4.2,0.732,968.73,30.99,24,31.264
1.5,3.0,0.8,10,20,3.75,1655,26.3,29.0,-9.0,0.988,964.83,54.88,19,17.58
1.5,3.0,0.5,5,20,6.0,1714,20.9,14.5,-3.0,0.655,695.5,29.04,33,23.952
1.5,3.0,0.5,10,10,6.0,1714,20.9,29.0,-6.0,1.31,695.5,29.04,33,23.952
1.5,1.5,0.5,7,30,3.0,1795,33.0,9.8,-4.2,0.425,596.86,57.97,24,10.296
1.5,3.0,0.8,5,30,3.75,1655,26.3,14.5,-4.5,0.494,596.09,44.42,19,13.42
1.5,2.0,0.8,5,30,2.5,1725,35.2,9.5,-4.5,0.434,570.91,54.04,13,10.564
1.5,3.0,0.5,3,30,6.0,1714,20.9,8.7,-1.8,0.393,556.47,26.51,33,20.987
1.5,1.5,0.5,10,20,3.0,1795,33.0,14.0,-6.0,0.607,545.3,56.02,24,9.734
1.5,3.0,0.8,7,20,3.75,1655,26.3,20.3,-6.3,0.692,531.06,42.1,19,12.616
1.5,2.0,0.8,7,20,2.5,1725,35.2,13.3,-6.3,0.608,503.65,51.3,13,9.818
1.5,2.0,0.5,5,20,4.0,1767,28.2,9.5,-3.0,0.523,467.63,22.99,24,20.341
1.5,2.0,0.5,10,10,4.0,1767,28.2,19.0,-6.0,1.046,467.63,22.99,24,20.341
1.5,2.0,0.5,3,30,4.0,1767,28.2,5.7,-1.8,0.314,381.94,20.89,24,18.286
1.5,3.0,0.5,7,10,6.0,1714,20.9,20.3,-4.2,0.917,342.57,21.23,33,16.135
1.5,1.5,0.5,5,30,3.0,1795,33.0,7.0,-3.0,0.304,329.34,45.17,24,7.291
1.5,3.0,0.8,5,20,3.75,1655,26.3,14.5,-4.5,0.494,307.89,31.96,19,9.633
1.5,3.0,0.8,10,10,3.75,1655,26.3,29.0,-9.0,0.988,307.89,31.96,19,9.633
1.5,1.5,0.5,7,20,3.0,1795,33.0,9.8,-4.2,0.425,293.9,42.77,24,6.872
