entry_pct,tp_pct,sl_pct,leverage,pos_ratio,rr_ratio,total_trades,win_rate,avg_tp_pct,avg_sl_pct,expectancy,total_return_pct,mdd_pct,max_consec_losses,sharpe
1.0,3.0,0.5,10,30,6.0,3133,19.2,29.0,-6.0,0.736,7635.34,78.98,28,96.669
1.5,3.0,0.5,10,30,6.0,1219,21.1,29.0,-6.0,1.379,5175.26,40.35,24,128.264
1.0,2.0,0.5,10,30,4.0,3349,26.2,19.0,-6.0,0.547,4005.46,64.73,23,61.884
1.0,3.0,0.5,7,30,6.0,3133,19.2,20.3,-4.2,0.515,3442.37,63.47,28,54.239
1.0,3.0,0.5,10,20,6.0,3133,19.2,29.0,-6.0,0.736,3061.75,61.32,28,49.93
1.5,2.0,0.5,10,30,4.0,1256,28.2,19.0,-6.0,1.046,2453.33,42.91,21,57.177
1.5,3.0,0.5,7,30,6.0,1219,21.1,20.3,-4.2,0.965,1898.56,29.91,24,63.478
1.0,2.0,0.5,7,30,4.0,3349,26.2,13.3,-4.2,0.383,1843.63,50.22,23,36.71
1.5,1.5,0.5,10,30,3.0,1273,34.5,14.0,-6.0,0.897,1740.39,47.05,17,36.992
1.5,3.0,0.5,10,20,6.0,1219,21.1,29.0,-6.0,1.379,1674.18,28.66,24,58.405
1.0,2.0,0.5,10,20,4.0,3349,26.2,19.0,-6.0,0.547,1654.87,48.36,23,34.217
1.0,3.0,0.5,5,30,6.0,3133,19.2,14.5,-3.0,0.368,1549.28,49.23,28,31.468
1.0,3.0,0.5,7,20,6.0,3133,19.2,20.3,-4.2,0.515,1324.08,46.54,28,28.45
1.5,2.0,0.5,7,30,4.0,1256,28.2,13.3,-4.2,0.732,1016.39,31.74,21,32.018
1.5,2.0,0.5,10,20,4.0,1256,28.2,19.0,-6.0,1.046,910.71,30.41,21,29.944
1.0,2.0,0.5,5,30,4.0,3349,26.2,9.5,-3.0,0.273,893.67,38.3,23,23.331
1.5,3.0,0.5,5,30,6.0,1219,21.1,14.5,-3.0,0.689,844.97,22.18,24,38.092
1.0,2.0,0.5,7,20,4.0,3349,26.2,13.3,-4.2,0.383,776.55,36.13,23,21.492
1.5,1.5,0.5,7,30,3.0,1273,34.5,9.8,-4.2,0.628,754.5,34.68,17,21.756
1.5,3.0,0.5,7,20,6.0,1219,21.1,20.3,-4.2,0.965,727.32,20.83,24,34.913
1.5,1.5,0.5,10,20,3.0,1273,34.5,14.0,-6.0,0.897,680.31,33.29,17,20.438
1.0,3.0,0.5,5,20,6.0,3133,19.2,14.5,-3.0,0.368,648.21,34.86,28,18.594
1.0,3.0,0.5,10,10,6.0,3133,19.2,29.0,-6.0,0.736,648.21,34.86,28,18.594
1.5,2.0,0.8,10,30,2.5,1222,35.0,19.0,-9.0,0.807,633.99,53.77,19,11.79
1.0,1.5,0.5,10,30,3.0,3483,31.6,14.0,-6.0,0.311,576.72,67.8,20,8.506
1.0,3.0,0.5,3,30,6.0,3133,19.2,8.7,-1.8,0.221,528.02,31.72,28,16.647
