entry_pct,tp_pct,sl_pct,leverage,pos_ratio,rr_ratio,total_trades,win_rate,avg_tp_pct,avg_sl_pct,expectancy,total_return_pct,mdd_pct,max_consec_losses,sharpe
1.5,3.0,0.5,10,30,6.0,955,21.8,29.0,-6.0,1.623,4295.68,58.13,29,73.904
1.5,2.0,0.5,10,30,4.0,981,28.6,19.0,-6.0,1.161,1650.3,43.46,22,37.975
1.5,3.0,0.5,7,30,6.0,955,21.8,20.3,-4.2,1.136,1585.19,44.72,29,35.45
1.5,1.5,0.5,10,30,3.0,1000,35.2,14.0,-6.0,1.04,1405.5,47.03,19,29.882
1.5,3.0,0.5,10,20,6.0,955,21.8,29.0,-6.0,1.623,1401.26,43.03,29,32.563
1.0,3.0,0.5,10,30,6.0,2634,18.9,29.0,-6.0,0.604,1307.13,86.1,27,15.182
1.0,2.0,0.5,10,30,4.0,2789,25.9,19.0,-6.0,0.481,1183.95,74.91,23,15.805
1.0,3.0,0.5,7,30,6.0,2634,18.9,20.3,-4.2,0.423,881.76,73.45,27,12.005
1.0,3.0,0.5,10,20,6.0,2634,18.9,29.0,-6.0,0.604,822.5,71.55,27,11.495
1.5,2.0,0.5,7,30,4.0,981,28.6,13.3,-4.2,0.813,731.42,31.94,22,22.898
1.5,3.0,0.5,5,30,6.0,955,21.8,14.5,-3.0,0.812,719.31,33.98,29,21.167
1.0,2.0,0.5,7,30,4.0,2789,25.9,13.3,-4.2,0.337,708.54,60.35,23,11.74
1.5,2.0,0.5,10,20,4.0,981,28.6,19.0,-6.0,1.161,660.88,30.58,22,21.613
1.0,2.0,0.5,10,20,4.0,2789,25.9,19.0,-6.0,0.481,656.02,58.38,23,11.237
1.5,1.5,0.5,7,30,3.0,1000,35.2,9.8,-4.2,0.728,626.39,35.27,19,17.759
1.5,3.0,0.5,7,20,6.0,955,21.8,20.3,-4.2,1.136,621.8,32.04,29,19.404
1.5,1.5,0.5,10,20,3.0,1000,35.2,14.0,-6.0,1.04,566.92,33.85,19,16.749
1.0,3.0,0.5,5,30,6.0,2634,18.9,14.5,-3.0,0.302,531.17,60.17,27,8.828
1.5,1.0,0.5,10,30,2.0,1023,44.4,9.0,-6.0,0.657,481.32,30.88,10,15.588
1.0,3.0,0.5,7,20,6.0,2634,18.9,20.3,-4.2,0.423,477.03,57.47,27,8.3
1.0,2.0,0.5,5,30,4.0,2789,25.9,9.5,-3.0,0.24,415.08,47.28,23,8.778
1.5,2.0,0.5,5,30,4.0,981,28.6,9.5,-3.0,0.581,379.7,23.51,22,16.151
1.0,2.0,0.5,7,20,4.0,2789,25.9,13.3,-4.2,0.337,372.45,44.81,23,8.312
1.5,2.0,0.5,7,20,4.0,981,28.6,13.3,-4.2,0.813,335.83,22.05,22,15.233
1.5,1.5,0.5,5,30,3.0,1000,35.2,7.0,-3.0,0.52,329.33,26.36,19,12.494
1.5,3.0,0.5,5,20,6.0,955,21.8,14.5,-3.0,0.812,326.61,23.84,29,13.702
1.5,3.0,0.5,10,10,6.0,955,21.8,29.0,-6.0,1.623,326.61,23.84,29,13.702
1.5,1.5,0.5,7,20,3.0,1000,35.2,9.8,-4.2,0.728,292.07,24.79,19,11.784
1.0,3.0,0.5,5,20,6.0,2634,18.9,14.5,-3.0,0.302,284.72,45.05,27,6.32
1.0,3.0,0.5,10,10,6.0,2634,18.9,29.0,-6.0,0.604,284.72,45.05,27,6.32
1.5,3.0,0.5,3,30,6.0,955,21.8,8.7,-1.8,0.487,272.26,21.67,29,12.564
1.5,1.0,0.5,7,30,2.0,1023,44.4,6.3,-4.2,0.46,261.67,22.48,10,11.639
0.8,3.0,0.5,10,20,6.0,4294,18.1,29.0,-6.0,0.325,259.59,79.47,32,3.267
0.8,3.0,0.5,7,30,6.0,4294,18.1,20.3,-4.2,0.228,254.96,81.33,32,3.135
0.8,3.0,0.5,5,30,6.0,4294,18.1,14.5,-3.0,0.163,244.56,67.69,32,3.613
1.0,3.0,0.5,3,30,6.0,2634,18.9,8.7,-1.8,0.181,243.58,41.5,27,5.87
1.5,1.0,0.5,10,20,2.0,1023,44.4,9.0,-6.0,0.657,242.13,21.51,10,11.259
0.8,3.0,0.5,7,20,6.0,4294,18.1,20.3,-4.2,0.228,234.28,64.79,32,3.616
1.0,2.0,0.5,10,10,4.0,2789,25.9,19.0,-6.0,0.481,223.75,33.99,23,6.583
1.0,2.0,0.5,5,20,4.0,2789,25.9,9.5,-3.0,0.24,223.75,33.99,23,6.583
1.5,2.0,0.5,5,20,4.0,981,28.6,9.5,-3.0,0.581,193.37,16.12,22,11.994
1.5,2.0,0.5,10,10,4.0,981,28.6,19.0,-6.0,1.161,193.37,16.12,22,11.994
1.0,2.0,0.5,3,30,4.0,2789,25.9,5.7,-1.8,0.144,192.17,31.04,23,6.19
1.5,3.0,0.5,7,10,6.0,955,21.8,20.3,-4.2,1.136,181.82,17.19,29,10.575
1.0,2.0,0.8,7,30,2.5,2643,33.4,13.3,-6.3,0.256,178.1,87.46,25,2.036
1.0,2.0,0.8,10,20,2.5,2643,33.4,19.0,-9.0,0.365,177.06,86.02,25,2.058
0.8,3.0,0.5,10,10,6.0,4294,18.1,29.0,-6.0,0.325,175.19,51.05,32,3.432
0.8,3.0,0.5,5,20,6.0,4294,18.1,14.5,-3.0,0.163,175.19,51.05,32,3.432
1.5,3.0,0.8,10,30,3.75,935,25.7,29.0,-9.0,0.754,171.34,82.49,28,2.077
1.5,1.5,0.5,10,10,3.0,1000,35.2,14.0,-6.0,1.04,170.23,18.24,19,9.335
1.5,1.5,0.5,5,20,3.0,1000,35.2,7.0,-3.0,0.52,170.23,18.24,19,9.335
1.0,3.0,0.5,7,10,6.0,2634,18.9,20.3,-4.2,0.423,170.14,33.81,27,5.031
1.5,2.0,0.5,3,30,4.0,981,28.6,5.7,-1.8,0.348,164.91,14.61,22,11.291
0.8,3.0,0.5,3,30,6.0,4294,18.1,8.7,-1.8,0.098,157.31,47.05,32,3.343
