entry_pct,tp_pct,sl_pct,leverage,pos_ratio,rr_ratio,total_trades,win_rate,avg_tp_pct,avg_sl_pct,expectancy,total_return_pct,mdd_pct,max_consec_losses,sharpe
1.5,3.0,0.5,10,30,6.0,1183,21.6,29.0,-6.0,1.574,9064.58,53.43,31,169.653
1.5,3.0,0.5,7,30,6.0,1183,21.6,20.3,-4.2,1.102,2836.19,40.82,31,69.472
1.5,3.0,0.5,10,20,6.0,1183,21.6,29.0,-6.0,1.574,2458.7,39.26,31,62.624
1.5,2.0,0.5,10,30,4.0,1219,28.2,19.0,-6.0,1.055,2295.23,52.35,23,43.845
1.5,3.0,0.5,5,30,6.0,1183,21.6,14.5,-3.0,0.787,1142.64,30.91,31,36.965
1.5,3.0,0.5,7,20,6.0,1183,21.6,20.3,-4.2,1.102,968.1,29.13,31,33.232
1.5,2.0,0.5,7,30,4.0,1219,28.2,13.3,-4.2,0.738,963.13,38.21,23,25.203
1.5,2.0,0.5,10,20,4.0,1219,28.2,19.0,-6.0,1.055,864.31,36.74,23,23.526
1.5,1.5,0.5,10,30,3.0,1242,33.7,14.0,-6.0,0.731,830.19,70.75,15,11.734
1.5,3.0,0.8,10,30,3.75,1126,26.5,29.0,-9.0,1.057,799.16,57.13,26,13.988
1.5,3.0,0.8,7,30,3.75,1126,26.5,20.3,-6.3,0.74,516.0,42.25,26,12.213
1.5,3.0,0.8,10,20,3.75,1126,26.5,29.0,-9.0,1.057,482.16,40.44,26,11.922
1.5,2.0,0.5,5,30,4.0,1219,28.2,9.5,-3.0,0.527,479.06,28.88,23,16.587
1.5,3.0,0.5,10,10,6.0,1183,21.6,29.0,-6.0,1.574,469.53,21.63,31,21.708
1.5,3.0,0.5,5,20,6.0,1183,21.6,14.5,-3.0,0.787,469.53,21.63,31,21.708
1.5,1.5,0.5,7,30,3.0,1242,33.7,9.8,-4.2,0.512,427.85,56.64,15,7.554
1.5,2.0,0.5,7,20,4.0,1219,28.2,13.3,-4.2,0.738,420.58,27.21,23,15.455
1.5,1.5,0.5,10,20,3.0,1242,33.7,14.0,-6.0,0.731,393.0,54.76,15,7.176
1.5,3.0,0.5,3,30,6.0,1183,21.6,8.7,-1.8,0.472,383.81,19.65,31,19.528
1.5,3.0,0.8,5,30,3.75,1126,26.5,14.5,-4.5,0.528,319.9,30.99,26,10.322
1.5,3.0,0.8,7,20,3.75,1126,26.5,20.3,-6.3,0.74,289.84,29.03,26,9.985
1.5,3.0,0.5,7,10,6.0,1183,21.6,20.3,-4.2,1.102,246.65,15.58,31,15.828
1.5,1.5,0.5,5,30,3.0,1242,33.7,7.0,-3.0,0.366,244.71,44.29,15,5.525
1.5,2.0,0.5,10,10,4.0,1219,28.2,19.0,-6.0,1.055,234.97,20.19,23,11.639
1.5,2.0,0.5,5,20,4.0,1219,28.2,9.5,-3.0,0.527,234.97,20.19,23,11.639
1.5,1.5,0.5,7,20,3.0,1242,33.7,9.8,-4.2,0.512,219.86,41.97,15,5.239
1.5,2.0,0.5,3,30,4.0,1219,28.2,5.7,-1.8,0.316,198.88,18.34,23,10.843
1.5,3.0,0.5,3,20,6.0,1183,21.6,8.7,-1.8,0.472,192.38,13.49,31,14.264
1.5,3.0,0.8,5,20,3.75,1126,26.5,14.5,-4.5,0.528,181.04,20.97,26,8.633
1.5,3.0,0.8,10,10,3.75,1126,26.5,29.0,-9.0,1.057,181.04,20.97,26,8.633
1.5,3.0,0.8,3,30,3.75,1126,26.5,8.7,-2.7,0.317,157.0,19.06,26,8.238
1.5,3.0,0.5,5,10,6.0,1183,21.6,14.5,-3.0,0.787,146.0,11.35,31,12.867
1.5,2.0,0.5,7,10,4.0,1219,28.2,13.3,-4.2,0.738,136.86,14.54,23,9.413
1.5,1.5,0.5,5,20,3.0,1242,33.7,7.0,-3.0,0.366,134.56,31.84,15,4.225
1.5,1.5,0.5,10,10,3.0,1242,33.7,14.0,-6.0,0.731,134.56,31.84,15,4.225
1.5,2.0,0.8,10,30,2.5,1174,33.9,19.0,-9.0,0.492,127.72,72.23,12,1.768
1.5,1.0,0.5,10,30,2.0,1271,41.9,9.0,-6.0,0.29,121.47,68.19,11,1.781
1.5,1.5,0.5,3,30,3.0,1242,33.7,4.2,-1.8,0.219,116.46,29.1,15,4.003
1.5,2.0,0.8,7,30,2.5,1174,33.9,13.3,-6.3,0.345,114.86,56.99,12,2.015
1.5,3.0,0.8,7,10,3.75,1126,26.5,20.3,-6.3,0.74,112.96,15.15,26,7.454
1.5,2.0,0.8,10,20,2.5,1174,33.9,19.0,-9.0,0.492,111.38,55.03,12,2.024
1.5,2.0,0.5,3,20,4.0,1219,28.2,5.7,-1.8,0.316,110.38,12.58,23,8.773
1.5,3.0,1.0,10,20,3.0,1089,29.1,29.0,-11.0,0.644,101.17,51.88,16,1.95
1.5,3.0,1.0,7,30,3.0,1089,29.1,20.3,-7.7,0.451,100.95,53.88,16,1.874
1.5,3.0,0.8,3,20,3.75,1126,26.5,8.7,-2.7,0.317,92.96,13.13,26,7.079
1.5,3.0,1.0,5,30,3.0,1089,29.1,14.5,-5.5,0.322,92.27,41.0,16,2.251
1.5,2.0,0.8,5,30,2.5,1174,33.9,9.5,-4.5,0.246,89.08,44.21,12,2.015
1.5,3.0,1.0,7,20,3.0,1089,29.1,20.3,-7.7,0.451,88.61,38.75,16,2.287
1.5,2.0,0.5,5,10,4.0,1219,28.2,9.5,-3.0,0.527,86.57,10.58,23,8.179
1.5,1.0,0.5,7,30,2.0,1271,41.9,6.3,-4.2,0.203,86.23,54.1,11,1.594
1.5,2.0,0.8,7,20,2.5,1174,33.9,13.3,-6.3,0.345,83.81,41.83,12,2.004
1.5,1.5,0.5,7,10,3.0,1242,33.7,9.8,-4.2,0.512,83.74,23.32,15,3.591
1.5,1.0,0.5,10,20,2.0,1271,41.9,9.0,-6.0,0.29,82.05,52.25,11,1.57
1.5,1.5,0.8,10,30,1.88,1208,40.6,14.0,-9.0,0.349,77.81,82.24,11,0.946
1.5,3.0,0.8,5,10,3.75,1126,26.5,14.5,-4.5,0.528,74.29,11.06,26,6.714
1.5,3.0,0.5,3,10,6.0,1183,21.6,8.7,-1.8,0.472,72.89,6.94,31,10.503
1.5,1.5,0.8,7,30,1.88,1208,40.6,9.8,-6.3,0.244,72.68,68.97,11,1.054
1.5,3.0,1.0,10,30,3.0,1089,29.1,29.0,-11.0,0.644,71.4,69.27,16,1.031
1.5,1.5,0.8,10,20,1.88,1208,40.6,14.0,-9.0,0.349,70.83,67.05,11,1.056
1.5,1.5,0.5,3,20,3.0,1242,33.7,4.2,-1.8,0.219,69.01,20.29,15,3.401
1.5,3.0,1.0,5,20,3.0,1089,29.1,14.5,-5.5,0.322,68.74,29.14,16,2.359
1.5,3.0,1.0,10,10,3.0,1089,29.1,29.0,-11.0,0.644,68.74,29.14,16,2.359
1.5,2.0,1.0,7,30,2.0,1149,38.1,13.3,-7.7,0.305,68.17,53.84,12,1.266
1.5,2.0,1.0,10,20,2.0,1149,38.1,19.0,-11.0,0.436,68.02,51.87,12,1.311
1.5,3.0,1.0,3,30,3.0,1089,29.1,8.7,-3.3,0.193,62.69,26.56,16,2.36
1.5,2.0,1.0,5,30,2.0,1149,38.1,9.5,-5.5,0.218,61.46,41.16,12,1.493
1.5,2.0,0.8,5,20,2.5,1174,33.9,9.5,-4.5,0.246,60.87,31.51,12,1.932
1.5,2.0,0.8,10,10,2.5,1174,33.9,19.0,-9.0,0.492,60.87,31.51,12,1.932
1.5,1.0,0.5,5,30,2.0,1271,41.9,4.5,-3.0,0.145,60.85,42.02,11,1.448
1.5,2.0,1.0,7,20,2.0,1149,38.1,13.3,-7.7,0.305,59.03,38.84,12,1.52
1.5,1.5,0.8,5,30,1.88,1208,40.6,7.0,-4.5,0.174,58.22,55.82,11,1.043
1.5,1.0,0.5,7,20,2.0,1271,41.9,6.3,-4.2,0.203,56.59,39.77,11,1.423
1.5,1.5,0.5,5,10,3.0,1242,33.7,7.0,-3.0,0.366,55.28,17.17,15,3.22
1.5,1.5,0.8,7,20,1.88,1208,40.6,9.8,-6.3,0.244,55.1,53.21,11,1.036
1.5,2.0,0.8,3,30,2.5,1174,33.9,5.7,-2.7,0.148,54.82,28.73,12,1.908
1.5,2.0,1.0,10,30,2.0,1149,38.1,19.0,-11.0,0.436,52.43,69.21,12,0.757
1.5,3.0,1.0,7,10,3.0,1089,29.1,20.3,-7.7,0.451,49.67,21.19,16,2.344
1.5,2.0,1.0,10,10,2.0,1149,38.1,19.0,-11.0,0.436,46.17,28.93,12,1.596
1.5,2.0,1.0,5,20,2.0,1149,38.1,9.5,-5.5,0.218,46.17,28.93,12,1.596
1.5,2.0,0.5,3,10,4.0,1219,28.2,5.7,-1.8,0.316,46.06,6.47,23,7.115
1.5,3.0,1.0,3,20,3.0,1089,29.1,8.7,-3.3,0.193,42.8,18.39,16,2.327
1.5,2.0,0.8,7,10,2.5,1174,33.9,13.3,-6.3,0.345,42.51,22.93,12,1.854
1.5,2.0,1.0,3,30,2.0,1149,38.1,5.7,-3.3,0.131,42.26,26.3,12,1.607
1.5,1.5,0.8,10,10,1.88,1208,40.6,14.0,-9.0,0.349,41.07,41.38,11,0.993
1.5,1.5,0.8,5,20,1.88,1208,40.6,7.0,-4.5,0.174,41.07,41.38,11,0.993
1.5,3.0,0.8,3,10,3.75,1126,26.5,8.7,-2.7,0.317,40.88,6.79,26,6.023
1.5,1.0,0.5,10,10,2.0,1271,41.9,9.0,-6.0,0.29,39.68,30.04,11,1.321
1.5,1.0,0.5,5,20,2.0,1271,41.9,4.5,-3.0,0.145,39.68,30.04,11,1.321
1.5,1.5,0.8,3,30,1.88,1208,40.6,4.2,-2.7,0.105,37.25,38.05,11,0.979
1.5,2.0,0.8,3,20,2.5,1174,33.9,5.7,-2.7,0.148,36.31,19.9,12,1.824
1.5,3.0,1.0,5,10,3.0,1089,29.1,14.5,-5.5,0.322,35.77,15.52,16,2.305
1.5,1.0,0.5,3,30,2.0,1271,41.9,2.7,-1.8,0.087,35.51,27.42,11,1.295
1.5,2.0,1.0,7,10,2.0,1149,38.1,13.3,-7.7,0.305,33.79,20.86,12,1.62
1.5,1.5,0.5,3,10,3.0,1242,33.7,4.2,-1.8,0.219,30.65,10.61,15,2.888
1.5,2.0,0.8,5,10,2.5,1174,33.9,9.5,-4.5,0.246,30.12,16.8,12,1.793
1.5,1.5,0.8,7,10,1.88,1208,40.6,9.8,-6.3,0.244,29.3,30.89,11,0.949
1.5,2.0,1.0,3,20,2.0,1149,38.1,5.7,-3.3,0.131,29.28,18.05,12,1.622
1.5,1.5,1.0,5,30,1.5,1191,45.0,7.0,-5.5,0.126,27.35,56.37,9,0.485
1.5,1.0,0.5,7,10,2.0,1271,41.9,6.3,-4.2,0.203,27.28,21.93,11,1.244
1.5,1.5,1.0,7,20,1.5,1191,45.0,9.8,-7.7,0.176,26.93,53.74,9,0.501
1.5,1.5,1.0,10,20,1.5,1191,45.0,14.0,-11.0,0.251,25.97,67.67,9,0.384
1.5,1.5,0.8,3,20,1.88,1208,40.6,4.2,-2.7,0.105,25.22,27.05,11,0.932
1.5,1.5,1.0,7,30,1.5,1191,45.0,9.8,-7.7,0.176,25.01,69.59,9,0.359
1.5,2.0,1.0,5,10,2.0,1149,38.1,9.5,-5.5,0.218,24.62,15.18,12,1.622
1.5,1.0,0.5,3,20,2.0,1271,41.9,2.7,-1.8,0.087,23.23,19.06,11,1.219
1.5,1.5,1.0,10,10,1.5,1191,45.0,14.0,-11.0,0.251,23.0,41.8,9,0.55
1.5,1.5,1.0,5,20,1.5,1191,45.0,7.0,-5.5,0.126,23.0,41.8,9,0.55
1.5,1.5,1.0,3,30,1.5,1191,45.0,4.2,-3.3,0.075,21.48,38.44,9,0.559
1.5,3.0,1.0,3,10,3.0,1089,29.1,8.7,-3.3,0.193,21.43,9.54,16,2.245
1.5,1.5,0.8,5,10,1.88,1208,40.6,7.0,-4.5,0.174,21.08,23.03,11,0.915
1.5,1.0,0.5,5,10,2.0,1271,41.9,4.5,-3.0,0.145,19.22,16.1,11,1.194
1.5,1.5,1.0,7,10,1.5,1191,45.0,9.8,-7.7,0.176,17.85,31.2,9,0.572
1.5,2.0,0.8,3,10,2.5,1174,33.9,5.7,-2.7,0.148,17.84,10.33,12,1.727
1.5,3.0,2.0,7,10,1.5,928,42.9,20.3,-14.7,0.311,16.14,45.4,12,0.356
1.5,1.5,1.0,3,20,1.5,1191,45.0,4.2,-3.3,0.075,15.75,27.33,9,0.576
1.5,3.0,2.0,3,20,1.5,928,42.9,8.7,-6.3,0.133,15.63,40.17,12,0.389
1.5,3.0,2.0,3,30,1.5,928,42.9,8.7,-6.3,0.133,15.22,54.76,12,0.278
1.5,2.0,1.0,3,10,2.0,1149,38.1,5.7,-3.3,0.131,14.95,9.27,12,1.612
1.5,3.0,2.0,5,10,1.5,928,42.9,14.5,-10.5,0.222,14.47,34.55,12,0.419
1.5,3.0,2.0,10,10,1.5,928,42.9,29.0,-21.0,0.444,13.8,58.92,12,0.234
1.5,3.0,2.0,5,20,1.5,928,42.9,14.5,-10.5,0.222,13.8,58.92,12,0.234
1.5,1.5,1.0,5,10,1.5,1191,45.0,7.0,-5.5,0.126,13.48,23.27,9,0.58
1.5,1.5,0.8,3,10,1.88,1208,40.6,4.2,-2.7,0.105,12.68,14.43,11,0.879
1.5,1.0,0.5,3,10,2.0,1271,41.9,2.7,-1.8,0.087,11.36,9.93,11,1.143
1.5,3.0,2.0,3,10,1.5,928,42.9,8.7,-6.3,0.133,10.3,22.07,12,0.467
1.5,1.5,1.0,3,10,1.5,1191,45.0,4.2,-3.3,0.075,8.48,14.57,9,0.582
1.5,1.5,1.0,10,30,1.5,1191,45.0,14.0,-11.0,0.251,7.51,82.86,9,0.091
1.5,2.0,2.0,5,10,1.0,1022,52.9,9.5,-10.5,0.087,3.88,28.28,9,0.137
1.5,2.0,2.0,3,10,1.0,1022,52.9,5.7,-6.3,0.052,3.57,17.7,9,0.202
1.5,2.0,2.0,3,20,1.0,1022,52.9,5.7,-6.3,0.052,3.4,33.21,9,0.102
1.5,2.0,2.0,7,10,1.0,1022,52.9,13.3,-14.7,0.122,2.5,37.89,9,0.066
1.5,3.0,2.0,7,20,1.5,928,42.9,20.3,-14.7,0.311,2.4,72.53,12,0.033
1.5,2.0,2.0,3,30,1.0,1022,52.9,5.7,-6.3,0.052,-0.5,46.55,9,-0.011
1.5,3.0,2.0,5,30,1.5,928,42.9,14.5,-10.5,0.222,-1.64,75.26,12,-0.022
1.5,2.0,2.0,10,10,1.0,1022,52.9,19.0,-21.0,0.174,-2.57,50.53,9,-0.051
1.5,2.0,2.0,5,20,1.0,1022,52.9,9.5,-10.5,0.087,-2.57,50.53,9,-0.051
1.5,1.5,1.5,3,10,1.0,1138,53.2,4.2,-4.8,-0.015,-2.85,15.73,9,-0.181
1.5,2.0,1.5,3,10,1.33,1077,45.5,5.7,-4.8,-0.023,-3.86,14.53,10,-0.265
1.5,1.5,2.0,3,10,0.75,1086,59.7,4.2,-6.3,-0.035,-5.09,15.25,7,-0.334
1.5,1.0,1.0,3,10,1.0,1239,54.3,2.7,-3.3,-0.041,-5.47,15.88,8,-0.344
1.5,3.0,1.5,3,10,2.0,998,35.3,8.7,-4.8,-0.038,-5.74,15.24,13,-0.377
1.5,1.5,1.5,5,10,1.0,1138,53.2,7.0,-8.0,-0.025,-5.91,25.08,9,-0.236
1.5,1.0,0.8,3,10,1.25,1248,49.0,2.7,-2.7,-0.052,-6.7,18.03,8,-0.372
1.5,1.5,1.5,3,20,1.0,1138,53.2,4.2,-4.8,-0.015,-7.76,29.43,9,-0.264
1.5,2.0,1.5,5,10,1.33,1077,45.5,9.5,-8.0,-0.038,-7.86,23.47,10,-0.335
1.5,1.0,1.0,5,10,1.0,1239,54.3,4.5,-5.5,-0.068,-9.51,25.21,8,-0.377
0.8,3.0,0.5,3,10,6.0,3988,17.0,8.7,-1.8,-0.018,-9.58,21.27,31,-0.451
1.5,1.5,1.5,7,10,1.0,1138,53.2,9.8,-11.2,-0.036,-9.8,33.57,9,-0.292
1.5,1.5,2.0,5,10,0.75,1086,59.7,7.0,-10.5,-0.058,-9.8,24.49,7,-0.4
1.5,2.0,1.5,3,20,1.33,1077,45.5,5.7,-4.8,-0.023,-10.24,27.71,10,-0.37
1.5,1.0,0.8,5,10,1.25,1248,49.0,4.5,-4.5,-0.087,-11.36,28.34,8,-0.401
1.5,3.0,1.5,5,10,2.0,998,35.3,14.5,-8.0,-0.064,-11.43,24.69,13,-0.463
1.5,1.0,1.0,3,20,1.0,1239,54.3,2.7,-3.3,-0.041,-11.62,29.52,8,-0.394
1.5,1.5,2.0,3,20,0.75,1086,59.7,4.2,-6.3,-0.035,-12.49,28.87,7,-0.433
1.5,2.0,1.5,7,10,1.33,1077,45.5,13.3,-11.2,-0.053,-12.84,31.79,10,-0.404
1.5,1.0,0.8,3,20,1.25,1248,49.0,2.7,-2.7,-0.052,-13.74,33.04,8,-0.416
1.5,1.0,1.0,7,10,1.0,1239,54.3,6.3,-7.7,-0.095,-13.8,33.62,8,-0.41
1.5,2.0,2.0,7,20,1.0,1022,52.9,13.3,-14.7,0.122,-14.01,64.27,9,-0.218
1.5,1.5,1.5,3,30,1.0,1138,53.2,4.2,-4.8,-0.015,-14.41,41.27,9,-0.349
1.5,3.0,1.5,3,20,2.0,998,35.3,8.7,-4.8,-0.038,-14.74,29.18,13,-0.505
1.5,1.5,2.0,7,10,0.75,1086,59.7,9.8,-14.7,-0.081,-15.37,33.08,7,-0.465
1.0,2.0,0.5,3,10,4.0,3026,23.3,5.7,-1.8,-0.053,-16.01,23.04,18,-0.695
1.5,1.0,0.8,7,10,1.25,1248,49.0,6.3,-6.3,-0.121,-16.14,37.45,8,-0.431
1.5,1.5,1.5,5,20,1.0,1138,53.2,7.0,-8.0,-0.025,-16.95,44.83,9,-0.378
