entry_dt,exit_dt,side,result,pnl_pct
2022-04-01 13:45:00+00:00,2022-04-01 14:45:00+00:00,long,win,3.9601
2022-04-02 16:15:00+00:00,2022-04-02 18:00:00+00:00,short,win,3.3308
2022-04-03 06:00:00+00:00,2022-04-03 09:00:00+00:00,long,loss,-1.5853
2022-04-04 00:45:00+00:00,2022-04-04 06:45:00+00:00,short,loss,-2.808
2022-04-04 21:15:00+00:00,2022-04-05 12:15:00+00:00,long,win,4.0496
2022-04-07 12:15:00+00:00,2022-04-07 12:45:00+00:00,long,loss,-1.6892
2022-04-07 13:15:00+00:00,2022-04-07 13:30:00+00:00,short,loss,-1.8193
2022-04-08 16:15:00+00:00,2022-04-08 17:00:00+00:00,long,loss,-2.3903
2022-04-08 17:00:00+00:00,2022-04-08 18:00:00+00:00,short,win,4.6231
2022-04-10 09:45:00+00:00,2022-04-10 11:45:00+00:00,short,loss,-0.9682
2022-04-10 22:45:00+00:00,2022-04-10 23:30:00+00:00,short,loss,-2.1763
2022-04-12 08:45:00+00:00,2022-04-12 12:30:00+00:00,long,win,3.7348
2022-04-13 14:00:00+00:00,2022-04-13 15:15:00+00:00,long,win,4.3959
2022-04-14 11:00:00+00:00,2022-04-14 13:00:00+00:00,short,loss,-1.4001
2022-04-15 08:00:00+00:00,2022-04-15 08:15:00+00:00,long,loss,-1.5767
2022-04-15 14:30:00+00:00,2022-04-15 14:45:00+00:00,short,loss,-1.6423
2022-04-15 14:45:00+00:00,2022-04-16 08:45:00+00:00,long,cross_exit,-0.6765
2022-04-16 22:00:00+00:00,2022-04-16 22:45:00+00:00,long,loss,-1.326
2022-04-17 02:45:00+00:00,2022-04-17 03:45:00+00:00,short,loss,-1.126
2022-04-17 08:15:00+00:00,2022-04-17 13:30:00+00:00,long,win,1.3788
2022-04-17 17:00:00+00:00,2022-04-17 18:00:00+00:00,short,win,2.1473
2022-04-18 17:00:00+00:00,2022-04-18 17:15:00+00:00,long,loss,-2.6216
2022-04-20 16:00:00+00:00,2022-04-20 21:15:00+00:00,short,loss,-2.1754
2022-04-21 00:45:00+00:00,2022-04-21 07:45:00+00:00,long,win,2.8742
2022-04-21 18:00:00+00:00,2022-04-21 20:30:00+00:00,short,win,4.4728
2022-04-24 00:00:00+00:00,2022-04-24 03:00:00+00:00,short,loss,-1.3978
2022-04-25 15:15:00+00:00,2022-04-25 18:45:00+00:00,long,win,5.6775
2022-04-26 13:45:00+00:00,2022-04-26 14:45:00+00:00,short,win,3.6807
2022-04-27 07:45:00+00:00,2022-04-27 08:30:00+00:00,long,loss,-1.8408
2022-04-28 14:15:00+00:00,2022-04-28 14:45:00+00:00,short,loss,-2.4257
2022-04-28 15:00:00+00:00,2022-04-28 15:15:00+00:00,long,loss,-3.1932
2022-05-01 20:00:00+00:00,2022-05-01 20:45:00+00:00,short,loss,-2.0816
2022-05-01 21:15:00+00:00,2022-05-02 04:45:00+00:00,long,win,4.3223
2022-05-02 17:15:00+00:00,2022-05-02 21:30:00+00:00,short,loss,-2.6156
2022-05-04 05:45:00+00:00,2022-05-04 06:00:00+00:00,long,win,1.9064
2022-05-07 10:15:00+00:00,2022-05-07 13:00:00+00:00,long,loss,-1.1542
2022-05-07 14:00:00+00:00,2022-05-07 15:15:00+00:00,short,loss,-1.1635
2022-05-10 06:15:00+00:00,2022-05-10 07:00:00+00:00,long,loss,-5.4081
2022-05-11 12:45:00+00:00,2022-05-11 13:15:00+00:00,short,loss,-7.7597
2022-05-13 17:45:00+00:00,2022-05-13 18:45:00+00:00,short,loss,-4.3787
2022-05-14 18:15:00+00:00,2022-05-14 19:15:00+00:00,long,loss,-3.4583
2022-05-16 04:30:00+00:00,2022-05-16 06:00:00+00:00,short,win,5.2578
2022-05-17 15:15:00+00:00,2022-05-17 17:00:00+00:00,short,loss,-2.7617
2022-05-19 07:15:00+00:00,2022-05-19 07:30:00+00:00,long,cross_exit,-1.03
2022-05-19 07:30:00+00:00,2022-05-19 07:45:00+00:00,short,cross_exit,-0.7567
2022-05-19 07:45:00+00:00,2022-05-19 08:45:00+00:00,long,loss,-2.2841
2022-05-20 14:45:00+00:00,2022-05-20 16:00:00+00:00,short,win,5.9812
2022-05-21 07:45:00+00:00,2022-05-21 09:15:00+00:00,long,loss,-1.6919
2022-05-23 17:15:00+00:00,2022-05-23 19:00:00+00:00,short,win,4.7621
2022-05-25 11:30:00+00:00,2022-05-25 13:30:00+00:00,short,loss,-2.0118
2022-05-25 18:15:00+00:00,2022-05-25 19:30:00+00:00,long,loss,-2.5085
2022-05-26 17:15:00+00:00,2022-05-26 23:45:00+00:00,long,loss,-3.4912
2022-06-01 13:30:00+00:00,2022-06-01 14:00:00+00:00,long,loss,-1.9076
2022-06-02 12:00:00+00:00,2022-06-02 13:00:00+00:00,long,loss,-1.7556
2022-06-02 13:15:00+00:00,2022-06-02 13:30:00+00:00,short,loss,-2.2438
2022-06-02 13:30:00+00:00,2022-06-02 13:45:00+00:00,long,loss,-2.6935
2022-06-02 13:45:00+00:00,2022-06-02 14:00:00+00:00,short,cross_exit,-1.9664
2022-06-02 14:00:00+00:00,2022-06-02 14:15:00+00:00,long,loss,-3.1407
2022-06-02 14:15:00+00:00,2022-06-02 15:00:00+00:00,short,loss,-3.3208
2022-06-02 15:00:00+00:00,2022-06-03 09:30:00+00:00,long,cross_exit,-0.0872
2022-06-03 09:30:00+00:00,2022-06-03 10:30:00+00:00,short,win,2.8716
2022-06-04 12:30:00+00:00,2022-06-04 13:00:00+00:00,short,loss,-1.0568
2022-06-04 15:00:00+00:00,2022-06-04 17:15:00+00:00,long,loss,-1.6412
2022-06-07 17:45:00+00:00,2022-06-07 19:00:00+00:00,long,win,3.4371
2022-06-08 04:45:00+00:00,2022-06-08 05:30:00+00:00,short,loss,-4.0185
2022-06-09 12:45:00+00:00,2022-06-09 15:30:00+00:00,short,loss,-1.936
2022-06-11 07:45:00+00:00,2022-06-11 08:00:00+00:00,long,cross_exit,-0.7229
2022-06-11 08:00:00+00:00,2022-06-11 08:30:00+00:00,short,win,1.6963
2022-06-12 16:00:00+00:00,2022-06-12 16:45:00+00:00,long,loss,-3.3352
2022-06-12 20:15:00+00:00,2022-06-12 22:30:00+00:00,short,win,5.3419
2022-06-15 15:30:00+00:00,2022-06-15 16:30:00+00:00,long,loss,-5.8881
2022-06-15 16:30:00+00:00,2022-06-15 17:45:00+00:00,short,loss,-6.1051
2022-06-15 19:15:00+00:00,2022-06-16 07:30:00+00:00,long,cross_exit,-3.0011
2022-06-16 07:30:00+00:00,2022-06-16 09:30:00+00:00,short,win,7.1523
2022-06-17 07:30:00+00:00,2022-06-17 09:45:00+00:00,long,loss,-4.0832
2022-06-19 10:00:00+00:00,2022-06-19 10:15:00+00:00,long,win,10.5337
2022-06-20 18:00:00+00:00,2022-06-20 20:15:00+00:00,short,loss,-5.1299
2022-06-21 20:15:00+00:00,2022-06-22 02:00:00+00:00,short,win,7.0595
2022-06-23 02:00:00+00:00,2022-06-23 16:15:00+00:00,long,cross_exit,-1.035
2022-06-23 16:15:00+00:00,2022-06-23 19:00:00+00:00,short,loss,-2.8989
2022-06-23 19:30:00+00:00,2022-06-23 22:30:00+00:00,long,win,5.4975
2022-06-25 13:15:00+00:00,2022-06-25 15:45:00+00:00,short,win,4.1474
2022-06-25 21:30:00+00:00,2022-06-26 02:45:00+00:00,long,loss,-2.0837
2022-06-27 13:30:00+00:00,2022-06-27 18:00:00+00:00,short,win,4.4659
2022-06-28 08:00:00+00:00,2022-06-28 08:45:00+00:00,long,win,3.1135
2022-06-28 15:30:00+00:00,2022-06-28 18:15:00+00:00,short,win,4.5556
2022-06-29 20:15:00+00:00,2022-06-29 23:00:00+00:00,long,loss,-2.3509
2022-07-01 00:15:00+00:00,2022-07-01 03:15:00+00:00,long,loss,-5.7081
2022-07-03 01:00:00+00:00,2022-07-03 03:30:00+00:00,short,loss,-1.4764
2022-07-03 18:00:00+00:00,2022-07-03 19:45:00+00:00,long,win,2.9473
2022-07-04 02:45:00+00:00,2022-07-04 09:15:00+00:00,short,loss,-1.9686
2022-07-04 10:00:00+00:00,2022-07-04 11:30:00+00:00,long,win,2.9579
2022-07-05 09:30:00+00:00,2022-07-05 12:30:00+00:00,short,win,5.1751
2022-07-05 19:15:00+00:00,2022-07-05 20:00:00+00:00,long,win,5.662
2022-07-06 03:15:00+00:00,2022-07-06 04:00:00+00:00,short,loss,-3.1686
2022-07-06 04:15:00+00:00,2022-07-06 05:15:00+00:00,long,loss,-3.5141
2022-07-08 10:45:00+00:00,2022-07-08 14:45:00+00:00,short,loss,-2.9842
2022-07-08 15:30:00+00:00,2022-07-08 16:15:00+00:00,long,loss,-4.0679
2022-07-13 08:00:00+00:00,2022-07-13 12:15:00+00:00,long,win,4.0344
2022-07-13 13:00:00+00:00,2022-07-13 14:30:00+00:00,short,loss,-4.5126
2022-07-13 17:30:00+00:00,2022-07-13 19:30:00+00:00,long,loss,-4.6212
2022-07-14 09:00:00+00:00,2022-07-14 14:45:00+00:00,short,loss,-2.4335
2022-07-14 15:45:00+00:00,2022-07-14 16:45:00+00:00,long,loss,-3.2687
2022-07-16 00:45:00+00:00,2022-07-16 13:45:00+00:00,short,loss,-2.2303
2022-07-16 14:00:00+00:00,2022-07-16 14:30:00+00:00,long,loss,-1.5043
2022-07-17 14:00:00+00:00,2022-07-17 17:15:00+00:00,short,loss,-2.5728
2022-07-18 03:30:00+00:00,2022-07-18 05:30:00+00:00,long,win,4.4384
2022-07-18 19:30:00+00:00,2022-07-18 23:00:00+00:00,short,loss,-4.0074
2022-07-18 23:45:00+00:00,2022-07-19 01:00:00+00:00,long,loss,-4.2544
2022-07-20 20:15:00+00:00,2022-07-20 20:45:00+00:00,short,loss,-4.4085
2022-07-21 19:00:00+00:00,2022-07-22 03:15:00+00:00,long,loss,-3.2711
2022-07-22 04:15:00+00:00,2022-07-22 05:15:00+00:00,short,loss,-2.1973
2022-07-22 17:15:00+00:00,2022-07-22 19:45:00+00:00,short,win,5.4629
2022-07-24 00:00:00+00:00,2022-07-24 01:30:00+00:00,long,loss,-2.2953
2022-07-25 21:00:00+00:00,2022-07-25 22:00:00+00:00,long,loss,-2.9136
2022-07-25 22:15:00+00:00,2022-07-26 00:00:00+00:00,short,win,5.8532
2022-07-29 12:30:00+00:00,2022-07-29 13:30:00+00:00,short,loss,-2.7451
2022-07-29 14:45:00+00:00,2022-07-29 16:00:00+00:00,long,loss,-3.3495
2022-07-29 16:30:00+00:00,2022-07-29 18:00:00+00:00,short,loss,-3.2802
2022-07-30 21:00:00+00:00,2022-07-31 18:00:00+00:00,short,loss,-2.6111
2022-08-02 00:00:00+00:00,2022-08-02 00:30:00+00:00,long,loss,-2.3951
2022-08-03 07:15:00+00:00,2022-08-03 08:45:00+00:00,long,win,2.793
2022-08-03 22:30:00+00:00,2022-08-03 23:30:00+00:00,short,win,3.6261
2022-08-05 02:30:00+00:00,2022-08-05 06:00:00+00:00,long,win,3.366
2022-08-05 16:30:00+00:00,2022-08-05 21:15:00+00:00,short,loss,-2.4242
2022-08-05 22:15:00+00:00,2022-08-06 17:00:00+00:00,long,loss,-1.97
2022-08-07 12:45:00+00:00,2022-08-07 15:15:00+00:00,long,loss,-1.0443
2022-08-08 22:30:00+00:00,2022-08-08 23:00:00+00:00,short,loss,-1.8223
2022-08-11 18:00:00+00:00,2022-08-12 00:00:00+00:00,short,win,4.7466
2022-08-13 12:15:00+00:00,2022-08-13 13:30:00+00:00,short,loss,-1.9145
2022-08-14 13:00:00+00:00,2022-08-14 17:00:00+00:00,short,win,2.7627
2022-08-15 02:00:00+00:00,2022-08-15 03:00:00+00:00,long,win,3.4699
2022-08-15 07:15:00+00:00,2022-08-15 10:45:00+00:00,short,loss,-3.0691
2022-08-17 08:45:00+00:00,2022-08-17 13:30:00+00:00,short,win,4.108
2022-08-23 08:30:00+00:00,2022-08-23 09:15:00+00:00,long,loss,-2.2064
2022-08-24 01:30:00+00:00,2022-08-24 05:15:00+00:00,short,loss,-2.0193
2022-08-24 23:45:00+00:00,2022-08-25 00:45:00+00:00,short,loss,-1.7364
2022-08-26 13:30:00+00:00,2022-08-26 14:00:00+00:00,long,loss,-2.6919
2022-08-26 14:45:00+00:00,2022-08-26 15:15:00+00:00,short,win,7.146
2022-08-30 14:15:00+00:00,2022-08-30 14:30:00+00:00,short,win,3.354
2022-08-31 15:15:00+00:00,2022-08-31 16:00:00+00:00,short,loss,-2.6289
2022-09-01 21:00:00+00:00,2022-09-02 02:15:00+00:00,long,loss,-2.4182
2022-09-02 17:45:00+00:00,2022-09-02 18:30:00+00:00,short,loss,-2.3353
2022-09-04 14:30:00+00:00,2022-09-04 16:30:00+00:00,short,loss,-1.4949
2022-09-05 15:30:00+00:00,2022-09-05 18:00:00+00:00,long,loss,-1.4375
2022-09-05 18:45:00+00:00,2022-09-05 23:30:00+00:00,short,loss,-1.4244
2022-09-07 15:45:00+00:00,2022-09-07 18:00:00+00:00,long,win,2.6839
2022-09-08 13:15:00+00:00,2022-09-08 13:30:00+00:00,short,loss,-2.0436
2022-09-08 13:30:00+00:00,2022-09-08 14:00:00+00:00,long,loss,-2.3645
2022-09-10 13:15:00+00:00,2022-09-10 16:45:00+00:00,short,loss,-1.5915
2022-09-10 18:15:00+00:00,2022-09-10 19:30:00+00:00,long,win,3.1393
2022-09-11 14:45:00+00:00,2022-09-11 15:15:00+00:00,short,loss,-1.4413
2022-09-11 15:30:00+00:00,2022-09-11 18:00:00+00:00,long,loss,-1.608
2022-09-13 02:15:00+00:00,2022-09-13 04:15:00+00:00,short,loss,-2.3129
2022-09-13 12:45:00+00:00,2022-09-13 15:45:00+00:00,short,win,9.0292
2022-09-15 00:15:00+00:00,2022-09-15 01:00:00+00:00,long,loss,-2.3749
2022-09-15 01:00:00+00:00,2022-09-15 01:15:00+00:00,short,loss,-2.4774
2022-09-15 07:45:00+00:00,2022-09-15 08:15:00+00:00,long,loss,-2.7927
2022-09-15 08:15:00+00:00,2022-09-15 09:00:00+00:00,short,cross_exit,-1.7052
2022-09-16 22:15:00+00:00,2022-09-17 00:30:00+00:00,long,win,3.5901
2022-09-19 14:30:00+00:00,2022-09-19 15:15:00+00:00,long,loss,-3.1723
2022-09-22 08:00:00+00:00,2022-09-22 08:45:00+00:00,long,win,4.8002
2022-09-23 08:45:00+00:00,2022-09-23 11:45:00+00:00,short,win,3.3531
2022-09-23 22:30:00+00:00,2022-09-24 03:30:00+00:00,long,loss,-2.7457
2022-09-24 21:30:00+00:00,2022-09-25 07:15:00+00:00,short,loss,-1.6551
2022-09-25 13:45:00+00:00,2022-09-25 16:00:00+00:00,short,loss,-1.5212
2022-09-26 08:30:00+00:00,2022-09-26 10:00:00+00:00,long,loss,-2.1017
2022-09-27 16:30:00+00:00,2022-09-28 02:15:00+00:00,short,win,7.3373
2022-09-28 13:00:00+00:00,2022-09-28 14:30:00+00:00,long,win,5.2092
2022-09-29 07:15:00+00:00,2022-09-29 09:15:00+00:00,short,loss,-2.0861
2022-09-30 12:45:00+00:00,2022-09-30 13:45:00+00:00,short,loss,-2.3663
2022-09-30 14:30:00+00:00,2022-09-30 15:00:00+00:00,long,win,5.374
2022-10-02 20:00:00+00:00,2022-10-02 21:00:00+00:00,long,loss,-1.3292
2022-10-05 17:45:00+00:00,2022-10-05 20:45:00+00:00,long,loss,-2.3199
2022-10-05 21:45:00+00:00,2022-10-05 22:45:00+00:00,short,loss,-2.0851
2022-10-06 09:00:00+00:00,2022-10-06 11:45:00+00:00,short,loss,-1.684
2022-10-11 13:45:00+00:00,2022-10-11 14:30:00+00:00,short,loss,-1.655
2022-10-12 17:00:00+00:00,2022-10-12 18:15:00+00:00,short,cross_exit,-0.7327
2022-10-12 18:15:00+00:00,2022-10-13 02:15:00+00:00,long,loss,-1.1709
2022-10-13 02:15:00+00:00,2022-10-13 03:00:00+00:00,short,loss,-0.8659
2022-10-13 17:30:00+00:00,2022-10-14 01:30:00+00:00,long,win,6.2122
2022-10-14 14:45:00+00:00,2022-10-14 18:30:00+00:00,short,win,4.359
2022-10-20 18:00:00+00:00,2022-10-20 19:00:00+00:00,short,loss,-1.4475
2022-10-21 16:00:00+00:00,2022-10-23 06:30:00+00:00,long,cross_exit,0.2845
2022-10-23 15:30:00+00:00,2022-10-23 17:45:00+00:00,long,win,0.9099
2022-10-24 04:45:00+00:00,2022-10-24 10:15:00+00:00,short,loss,-1.3965
2022-10-24 11:45:00+00:00,2022-10-24 12:30:00+00:00,long,loss,-1.0879
2022-10-25 13:30:00+00:00,2022-10-25 13:45:00+00:00,long,win,1.5303
2022-10-28 14:00:00+00:00,2022-10-28 16:15:00+00:00,long,win,4.3318
2022-10-30 00:15:00+00:00,2022-10-30 06:00:00+00:00,short,loss,-1.2835
2022-10-30 09:45:00+00:00,2022-10-30 11:45:00+00:00,short,loss,-1.2933
2022-10-31 10:15:00+00:00,2022-10-31 12:00:00+00:00,long,loss,-1.479
2022-10-31 14:15:00+00:00,2022-10-31 16:15:00+00:00,short,loss,-2.2154
2022-11-01 13:45:00+00:00,2022-11-01 16:00:00+00:00,short,loss,-1.3376
2022-11-02 17:30:00+00:00,2022-11-02 17:45:00+00:00,long,loss,-1.1661
2022-11-02 19:45:00+00:00,2022-11-03 05:00:00+00:00,short,cross_exit,-1.4702
2022-11-03 05:00:00+00:00,2022-11-03 08:30:00+00:00,long,loss,-1.2774
2022-11-10 07:30:00+00:00,2022-11-10 10:30:00+00:00,long,loss,-5.4006
2022-11-10 11:15:00+00:00,2022-11-10 12:15:00+00:00,short,loss,-4.9016
2022-11-10 13:00:00+00:00,2022-11-10 13:30:00+00:00,long,win,9.5057
2022-11-11 03:15:00+00:00,2022-11-11 05:00:00+00:00,short,loss,-4.8393
2022-11-13 06:30:00+00:00,2022-11-13 06:45:00+00:00,short,win,1.9399
2022-11-14 07:45:00+00:00,2022-11-14 13:45:00+00:00,long,loss,-5.0041
2022-11-14 19:30:00+00:00,2022-11-14 23:15:00+00:00,short,loss,-3.2832
2022-11-15 00:30:00+00:00,2022-11-15 07:15:00+00:00,long,win,5.5091
2022-11-17 00:15:00+00:00,2022-11-17 03:00:00+00:00,long,loss,-1.9429
2022-11-17 03:45:00+00:00,2022-11-17 06:15:00+00:00,short,loss,-1.6502
2022-11-18 09:45:00+00:00,2022-11-18 10:00:00+00:00,short,cross_exit,-0.8713
2022-11-18 10:00:00+00:00,2022-11-18 11:30:00+00:00,long,loss,-1.1915
2022-11-18 11:30:00+00:00,2022-11-18 12:45:00+00:00,short,cross_exit,-0.9363
2022-11-19 17:45:00+00:00,2022-11-19 18:30:00+00:00,short,loss,-0.6361
2022-11-19 21:45:00+00:00,2022-11-19 22:00:00+00:00,long,win,0.8049
2022-11-20 08:45:00+00:00,2022-11-20 10:30:00+00:00,short,loss,-1.0095
2022-11-23 16:45:00+00:00,2022-11-23 18:00:00+00:00,short,loss,-1.7047
2022-11-23 19:00:00+00:00,2022-11-23 19:15:00+00:00,long,loss,-2.1371
2022-11-24 10:45:00+00:00,2022-11-24 16:00:00+00:00,short,loss,-1.4065
2022-11-25 12:15:00+00:00,2022-11-25 12:45:00+00:00,long,loss,-1.2118
2022-11-27 04:15:00+00:00,2022-11-27 23:00:00+00:00,long,loss,-0.9418
2022-11-27 23:30:00+00:00,2022-11-28 00:15:00+00:00,short,loss,-1.0165
2022-11-29 17:30:00+00:00,2022-11-29 19:00:00+00:00,short,loss,-1.3139
2022-11-29 19:45:00+00:00,2022-11-30 00:30:00+00:00,long,win,1.8911
2022-11-30 18:15:00+00:00,2022-11-30 18:30:00+00:00,short,loss,-1.3978
2022-11-30 18:30:00+00:00,2022-11-30 19:15:00+00:00,long,win,3.2922
2022-12-01 15:00:00+00:00,2022-12-02 10:45:00+00:00,short,cross_exit,0.7161
2022-12-02 14:15:00+00:00,2022-12-02 14:30:00+00:00,short,loss,-1.513
2022-12-03 06:45:00+00:00,2022-12-03 11:00:00+00:00,short,win,1.1399
2022-12-04 02:30:00+00:00,2022-12-04 05:00:00+00:00,long,win,1.5486
2022-12-04 12:15:00+00:00,2022-12-04 14:45:00+00:00,short,loss,-0.7639
2022-12-04 15:15:00+00:00,2022-12-04 16:45:00+00:00,long,loss,-0.8637
2022-12-05 15:00:00+00:00,2022-12-05 18:15:00+00:00,short,loss,-1.4248
2022-12-07 06:30:00+00:00,2022-12-07 07:00:00+00:00,short,win,1.2251
2022-12-09 14:30:00+00:00,2022-12-10 07:15:00+00:00,short,cross_exit,-0.1252
2022-12-10 22:00:00+00:00,2022-12-10 23:45:00+00:00,short,win,0.733
2022-12-11 13:00:00+00:00,2022-12-11 16:45:00+00:00,short,loss,-0.4663
2022-12-11 17:45:00+00:00,2022-12-11 18:45:00+00:00,long,win,0.5212
2022-12-11 20:45:00+00:00,2022-12-11 21:30:00+00:00,short,loss,-0.8666
2022-12-12 15:00:00+00:00,2022-12-12 16:00:00+00:00,long,loss,-0.8337
2022-12-14 21:00:00+00:00,2022-12-15 14:45:00+00:00,short,win,6.5491
2022-12-16 07:45:00+00:00,2022-12-16 08:30:00+00:00,long,loss,-0.9083
2022-12-16 08:45:00+00:00,2022-12-16 09:00:00+00:00,short,win,2.4512
