entry_pct,tp_pct,sl_pct,leverage,pos_ratio,rr_ratio,total_trades,win_rate,avg_tp_pct,avg_sl_pct,expectancy,total_return_pct,mdd_pct,max_consec_losses,sharpe
1.5,3.0,0.5,10,30,6.0,2588,20.9,29.0,-6.0,1.303,255924.07,71.63,30,3572.635
1.5,3.0,0.5,7,30,6.0,2588,20.9,20.3,-4.2,0.912,38458.34,57.65,30,667.05
1.5,3.0,0.5,10,20,6.0,2588,20.9,29.0,-6.0,1.303,30412.87,55.78,30,545.246
1.5,2.0,0.5,10,30,4.0,2697,27.4,19.0,-6.0,0.841,20494.21,65.87,22,311.129
1.5,3.0,0.5,5,30,6.0,2588,20.9,14.5,-3.0,0.651,8705.81,45.27,30,192.303
1.5,3.0,0.5,7,20,6.0,2588,20.9,20.3,-4.2,0.912,6667.88,42.93,30,155.325
1.5,2.0,0.5,7,30,4.0,2697,27.4,13.3,-4.2,0.589,5546.93,52.07,22,106.518
1.5,2.0,0.5,10,20,4.0,2697,27.4,19.0,-6.0,0.841,4713.95,50.28,22,93.76
1.5,3.0,0.5,5,20,6.0,2588,20.9,14.5,-3.0,0.651,2147.08,32.68,30,65.708
1.5,3.0,0.5,10,10,6.0,2588,20.9,29.0,-6.0,1.303,2147.08,32.68,30,65.708
1.5,2.0,0.5,5,30,4.0,2697,27.4,9.5,-3.0,0.42,1965.66,40.38,22,48.677
1.5,2.0,0.5,7,20,4.0,2697,27.4,13.3,-4.2,0.589,1627.3,38.21,22,42.587
1.5,3.0,0.5,3,30,6.0,2588,20.9,8.7,-1.8,0.391,1584.48,29.88,30,53.028
1.5,3.0,0.5,7,10,6.0,2588,20.9,20.3,-4.2,0.912,832.32,23.99,30,34.692
1.5,2.0,0.5,5,20,4.0,2697,27.4,9.5,-3.0,0.42,717.48,28.84,22,24.878
1.5,2.0,0.5,10,10,4.0,2697,27.4,19.0,-6.0,0.841,717.48,28.84,22,24.878
1.5,3.0,0.8,10,30,3.75,2488,25.4,29.0,-9.0,0.668,663.17,75.62,19,8.77
1.5,3.0,0.8,7,30,3.75,2488,25.4,20.3,-6.3,0.468,658.67,61.06,19,10.787
1.5,3.0,0.8,10,20,3.75,2488,25.4,29.0,-9.0,0.668,634.92,59.19,19,10.727
1.5,3.0,0.5,3,20,6.0,2588,20.9,8.7,-1.8,0.391,588.32,20.89,30,28.158
