fast_ema,slow_ema,tp_pct,sl_capital,sl_price_pct,leverage,pos_ratio,trades,win_rate,return_pct,max_drawdown,calmar,timeframe
12,50,5.0,2.0,0.6667,3,0.1,5658,22.4,-73.64,75.2,-0.98,5m
12,50,5.0,1.0,0.3333,3,0.1,5658,15.6,-74.15,74.47,-1.0,5m
12,50,5.0,3.0,1.0,3,0.1,5658,24.4,-74.21,75.17,-0.99,5m
12,50,2.0,2.0,0.6667,3,0.1,5658,25.4,-75.17,76.31,-0.99,5m
12,50,3.0,1.0,0.3333,3,0.1,5658,16.1,-75.86,76.0,-1.0,5m
12,50,3.0,2.0,0.6667,3,0.1,5658,23.1,-76.0,76.05,-1.0,5m
12,50,3.0,3.0,1.0,3,0.1,5658,25.3,-76.84,77.34,-0.99,5m
12,50,2.0,3.0,1.0,3,0.1,5658,27.8,-77.15,78.43,-0.98,5m
12,50,2.0,1.0,0.3333,3,0.1,5658,17.6,-78.64,79.04,-0.99,5m
9,50,2.0,2.0,0.6667,3,0.1,6576,25.0,-80.09,80.85,-0.99,5m
9,50,3.0,3.0,1.0,3,0.1,6576,25.0,-80.61,81.65,-0.99,5m
9,50,3.0,2.0,0.6667,3,0.1,6576,23.1,-80.71,80.89,-1.0,5m
9,50,5.0,3.0,1.0,3,0.1,6576,24.3,-80.88,81.83,-0.99,5m
9,50,5.0,2.0,0.6667,3,0.1,6576,22.6,-81.03,81.45,-0.99,5m
9,50,2.0,3.0,1.0,3,0.1,6576,27.1,-81.08,82.37,-0.98,5m
12,26,2.0,3.0,1.0,3,0.1,7988,29.1,-82.2,83.12,-0.99,5m
12,26,2.0,2.0,0.6667,3,0.1,7988,27.1,-82.32,83.47,-0.99,5m
9,50,3.0,1.0,0.3333,3,0.1,6576,16.5,-82.36,82.48,-1.0,5m
9,50,5.0,1.0,0.3333,3,0.1,6576,16.0,-83.22,83.3,-1.0,5m
12,26,3.0,3.0,1.0,3,0.1,7988,27.8,-83.48,84.08,-0.99,5m
9,50,2.0,1.0,0.3333,3,0.1,6576,17.9,-84.09,84.2,-1.0,5m
12,26,3.0,2.0,0.6667,3,0.1,7988,25.8,-84.18,85.16,-0.99,5m
12,26,5.0,3.0,1.0,3,0.1,7988,27.2,-85.19,85.8,-0.99,5m
12,26,2.0,1.0,0.3333,3,0.1,7988,20.0,-85.58,85.69,-1.0,5m
12,26,5.0,2.0,0.6667,3,0.1,7988,25.3,-86.15,86.96,-0.99,5m
12,26,3.0,1.0,0.3333,3,0.1,7988,19.0,-87.11,87.29,-1.0,5m
9,26,3.0,3.0,1.0,3,0.1,9294,27.5,-88.51,88.66,-1.0,5m
9,26,3.0,2.0,0.6667,3,0.1,9294,25.9,-88.67,88.72,-1.0,5m
12,26,5.0,1.0,0.3333,3,0.1,7988,18.6,-88.72,88.99,-1.0,5m
5,50,5.0,2.0,0.6667,3,0.1,8795,22.1,-88.95,89.02,-1.0,5m
5,50,3.0,2.0,0.6667,3,0.1,8795,22.5,-89.11,89.24,-1.0,5m
5,50,5.0,3.0,1.0,3,0.1,8795,23.2,-89.28,89.47,-1.0,5m
12,50,5.0,2.0,0.4,5,0.1,5658,17.4,-89.32,89.49,-1.0,5m
12,21,3.0,2.0,0.6667,3,0.1,8995,26.0,-89.36,89.69,-1.0,5m
12,50,5.0,3.0,0.6,5,0.1,5658,21.3,-89.37,90.2,-0.99,5m
9,26,2.0,3.0,1.0,3,0.1,9294,28.6,-89.37,89.51,-1.0,5m
12,21,3.0,3.0,1.0,3,0.1,8995,27.8,-89.46,89.72,-1.0,5m
5,50,3.0,3.0,1.0,3,0.1,8795,23.6,-89.59,89.75,-1.0,5m
9,26,5.0,3.0,1.0,3,0.1,9294,27.0,-89.66,89.93,-1.0,5m
5,50,2.0,2.0,0.6667,3,0.1,8795,23.8,-89.73,89.78,-1.0,5m
9,26,2.0,2.0,0.6667,3,0.1,9294,26.8,-89.91,89.92,-1.0,5m
9,26,5.0,2.0,0.6667,3,0.1,9294,25.5,-89.97,90.21,-1.0,5m
5,50,5.0,1.0,0.3333,3,0.1,8795,17.2,-90.0,90.1,-1.0,5m
5,50,2.0,3.0,1.0,3,0.1,8795,25.0,-90.19,90.22,-1.0,5m
12,21,5.0,3.0,1.0,3,0.1,8995,27.4,-90.28,90.63,-1.0,5m
12,21,2.0,3.0,1.0,3,0.1,8995,29.0,-90.36,90.51,-1.0,5m
12,21,5.0,2.0,0.6667,3,0.1,8995,25.7,-90.38,90.9,-0.99,5m
