coin,fg_buy,cooldown,sell_mode,fg_sell,tp_pct,sl_pct,hold_days,total_return,cagr,mdd,trades,win_rate,avg_hold_days,final_balance,bnh_return,vs_bnh
btc,30,21,hold,,0.1,,60.0,-21.13,-2.9,61.37,32,75.0,29.5,7886.52,542.47,-563.61
btc,30,21,hold,,,0.05,60.0,-11.77,-1.54,48.63,41,14.6,18.3,8823.42,542.47,-554.24
btc,30,21,hold,,,0.1,60.0,-11.79,-1.54,53.14,35,22.9,29.4,8821.14,542.47,-554.26
btc,30,21,hold,,,0.15,60.0,-48.55,-7.9,54.78,28,28.6,40.1,5144.96,542.47,-591.02
btc,30,21,hold,,0.1,0.05,60.0,-24.37,-3.4,45.96,53,32.1,6.0,7563.14,542.47,-566.84
btc,30,21,hold,,0.1,0.1,60.0,-10.47,-1.36,31.43,49,51.0,9.5,8952.91,542.47,-552.94
btc,30,21,hold,,0.1,0.15,60.0,-37.9,-5.73,55.58,40,57.5,16.6,6209.65,542.47,-580.38
btc,30,21,hold,,0.2,0.05,60.0,-12.25,-1.6,39.67,48,20.8,9.1,8774.92,542.47,-554.72
btc,30,21,hold,,0.2,0.1,60.0,-13.97,-1.85,47.17,40,35.0,17.5,8603.02,542.47,-556.44
btc,30,21,hold,,0.2,0.15,60.0,-72.24,-14.67,73.84,34,32.4,25.6,2776.1,542.47,-614.71
btc,30,21,hold,,0.3,0.05,60.0,43.38,4.56,40.72,41,22.0,16.1,14337.52,542.47,-499.1
btc,30,21,hold,,0.3,0.1,60.0,-10.95,-1.43,53.14,35,31.4,25.0,8904.59,542.47,-553.43
btc,30,21,hold,,0.3,0.15,60.0,-64.61,-12.06,64.9,32,34.4,29.5,3539.25,542.47,-607.08
btc,30,21,hold,,,,90.0,-63.24,-11.65,75.46,18,50.0,87.1,3675.8,542.47,-605.72
btc,30,21,hold,,0.3,,90.0,-71.41,-14.36,75.31,19,52.6,76.0,2859.36,542.47,-613.88
btc,30,21,hold,,0.1,,90.0,-36.15,-5.4,69.29,28,71.4,36.7,6385.32,542.47,-578.62
btc,30,21,hold,,0.2,,90.0,-76.48,-16.4,83.64,20,55.0,67.5,2351.75,542.47,-618.96
btc,30,21,hold,,,0.05,90.0,-13.28,-1.75,55.81,39,12.8,23.7,8671.94,542.47,-555.75
btc,30,21,hold,,,0.1,90.0,-25.96,-3.65,61.88,32,25.0,39.2,7404.27,542.47,-568.43
btc,30,21,hold,,,0.15,90.0,-25.66,-3.6,58.86,27,29.6,52.0,7433.62,542.47,-568.14
btc,30,21,hold,,0.1,0.05,90.0,-24.37,-3.4,45.96,53,32.1,6.0,7563.14,542.47,-566.84
btc,30,21,hold,,0.1,0.1,90.0,-10.47,-1.36,31.43,49,51.0,9.5,8952.91,542.47,-552.94
btc,30,21,hold,,0.1,0.15,90.0,-37.9,-5.73,55.58,40,57.5,16.6,6209.65,542.47,-580.38
btc,30,21,hold,,0.2,0.05,90.0,-15.97,-2.13,39.67,48,20.8,9.1,8403.46,542.47,-558.44
btc,30,21,hold,,0.2,0.1,90.0,-13.97,-1.85,47.17,40,35.0,17.5,8603.02,542.47,-556.44
btc,30,21,hold,,0.2,0.15,90.0,-64.15,-11.92,69.73,34,38.2,26.6,3584.75,542.47,-606.63
btc,30,21,hold,,0.3,0.05,90.0,66.77,6.54,40.72,40,22.5,18.1,16677.15,542.47,-475.7
btc,30,21,hold,,0.3,0.1,90.0,-9.07,-1.17,60.75,34,32.4,28.6,9093.42,542.47,-551.54
btc,30,21,hold,,0.3,0.15,90.0,-67.8,-13.09,70.88,32,31.2,31.7,3220.49,542.47,-610.27
btc,30,21,hold,,,,180.0,81.8,7.68,68.54,12,50.0,177.9,18180.36,542.47,-460.67
btc,30,21,hold,,0.1,,180.0,45.36,4.74,47.73,26,84.6,44.0,14536.43,542.47,-497.11
btc,30,21,hold,,0.2,,180.0,24.52,2.75,47.73,16,75.0,97.8,12451.87,542.47,-517.95
btc,30,21,hold,,,0.05,180.0,127.19,10.69,61.39,38,10.5,34.3,22719.18,542.47,-415.28
btc,30,21,hold,,0.3,,180.0,-45.08,-7.15,67.94,13,53.8,127.5,5491.6,542.47,-587.56
btc,30,21,hold,,,0.1,180.0,217.52,15.37,65.48,30,16.7,55.5,31752.28,542.47,-324.95
btc,30,21,hold,,,0.15,180.0,238.69,16.3,48.01,23,30.4,89.0,33868.85,542.47,-303.78
btc,30,21,hold,,0.1,0.05,180.0,-24.37,-3.4,45.96,53,32.1,6.0,7563.14,542.47,-566.84
btc,30,21,hold,,0.1,0.1,180.0,-10.47,-1.36,31.43,49,51.0,9.5,8952.91,542.47,-552.94
btc,30,21,hold,,0.1,0.15,180.0,-37.9,-5.73,55.58,40,57.5,16.6,6209.65,542.47,-580.38
btc,30,21,hold,,0.2,0.05,180.0,-15.97,-2.13,39.67,48,20.8,9.1,8403.46,542.47,-558.44
btc,30,21,hold,,0.2,0.1,180.0,-13.97,-1.85,47.17,40,35.0,17.5,8603.02,542.47,-556.44
btc,30,21,hold,,0.2,0.15,180.0,-61.04,-11.01,69.73,34,38.2,27.4,3896.49,542.47,-603.51
btc,30,21,hold,,0.3,0.05,180.0,44.08,4.62,40.72,41,19.5,17.1,14408.38,542.47,-498.39
btc,30,21,hold,,0.3,0.1,180.0,-20.57,-2.81,65.48,34,26.5,28.6,7942.69,542.47,-563.05
btc,30,21,hold,,0.3,0.15,180.0,-61.23,-11.06,69.21,30,30.0,35.2,3877.44,542.47,-603.7
btc,30,30,fg_sell,50.0,,,,1.24,0.15,52.03,23,65.2,44.7,10123.64,542.47,-541.24
btc,30,30,fg_sell,60.0,,,,-17.08,-2.29,50.57,19,68.4,71.7,8292.32,542.47,-559.55
btc,30,30,fg_sell,70.0,,,,-28.98,-4.15,40.54,13,76.9,140.8,7102.41,542.47,-571.45
btc,30,30,fg_sell,80.0,,,,63.36,6.26,25.56,6,66.7,397.5,16336.13,542.47,-479.11
btc,30,30,fg_sell,90.0,,,,186.34,13.91,25.56,5,80.0,506.4,28633.7,542.47,-356.14
btc,30,30,tp_sl,,0.1,,,328.88,19.75,34.96,21,95.2,69.4,42888.49,542.47,-213.59
btc,30,30,tp_sl,,0.2,,,269.08,17.54,39.79,11,90.9,181.3,36907.53,542.47,-273.4
btc,30,30,tp_sl,,0.3,,,122.43,10.4,39.79,6,83.3,406.0,22242.89,542.47,-420.04
btc,30,30,tp_sl,,,0.05,,-34.41,-5.09,74.32,27,3.7,47.7,6559.25,542.47,-576.88
btc,30,30,tp_sl,,,0.1,,1243.15,37.92,34.65,5,20.0,557.6,134315.26,542.47,700.68
btc,30,30,tp_sl,,,0.15,,968.64,34.07,48.01,5,20.0,557.8,106863.9,542.47,426.17
btc,30,30,tp_sl,,0.1,0.05,,14.92,1.74,43.11,45,37.8,5.5,11491.81,542.47,-527.56
btc,30,30,tp_sl,,0.1,0.1,,-12.94,-1.7,57.81,40,50.0,10.0,8705.98,542.47,-555.41
btc,30,30,tp_sl,,0.1,0.15,,-14.98,-1.99,54.73,38,60.5,11.7,8502.06,542.47,-557.45
btc,30,30,tp_sl,,0.2,0.05,,-69.02,-13.5,69.02,41,9.8,7.6,3098.32,542.47,-611.49
btc,30,30,tp_sl,,0.2,0.1,,-15.13,-2.01,50.39,34,35.3,18.6,8486.73,542.47,-557.61
btc,30,30,tp_sl,,0.2,0.15,,-21.44,-2.94,58.28,31,45.2,26.6,7855.84,542.47,-563.91
btc,30,30,tp_sl,,0.3,0.05,,-55.03,-9.42,64.87,40,10.0,10.2,4496.61,542.47,-597.51
btc,30,30,tp_sl,,0.3,0.1,,146.65,11.82,47.17,33,36.4,23.1,24664.8,542.47,-395.83
btc,30,30,tp_sl,,0.3,0.15,,-6.61,-0.84,64.89,29,37.9,32.2,9339.42,542.47,-549.08
btc,30,30,hold,,,,30.0,10.77,1.27,68.14,29,51.7,30.0,11076.79,542.47,-531.71
btc,30,30,hold,,0.1,,30.0,-42.36,-6.59,58.75,32,62.5,18.8,5764.24,542.47,-584.83
btc,30,30,hold,,0.2,,30.0,59.95,5.99,36.49,30,56.7,26.1,15995.26,542.47,-482.52
btc,30,30,hold,,0.3,,30.0,-5.41,-0.69,68.14,29,55.2,29.1,9458.6,542.47,-547.89
btc,30,30,hold,,,0.05,30.0,-67.23,-12.9,67.23,39,10.3,9.4,3276.64,542.47,-609.71
btc,30,30,hold,,,0.1,30.0,76.12,7.26,57.68,35,37.1,18.6,17612.19,542.47,-466.35
btc,30,30,hold,,,0.15,30.0,-25.3,-3.55,49.77,33,42.4,21.3,7470.49,542.47,-567.77
btc,30,30,hold,,0.1,0.05,30.0,14.92,1.74,43.11,45,37.8,5.5,11491.81,542.47,-527.56
btc,30,30,hold,,0.1,0.1,30.0,4.47,0.54,54.31,40,50.0,9.1,10446.8,542.47,-538.01
btc,30,30,hold,,0.1,0.15,30.0,11.72,1.38,54.73,38,60.5,11.3,11171.84,542.47,-530.75
btc,30,30,hold,,0.2,0.05,30.0,-73.16,-15.02,73.16,41,9.8,7.4,2684.04,542.47,-615.63
btc,30,30,hold,,0.2,0.1,30.0,-29.98,-4.31,55.44,36,38.9,13.8,7002.35,542.47,-572.45
btc,30,30,hold,,0.2,0.15,30.0,-37.4,-5.63,57.41,34,44.1,18.0,6259.9,542.47,-579.87
btc,30,30,hold,,0.3,0.1,30.0,-25.55,-3.59,61.95,36,36.1,15.5,7444.95,542.47,-568.02
btc,30,30,hold,,0.3,0.05,30.0,-72.07,-14.6,72.07,40,10.0,8.6,2793.39,542.47,-614.54
btc,30,30,hold,,0.3,0.15,30.0,-30.99,-4.49,59.86,34,50.0,18.8,6901.32,542.47,-573.46
btc,30,30,hold,,,,60.0,-26.63,-3.76,61.38,20,55.0,60.0,7337.07,542.47,-569.1
btc,30,30,hold,,0.1,,60.0,61.73,6.13,52.01,29,79.3,25.1,16173.1,542.47,-480.74
btc,30,30,hold,,0.2,,60.0,-33.07,-4.85,76.0,23,60.9,45.2,6693.12,542.47,-575.54
btc,30,30,hold,,0.3,,60.0,-5.85,-0.74,43.5,22,59.1,50.2,9414.83,542.47,-548.33
btc,30,30,hold,,,0.15,60.0,0.45,0.06,48.6,26,38.5,40.5,10044.83,542.47,-542.03
btc,30,30,hold,,,0.05,60.0,-47.89,-7.75,54.37,37,10.8,12.7,5211.42,542.47,-590.36
btc,30,30,hold,,,0.1,60.0,41.22,4.36,41.25,30,33.3,29.8,14121.89,542.47,-501.25
btc,30,30,hold,,0.1,0.05,60.0,14.92,1.74,43.11,45,37.8,5.5,11491.81,542.47,-527.56
btc,30,30,hold,,0.1,0.1,60.0,-12.94,-1.7,57.81,40,50.0,10.0,8705.98,542.47,-555.41
btc,30,30,hold,,0.1,0.15,60.0,-14.98,-1.99,54.73,38,60.5,11.7,8502.06,542.47,-557.45
btc,30,30,hold,,0.2,0.05,60.0,-69.02,-13.5,69.02,41,9.8,7.6,3098.32,542.47,-611.49
btc,30,30,hold,,0.2,0.1,60.0,-24.67,-3.45,50.39,34,35.3,17.4,7533.31,542.47,-567.14
btc,30,30,hold,,0.2,0.15,60.0,-42.1,-6.54,54.25,31,45.2,24.1,5790.06,542.47,-584.57
btc,30,30,hold,,0.3,0.1,60.0,39.66,4.22,47.17,34,35.3,20.8,13965.52,542.47,-502.82
btc,30,30,hold,,0.3,0.05,60.0,-60.26,-10.79,64.87,40,10.0,9.6,3973.7,542.47,-602.74
btc,30,30,hold,,0.3,0.15,60.0,-28.12,-4.0,52.76,30,43.3,28.8,7188.03,542.47,-570.59
btc,30,30,hold,,,,90.0,21.13,2.4,58.74,18,50.0,86.9,12113.1,542.47,-521.34
btc,30,30,hold,,0.1,,90.0,4.81,0.58,68.87,26,80.8,32.9,10481.31,542.47,-537.66
btc,30,30,hold,,0.2,,90.0,-41.88,-6.5,74.29,20,55.0,60.4,5811.57,542.47,-584.36
btc,30,30,hold,,0.3,,90.0,-55.21,-9.46,72.15,19,52.6,71.6,4479.37,542.47,-597.68
btc,30,30,hold,,,0.05,90.0,-52.06,-8.7,65.15,37,8.1,15.6,4794.33,542.47,-594.53
btc,30,30,hold,,,0.1,90.0,61.67,6.13,47.97,29,27.6,38.7,16167.43,542.47,-480.8
btc,30,30,hold,,,0.15,90.0,2.02,0.25,50.83,25,32.0,51.0,10202.18,542.47,-540.45
btc,30,30,hold,,0.1,0.05,90.0,14.92,1.74,43.11,45,37.8,5.5,11491.81,542.47,-527.56
btc,30,30,hold,,0.1,0.1,90.0,-12.94,-1.7,57.81,40,50.0,10.0,8705.98,542.47,-555.41
btc,30,30,hold,,0.1,0.15,90.0,-14.98,-1.99,54.73,38,60.5,11.7,8502.06,542.47,-557.45
btc,30,30,hold,,0.2,0.05,90.0,-69.02,-13.5,69.02,41,9.8,7.6,3098.32,542.47,-611.49
btc,30,30,hold,,0.2,0.1,90.0,-21.88,-3.01,50.39,34,35.3,18.2,7812.41,542.47,-564.35
btc,30,30,hold,,0.2,0.15,90.0,-21.44,-2.94,58.28,31,45.2,26.6,7855.84,542.47,-563.91
btc,30,30,hold,,0.3,0.05,90.0,-55.03,-9.42,64.87,40,10.0,10.2,4496.61,542.47,-597.51
btc,30,30,hold,,0.3,0.1,90.0,146.65,11.82,47.17,33,36.4,23.1,24664.8,542.47,-395.83
btc,30,30,hold,,0.3,0.15,90.0,4.01,0.49,60.9,29,37.9,32.2,10401.47,542.47,-538.46
btc,30,30,hold,,,,180.0,-18.68,-2.53,74.52,11,45.5,177.7,8132.01,542.47,-561.15
btc,30,30,hold,,0.1,,180.0,158.13,12.45,47.73,24,91.7,43.2,25813.0,542.47,-384.34
btc,30,30,hold,,0.2,,180.0,-13.44,-1.77,58.21,15,66.7,99.1,8656.1,542.47,-555.91
btc,30,30,hold,,0.3,,180.0,-58.14,-10.22,68.26,12,50.0,137.0,4185.91,542.47,-600.61
btc,30,30,hold,,,0.05,180.0,60.07,6.0,74.32,35,8.6,27.3,16007.41,542.47,-482.4
btc,30,30,hold,,,0.1,180.0,916.92,33.25,34.65,25,28.0,72.3,101691.66,542.47,374.44
btc,30,30,hold,,0.1,0.05,180.0,14.92,1.74,43.11,45,37.8,5.5,11491.81,542.47,-527.56
btc,30,30,hold,,,0.15,180.0,346.01,20.33,48.01,22,31.8,87.2,44600.57,542.47,-196.47
btc,30,30,hold,,0.1,0.1,180.0,-12.94,-1.7,57.81,40,50.0,10.0,8705.98,542.47,-555.41
btc,30,30,hold,,0.1,0.15,180.0,-14.98,-1.99,54.73,38,60.5,11.7,8502.06,542.47,-557.45
btc,30,30,hold,,0.2,0.05,180.0,-69.02,-13.5,69.02,41,9.8,7.6,3098.32,542.47,-611.49
btc,30,30,hold,,0.2,0.1,180.0,-15.13,-2.01,50.39,34,35.3,18.6,8486.73,542.47,-557.61
btc,30,30,hold,,0.2,0.15,180.0,-21.44,-2.94,58.28,31,45.2,26.6,7855.84,542.47,-563.91
btc,30,30,hold,,0.3,0.05,180.0,-55.03,-9.42,64.87,40,10.0,10.2,4496.61,542.47,-597.51
btc,30,30,hold,,0.3,0.1,180.0,146.65,11.82,47.17,33,36.4,23.1,24664.8,542.47,-395.83
btc,35,0,fg_sell,50.0,,,,-48.02,-7.78,71.42,36,61.1,35.0,5197.51,542.47,-590.5
btc,35,0,fg_sell,60.0,,,,-59.98,-10.72,74.8,23,56.5,67.3,4001.68,542.47,-602.46
btc,30,30,hold,,0.3,0.15,180.0,-6.61,-0.84,64.89,29,37.9,32.2,9339.42,542.47,-549.08
btc,35,0,fg_sell,70.0,,,,-62.33,-11.38,65.22,13,61.5,148.6,3766.85,542.47,-604.8
btc,35,0,fg_sell,80.0,,,,39.35,4.19,25.56,6,50.0,399.8,13934.77,542.47,-503.13
btc,35,0,fg_sell,90.0,,,,163.32,12.73,25.56,5,80.0,509.4,26331.68,542.47,-379.16
btc,35,0,tp_sl,,0.1,,,123.42,10.46,40.34,15,93.3,147.7,22341.68,542.47,-419.06
btc,35,0,tp_sl,,0.2,,,269.08,17.54,39.79,11,90.9,211.1,36907.53,542.47,-273.4
btc,35,0,tp_sl,,0.3,,,122.43,10.4,39.79,6,83.3,422.8,22242.89,542.47,-420.04
btc,35,0,tp_sl,,,0.05,,834.14,31.86,54.36,16,6.2,183.2,93414.0,542.47,291.67
btc,35,0,tp_sl,,,0.1,,609.54,27.45,65.48,11,9.1,267.0,70953.53,542.47,67.06
btc,35,0,tp_sl,,,0.15,,756.28,30.45,55.85,6,16.7,490.7,85628.27,542.47,213.81
btc,35,0,tp_sl,,0.1,0.05,,-0.77,-0.1,56.93,226,35.8,4.9,9923.2,542.47,-543.24
btc,35,0,tp_sl,,0.1,0.1,,-63.15,-11.62,75.61,142,49.3,8.5,3684.83,542.47,-605.63
btc,35,0,tp_sl,,0.1,0.15,,-35.6,-5.3,67.8,98,61.2,13.3,6440.02,542.47,-578.07
btc,35,0,tp_sl,,0.2,0.05,,71.76,6.92,56.98,139,24.5,9.4,17176.02,542.47,-470.71
btc,35,0,tp_sl,,0.2,0.1,,0.06,0.01,66.78,88,37.5,16.9,10005.88,542.47,-542.41
btc,35,0,tp_sl,,0.3,0.1,,-56.65,-9.83,78.9,75,26.7,20.9,4335.37,542.47,-599.12
btc,35,0,tp_sl,,0.2,0.15,,92.21,8.42,59.02,69,50.7,21.9,19221.04,542.47,-450.26
btc,35,0,tp_sl,,0.3,0.05,,4.72,0.57,68.35,121,17.4,12.1,10471.52,542.47,-537.76
btc,35,0,tp_sl,,0.3,0.15,,-19.63,-2.67,67.21,52,38.5,31.7,8036.84,542.47,-562.11
btc,35,0,hold,,,,30.0,7.47,0.9,71.99,53,50.9,30.0,10746.85,542.47,-535.0
btc,35,0,hold,,0.1,,30.0,-54.27,-9.23,78.2,66,60.6,19.9,4573.44,542.47,-596.74
btc,35,0,hold,,0.2,,30.0,-17.3,-2.32,71.99,57,56.1,25.7,8270.48,542.47,-559.77
btc,35,0,hold,,0.3,,30.0,0.19,0.02,71.99,54,51.9,28.0,10018.89,542.47,-542.28
btc,35,0,hold,,,0.05,30.0,1.44,0.18,63.36,129,23.3,11.8,10144.22,542.47,-541.03
btc,35,0,hold,,,0.1,30.0,-26.17,-3.69,72.78,85,36.5,18.0,7382.82,542.47,-568.65
btc,35,0,hold,,,0.15,30.0,45.69,4.77,64.28,69,49.3,22.4,14569.19,542.47,-496.78
btc,35,0,hold,,0.1,0.05,30.0,4.07,0.49,56.93,229,36.2,4.8,10406.79,542.47,-538.41
btc,35,0,hold,,0.1,0.1,30.0,-62.98,-11.57,74.57,146,49.3,8.2,3701.62,542.47,-605.46
btc,35,0,hold,,0.1,0.15,30.0,-18.51,-2.5,66.59,109,61.5,11.6,8149.48,542.47,-560.98
btc,35,0,hold,,0.2,0.05,30.0,19.15,2.19,54.82,148,26.4,8.7,11915.42,542.47,-523.32
btc,35,0,hold,,0.2,0.1,30.0,-16.87,-2.26,66.76,100,43.0,13.7,8312.62,542.47,-559.35
btc,35,0,hold,,0.2,0.15,30.0,-8.46,-1.09,70.17,82,51.2,17.3,9153.59,542.47,-550.94
btc,35,0,hold,,0.3,0.05,30.0,6.12,0.74,63.36,140,24.3,10.2,10611.62,542.47,-536.36
btc,35,0,hold,,0.3,0.1,30.0,-51.04,-8.46,74.94,91,36.3,15.5,4895.95,542.47,-593.51
btc,35,0,hold,,0.3,0.15,30.0,-11.68,-1.53,71.08,73,49.3,20.0,8832.11,542.47,-554.15
btc,35,0,hold,,,,60.0,-5.12,-0.65,72.13,30,43.3,59.1,9488.1,542.47,-547.59
btc,35,0,hold,,0.1,,60.0,-68.49,-13.32,82.93,43,65.1,32.8,3150.64,542.47,-610.97
btc,35,0,hold,,0.2,,60.0,-36.94,-5.55,77.28,35,54.3,43.6,6305.51,542.47,-579.42
btc,35,0,hold,,,0.05,60.0,62.37,6.18,59.17,101,19.8,18.1,16236.7,542.47,-480.11
btc,35,0,hold,,0.3,,60.0,-67.05,-12.84,81.48,31,45.2,50.9,3294.7,542.47,-609.53
btc,35,0,hold,,,0.15,60.0,44.97,4.7,68.94,50,40.0,36.9,14497.04,542.47,-497.5
btc,35,0,hold,,,0.1,60.0,12.05,1.42,70.19,66,33.3,28.2,11205.42,542.47,-530.42
btc,35,0,hold,,0.1,0.05,60.0,-0.77,-0.1,56.93,226,35.8,4.9,9923.2,542.47,-543.24
btc,35,0,hold,,0.1,0.1,60.0,-63.15,-11.62,75.61,142,49.3,8.5,3684.83,542.47,-605.63
btc,35,0,hold,,0.1,0.15,60.0,-38.25,-5.79,69.85,102,60.8,12.5,6174.83,542.47,-580.73
btc,35,0,hold,,0.2,0.05,60.0,32.25,3.52,56.98,142,24.6,9.2,13225.17,542.47,-510.22
btc,35,0,hold,,0.2,0.1,60.0,-17.24,-2.31,66.78,91,39.6,15.8,8276.21,542.47,-559.71
btc,35,0,hold,,0.3,0.05,60.0,-3.79,-0.48,68.56,128,18.8,11.4,9621.25,542.47,-546.26
btc,35,0,hold,,0.3,0.1,60.0,-38.26,-5.79,73.44,81,34.6,19.0,6174.1,542.47,-580.73
btc,35,0,hold,,0.2,0.15,60.0,53.52,5.45,59.02,69,52.2,21.4,15352.48,542.47,-488.95
btc,35,0,hold,,0.3,0.15,60.0,-31.55,-4.58,75.97,61,44.3,26.3,6845.37,542.47,-574.02
btc,35,0,hold,,,,90.0,46.74,4.86,71.35,23,47.8,88.9,14673.76,542.47,-495.74
btc,35,0,hold,,0.1,,90.0,-40.4,-6.2,70.66,37,75.7,38.9,5960.09,542.47,-582.87
btc,35,0,hold,,0.2,,90.0,-8.52,-1.1,68.15,28,64.3,55.3,9147.71,542.47,-551.0
btc,35,0,hold,,0.3,,90.0,-17.56,-2.36,71.35,25,56.0,65.6,8244.15,542.47,-560.03
btc,35,0,hold,,,0.05,90.0,-26.6,-3.76,72.06,91,13.2,20.2,7339.94,542.47,-569.07
btc,35,0,hold,,,0.1,90.0,-53.88,-9.13,75.92,55,25.5,35.5,4612.25,542.47,-596.35
btc,35,0,hold,,,0.15,90.0,14.66,1.71,59.0,40,40.0,48.6,11465.53,542.47,-527.82
btc,35,0,hold,,0.1,0.05,90.0,-0.77,-0.1,56.93,226,35.8,4.9,9923.2,542.47,-543.24
btc,35,0,hold,,0.1,0.1,90.0,-63.15,-11.62,75.61,142,49.3,8.5,3684.83,542.47,-605.63
btc,35,0,hold,,0.1,0.15,90.0,-39.22,-5.98,69.61,98,61.2,13.2,6078.18,542.47,-581.69
btc,35,0,hold,,0.2,0.05,90.0,71.76,6.92,56.98,139,24.5,9.4,17176.02,542.47,-470.71
btc,35,0,hold,,0.2,0.1,90.0,-7.89,-1.01,66.78,88,37.5,16.7,9210.85,542.47,-550.36
btc,35,0,hold,,0.2,0.15,90.0,92.21,8.42,59.02,69,50.7,21.9,19221.04,542.47,-450.26
btc,35,0,hold,,0.3,0.05,90.0,15.03,1.75,68.35,121,18.2,12.1,11502.85,542.47,-527.44
btc,35,0,hold,,0.3,0.1,90.0,-57.4,-10.02,78.9,75,28.0,20.7,4260.03,542.47,-599.87
btc,35,0,hold,,0.3,0.15,90.0,-28.81,-4.12,70.96,53,39.6,30.5,7118.78,542.47,-571.29
btc,35,0,hold,,,,180.0,188.77,14.03,71.36,13,61.5,178.1,28877.29,542.47,-353.7
btc,35,0,hold,,0.2,,180.0,12.32,1.45,71.36,19,73.7,88.6,11232.19,542.47,-530.15
btc,35,0,hold,,0.1,,180.0,-42.03,-6.53,74.05,25,80.0,62.8,5797.32,542.47,-584.5
btc,35,0,hold,,0.3,,180.0,-51.08,-8.47,78.01,15,60.0,121.5,4891.97,542.47,-593.55
btc,35,0,hold,,,0.1,180.0,26.17,2.92,76.36,50,16.0,47.7,12617.26,542.47,-516.3
btc,35,0,hold,,,0.05,180.0,146.09,11.79,66.72,79,10.1,29.1,24609.11,542.47,-396.38
btc,35,0,hold,,,0.15,180.0,222.63,15.6,66.91,29,27.6,83.9,32263.46,542.47,-319.84
btc,35,0,hold,,0.1,0.05,180.0,-0.77,-0.1,56.93,226,35.8,4.9,9923.2,542.47,-543.24
btc,35,0,hold,,0.1,0.1,180.0,-63.15,-11.62,75.61,142,49.3,8.5,3684.83,542.47,-605.63
btc,35,0,hold,,0.1,0.15,180.0,-35.6,-5.3,67.8,98,61.2,13.3,6440.02,542.47,-578.07
btc,35,0,hold,,0.2,0.05,180.0,71.76,6.92,56.98,139,24.5,9.4,17176.02,542.47,-470.71
btc,35,0,hold,,0.2,0.1,180.0,0.06,0.01,66.78,88,37.5,16.9,10005.88,542.47,-542.41
btc,35,0,hold,,0.2,0.15,180.0,92.21,8.42,59.02,69,50.7,21.9,19221.04,542.47,-450.26
btc,35,0,hold,,0.3,0.05,180.0,4.72,0.57,68.35,121,17.4,12.1,10471.52,542.47,-537.76
btc,35,0,hold,,0.3,0.15,180.0,-19.63,-2.67,67.21,52,38.5,31.7,8036.84,542.47,-562.11
btc,35,0,hold,,0.3,0.1,180.0,-56.65,-9.83,78.9,75,26.7,20.9,4335.37,542.47,-599.12
btc,35,3,fg_sell,50.0,,,,-43.18,-6.76,68.75,36,63.9,34.8,5682.25,542.47,-585.65
btc,35,3,fg_sell,60.0,,,,-55.16,-9.45,71.76,23,60.9,67.2,4483.81,542.47,-597.64
btc,35,3,fg_sell,70.0,,,,-62.33,-11.38,65.22,13,61.5,148.6,3766.85,542.47,-604.8
btc,35,3,fg_sell,90.0,,,,163.32,12.73,25.56,5,80.0,509.4,26331.68,542.47,-379.16
btc,35,3,fg_sell,80.0,,,,39.35,4.19,25.56,6,50.0,399.8,13934.77,542.47,-503.13
btc,35,3,tp_sl,,0.2,,,269.08,17.54,39.79,11,90.9,211.1,36907.53,542.47,-273.4
btc,35,3,tp_sl,,0.3,,,122.43,10.4,39.79,6,83.3,422.8,22242.89,542.47,-420.04
btc,35,3,tp_sl,,0.1,,,145.51,11.76,40.34,16,93.8,135.9,24551.27,542.47,-396.96
btc,35,3,tp_sl,,,0.05,,1051.48,35.32,43.74,12,8.3,242.1,115147.68,542.47,509.0
btc,35,3,tp_sl,,,0.1,,593.83,27.09,61.61,10,10.0,291.3,69382.91,542.47,51.36
btc,35,3,tp_sl,,,0.15,,597.42,27.17,62.51,7,14.3,417.9,69741.74,542.47,54.94
btc,35,3,tp_sl,,0.1,0.05,,-29.3,-4.2,55.5,144,34.0,5.5,7070.17,542.47,-571.77
btc,35,3,tp_sl,,0.1,0.15,,-71.08,-14.23,81.83,76,56.6,14.7,2891.99,542.47,-613.55
btc,35,3,tp_sl,,0.2,0.05,,24.25,2.72,55.92,112,23.2,9.4,12424.8,542.47,-518.23
btc,35,3,tp_sl,,0.1,0.1,,-66.18,-12.56,75.9,98,48.0,10.2,3382.38,542.47,-608.65
btc,35,3,tp_sl,,0.2,0.1,,-39.05,-5.94,71.41,76,35.5,16.3,6094.57,542.47,-581.53
btc,35,3,tp_sl,,0.2,0.15,,-62.46,-11.42,75.43,53,41.5,25.5,3753.64,542.47,-604.94
btc,35,3,tp_sl,,0.3,0.05,,-30.77,-4.45,66.67,103,15.5,11.8,6923.15,542.47,-573.24
btc,35,3,tp_sl,,0.3,0.1,,-58.22,-10.24,72.6,68,26.5,19.9,4178.16,542.47,-600.69
btc,35,3,tp_sl,,0.3,0.15,,-54.48,-9.28,73.04,47,34.0,31.6,4551.61,542.47,-596.96
btc,35,3,hold,,,,30.0,70.17,6.8,62.41,50,58.0,29.7,17016.79,542.47,-472.31
btc,35,3,hold,,0.1,,30.0,-41.37,-6.39,75.12,59,61.0,20.3,5863.42,542.47,-583.84
btc,35,3,hold,,0.2,,30.0,66.85,6.54,66.11,54,55.6,24.3,16685.19,542.47,-475.62
btc,35,3,hold,,0.3,,30.0,61.21,6.09,62.41,51,58.8,27.7,16121.07,542.47,-481.26
