coin,fg_buy,cooldown,sell_mode,fg_sell,tp_pct,sl_pct,hold_days,total_return,cagr,mdd,trades,win_rate,avg_hold_days,final_balance,bnh_return,vs_bnh
eth,25,30,hold,,0.2,0.1,180.0,-61.41,-11.12,61.41,36,27.8,9.4,3859.04,74.53,-135.94
eth,25,30,hold,,0.2,0.15,180.0,-71.58,-14.42,71.58,33,36.4,12.7,2842.09,74.53,-146.11
eth,25,30,hold,,0.3,0.05,180.0,-4.58,-0.58,40.72,39,17.9,6.7,9542.16,74.53,-79.11
eth,25,30,hold,,0.3,0.1,180.0,-54.2,-9.21,54.2,35,22.9,12.1,4580.26,74.53,-128.73
eth,25,30,hold,,0.3,0.15,180.0,-75.55,-16.0,75.55,32,28.1,17.0,2444.69,74.53,-150.09
eth,30,0,fg_sell,50.0,,,,-94.62,-30.36,94.62,28,46.4,43.4,537.73,74.53,-169.16
eth,30,0,fg_sell,60.0,,,,-93.93,-29.3,94.04,19,47.4,77.7,606.99,74.53,-168.46
eth,30,0,fg_sell,70.0,,,,-90.33,-25.11,90.33,13,53.8,145.6,967.11,74.53,-164.86
eth,30,0,fg_sell,80.0,,,,-57.42,-10.03,74.33,6,33.3,397.8,4257.88,74.53,-131.95
eth,30,0,fg_sell,90.0,,,,-35.16,-5.22,67.46,5,40.0,508.6,6483.94,74.53,-109.69
eth,30,0,tp_sl,,0.1,,,-2.45,-0.31,49.59,8,87.5,341.1,9754.93,74.53,-76.98
eth,30,0,tp_sl,,0.2,,,-16.12,-2.15,51.31,4,75.0,698.2,8388.07,74.53,-90.65
eth,30,0,tp_sl,,0.3,,,-18.74,-2.54,51.82,3,66.7,946.3,8125.61,74.53,-93.28
eth,30,0,tp_sl,,,0.05,,414.48,22.47,78.05,30,3.3,96.9,51448.18,74.53,339.95
eth,30,0,tp_sl,,,0.1,,284.34,18.13,83.6,18,5.6,162.2,38434.47,74.53,209.81
eth,30,0,tp_sl,,,0.15,,118.2,10.14,89.87,15,6.7,195.0,21819.85,74.53,43.66
eth,30,0,tp_sl,,0.1,0.05,,-83.07,-19.74,86.74,282,31.6,3.1,1692.74,74.53,-157.61
eth,30,0,tp_sl,,0.1,0.1,,-96.82,-34.75,97.24,207,44.9,4.9,317.69,74.53,-171.36
eth,30,0,tp_sl,,0.1,0.15,,-96.65,-34.32,96.76,157,54.8,6.7,334.78,74.53,-171.19
eth,30,0,tp_sl,,0.2,0.05,,-70.68,-14.09,89.29,209,20.1,5.6,2932.16,74.53,-145.21
eth,30,0,tp_sl,,0.2,0.1,,-95.49,-31.85,96.89,139,29.5,9.4,451.17,74.53,-170.02
eth,30,0,tp_sl,,0.2,0.15,,-93.63,-28.88,94.17,104,39.4,13.2,636.87,74.53,-168.17
eth,30,0,tp_sl,,0.3,0.05,,-60.32,-10.81,81.27,176,15.3,7.6,3968.2,74.53,-134.85
eth,30,0,hold,,,,30.0,-95.16,-31.25,95.49,47,38.3,29.9,484.23,74.53,-169.69
eth,30,0,tp_sl,,0.3,0.15,,-94.14,-29.6,94.14,83,30.1,18.2,586.45,74.53,-168.67
eth,30,0,tp_sl,,0.3,0.1,,-92.32,-27.21,94.35,119,23.5,12.0,768.42,74.53,-166.85
eth,30,0,hold,,0.1,,30.0,-95.47,-31.82,95.8,74,58.1,16.7,452.82,74.53,-170.01
eth,30,0,hold,,0.2,,30.0,-95.0,-30.98,95.72,58,46.6,23.0,500.1,74.53,-169.53
eth,30,0,hold,,0.3,,30.0,-94.06,-29.5,94.37,53,41.5,25.8,593.73,74.53,-168.6
eth,30,0,hold,,,0.05,30.0,-78.12,-17.14,82.97,150,14.0,9.2,2188.22,74.53,-152.65
eth,30,0,hold,,,0.1,30.0,-93.81,-29.13,94.54,102,24.5,14.1,619.26,74.53,-168.34
eth,30,0,hold,,,0.15,30.0,-94.51,-30.18,94.51,81,32.1,17.9,548.97,74.53,-169.04
eth,30,0,hold,,0.1,0.05,30.0,-85.01,-20.93,87.81,282,31.2,3.1,1499.44,74.53,-159.54
eth,30,0,hold,,0.1,0.1,30.0,-97.19,-35.72,97.55,207,44.4,4.9,281.41,74.53,-171.72
eth,30,0,hold,,0.1,0.15,30.0,-97.33,-36.14,97.42,156,53.8,6.7,266.82,74.53,-171.87
eth,30,0,hold,,0.2,0.05,30.0,-74.07,-15.39,88.17,211,20.4,5.4,2592.68,74.53,-148.61
eth,30,0,hold,,0.2,0.1,30.0,-94.84,-30.72,96.44,140,31.4,8.8,515.68,74.53,-169.38
eth,30,0,hold,,0.3,0.05,30.0,-79.0,-17.56,82.39,181,16.0,6.7,2100.27,74.53,-153.53
eth,30,0,hold,,0.2,0.15,30.0,-94.99,-30.96,95.41,109,40.4,11.6,501.23,74.53,-169.52
eth,30,0,hold,,0.3,0.1,30.0,-92.38,-27.29,94.49,121,27.3,10.8,761.66,74.53,-166.92
eth,30,0,hold,,0.3,0.15,30.0,-93.13,-28.21,93.13,94,35.1,14.2,687.18,74.53,-167.66
eth,30,0,hold,,,,60.0,-93.04,-28.1,93.04,29,37.9,59.1,695.53,74.53,-167.58
eth,30,0,hold,,0.1,,60.0,-98.33,-39.76,98.33,46,65.2,29.5,166.6,74.53,-172.87
eth,30,0,hold,,0.3,,60.0,-97.32,-36.11,97.32,32,50.0,47.3,267.83,74.53,-171.86
eth,30,0,hold,,0.2,,60.0,-97.56,-36.85,97.56,37,54.1,40.6,243.71,74.53,-172.1
eth,30,0,hold,,,0.05,60.0,-48.96,-7.99,83.5,131,12.2,12.5,5104.27,74.53,-123.49
eth,30,0,hold,,,0.1,60.0,-94.61,-30.33,94.98,91,17.6,18.5,539.28,74.53,-169.14
eth,30,0,hold,,0.1,0.05,60.0,-83.07,-19.74,86.74,282,31.6,3.1,1692.74,74.53,-157.61
eth,30,0,hold,,,0.15,60.0,-95.43,-31.74,95.43,68,22.1,25.4,457.03,74.53,-169.96
eth,30,0,hold,,0.1,0.1,60.0,-96.82,-34.75,97.24,207,44.9,4.9,317.69,74.53,-171.36
eth,30,0,hold,,0.1,0.15,60.0,-96.65,-34.32,96.76,157,54.8,6.7,334.78,74.53,-171.19
eth,30,0,hold,,0.2,0.05,60.0,-70.68,-14.09,89.29,209,20.1,5.6,2932.16,74.53,-145.21
eth,30,0,hold,,0.2,0.1,60.0,-95.49,-31.85,96.89,139,29.5,9.4,451.17,74.53,-170.02
eth,30,0,hold,,0.3,0.05,60.0,-66.18,-12.56,81.27,178,15.7,7.3,3382.07,74.53,-140.71
eth,30,0,hold,,0.2,0.15,60.0,-94.7,-30.49,95.15,104,38.5,12.8,529.61,74.53,-169.24
eth,30,0,hold,,0.3,0.1,60.0,-91.33,-26.11,93.73,118,24.6,11.9,867.43,74.53,-165.86
eth,30,0,hold,,0.3,0.15,60.0,-95.7,-32.26,95.7,84,29.8,17.2,429.66,74.53,-170.24
eth,30,0,hold,,,,90.0,-94.12,-29.58,94.12,20,35.0,88.7,587.99,74.53,-168.65
eth,30,0,hold,,0.1,,90.0,-93.97,-29.36,93.97,34,67.6,42.7,602.9,74.53,-168.5
eth,30,0,hold,,0.2,,90.0,-94.57,-30.28,94.57,24,54.2,63.5,542.75,74.53,-169.11
eth,30,0,hold,,,0.05,90.0,-54.14,-9.2,83.89,113,8.8,15.6,4586.23,74.53,-128.67
eth,30,0,hold,,,0.1,90.0,-91.09,-25.86,91.7,77,15.6,24.4,891.2,74.53,-165.62
eth,30,0,hold,,0.3,,90.0,-94.01,-29.42,94.01,21,42.9,75.7,599.35,74.53,-168.54
eth,30,0,hold,,,0.15,90.0,-97.91,-38.05,97.91,58,17.2,32.1,208.81,74.53,-172.45
eth,30,0,hold,,0.1,0.05,90.0,-83.07,-19.74,86.74,282,31.6,3.1,1692.74,74.53,-157.61
eth,30,0,hold,,0.1,0.1,90.0,-96.82,-34.75,97.24,207,44.9,4.9,317.69,74.53,-171.36
eth,30,0,hold,,0.1,0.15,90.0,-96.65,-34.32,96.76,157,54.8,6.7,334.78,74.53,-171.19
eth,30,0,hold,,0.2,0.05,90.0,-70.68,-14.09,89.29,209,20.1,5.6,2932.16,74.53,-145.21
eth,30,0,hold,,0.2,0.1,90.0,-95.49,-31.85,96.89,139,29.5,9.4,451.17,74.53,-170.02
eth,30,0,hold,,0.3,0.05,90.0,-60.32,-10.81,81.27,176,15.3,7.6,3968.2,74.53,-134.85
eth,30,0,hold,,0.2,0.15,90.0,-94.74,-30.55,95.19,104,38.5,13.1,526.0,74.53,-169.27
eth,30,0,hold,,0.3,0.15,90.0,-95.53,-31.93,95.53,83,28.9,18.1,447.1,74.53,-170.06
eth,30,0,hold,,0.3,0.1,90.0,-92.32,-27.21,94.35,119,23.5,12.0,768.42,74.53,-166.85
eth,30,0,hold,,,,180.0,-27.29,-3.87,89.12,13,61.5,178.1,7270.94,74.53,-101.82
eth,30,0,hold,,0.2,,180.0,-95.08,-31.12,95.11,15,60.0,116.7,491.83,74.53,-169.62
eth,30,0,hold,,0.1,,180.0,-95.74,-32.34,95.74,18,66.7,91.1,425.79,74.53,-170.28
eth,30,0,hold,,0.3,,180.0,-92.76,-27.75,93.26,15,60.0,122.3,723.59,74.53,-167.3
eth,30,0,hold,,,0.1,180.0,-37.66,-5.68,83.6,65,12.3,37.2,6234.18,74.53,-112.19
eth,30,0,hold,,,0.05,180.0,125.09,10.56,78.05,97,8.2,24.5,22509.28,74.53,50.56
eth,30,0,hold,,,0.15,180.0,-77.49,-16.86,91.67,52,15.4,46.8,2250.73,74.53,-152.03
eth,30,0,hold,,0.1,0.05,180.0,-83.07,-19.74,86.74,282,31.6,3.1,1692.74,74.53,-157.61
eth,30,0,hold,,0.1,0.1,180.0,-96.82,-34.75,97.24,207,44.9,4.9,317.69,74.53,-171.36
eth,30,0,hold,,0.1,0.15,180.0,-96.65,-34.32,96.76,157,54.8,6.7,334.78,74.53,-171.19
eth,30,0,hold,,0.2,0.1,180.0,-95.49,-31.85,96.89,139,29.5,9.4,451.17,74.53,-170.02
eth,30,0,hold,,0.2,0.05,180.0,-70.68,-14.09,89.29,209,20.1,5.6,2932.16,74.53,-145.21
eth,30,0,hold,,0.2,0.15,180.0,-93.63,-28.88,94.17,104,39.4,13.2,636.87,74.53,-168.17
eth,30,0,hold,,0.3,0.05,180.0,-60.32,-10.81,81.27,176,15.3,7.6,3968.2,74.53,-134.85
eth,30,0,hold,,0.3,0.1,180.0,-92.32,-27.21,94.35,119,23.5,12.0,768.42,74.53,-166.85
eth,30,0,hold,,0.3,0.15,180.0,-94.14,-29.6,94.14,83,30.1,18.2,586.45,74.53,-168.67
eth,30,3,fg_sell,50.0,,,,-94.62,-30.36,94.62,28,46.4,43.4,537.73,74.53,-169.16
eth,30,3,fg_sell,70.0,,,,-90.33,-25.11,90.33,13,53.8,145.6,967.11,74.53,-164.86
eth,30,3,fg_sell,60.0,,,,-93.93,-29.3,94.04,19,47.4,77.7,606.99,74.53,-168.46
eth,30,3,fg_sell,80.0,,,,-57.42,-10.03,74.33,6,33.3,397.8,4257.88,74.53,-131.95
eth,30,3,tp_sl,,0.1,,,-2.45,-0.31,49.59,8,87.5,341.1,9754.93,74.53,-76.98
eth,30,3,fg_sell,90.0,,,,-35.16,-5.22,67.46,5,40.0,508.6,6483.94,74.53,-109.69
eth,30,3,tp_sl,,0.2,,,-16.12,-2.15,51.31,4,75.0,698.2,8388.07,74.53,-90.65
eth,30,3,tp_sl,,0.3,,,-18.74,-2.54,51.82,3,66.7,946.3,8125.61,74.53,-93.28
eth,30,3,tp_sl,,,0.05,,862.8,32.35,58.89,18,5.6,159.2,96280.14,74.53,788.27
eth,30,3,tp_sl,,,0.1,,548.02,26.02,68.96,12,8.3,241.5,64802.34,74.53,473.49
eth,30,3,tp_sl,,,0.15,,323.34,19.55,80.51,11,9.1,263.9,42334.34,74.53,248.81
eth,30,3,tp_sl,,0.1,0.05,,-33.53,-4.93,56.0,162,34.0,3.7,6647.37,74.53,-108.06
eth,30,3,tp_sl,,0.1,0.1,,-86.41,-21.89,88.47,127,44.9,6.2,1359.41,74.53,-160.94
eth,30,3,tp_sl,,0.1,0.15,,-87.62,-22.79,88.23,108,55.6,7.9,1237.79,74.53,-162.16
eth,30,3,tp_sl,,0.2,0.05,,-37.26,-5.61,69.1,134,20.9,6.7,6274.33,74.53,-111.79
eth,30,3,tp_sl,,0.2,0.1,,-95.61,-32.08,96.85,95,25.3,11.4,439.0,74.53,-170.14
eth,30,3,tp_sl,,0.2,0.15,,-95.1,-31.15,96.05,76,35.5,15.9,490.12,74.53,-169.63
eth,30,3,tp_sl,,0.3,0.05,,-74.37,-15.51,81.26,122,13.1,8.7,2563.3,74.53,-148.9
eth,30,3,tp_sl,,0.3,0.1,,-86.97,-22.29,89.37,89,22.5,13.4,1303.46,74.53,-161.5
eth,30,3,tp_sl,,0.3,0.15,,-95.54,-31.94,95.68,69,27.5,18.9,446.47,74.53,-170.07
eth,30,3,hold,,,,30.0,-93.99,-29.39,94.06,47,46.8,29.7,600.87,74.53,-168.53
eth,30,3,hold,,0.2,,30.0,-96.04,-32.95,96.09,50,50.0,25.0,395.79,74.53,-170.58
eth,30,3,hold,,0.1,,30.0,-95.59,-32.04,95.98,58,55.2,18.7,441.48,74.53,-170.12
eth,30,3,hold,,,0.05,30.0,-55.19,-9.46,69.6,114,13.2,9.6,4480.78,74.53,-129.73
eth,30,3,hold,,0.3,,30.0,-90.99,-25.76,91.56,49,49.0,26.3,900.91,74.53,-165.52
eth,30,3,hold,,,0.1,30.0,-87.45,-22.66,91.07,83,22.9,14.7,1254.55,74.53,-161.99
eth,30,3,hold,,,0.15,30.0,-96.73,-34.52,96.88,72,30.6,17.7,326.62,74.53,-171.27
eth,30,3,hold,,0.1,0.05,30.0,-41.12,-6.35,56.0,162,33.3,3.6,5888.25,74.53,-115.65
eth,30,3,hold,,0.1,0.1,30.0,-88.22,-23.26,90.01,128,43.8,6.0,1177.8,74.53,-162.76
eth,30,3,hold,,0.1,0.15,30.0,-91.62,-26.42,92.03,108,53.7,7.8,838.08,74.53,-166.15
eth,30,3,hold,,0.2,0.05,30.0,-53.54,-9.05,69.1,135,20.7,6.2,4646.37,74.53,-128.07
eth,30,3,hold,,0.2,0.15,30.0,-97.91,-38.06,98.32,85,35.3,12.8,208.69,74.53,-172.45
eth,30,3,hold,,0.2,0.1,30.0,-94.83,-30.7,96.55,97,28.9,10.3,516.66,74.53,-169.37
eth,30,3,hold,,0.3,0.05,30.0,-83.55,-20.02,87.33,125,14.4,7.9,1644.81,74.53,-158.09
eth,30,3,hold,,0.3,0.1,30.0,-89.29,-24.15,91.87,92,26.1,11.5,1071.42,74.53,-163.82
eth,30,3,hold,,0.3,0.15,30.0,-97.86,-37.85,97.93,79,30.4,14.7,214.25,74.53,-172.39
eth,30,3,hold,,,,60.0,-95.37,-31.64,95.37,27,37.0,58.8,462.52,74.53,-169.91
eth,30,3,hold,,0.2,,60.0,-97.15,-35.61,97.15,36,52.8,39.2,285.18,74.53,-171.68
eth,30,3,hold,,0.3,,60.0,-95.87,-32.59,95.87,31,48.4,47.2,413.45,74.53,-170.4
eth,30,3,hold,,0.1,,60.0,-97.57,-36.89,97.57,45,68.9,28.2,242.54,74.53,-172.11
eth,30,3,hold,,,0.05,60.0,52.09,5.33,68.12,98,12.2,13.9,15208.84,74.53,-22.45
eth,30,3,hold,,,0.1,60.0,-78.09,-17.13,82.73,71,16.9,20.5,2191.16,74.53,-152.62
eth,30,3,hold,,,0.15,60.0,-83.06,-19.73,89.84,53,24.5,29.5,1694.35,74.53,-157.59
eth,30,3,hold,,0.1,0.05,60.0,-33.53,-4.93,56.0,162,34.0,3.7,6647.37,74.53,-108.06
eth,30,3,hold,,0.1,0.1,60.0,-86.41,-21.89,88.47,127,44.9,6.2,1359.41,74.53,-160.94
eth,30,3,hold,,0.1,0.15,60.0,-87.62,-22.79,88.23,108,55.6,7.9,1237.79,74.53,-162.16
eth,30,3,hold,,0.2,0.05,60.0,-37.26,-5.61,69.1,134,20.9,6.7,6274.33,74.53,-111.79
eth,30,3,hold,,0.2,0.1,60.0,-95.61,-32.09,96.85,96,25.0,11.3,438.53,74.53,-170.15
eth,30,3,hold,,0.2,0.15,60.0,-95.1,-31.15,96.05,76,35.5,15.9,490.12,74.53,-169.63
eth,30,3,hold,,0.3,0.05,60.0,-72.7,-14.85,81.26,123,13.8,8.6,2729.5,74.53,-147.24
eth,30,3,hold,,0.3,0.1,60.0,-89.64,-24.47,91.55,90,22.2,12.8,1035.78,74.53,-164.18
eth,30,3,hold,,,,90.0,-96.94,-35.06,96.94,19,36.8,88.5,305.59,74.53,-171.48
eth,30,3,hold,,0.3,0.15,60.0,-95.88,-32.62,96.01,70,28.6,18.4,411.86,74.53,-170.42
eth,30,3,hold,,0.1,,90.0,-93.81,-29.13,93.81,35,68.6,38.7,619.05,74.53,-168.34
eth,30,3,hold,,0.2,,90.0,-92.05,-26.91,92.05,26,57.7,58.8,794.74,74.53,-166.59
eth,30,3,hold,,0.3,,90.0,-86.0,-21.6,86.0,25,56.0,61.5,1399.89,74.53,-160.53
eth,30,3,hold,,,0.05,90.0,-11.01,-1.43,67.06,89,10.1,17.4,8899.14,74.53,-85.54
eth,30,3,hold,,,0.1,90.0,-90.76,-25.53,90.76,65,15.4,25.6,924.44,74.53,-165.29
eth,30,3,hold,,,0.15,90.0,-89.06,-23.96,89.58,48,22.9,37.4,1093.58,74.53,-163.6
eth,30,3,hold,,0.1,0.05,90.0,-33.53,-4.93,56.0,162,34.0,3.7,6647.37,74.53,-108.06
eth,30,3,hold,,0.1,0.1,90.0,-86.41,-21.89,88.47,127,44.9,6.2,1359.41,74.53,-160.94
eth,30,3,hold,,0.2,0.05,90.0,-37.26,-5.61,69.1,134,20.9,6.7,6274.33,74.53,-111.79
eth,30,3,hold,,0.1,0.15,90.0,-87.62,-22.79,88.23,108,55.6,7.9,1237.79,74.53,-162.16
eth,30,3,hold,,0.2,0.1,90.0,-95.61,-32.08,96.85,95,25.3,11.4,439.0,74.53,-170.14
eth,30,3,hold,,0.3,0.05,90.0,-74.37,-15.51,81.26,122,13.1,8.7,2563.3,74.53,-148.9
eth,30,3,hold,,0.2,0.15,90.0,-95.1,-31.15,96.05,76,35.5,15.9,490.12,74.53,-169.63
eth,30,3,hold,,0.3,0.1,90.0,-88.35,-23.36,90.5,89,22.5,13.3,1164.9,74.53,-162.88
eth,30,3,hold,,0.3,0.15,90.0,-95.54,-31.94,95.68,69,27.5,18.9,446.47,74.53,-170.07
eth,30,3,hold,,,,180.0,-32.41,-4.73,89.12,13,61.5,178.1,6758.74,74.53,-106.95
eth,30,3,hold,,0.1,,180.0,-96.77,-34.62,96.77,18,66.7,88.9,322.89,74.53,-171.3
eth,30,3,hold,,0.2,,180.0,-95.78,-32.42,95.81,15,60.0,116.1,421.54,74.53,-170.32
eth,30,3,hold,,,0.05,180.0,294.48,18.51,58.89,74,9.5,29.2,39447.6,74.53,219.94
eth,30,3,hold,,0.3,,180.0,-93.8,-29.12,94.23,15,60.0,122.9,620.18,74.53,-168.33
eth,30,3,hold,,,0.1,180.0,48.5,5.02,72.6,54,14.8,42.1,14849.66,74.53,-26.04
eth,30,3,hold,,,0.15,180.0,-32.26,-4.71,80.51,42,16.7,55.4,6773.94,74.53,-106.79
eth,30,3,hold,,0.1,0.1,180.0,-86.41,-21.89,88.47,127,44.9,6.2,1359.41,74.53,-160.94
eth,30,3,hold,,0.1,0.05,180.0,-33.53,-4.93,56.0,162,34.0,3.7,6647.37,74.53,-108.06
eth,30,3,hold,,0.2,0.05,180.0,-37.26,-5.61,69.1,134,20.9,6.7,6274.33,74.53,-111.79
eth,30,3,hold,,0.2,0.15,180.0,-95.1,-31.15,96.05,76,35.5,15.9,490.12,74.53,-169.63
eth,30,3,hold,,0.2,0.1,180.0,-95.61,-32.08,96.85,95,25.3,11.4,439.0,74.53,-170.14
eth,30,3,hold,,0.1,0.15,180.0,-87.62,-22.79,88.23,108,55.6,7.9,1237.79,74.53,-162.16
eth,30,3,hold,,0.3,0.05,180.0,-74.37,-15.51,81.26,122,13.1,8.7,2563.3,74.53,-148.9
eth,30,3,hold,,0.3,0.1,180.0,-86.97,-22.29,89.37,89,22.5,13.4,1303.46,74.53,-161.5
eth,30,3,hold,,0.3,0.15,180.0,-95.54,-31.94,95.68,69,27.5,18.9,446.47,74.53,-170.07
eth,30,7,fg_sell,50.0,,,,-94.26,-29.8,94.26,28,50.0,42.8,573.69,74.53,-168.8
eth,30,7,fg_sell,60.0,,,,-93.87,-29.22,93.98,19,47.4,77.6,613.07,74.53,-168.4
eth,30,7,fg_sell,70.0,,,,-89.0,-23.9,89.0,13,53.8,145.5,1100.28,74.53,-163.53
eth,30,7,fg_sell,90.0,,,,-35.16,-5.22,67.46,5,40.0,508.6,6483.94,74.53,-109.69
eth,30,7,fg_sell,80.0,,,,-57.42,-10.03,74.33,6,33.3,397.8,4257.88,74.53,-131.95
eth,30,7,tp_sl,,0.1,,,-4.53,-0.57,50.66,8,87.5,340.4,9547.24,74.53,-79.06
eth,30,7,tp_sl,,,0.05,,619.85,27.67,54.36,16,6.2,174.5,71984.88,74.53,545.32
eth,30,7,tp_sl,,0.2,,,-16.12,-2.15,51.31,4,75.0,698.2,8388.07,74.53,-90.65
eth,30,7,tp_sl,,0.3,,,-18.74,-2.54,51.82,3,66.7,946.3,8125.61,74.53,-93.28
eth,30,7,tp_sl,,0.1,0.05,,6.14,0.74,41.93,111,36.0,3.6,10613.65,74.53,-68.4
eth,30,7,tp_sl,,,0.15,,752.34,30.37,62.51,7,14.3,409.3,85233.97,74.53,677.81
eth,30,7,tp_sl,,,0.1,,979.85,34.25,52.5,8,12.5,357.1,107984.73,74.53,905.31
eth,30,7,tp_sl,,0.1,0.1,,-84.32,-20.49,85.02,91,42.9,6.3,1568.18,74.53,-158.85
eth,30,7,tp_sl,,0.1,0.15,,-94.99,-30.96,94.99,82,48.8,8.2,501.33,74.53,-169.52
eth,30,7,tp_sl,,0.2,0.05,,-13.25,-1.74,53.39,101,21.8,6.3,8675.16,74.53,-87.78
eth,30,7,tp_sl,,0.2,0.1,,-42.89,-6.7,72.63,81,34.6,10.2,5711.38,74.53,-117.42
eth,30,7,tp_sl,,0.2,0.15,,-78.24,-17.2,79.0,69,40.6,13.8,2176.31,74.53,-152.77
eth,30,7,tp_sl,,0.3,0.1,,-33.62,-4.95,70.07,73,27.4,12.3,6637.56,74.53,-108.16
eth,30,7,tp_sl,,0.3,0.05,,59.82,5.98,60.99,93,18.3,8.3,15982.01,74.53,-14.71
eth,30,7,hold,,,,30.0,-96.08,-33.03,96.08,41,41.5,29.3,392.04,74.53,-170.61
eth,30,7,tp_sl,,0.3,0.15,,-80.52,-18.33,81.69,60,31.7,17.8,1947.51,74.53,-155.06
eth,30,7,hold,,0.1,,30.0,-97.51,-36.69,97.74,51,54.9,19.5,248.78,74.53,-172.05
eth,30,7,hold,,0.3,,30.0,-96.31,-33.54,96.31,41,43.9,27.4,368.55,74.53,-170.85
eth,30,7,hold,,,0.05,30.0,-46.25,-7.4,67.73,85,15.3,10.1,5375.43,74.53,-120.78
eth,30,7,hold,,0.2,,30.0,-96.8,-34.69,96.8,44,47.7,25.3,319.99,74.53,-171.33
eth,30,7,hold,,,0.1,30.0,-54.91,-9.39,78.4,69,27.5,14.9,4508.67,74.53,-129.45
eth,30,7,hold,,,0.15,30.0,-82.5,-19.41,88.05,62,30.6,17.9,1749.89,74.53,-157.03
eth,30,7,hold,,0.1,0.05,30.0,-5.98,-0.76,41.93,111,35.1,3.5,9401.58,74.53,-80.52
eth,30,7,hold,,0.1,0.1,30.0,-87.03,-22.34,87.62,91,41.8,6.1,1296.55,74.53,-161.57
eth,30,7,hold,,0.1,0.15,30.0,-96.47,-33.89,96.47,83,47.0,7.8,353.05,74.53,-171.0
eth,30,7,hold,,0.2,0.05,30.0,-30.12,-4.34,65.41,102,22.5,5.8,6987.69,74.53,-104.66
eth,30,7,hold,,0.2,0.1,30.0,-51.85,-8.65,71.12,84,35.7,9.1,4814.83,74.53,-126.39
eth,30,7,hold,,0.2,0.15,30.0,-82.93,-19.65,83.53,73,39.7,11.9,1706.9,74.53,-157.46
eth,30,7,hold,,0.3,0.05,30.0,9.69,1.15,73.1,94,19.1,7.5,10968.9,74.53,-64.84
eth,30,7,hold,,0.3,0.1,30.0,-27.5,-3.9,72.36,76,28.9,11.1,7249.64,74.53,-102.04
eth,30,7,hold,,0.3,0.15,30.0,-85.38,-21.18,85.38,68,32.4,13.9,1462.12,74.53,-159.91
eth,30,7,hold,,,,60.0,-95.95,-32.77,95.95,27,40.7,58.5,404.59,74.53,-170.49
eth,30,7,hold,,0.1,,60.0,-95.86,-32.57,95.86,42,69.0,27.5,414.4,74.53,-170.39
eth,30,7,hold,,0.2,,60.0,-97.18,-35.69,97.18,33,51.5,41.2,282.38,74.53,-171.71
eth,30,7,hold,,,0.1,60.0,-19.41,-2.64,57.68,57,21.1,21.2,8058.78,74.53,-93.95
eth,30,7,hold,,0.3,,60.0,-96.58,-34.15,96.58,30,43.3,47.8,341.85,74.53,-171.12
eth,30,7,hold,,,0.05,60.0,34.46,3.73,66.65,76,13.2,14.1,13446.16,74.53,-40.07
eth,30,7,hold,,,0.15,60.0,-81.52,-18.86,82.96,49,24.5,26.3,1847.71,74.53,-156.06
eth,30,7,hold,,0.1,0.05,60.0,6.14,0.74,41.93,111,36.0,3.6,10613.65,74.53,-68.4
eth,30,7,hold,,0.1,0.15,60.0,-94.99,-30.96,94.99,82,48.8,8.2,501.33,74.53,-169.52
eth,30,7,hold,,0.2,0.05,60.0,-13.25,-1.74,53.39,101,21.8,6.3,8675.16,74.53,-87.78
eth,30,7,hold,,0.1,0.1,60.0,-84.32,-20.49,85.02,91,42.9,6.3,1568.18,74.53,-158.85
eth,30,7,hold,,0.2,0.1,60.0,-42.89,-6.7,72.63,81,34.6,10.2,5711.38,74.53,-117.42
eth,30,7,hold,,0.2,0.15,60.0,-77.45,-16.83,78.69,70,41.4,13.5,2255.49,74.53,-151.98
eth,30,7,hold,,0.3,0.05,60.0,58.5,5.87,60.99,93,18.3,8.3,15849.62,74.53,-16.04
eth,30,7,hold,,0.3,0.1,60.0,-28.5,-4.07,67.76,74,28.4,12.0,7149.75,74.53,-103.04
eth,30,7,hold,,,,90.0,-98.39,-40.02,98.39,18,33.3,88.2,160.96,74.53,-172.92
eth,30,7,hold,,0.1,,90.0,-96.82,-34.73,96.82,31,64.5,42.6,318.41,74.53,-171.35
eth,30,7,hold,,0.2,,90.0,-93.53,-28.74,93.53,26,57.7,56.2,647.42,74.53,-168.06
eth,30,7,hold,,0.3,,90.0,-91.99,-26.84,91.99,23,52.2,68.7,800.72,74.53,-166.53
eth,30,7,hold,,0.3,0.15,60.0,-79.82,-17.97,81.17,61,32.8,17.4,2018.36,74.53,-154.35
eth,30,7,hold,,,0.1,90.0,-55.07,-9.43,64.19,49,18.4,29.7,4492.91,74.53,-129.6
eth,30,7,hold,,,0.05,90.0,-32.61,-4.77,76.36,77,10.4,16.9,6738.68,74.53,-107.15
eth,30,7,hold,,,0.15,90.0,-81.86,-19.05,85.25,42,21.4,36.5,1813.69,74.53,-156.4
eth,30,7,hold,,0.1,0.05,90.0,6.14,0.74,41.93,111,36.0,3.6,10613.65,74.53,-68.4
eth,30,7,hold,,0.1,0.1,90.0,-84.32,-20.49,85.02,91,42.9,6.3,1568.18,74.53,-158.85
eth,30,7,hold,,0.2,0.05,90.0,-13.25,-1.74,53.39,101,21.8,6.3,8675.16,74.53,-87.78
eth,30,7,hold,,0.1,0.15,90.0,-94.99,-30.96,94.99,82,48.8,8.2,501.33,74.53,-169.52
