rsi_thresh,sl_atr_mult,tp_mode,leverage,pos_ratio,use_ema200,trades,win_rate,return_pct,max_drawdown,calmar,timeframe
40,2.0,bb_mid,7,0.2,True,42,50.0,-27.5,48.58,-0.57,4h
35,2.0,bb_mid,3,0.1,False,154,51.3,-27.56,33.45,-0.82,4h
40,1.0,bb_mid,3,0.1,False,246,34.6,-28.03,32.53,-0.86,4h
45,2.0,bb_mid,5,0.1,False,228,59.2,-28.1,44.87,-0.63,4h
35,2.0,atr_2x,7,0.1,True,22,27.3,-28.18,28.73,-0.98,4h
30,1.0,bb_mid,5,0.1,False,105,27.6,-28.38,35.85,-0.79,4h
35,1.5,atr_3x,5,0.1,True,20,5.0,-28.41,28.41,-1.0,4h
30,2.0,atr_3x,3,0.1,False,88,35.2,-28.45,32.19,-0.88,4h
30,2.0,bb_mid,3,0.2,False,91,52.7,-29.57,44.53,-0.66,4h
40,2.0,bb_mid,5,0.3,True,42,50.0,-29.74,51.08,-0.58,4h
35,1.0,atr_3x,7,0.1,True,23,4.3,-29.8,29.8,-1.0,4h
45,1.5,atr_2x,5,0.1,False,231,39.0,-29.81,46.97,-0.63,4h
45,2.0,atr_2x,5,0.1,False,208,47.1,-30.33,46.18,-0.66,4h
40,2.0,bb_mid,5,0.1,False,210,57.6,-30.34,40.71,-0.75,4h
40,2.0,atr_3x,3,0.3,True,38,31.6,-30.56,46.79,-0.65,4h
30,1.0,atr_2x,3,0.2,False,105,26.7,-30.85,39.2,-0.79,4h
30,1.5,atr_3x,3,0.1,False,96,27.1,-31.64,33.98,-0.93,4h
35,1.5,bb_mid,5,0.1,False,164,43.3,-32.1,40.97,-0.78,4h
35,1.0,atr_2x,3,0.1,False,177,24.3,-32.29,37.75,-0.86,4h
40,1.5,bb_mid,7,0.1,False,225,50.7,-32.36,56.21,-0.58,4h
30,1.5,bb_mid,7,0.1,False,97,42.3,-32.38,50.88,-0.64,4h
35,2.0,bb_mid,7,0.2,True,23,43.5,-32.48,32.48,-1.0,4h
30,2.0,atr_2x,5,0.1,False,89,43.8,-33.01,46.8,-0.71,4h
35,1.5,atr_3x,3,0.2,True,20,5.0,-33.17,33.17,-1.0,4h
35,1.5,bb_mid,7,0.2,True,23,30.4,-33.17,35.24,-0.94,4h
35,1.0,atr_2x,7,0.3,True,24,20.8,-33.19,43.68,-0.76,4h
45,1.0,atr_2x,5,0.1,False,263,29.3,-33.24,44.71,-0.74,4h
35,1.0,bb_mid,3,0.1,False,179,27.9,-33.37,36.79,-0.91,4h
45,1.0,atr_3x,3,0.1,False,247,21.9,-33.68,35.64,-0.94,4h
40,2.0,atr_3x,5,0.2,True,38,31.6,-34.02,50.63,-0.67,4h
30,1.0,bb_mid,3,0.2,False,105,27.6,-34.04,42.16,-0.81,4h
45,2.0,bb_mid,3,0.2,False,228,59.2,-34.47,51.46,-0.67,4h
35,2.0,bb_mid,5,0.3,True,23,43.5,-34.7,34.7,-1.0,4h
35,1.5,atr_2x,7,0.2,True,23,26.1,-34.78,43.26,-0.8,4h
35,1.5,atr_2x,3,0.1,False,159,32.1,-34.84,40.06,-0.87,4h
30,2.0,bb_mid,7,0.1,False,91,52.7,-35.08,50.76,-0.69,4h
35,2.0,atr_2x,3,0.3,True,22,27.3,-35.19,35.46,-0.99,4h
35,1.5,bb_mid,5,0.3,True,23,30.4,-35.34,37.29,-0.95,4h
40,2.0,atr_3x,3,0.1,False,176,36.9,-35.55,38.55,-0.92,4h
35,2.0,atr_2x,3,0.1,False,147,40.8,-35.74,47.41,-0.75,4h
35,2.0,atr_3x,5,0.1,True,19,5.3,-35.9,35.9,-1.0,4h
30,1.0,atr_2x,7,0.1,False,105,26.7,-36.17,44.92,-0.81,4h
45,2.0,atr_3x,5,0.1,False,193,38.9,-36.37,45.4,-0.8,4h
35,1.0,atr_3x,3,0.3,True,23,4.3,-36.79,36.79,-1.0,4h
40,2.0,bb_mid,3,0.2,False,210,57.6,-36.85,47.7,-0.77,4h
45,1.5,atr_2x,3,0.2,False,231,39.0,-36.87,54.55,-0.68,4h
35,1.5,atr_2x,5,0.3,True,23,26.1,-37.05,45.58,-0.81,4h
40,1.5,atr_3x,7,0.3,True,39,30.8,-37.05,63.61,-0.58,4h
45,2.0,atr_2x,3,0.2,False,208,47.1,-37.26,53.47,-0.7,4h
30,1.0,atr_3x,5,0.1,False,105,20.0,-37.43,41.09,-0.91,4h
40,1.5,atr_2x,5,0.1,False,211,37.4,-37.64,49.93,-0.75,4h
35,1.5,atr_3x,7,0.1,True,20,5.0,-37.65,37.65,-1.0,4h
45,1.5,bb_mid,3,0.3,False,247,51.8,-37.93,63.92,-0.59,4h
40,2.0,atr_2x,5,0.1,False,193,46.1,-38.09,51.23,-0.74,4h
40,1.0,atr_2x,5,0.1,False,239,28.0,-38.26,47.61,-0.8,4h
35,2.0,atr_2x,5,0.2,True,22,27.3,-38.51,38.62,-1.0,4h
35,1.5,bb_mid,3,0.2,False,164,43.3,-38.71,47.98,-0.81,4h
30,1.5,atr_2x,5,0.1,False,96,34.4,-39.17,51.74,-0.76,4h
30,2.0,atr_2x,3,0.2,False,89,43.8,-39.33,53.71,-0.73,4h
30,1.0,bb_mid,7,0.1,False,105,27.6,-39.53,48.1,-0.82,4h
45,1.0,atr_2x,3,0.2,False,263,29.3,-40.01,52.09,-0.77,4h
35,1.0,atr_3x,5,0.2,True,23,4.3,-40.06,40.06,-1.0,4h
45,2.0,bb_mid,7,0.1,False,228,59.2,-40.8,57.38,-0.71,4h
45,1.0,bb_mid,5,0.1,False,272,36.4,-41.23,46.1,-0.89,4h
35,2.0,atr_3x,3,0.2,True,19,5.3,-41.52,41.52,-1.0,4h
40,1.5,atr_3x,3,0.1,False,192,29.2,-41.9,43.75,-0.96,4h
