fast_ema,slow_ema,tp_pct,sl_capital,sl_price_pct,leverage,pos_ratio,trades,win_rate,return_pct,max_drawdown,calmar,timeframe
12,50,2.0,1.0,0.3333,3,0.1,5913,20.5,-78.53,78.55,-1.0,5m
12,50,5.0,1.0,0.3333,3,0.1,5913,19.6,-78.66,78.83,-1.0,5m
12,50,2.0,3.0,1.0,3,0.1,5913,26.3,-79.0,79.07,-1.0,5m
12,50,3.0,1.0,0.3333,3,0.1,5913,19.8,-79.16,79.3,-1.0,5m
12,50,2.0,2.0,0.6667,3,0.1,5913,25.0,-79.84,79.88,-1.0,5m
12,50,5.0,2.0,0.6667,3,0.1,5913,23.9,-79.99,80.18,-1.0,5m
12,50,5.0,3.0,1.0,3,0.1,5913,25.1,-80.24,80.45,-1.0,5m
12,50,3.0,3.0,1.0,3,0.1,5913,25.3,-80.75,80.93,-1.0,5m
12,50,3.0,2.0,0.6667,3,0.1,5913,24.2,-80.77,80.92,-1.0,5m
9,50,5.0,1.0,0.3333,3,0.1,6765,19.4,-83.9,83.93,-1.0,5m
9,50,5.0,2.0,0.6667,3,0.1,6765,23.0,-84.31,84.37,-1.0,5m
9,50,5.0,3.0,1.0,3,0.1,6765,23.9,-84.38,84.44,-1.0,5m
9,50,3.0,1.0,0.3333,3,0.1,6765,19.5,-84.76,84.77,-1.0,5m
9,50,3.0,3.0,1.0,3,0.1,6765,24.1,-85.08,85.12,-1.0,5m
9,50,2.0,1.0,0.3333,3,0.1,6765,20.1,-85.4,85.4,-1.0,5m
9,50,2.0,3.0,1.0,3,0.1,6765,24.9,-85.53,85.53,-1.0,5m
9,50,3.0,2.0,0.6667,3,0.1,6765,23.1,-85.53,85.57,-1.0,5m
9,50,2.0,2.0,0.6667,3,0.1,6765,23.8,-86.8,86.8,-1.0,5m
12,26,5.0,3.0,1.0,3,0.1,8202,26.8,-89.32,89.44,-1.0,5m
12,26,5.0,1.0,0.3333,3,0.1,8202,22.1,-89.4,89.5,-1.0,5m
12,26,2.0,1.0,0.3333,3,0.1,8202,22.6,-89.69,89.69,-1.0,5m
12,26,2.0,3.0,1.0,3,0.1,8202,27.6,-89.76,89.84,-1.0,5m
12,26,3.0,3.0,1.0,3,0.1,8202,26.9,-89.88,89.96,-1.0,5m
12,26,3.0,1.0,0.3333,3,0.1,8202,22.2,-90.27,90.33,-1.0,5m
12,26,5.0,2.0,0.6667,3,0.1,8202,25.8,-90.44,90.54,-1.0,5m
5,50,5.0,1.0,0.3333,3,0.1,8989,19.9,-90.49,90.57,-1.0,5m
5,50,2.0,1.0,0.3333,3,0.1,8989,20.5,-90.6,90.62,-1.0,5m
12,26,2.0,2.0,0.6667,3,0.1,8202,26.5,-90.69,90.71,-1.0,5m
5,50,3.0,1.0,0.3333,3,0.1,8989,20.0,-90.87,90.94,-1.0,5m
12,26,3.0,2.0,0.6667,3,0.1,8202,25.9,-91.06,91.13,-1.0,5m
5,50,2.0,3.0,1.0,3,0.1,8989,23.4,-91.79,91.8,-1.0,5m
5,50,5.0,3.0,1.0,3,0.1,8989,22.7,-91.82,91.89,-1.0,5m
5,50,3.0,3.0,1.0,3,0.1,8989,22.9,-91.98,92.04,-1.0,5m
5,50,5.0,2.0,0.6667,3,0.1,8989,22.2,-91.98,92.04,-1.0,5m
12,50,5.0,2.0,0.4,5,0.1,5913,21.0,-91.98,92.1,-1.0,5m
5,50,2.0,2.0,0.6667,3,0.1,8989,22.8,-92.18,92.19,-1.0,5m
12,50,5.0,1.0,0.2,5,0.1,5913,14.7,-92.31,92.45,-1.0,5m
12,50,2.0,2.0,0.4,5,0.1,5913,22.0,-92.34,92.36,-1.0,5m
12,50,3.0,2.0,0.4,5,0.1,5913,21.2,-92.41,92.5,-1.0,5m
5,50,3.0,2.0,0.6667,3,0.1,8989,22.3,-92.44,92.49,-1.0,5m
12,50,3.0,1.0,0.2,5,0.1,5913,14.8,-92.79,92.9,-1.0,5m
12,50,2.0,1.0,0.2,5,0.1,5913,15.3,-92.89,92.93,-1.0,5m
12,21,2.0,3.0,1.0,3,0.1,9228,27.5,-92.93,93.04,-1.0,5m
12,21,3.0,3.0,1.0,3,0.1,9228,27.0,-93.01,93.16,-1.0,5m
12,21,5.0,3.0,1.0,3,0.1,9228,26.9,-93.06,93.18,-1.0,5m
12,21,5.0,2.0,0.6667,3,0.1,9228,26.1,-93.22,93.34,-1.0,5m
