rsi_thresh,sl_atr_mult,tp_mode,leverage,pos_ratio,use_ema200,trades,win_rate,return_pct,max_drawdown,calmar,timeframe
40,2.0,bb_mid,5,0.2,False,205,51.2,-66.7,69.25,-0.96,4h
35,1.5,atr_3x,5,0.3,False,163,31.3,-66.9,78.78,-0.85,4h
40,2.0,bb_mid,7,0.3,True,51,45.1,-66.98,68.53,-0.98,4h
40,1.0,atr_2x,7,0.2,False,246,28.0,-67.65,77.61,-0.87,4h
30,1.0,atr_3x,7,0.3,False,125,22.4,-67.68,75.11,-0.9,4h
30,1.5,atr_3x,7,0.3,False,109,32.1,-68.39,76.81,-0.89,4h
35,1.0,atr_2x,5,0.3,False,195,27.2,-68.81,77.93,-0.88,4h
45,1.0,atr_2x,7,0.2,False,273,28.6,-68.82,78.92,-0.87,4h
30,2.0,bb_mid,7,0.3,False,108,51.9,-69.59,76.83,-0.91,4h
40,1.5,atr_2x,7,0.2,False,218,39.4,-69.66,79.02,-0.88,4h
30,1.5,bb_mid,7,0.3,False,115,42.6,-70.19,76.89,-0.91,4h
45,2.0,atr_3x,5,0.2,False,201,36.3,-70.4,71.1,-0.99,4h
40,1.0,atr_2x,5,0.3,False,246,28.0,-70.5,80.06,-0.88,4h
30,2.0,atr_2x,7,0.3,False,108,46.3,-70.92,82.26,-0.86,4h
45,1.0,atr_2x,5,0.3,False,273,28.6,-71.67,81.33,-0.88,4h
35,1.0,bb_mid,7,0.2,False,196,28.6,-72.48,76.16,-0.95,4h
40,1.5,atr_2x,5,0.3,False,218,39.4,-72.56,81.49,-0.89,4h
35,1.5,bb_mid,7,0.2,False,175,41.1,-72.66,77.99,-0.93,4h
35,1.5,atr_2x,7,0.2,False,172,37.8,-72.78,80.41,-0.91,4h
30,1.5,atr_2x,7,0.3,False,114,39.5,-72.95,81.6,-0.89,4h
35,2.0,atr_3x,7,0.2,False,150,35.3,-73.34,76.32,-0.96,4h
30,2.0,atr_3x,7,0.3,False,103,36.9,-73.89,77.76,-0.95,4h
35,1.0,atr_3x,7,0.3,False,188,22.3,-73.9,81.39,-0.91,4h
45,1.5,atr_2x,7,0.2,False,243,38.7,-74.5,82.31,-0.91,4h
