rsi_long,rsi_short,sl_mult,tp_mode,leverage,pos_ratio,use_ema200,return_pct,max_drawdown,calmar,trades,win_rate,long_trades,long_win_rate,short_trades,short_win_rate,positive_years,total_years,pos_year_rate,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,bh_excess
30,65,1.5,atr_3x,2,0.3,True,23.92,22.83,1.05,79,40.5,10,30.0,69,42.0,6,9,66.7,-5.9,14.9,12.2,-6.0,-5.1,0.3,5.7,3.8,4.0,-25.479999999999997
25,70,1.5,atr_3x,3,0.3,True,20.66,19.87,1.04,36,36.1,4,25.0,32,37.5,6,9,66.7,-3.3,11.9,0.4,6.5,-10.0,-0.8,2.7,10.1,3.2,-28.74
30,65,1.5,atr_3x,1,0.7,True,26.97,26.34,1.02,79,40.5,10,30.0,69,42.0,6,9,66.7,-7.0,17.5,14.3,-7.4,-6.0,0.3,6.7,4.3,4.6,-22.43
20,65,3.0,atr_2x,2,0.3,True,13.6,13.44,1.01,55,65.5,0,0.0,55,65.5,6,9,66.7,-10.6,17.0,0.7,0.9,6.3,-1.1,-2.4,2.9,1.2,-35.8
25,70,1.5,atr_3x,2,0.5,True,22.21,21.91,1.01,36,36.1,4,25.0,32,37.5,6,9,66.7,-3.8,13.3,0.4,6.9,-11.1,-0.9,3.0,11.2,3.5,-27.189999999999998
20,70,1.5,atr_3x,2,0.7,True,29.46,29.72,0.99,32,37.5,0,0.0,32,37.5,7,9,77.8,1.2,18.8,0.3,7.9,-15.6,0.0,4.1,8.0,4.8,-19.939999999999998
35,65,3.0,atr_3x,3,0.5,True,58.35,59.43,0.98,85,54.1,32,40.6,53,62.3,6,9,66.7,-35.8,16.7,-6.3,7.1,50.4,-2.4,19.6,10.0,9.2,8.950000000000003
20,65,3.0,atr_2x,1,0.7,True,15.16,15.65,0.97,55,65.5,0,0.0,55,65.5,6,9,66.7,-12.3,20.0,0.8,0.7,7.3,-1.4,-2.8,3.4,1.4,-34.239999999999995
30,65,1.5,atr_3x,3,0.3,True,32.01,33.08,0.97,79,40.5,10,30.0,69,42.0,6,9,66.7,-9.2,22.8,18.4,-10.6,-7.9,0.3,8.5,5.3,5.9,-17.39
20,70,1.5,atr_3x,3,0.5,True,30.45,31.6,0.96,32,37.5,0,0.0,32,37.5,7,9,77.8,1.1,20.2,0.3,8.0,-16.7,0.0,4.4,8.5,5.1,-18.95
30,65,1.5,atr_3x,2,0.5,True,33.96,36.32,0.94,79,40.5,10,30.0,69,42.0,6,9,66.7,-10.4,25.5,20.4,-12.3,-8.8,0.3,9.4,5.8,6.5,-15.439999999999998
25,70,1.5,atr_3x,2,0.7,True,26.64,29.72,0.9,36,36.1,4,25.0,32,37.5,6,9,66.7,-6.2,18.8,0.3,7.9,-15.6,-1.3,4.1,15.4,4.8,-22.759999999999998
20,65,3.0,atr_2x,3,0.3,True,17.56,20.04,0.88,55,65.5,0,0.0,55,65.5,6,9,66.7,-15.8,26.3,0.9,0.1,9.3,-1.8,-3.8,4.2,1.7,-31.84
25,70,1.5,atr_3x,3,0.5,True,27.29,31.6,0.86,36,36.1,4,25.0,32,37.5,6,9,66.7,-6.9,20.2,0.3,8.0,-16.7,-1.3,4.4,16.4,5.1,-22.11
20,70,2.0,atr_3x,1,0.3,True,8.84,10.69,0.83,29,48.3,0,0.0,29,48.3,6,9,66.7,-1.5,3.9,-3.3,0.7,4.8,0.0,1.9,1.5,0.8,-40.56
20,70,2.0,atr_3x,1,0.5,True,14.12,17.35,0.81,29,48.3,0,0.0,29,48.3,6,9,66.7,-2.7,6.5,-5.5,0.8,8.0,0.0,3.1,2.5,1.3,-35.28
20,70,2.0,atr_3x,2,0.3,True,16.55,20.54,0.81,29,48.3,0,0.0,29,48.3,6,9,66.7,-3.3,7.9,-6.6,0.7,9.6,0.0,3.7,3.0,1.5,-32.849999999999994
20,70,2.0,atr_3x,1,0.7,True,18.82,23.64,0.8,29,48.3,0,0.0,29,48.3,6,9,66.7,-4.0,9.2,-7.6,0.5,11.2,0.0,4.3,3.4,1.7,-30.58
30,65,1.5,atr_3x,2,0.7,True,37.51,48.35,0.78,79,40.5,10,30.0,69,42.0,6,9,66.7,-15.2,36.4,28.7,-20.1,-12.7,0.2,12.9,7.4,8.9,-11.89
30,65,1.5,atr_3x,3,0.5,True,37.29,51.12,0.73,79,40.5,10,30.0,69,42.0,6,9,66.7,-16.4,39.3,30.8,-22.3,-13.7,0.2,13.8,7.7,9.5,-12.11
25,70,2.0,atr_3x,1,0.3,True,7.55,12.21,0.62,33,45.5,4,25.0,29,48.3,6,9,66.7,-3.5,3.9,-3.3,0.7,4.8,-0.3,1.9,2.7,0.8,-41.85
25,70,2.0,atr_3x,1,0.5,True,11.8,19.75,0.6,33,45.5,4,25.0,29,48.3,6,9,66.7,-6.1,6.5,-5.5,0.8,8.0,-0.4,3.1,4.5,1.3,-37.599999999999994
25,70,2.0,atr_3x,2,0.3,True,13.65,23.35,0.58,33,45.5,4,25.0,29,48.3,6,9,66.7,-7.4,7.9,-6.6,0.7,9.6,-0.5,3.7,5.3,1.5,-35.75
25,70,2.0,atr_3x,1,0.7,True,15.31,26.83,0.57,33,45.5,4,25.0,29,48.3,6,9,66.7,-8.7,9.2,-7.6,0.5,11.2,-0.6,4.3,6.2,1.7,-34.089999999999996
25,65,1.5,atr_2x,1,0.3,True,4.02,8.38,0.48,74,44.6,4,50.0,70,44.3,6,9,66.7,-1.9,7.2,0.4,2.7,-5.9,-0.2,0.8,0.7,0.6,-45.379999999999995
25,65,1.5,atr_2x,1,0.5,True,5.92,13.64,0.43,74,44.6,4,50.0,70,44.3,6,9,66.7,-3.3,12.2,0.5,4.3,-9.7,-0.4,1.3,1.1,1.0,-43.48
25,65,1.5,atr_2x,2,0.3,True,6.63,16.17,0.41,74,44.6,4,50.0,70,44.3,6,9,66.7,-4.0,14.8,0.6,5.0,-11.6,-0.5,1.5,1.3,1.2,-42.769999999999996
25,65,1.5,atr_2x,1,0.7,True,7.17,18.64,0.38,74,44.6,4,50.0,70,44.3,6,9,66.7,-4.7,17.4,0.7,5.6,-13.4,-0.5,1.7,1.5,1.4,-42.23
25,65,1.5,atr_2x,3,0.3,True,7.74,23.4,0.33,74,44.6,4,50.0,70,44.3,6,9,66.7,-6.3,22.7,0.8,6.7,-17.0,-0.7,2.1,1.8,1.8,-41.66
25,65,1.5,atr_2x,2,0.5,True,7.77,25.7,0.3,74,44.6,4,50.0,70,44.3,6,9,66.7,-7.1,25.4,0.8,7.1,-18.8,-0.8,2.3,1.9,1.9,-41.629999999999995
20,65,1.5,atr_2x,1,0.3,True,1.56,8.14,0.19,70,44.3,0,0.0,70,44.3,7,9,77.8,-3.8,7.2,0.4,2.7,-5.9,0.1,0.8,0.1,0.6,-47.839999999999996
25,65,1.5,atr_2x,2,0.7,True,6.2,34.29,0.18,74,44.6,4,50.0,70,44.3,6,9,66.7,-10.5,36.8,0.9,8.3,-25.5,-1.3,3.0,2.1,2.6,-43.199999999999996
25,65,1.5,atr_2x,3,0.5,True,5.39,36.31,0.15,74,44.6,4,50.0,70,44.3,6,9,66.7,-11.4,39.7,0.9,8.5,-27.1,-1.4,3.2,2.2,2.7,-44.01
20,65,1.5,atr_2x,1,0.5,True,1.84,13.25,0.14,70,44.3,0,0.0,70,44.3,7,9,77.8,-6.4,12.2,0.5,4.3,-9.7,0.1,1.3,0.1,1.0,-47.559999999999995
20,65,1.5,atr_2x,2,0.3,True,1.75,15.72,0.11,70,44.3,0,0.0,70,44.3,7,9,77.8,-7.7,14.8,0.6,5.0,-11.6,0.1,1.5,0.1,1.2,-47.65
20,65,1.5,atr_2x,1,0.7,True,1.5,18.13,0.08,70,44.3,0,0.0,70,44.3,6,9,66.7,-9.0,17.4,0.7,5.6,-13.4,0.1,1.7,0.0,1.4,-47.9
20,65,1.5,atr_2x,3,0.3,True,0.56,22.78,0.02,70,44.3,0,0.0,70,44.3,6,9,66.7,-11.7,22.7,0.8,6.7,-17.0,0.1,2.1,-0.1,1.8,-48.839999999999996
