retrace_min,retrace_max,tp_ext,sl_buf,leverage,pos_ratio,signal_type,trades,win_rate,return_pct,max_drawdown,calmar,final_balance,swing_window,coin,timeframe,n_bos,n_zones
0.5,0.786,1.272,0.002,7,0.2,ob_only,108,31.5,123.93,19.91,6.22,2239.3,3,btc,4H,202,304
0.5,0.786,1.272,0.005,7,0.2,ob_only,108,37.0,126.2,20.78,6.07,2261.99,3,btc,4H,202,304
0.5,0.786,1.272,0.002,5,0.2,ob_only,108,31.5,81.96,14.59,5.62,1819.58,3,btc,4H,202,304
0.5,0.786,1.272,0.005,5,0.2,ob_only,108,37.0,83.65,15.19,5.51,1836.54,3,btc,4H,202,304
0.5,0.786,1.272,0.002,7,0.1,ob_only,108,31.5,53.96,10.41,5.19,1539.59,3,btc,4H,202,304
0.5,0.786,1.272,0.005,7,0.1,ob_only,108,37.0,55.13,10.82,5.09,1551.31,3,btc,4H,202,304
0.5,0.786,1.272,0.002,3,0.2,ob_only,108,31.5,45.29,8.98,5.05,1452.86,3,btc,4H,202,304
0.5,0.786,1.618,0.002,7,0.2,ob_only,104,25.0,94.04,18.87,4.98,1940.36,3,btc,4H,202,304
0.5,0.786,1.272,0.005,3,0.2,ob_only,108,37.0,46.28,9.33,4.96,1462.79,3,btc,4H,202,304
0.5,0.786,1.272,0.002,5,0.1,ob_only,108,31.5,36.94,7.53,4.91,1369.41,3,btc,4H,202,304
0.5,0.786,1.618,0.005,7,0.2,ob_only,103,30.1,93.36,19.3,4.84,1933.58,3,btc,4H,202,304
0.5,0.786,1.272,0.005,5,0.1,ob_only,108,37.0,37.76,7.82,4.83,1377.56,3,btc,4H,202,304
0.5,0.786,1.618,0.002,5,0.2,ob_only,104,25.0,65.17,13.79,4.73,1651.66,3,btc,4H,202,304
0.382,0.618,1.618,0.005,7,0.2,fvg_only,34,23.5,73.29,15.75,4.65,1732.87,5,btc,4H,139,237
0.382,0.786,1.618,0.005,7,0.2,fvg_only,35,22.9,73.03,15.75,4.64,1730.27,5,btc,4H,139,237
0.5,0.786,1.272,0.002,3,0.1,ob_only,108,31.5,21.22,4.57,4.64,1212.18,3,btc,4H,202,304
0.5,0.786,1.618,0.005,5,0.2,ob_only,103,30.1,65.16,14.14,4.61,1651.64,3,btc,4H,202,304
0.5,0.786,1.272,0.005,3,0.1,ob_only,108,37.0,21.69,4.75,4.57,1216.89,3,btc,4H,202,304
0.5,0.786,1.618,0.005,7,0.2,fvg_only,22,22.7,54.33,12.0,4.53,1543.27,3,btc,4H,202,304
0.5,0.786,1.618,0.002,7,0.1,ob_only,104,25.0,44.34,9.81,4.52,1443.43,3,btc,4H,202,304
0.5,0.786,1.618,0.002,3,0.2,ob_only,104,25.0,37.61,8.46,4.45,1376.12,3,btc,4H,202,304
0.382,0.618,1.618,0.005,5,0.2,fvg_only,34,23.5,50.56,11.44,4.42,1505.61,5,btc,4H,139,237
0.5,0.786,1.618,0.005,5,0.2,fvg_only,22,22.7,38.41,8.7,4.41,1384.14,3,btc,4H,202,304
0.5,0.786,1.618,0.005,7,0.1,ob_only,103,30.1,44.53,10.09,4.41,1445.32,3,btc,4H,202,304
0.382,0.786,1.618,0.005,5,0.2,fvg_only,35,22.9,50.4,11.44,4.41,1503.97,5,btc,4H,139,237
0.5,0.786,1.618,0.002,5,0.1,ob_only,104,25.0,31.0,7.09,4.37,1310.0,3,btc,4H,202,304
0.5,0.786,1.618,0.005,3,0.2,ob_only,103,30.1,37.82,8.7,4.35,1378.18,3,btc,4H,202,304
0.5,0.786,1.618,0.005,7,0.1,fvg_only,22,22.7,26.65,6.16,4.32,1266.51,3,btc,4H,202,304
0.5,0.786,1.618,0.005,3,0.2,fvg_only,22,22.7,22.77,5.3,4.29,1227.7,3,btc,4H,202,304
