fast_ema,slow_ema,tp_pct,sl_capital,sl_price_pct,leverage,pos_ratio,trades,win_rate,return_pct,max_drawdown,calmar,timeframe
12,50,2.0,3.0,1.0,3,0.3,1895,26.9,-70.45,70.5,-1.0,15m
9,50,3.0,2.0,0.2857,7,0.1,2161,15.1,-70.53,70.53,-1.0,15m
5,50,5.0,1.0,0.3333,3,0.2,2909,17.0,-70.57,70.57,-1.0,15m
12,26,3.0,1.0,0.2,5,0.1,2719,12.9,-70.61,70.87,-1.0,15m
5,50,2.0,1.0,0.3333,3,0.2,2909,18.8,-70.63,70.63,-1.0,15m
12,21,5.0,3.0,0.6,5,0.1,3068,23.8,-71.03,71.47,-0.99,15m
12,50,2.0,2.0,0.6667,3,0.3,1895,24.6,-71.09,71.09,-1.0,15m
9,50,5.0,2.0,0.6667,3,0.3,2161,22.4,-71.15,72.04,-0.99,15m
9,26,2.0,3.0,0.6,5,0.1,3194,24.8,-71.3,71.46,-1.0,15m
5,26,5.0,1.0,0.3333,3,0.1,4259,18.3,-71.41,71.41,-1.0,15m
5,26,2.0,1.0,0.3333,3,0.1,4259,19.3,-71.44,71.53,-1.0,15m
12,50,5.0,1.0,0.3333,3,0.3,1895,15.5,-71.49,71.59,-1.0,15m
9,26,5.0,2.0,0.4,5,0.1,3194,20.5,-71.55,72.14,-0.99,15m
9,50,3.0,3.0,0.4286,7,0.1,2161,19.3,-71.57,71.94,-0.99,15m
12,26,2.0,2.0,0.6667,3,0.2,2719,26.0,-71.68,72.43,-0.99,15m
12,26,5.0,1.0,0.3333,3,0.2,2719,18.0,-71.74,71.74,-1.0,15m
12,21,3.0,1.0,0.2,5,0.1,3068,14.0,-71.82,72.04,-1.0,15m
5,50,3.0,2.0,0.6667,3,0.2,2909,21.9,-71.83,72.05,-1.0,15m
5,50,5.0,3.0,1.0,3,0.2,2909,22.2,-71.84,72.33,-0.99,15m
12,26,2.0,3.0,1.0,3,0.2,2719,27.6,-72.06,72.65,-0.99,15m
12,26,5.0,3.0,1.0,3,0.2,2719,25.5,-72.06,72.49,-0.99,15m
12,21,5.0,2.0,0.4,5,0.1,3068,20.8,-72.49,72.49,-1.0,15m
9,26,5.0,3.0,0.6,5,0.1,3194,23.1,-72.53,72.99,-0.99,15m
9,50,2.0,3.0,0.6,5,0.2,2161,24.4,-72.72,72.87,-1.0,15m
12,50,2.0,3.0,0.6,5,0.2,1895,23.9,-73.02,73.02,-1.0,15m
5,21,5.0,2.0,0.6667,3,0.1,4786,23.5,-73.04,73.34,-1.0,15m
12,21,3.0,3.0,0.6,5,0.1,3068,24.2,-73.22,73.58,-1.0,15m
5,26,3.0,1.0,0.3333,3,0.1,4259,18.5,-73.44,73.53,-1.0,15m
5,21,3.0,3.0,1.0,3,0.1,4786,24.5,-73.56,73.85,-1.0,15m
9,26,3.0,2.0,0.4,5,0.1,3194,20.9,-73.56,74.07,-0.99,15m
5,21,5.0,3.0,1.0,3,0.1,4786,24.2,-73.65,73.94,-1.0,15m
12,26,3.0,2.0,0.6667,3,0.2,2719,24.7,-73.71,74.14,-0.99,15m
9,50,2.0,1.0,0.1429,7,0.1,2161,9.6,-74.02,74.02,-1.0,15m
12,50,5.0,2.0,0.4,5,0.2,1895,17.0,-74.14,74.28,-1.0,15m
12,26,3.0,3.0,1.0,3,0.2,2719,26.1,-74.23,74.56,-1.0,15m
5,21,2.0,3.0,1.0,3,0.1,4786,25.3,-74.31,74.54,-1.0,15m
5,21,3.0,2.0,0.6667,3,0.1,4786,23.7,-74.42,74.71,-1.0,15m
9,50,2.0,1.0,0.3333,3,0.3,2161,18.5,-74.58,74.58,-1.0,15m
12,21,3.0,2.0,0.4,5,0.1,3068,21.1,-74.85,74.9,-1.0,15m
9,26,2.0,2.0,0.6667,3,0.2,3194,25.5,-75.01,75.25,-1.0,15m
12,50,2.0,2.0,0.4,5,0.2,1895,19.6,-75.06,75.06,-1.0,15m
5,21,5.0,1.0,0.3333,3,0.1,4786,19.7,-75.07,75.07,-1.0,15m
12,21,2.0,2.0,0.6667,3,0.2,3068,26.2,-75.29,75.47,-1.0,15m
12,50,3.0,1.0,0.3333,3,0.3,1895,16.1,-75.32,75.32,-1.0,15m
9,50,2.0,2.0,0.4,5,0.2,2161,20.7,-75.33,75.33,-1.0,15m
9,26,3.0,3.0,0.6,5,0.1,3194,23.5,-75.35,75.73,-1.0,15m
5,50,5.0,2.0,0.2857,7,0.1,2909,15.8,-75.39,75.39,-1.0,15m
5,50,3.0,3.0,1.0,3,0.2,2909,22.8,-75.42,75.57,-1.0,15m
12,26,2.0,1.0,0.3333,3,0.2,2719,19.4,-75.52,75.52,-1.0,15m
9,50,3.0,1.0,0.1429,7,0.1,2161,8.6,-75.59,75.59,-1.0,15m
9,26,2.0,3.0,1.0,3,0.2,3194,26.6,-75.66,75.77,-1.0,15m
5,50,3.0,1.0,0.3333,3,0.2,2909,17.3,-75.74,75.74,-1.0,15m
5,21,2.0,2.0,0.6667,3,0.1,4786,24.4,-75.79,76.0,-1.0,15m
12,50,5.0,2.0,0.6667,3,0.3,1895,21.3,-75.97,75.97,-1.0,15m
5,21,2.0,1.0,0.3333,3,0.1,4786,20.5,-76.44,76.52,-1.0,15m
5,50,2.0,2.0,0.2857,7,0.1,2909,17.4,-76.44,76.44,-1.0,15m
9,50,5.0,1.0,0.3333,3,0.3,2161,16.1,-76.49,76.49,-1.0,15m
12,21,2.0,3.0,1.0,3,0.2,3068,27.4,-76.51,76.57,-1.0,15m
9,50,5.0,1.0,0.1429,7,0.1,2161,8.1,-76.62,76.62,-1.0,15m
9,50,5.0,3.0,0.6,5,0.2,2161,21.5,-76.65,77.44,-0.99,15m
12,26,5.0,3.0,0.4286,7,0.1,2719,20.6,-76.71,77.42,-0.99,15m
5,21,3.0,1.0,0.3333,3,0.1,4786,19.9,-76.72,76.78,-1.0,15m
12,50,5.0,1.0,0.2,5,0.2,1895,10.7,-76.88,77.16,-1.0,15m
9,50,5.0,3.0,1.0,3,0.3,2161,23.9,-76.92,77.57,-0.99,15m
5,50,2.0,3.0,0.4286,7,0.1,2909,20.5,-77.31,77.48,-1.0,15m
5,50,5.0,3.0,0.4286,7,0.1,2909,18.6,-77.37,77.96,-0.99,15m
12,26,3.0,1.0,0.3333,3,0.2,2719,18.3,-77.46,77.51,-1.0,15m
9,50,5.0,2.0,0.4,5,0.2,2161,18.1,-77.86,77.86,-1.0,15m
9,26,5.0,2.0,0.6667,3,0.2,3194,23.7,-77.95,78.4,-0.99,15m
12,21,3.0,3.0,1.0,3,0.2,3068,26.1,-78.05,78.32,-1.0,15m
9,21,5.0,3.0,0.6,5,0.1,3546,23.3,-78.25,78.43,-1.0,15m
12,26,5.0,2.0,0.2857,7,0.1,2719,16.3,-78.28,78.28,-1.0,15m
12,50,5.0,3.0,0.6,5,0.2,1895,20.6,-78.34,78.34,-1.0,15m
12,21,5.0,2.0,0.6667,3,0.2,3068,24.4,-78.56,78.95,-1.0,15m
12,21,2.0,1.0,0.3333,3,0.2,3068,20.0,-78.57,78.63,-1.0,15m
9,26,2.0,1.0,0.3333,3,0.2,3194,19.8,-78.6,78.6,-1.0,15m
12,50,3.0,2.0,0.6667,3,0.3,1895,22.2,-78.86,78.86,-1.0,15m
9,26,5.0,3.0,1.0,3,0.2,3194,24.7,-79.08,79.46,-1.0,15m
12,50,3.0,2.0,0.4,5,0.2,1895,17.7,-79.14,79.14,-1.0,15m
12,50,2.0,1.0,0.2,5,0.2,1895,12.5,-79.19,79.52,-1.0,15m
12,21,3.0,2.0,0.6667,3,0.2,3068,24.8,-79.19,79.53,-1.0,15m
12,21,5.0,3.0,1.0,3,0.2,3068,25.7,-79.24,79.53,-1.0,15m
9,26,3.0,3.0,1.0,3,0.2,3194,25.2,-79.24,79.58,-1.0,15m
9,50,3.0,2.0,0.6667,3,0.3,2161,23.2,-79.39,79.68,-1.0,15m
9,26,2.0,2.0,0.2857,7,0.1,3194,18.7,-79.75,79.89,-1.0,15m
5,50,3.0,2.0,0.2857,7,0.1,2909,16.1,-79.86,79.86,-1.0,15m
12,26,2.0,3.0,0.4286,7,0.1,2719,22.3,-80.09,80.5,-0.99,15m
9,26,3.0,2.0,0.6667,3,0.2,3194,24.1,-80.09,80.47,-1.0,15m
12,50,5.0,3.0,1.0,3,0.3,1895,23.3,-80.16,80.7,-0.99,15m
9,50,3.0,1.0,0.3333,3,0.3,2161,16.6,-80.36,80.36,-1.0,15m
9,21,5.0,1.0,0.2,5,0.1,3546,14.0,-80.45,80.45,-1.0,15m
5,50,5.0,1.0,0.1429,7,0.1,2909,9.5,-80.65,80.65,-1.0,15m
12,26,2.0,2.0,0.2857,7,0.1,2719,17.7,-80.67,80.67,-1.0,15m
9,26,5.0,1.0,0.3333,3,0.2,3194,18.5,-80.69,80.69,-1.0,15m
12,50,3.0,1.0,0.2,5,0.2,1895,11.1,-80.7,80.71,-1.0,15m
9,21,2.0,3.0,0.6,5,0.1,3546,24.8,-80.73,80.73,-1.0,15m
9,21,5.0,2.0,0.4,5,0.1,3546,20.7,-81.03,81.03,-1.0,15m
12,21,2.0,2.0,0.2857,7,0.1,3068,18.8,-81.03,81.23,-1.0,15m
5,50,2.0,2.0,0.6667,3,0.3,2909,23.5,-81.12,81.17,-1.0,15m
9,26,5.0,2.0,0.2857,7,0.1,3194,17.4,-81.27,81.27,-1.0,15m
9,26,2.0,1.0,0.1429,7,0.1,3194,11.5,-81.3,81.42,-1.0,15m
12,21,5.0,1.0,0.3333,3,0.2,3068,18.5,-81.32,81.32,-1.0,15m
9,21,3.0,3.0,0.6,5,0.1,3546,23.7,-81.33,81.33,-1.0,15m
9,21,2.0,1.0,0.2,5,0.1,3546,14.7,-81.59,81.59,-1.0,15m
12,50,3.0,3.0,1.0,3,0.3,1895,24.2,-81.66,81.85,-1.0,15m
9,21,2.0,2.0,0.4,5,0.1,3546,21.9,-81.68,81.68,-1.0,15m
12,26,3.0,2.0,0.2857,7,0.1,2719,16.7,-81.91,81.99,-1.0,15m
5,50,3.0,3.0,0.4286,7,0.1,2909,19.0,-81.91,82.12,-1.0,15m
