retrace_min,retrace_max,tp_ext,sl_buf,leverage,pos_ratio,signal_type,trades,long_trades,short_trades,win_rate,return_pct,max_drawdown,calmar,final_balance,swing_window,coin,timeframe,period,n_bos
0.382,0.618,1.618,0.002,7,0.2,ob_only,14,9,5,42.9,102.57,14.03,7.31,2025.71,8,eth,4H,1y,39
0.382,0.618,1.618,0.002,7,0.2,fvg_only,10,10,0,30.0,54.84,7.62,7.2,1548.35,8,eth,4H,1y,39
0.382,0.618,1.618,0.002,5,0.2,fvg_only,10,10,0,30.0,38.11,5.49,6.94,1381.07,8,eth,4H,1y,39
0.382,0.618,1.618,0.002,5,0.2,ob_only,14,9,5,42.9,69.58,10.13,6.87,1695.78,8,eth,4H,1y,39
0.382,0.618,1.618,0.002,7,0.2,both,17,12,5,35.3,94.94,14.03,6.76,1949.4,8,eth,4H,1y,39
0.382,0.618,1.618,0.002,7,0.1,fvg_only,10,10,0,30.0,26.11,3.87,6.74,1261.06,8,eth,4H,1y,39
0.382,0.618,1.618,0.002,3,0.2,fvg_only,10,10,0,30.0,22.21,3.33,6.68,1222.12,8,eth,4H,1y,39
0.382,0.618,1.618,0.002,5,0.1,fvg_only,10,10,0,30.0,18.37,2.78,6.61,1183.73,8,eth,4H,1y,39
0.382,0.618,1.618,0.002,7,0.1,ob_only,14,9,5,42.9,46.67,7.14,6.54,1466.73,8,eth,4H,1y,39
0.382,0.618,1.618,0.002,3,0.1,fvg_only,10,10,0,30.0,10.86,1.67,6.49,1108.57,8,eth,4H,1y,39
0.382,0.618,1.618,0.005,7,0.2,ob_only,14,9,5,42.9,95.55,14.85,6.43,1955.54,8,eth,4H,1y,39
0.382,0.618,1.618,0.002,3,0.2,ob_only,14,9,5,42.9,39.41,6.14,6.42,1394.12,8,eth,4H,1y,39
0.382,0.618,1.618,0.002,5,0.2,both,17,12,5,35.3,65.0,10.13,6.42,1650.01,8,eth,4H,1y,39
0.382,0.618,1.618,0.002,5,0.1,ob_only,14,9,5,42.9,32.34,5.13,6.31,1323.45,8,eth,4H,1y,39
0.382,0.618,1.618,0.002,7,0.1,both,17,12,5,35.3,43.89,7.14,6.15,1438.95,8,eth,4H,1y,39
0.382,0.618,1.618,0.005,5,0.2,ob_only,14,9,5,42.9,65.42,10.72,6.1,1654.23,8,eth,4H,1y,39
0.382,0.618,1.618,0.002,3,0.1,ob_only,14,9,5,42.9,18.8,3.09,6.08,1188.02,8,eth,4H,1y,39
0.382,0.618,1.618,0.002,3,0.2,both,17,12,5,35.3,37.15,6.14,6.05,1371.47,8,eth,4H,1y,39
0.382,0.618,1.618,0.002,5,0.1,both,17,12,5,35.3,30.55,5.13,5.96,1305.51,8,eth,4H,1y,39
0.382,0.618,1.618,0.005,7,0.1,ob_only,14,9,5,42.9,44.18,7.56,5.84,1441.75,8,eth,4H,1y,39
0.382,0.618,1.618,0.005,7,0.2,both,17,12,5,35.3,85.81,14.85,5.78,1858.11,8,eth,4H,1y,39
0.382,0.618,1.618,0.002,3,0.1,both,17,12,5,35.3,17.83,3.09,5.77,1178.34,8,eth,4H,1y,39
0.382,0.618,1.618,0.005,3,0.2,ob_only,14,9,5,42.9,37.38,6.5,5.75,1373.82,8,eth,4H,1y,39
0.382,0.618,1.618,0.005,5,0.1,ob_only,14,9,5,42.9,30.74,5.43,5.66,1307.43,8,eth,4H,1y,39
0.382,0.618,1.618,0.005,5,0.2,both,17,12,5,35.3,59.51,10.72,5.55,1595.1,8,eth,4H,1y,39
0.382,0.618,1.618,0.005,3,0.1,ob_only,14,9,5,42.9,17.94,3.28,5.48,1179.43,8,eth,4H,1y,39
0.382,0.618,1.618,0.005,7,0.2,fvg_only,10,10,0,30.0,51.18,9.42,5.43,1511.77,8,eth,4H,1y,39
0.382,0.618,1.618,0.005,7,0.1,both,17,12,5,35.3,40.56,7.56,5.36,1405.55,8,eth,4H,1y,39
0.382,0.618,1.618,0.005,3,0.2,both,17,12,5,35.3,34.42,6.5,5.29,1344.22,8,eth,4H,1y,39
0.382,0.618,1.618,0.005,5,0.2,fvg_only,10,10,0,30.0,35.78,6.81,5.26,1357.78,8,eth,4H,1y,39
0.382,0.618,1.618,0.005,5,0.1,both,17,12,5,35.3,28.39,5.43,5.23,1283.93,8,eth,4H,1y,39
0.382,0.618,1.272,0.002,7,0.2,fvg_only,10,10,0,30.0,39.44,7.62,5.18,1394.42,8,eth,4H,1y,39
0.382,0.786,1.618,0.002,7,0.2,ob_only,16,10,6,37.5,72.17,14.03,5.14,1721.68,8,eth,4H,1y,39
0.382,0.618,1.618,0.005,7,0.1,fvg_only,10,10,0,30.0,24.62,4.8,5.12,1246.19,8,eth,4H,1y,39
0.382,0.618,1.618,0.005,3,0.1,both,17,12,5,35.3,16.67,3.28,5.09,1166.68,8,eth,4H,1y,39
0.382,0.618,1.618,0.005,3,0.2,fvg_only,10,10,0,30.0,20.98,4.13,5.08,1209.77,8,eth,4H,1y,39
0.382,0.618,1.272,0.002,5,0.2,fvg_only,10,10,0,30.0,27.68,5.49,5.04,1276.84,8,eth,4H,1y,39
0.382,0.618,1.618,0.005,5,0.1,fvg_only,10,10,0,30.0,17.38,3.45,5.03,1173.76,8,eth,4H,1y,39
0.382,0.786,1.618,0.002,7,0.2,fvg_only,10,10,0,20.0,40.29,8.02,5.02,1402.87,8,eth,4H,1y,39
0.382,0.786,1.618,0.002,5,0.2,ob_only,16,10,6,37.5,50.54,10.13,4.99,1505.43,8,eth,4H,1y,39
0.382,0.618,1.618,0.005,3,0.1,fvg_only,10,10,0,30.0,10.3,2.08,4.94,1102.97,8,eth,4H,1y,39
0.382,0.786,1.618,0.002,5,0.2,fvg_only,10,10,0,20.0,28.59,5.79,4.94,1285.91,8,eth,4H,1y,39
0.382,0.618,1.272,0.002,7,0.1,fvg_only,10,10,0,30.0,19.11,3.87,4.94,1191.14,8,eth,4H,1y,39
0.382,0.618,1.272,0.002,3,0.2,fvg_only,10,10,0,30.0,16.31,3.33,4.9,1163.06,8,eth,4H,1y,39
0.382,0.786,1.618,0.002,7,0.1,fvg_only,10,10,0,20.0,19.9,4.08,4.88,1199.0,8,eth,4H,1y,39
0.382,0.618,1.272,0.002,5,0.1,fvg_only,10,10,0,30.0,13.52,2.78,4.87,1135.23,8,eth,4H,1y,39
0.382,0.786,1.618,0.002,7,0.1,ob_only,16,10,6,37.5,34.72,7.14,4.86,1347.22,8,eth,4H,1y,39
0.382,0.786,1.618,0.002,3,0.2,fvg_only,10,10,0,20.0,17.02,3.51,4.85,1170.22,8,eth,4H,1y,39
0.382,0.786,1.618,0.002,5,0.1,fvg_only,10,10,0,20.0,14.15,2.93,4.83,1141.54,8,eth,4H,1y,39
0.382,0.786,1.618,0.002,3,0.2,ob_only,16,10,6,37.5,29.55,6.14,4.82,1295.54,8,eth,4H,1y,39
0.382,0.618,1.272,0.002,3,0.1,fvg_only,10,10,0,30.0,8.04,1.67,4.8,1080.35,8,eth,4H,1y,39
0.382,0.786,1.618,0.002,3,0.1,fvg_only,10,10,0,20.0,8.45,1.77,4.79,1084.54,8,eth,4H,1y,39
0.382,0.786,1.618,0.002,5,0.1,ob_only,16,10,6,37.5,24.45,5.13,4.77,1244.47,8,eth,4H,1y,39
0.5,0.786,1.618,0.002,7,0.2,ob_only,15,9,6,33.3,59.14,12.55,4.71,1591.45,8,eth,4H,1y,39
0.5,0.786,1.618,0.002,7,0.2,both,15,9,6,33.3,59.14,12.55,4.71,1591.45,8,eth,4H,1y,39
0.382,0.786,1.618,0.002,7,0.2,both,19,13,6,31.6,65.68,14.03,4.68,1656.82,8,eth,4H,1y,39
0.382,0.786,1.618,0.002,3,0.1,ob_only,16,10,6,37.5,14.44,3.09,4.67,1144.36,8,eth,4H,1y,39
0.5,0.786,1.618,0.002,3,0.1,fvg_only,7,7,0,14.3,5.03,1.09,4.62,1050.26,8,eth,4H,1y,39
0.382,0.786,1.618,0.002,5,0.2,both,19,13,6,31.6,46.48,10.13,4.59,1464.79,8,eth,4H,1y,39
0.5,0.786,1.618,0.002,5,0.2,both,15,9,6,33.3,41.76,9.1,4.59,1417.55,8,eth,4H,1y,39
0.5,0.786,1.618,0.002,5,0.2,ob_only,15,9,6,33.3,41.76,9.1,4.59,1417.55,8,eth,4H,1y,39
0.5,0.786,1.618,0.002,5,0.1,fvg_only,7,7,0,14.3,8.3,1.81,4.59,1082.97,8,eth,4H,1y,39
0.5,0.786,1.618,0.002,3,0.2,fvg_only,7,7,0,14.3,9.91,2.17,4.57,1099.09,8,eth,4H,1y,39
0.5,0.786,1.618,0.002,7,0.1,fvg_only,7,7,0,14.3,11.51,2.53,4.56,1115.06,8,eth,4H,1y,39
0.382,0.786,1.618,0.002,7,0.1,both,19,13,6,31.6,32.17,7.14,4.51,1321.7,8,eth,4H,1y,39
0.5,0.786,1.618,0.002,5,0.2,fvg_only,7,7,0,14.3,16.2,3.59,4.51,1162.03,8,eth,4H,1y,39
0.5,0.786,1.618,0.002,7,0.1,ob_only,15,9,6,33.3,28.89,6.44,4.49,1288.9,8,eth,4H,1y,39
0.382,0.618,1.272,0.002,7,0.2,ob_only,14,9,5,42.9,62.98,14.03,4.49,1629.75,8,eth,4H,1y,39
0.5,0.786,1.618,0.002,7,0.1,both,15,9,6,33.3,28.89,6.44,4.49,1288.9,8,eth,4H,1y,39
0.382,0.786,1.618,0.002,3,0.2,both,19,13,6,31.6,27.45,6.14,4.47,1274.49,8,eth,4H,1y,39
0.5,0.786,1.618,0.002,3,0.2,ob_only,15,9,6,33.3,24.65,5.54,4.45,1246.53,8,eth,4H,1y,39
0.5,0.786,1.618,0.002,3,0.2,both,15,9,6,33.3,24.65,5.54,4.45,1246.53,8,eth,4H,1y,39
0.5,0.786,1.618,0.002,7,0.2,fvg_only,7,7,0,14.3,22.25,5.0,4.45,1222.53,8,eth,4H,1y,39
0.382,0.786,1.618,0.002,5,0.1,both,19,13,6,31.6,22.76,5.13,4.44,1227.6,8,eth,4H,1y,39
0.5,0.786,1.618,0.002,5,0.1,ob_only,15,9,6,33.3,20.45,4.63,4.42,1204.47,8,eth,4H,1y,39
0.5,0.786,1.618,0.002,5,0.1,both,15,9,6,33.3,20.45,4.63,4.42,1204.47,8,eth,4H,1y,39
0.382,0.786,1.618,0.002,3,0.1,both,19,13,6,31.6,13.5,3.09,4.37,1135.04,8,eth,4H,1y,39
0.382,0.786,1.618,0.005,7,0.2,ob_only,16,10,6,37.5,64.75,14.85,4.36,1647.54,8,eth,4H,1y,39
0.382,0.618,1.272,0.002,5,0.2,ob_only,14,9,5,42.9,44.08,10.13,4.35,1440.78,8,eth,4H,1y,39
0.5,0.786,1.618,0.002,3,0.1,both,15,9,6,33.3,12.14,2.8,4.34,1121.43,8,eth,4H,1y,39
