entry_dt,exit_dt,side,result,pnl_pct
2026-01-08 07:00:00+00:00,2026-01-08 14:15:00+00:00,long,loss,-1.5054
2026-01-12 01:15:00+00:00,2026-01-12 02:15:00+00:00,short,loss,-1.4368
2026-01-12 08:45:00+00:00,2026-01-12 14:15:00+00:00,long,loss,-1.5706
2026-01-16 15:45:00+00:00,2026-01-16 20:45:00+00:00,long,win,2.207
2026-01-19 23:15:00+00:00,2026-01-20 04:15:00+00:00,long,loss,-1.1407
2026-02-01 15:30:00+00:00,2026-02-01 18:00:00+00:00,long,win,4.0076
2026-02-07 07:15:00+00:00,2026-02-08 07:15:00+00:00,long,timeout,6.2576
2026-02-14 08:15:00+00:00,2026-02-14 08:45:00+00:00,short,loss,-1.1569
2026-02-15 13:00:00+00:00,2026-02-15 13:15:00+00:00,long,loss,-1.8737
2026-02-16 12:30:00+00:00,2026-02-16 12:45:00+00:00,short,loss,-1.7818
2026-02-16 13:00:00+00:00,2026-02-16 13:15:00+00:00,short,win,2.896
2026-02-21 09:30:00+00:00,2026-02-21 14:15:00+00:00,short,loss,-0.9189
2026-02-22 13:45:00+00:00,2026-02-22 14:30:00+00:00,long,loss,-0.9616
2026-02-25 13:00:00+00:00,2026-02-25 13:30:00+00:00,short,loss,-1.7345
2026-02-27 10:30:00+00:00,2026-02-27 11:15:00+00:00,long,loss,-2.028
