macro_span,bull_rsi_long,bear_rsi_long,rsi_short,sl_mult,tp_mode,leverage,pos_ratio,trades,long_trades,short_trades,win_rate,long_win_rate,short_win_rate,return_pct,max_drawdown,calmar
800,45,25,65,2.0,atr_2x,3,0.7,346,222,124,46.2,43.7,50.8,-97.47,98.89,-0.99
800,40,20,70,2.0,atr_2x,3,0.7,220,147,73,44.1,42.9,46.6,-97.56,98.18,-0.99
1200,40,20,65,1.5,atr_2x,3,0.7,280,155,125,38.2,36.1,40.8,-97.64,98.08,-1.0
1200,45,25,70,2.0,atr_2x,3,0.7,275,208,67,43.3,43.3,43.3,-97.65,98.62,-0.99
1200,40,20,70,1.5,atr_2x,3,0.7,233,155,78,35.2,36.1,33.3,-97.68,97.97,-1.0
800,40,25,70,2.0,atr_2x,3,0.7,268,195,73,43.7,42.6,46.6,-97.71,98.65,-0.99
500,40,25,65,2.0,atr_2x,3,0.7,317,211,106,46.4,42.2,54.7,-97.74,98.82,-0.99
1200,40,20,70,2.0,atr_2x,3,0.7,208,141,67,42.8,42.6,43.3,-97.75,98.32,-0.99
1200,45,20,65,2.0,atr_2x,3,0.7,277,166,111,45.8,44.0,48.6,-97.76,98.45,-0.99
1200,35,25,65,1.5,atr_3x,3,0.7,278,155,123,30.6,26.5,35.8,-97.8,98.97,-0.99
1200,45,20,65,1.5,atr_2x,3,0.7,308,183,125,38.3,36.6,40.8,-97.83,98.28,-1.0
1200,45,20,70,1.5,atr_2x,3,0.7,261,183,78,35.6,36.6,33.3,-97.86,98.13,-1.0
800,35,25,65,1.5,atr_2x,3,0.7,310,172,138,38.4,34.3,43.5,-97.94,98.86,-0.99
800,40,20,65,2.0,atr_2x,3,0.7,271,147,124,46.5,42.9,50.8,-97.96,98.65,-0.99
800,35,25,70,1.5,atr_3x,3,0.7,255,171,84,29.0,27.5,32.1,-98.04,99.31,-0.99
800,40,25,65,2.0,atr_2x,3,0.7,319,195,124,45.8,42.6,50.8,-98.09,99.05,-0.99
1200,40,25,65,1.5,atr_3x,3,0.7,325,202,123,30.5,27.2,35.8,-98.12,98.88,-0.99
1200,40,25,70,2.0,atr_2x,3,0.7,250,183,67,42.4,42.1,43.3,-98.15,98.91,-0.99
1200,45,25,65,2.0,atr_2x,3,0.7,319,208,111,45.1,43.3,48.6,-98.16,98.99,-0.99
800,35,25,70,1.5,atr_2x,3,0.7,256,172,84,35.2,34.3,36.9,-98.22,98.74,-0.99
1200,45,25,65,1.5,atr_3x,3,0.7,350,227,123,30.6,27.8,35.8,-98.22,98.94,-0.99
1200,40,20,65,2.0,atr_2x,3,0.7,252,141,111,45.2,42.6,48.6,-98.24,98.77,-0.99
500,35,25,65,1.5,atr_2x,3,0.7,303,187,116,38.6,33.7,46.6,-98.28,98.96,-0.99
500,35,25,70,1.5,atr_2x,3,0.7,249,187,62,35.7,33.7,41.9,-98.34,98.69,-1.0
800,40,25,65,1.5,atr_2x,3,0.7,358,220,138,38.5,35.5,43.5,-98.38,98.86,-1.0
800,45,25,70,1.5,atr_3x,3,0.7,327,243,84,29.4,28.4,32.1,-98.39,99.27,-0.99
500,40,25,65,1.5,atr_2x,3,0.7,353,237,116,39.1,35.4,46.6,-98.39,98.81,-1.0
800,45,25,65,1.5,atr_2x,3,0.7,388,250,138,38.7,36.0,43.5,-98.42,99.01,-0.99
500,45,25,65,1.5,atr_2x,3,0.7,383,267,116,39.2,36.0,46.6,-98.43,98.95,-0.99
500,40,25,70,1.5,atr_2x,3,0.7,299,237,62,36.8,35.4,41.9,-98.44,98.64,-1.0
800,40,25,70,1.5,atr_3x,3,0.7,300,216,84,29.0,27.8,32.1,-98.47,99.35,-0.99
500,45,25,70,1.5,atr_2x,3,0.7,329,267,62,37.1,36.0,41.9,-98.48,98.71,-1.0
1200,40,25,65,2.0,atr_2x,3,0.7,294,183,111,44.6,42.1,48.6,-98.55,99.2,-0.99
800,40,25,70,1.5,atr_2x,3,0.7,304,220,84,35.9,35.5,36.9,-98.61,98.85,-1.0
800,45,25,70,1.5,atr_2x,3,0.7,334,250,84,36.2,36.0,36.9,-98.64,98.95,-1.0
1200,35,25,70,1.5,atr_3x,3,0.7,233,155,78,27.0,26.5,28.2,-98.82,99.35,-0.99
1200,35,25,65,1.5,atr_2x,3,0.7,281,156,125,36.3,32.7,40.8,-98.83,99.19,-1.0
1200,35,25,70,1.5,atr_2x,3,0.7,234,156,78,32.9,32.7,33.3,-98.84,99.12,-1.0
1200,40,25,70,1.5,atr_3x,3,0.7,280,202,78,27.5,27.2,28.2,-98.99,99.3,-1.0
1200,40,25,65,1.5,atr_2x,3,0.7,331,206,125,36.9,34.5,40.8,-99.04,99.25,-1.0
1200,45,25,70,1.5,atr_3x,3,0.7,305,227,78,27.9,27.8,28.2,-99.05,99.27,-1.0
1200,40,25,70,1.5,atr_2x,3,0.7,284,206,78,34.2,34.5,33.3,-99.05,99.21,-1.0
1200,45,25,65,1.5,atr_2x,3,0.7,359,234,125,37.0,35.0,40.8,-99.11,99.29,-1.0
1200,45,25,70,1.5,atr_2x,3,0.7,312,234,78,34.6,35.0,33.3,-99.12,99.25,-1.0
