exit_ts,tier,entry,exit,pnl_pct,won
2023-01-20 16:00:00+00:00,2,20851.3,21312.0,0.648,True
2023-01-25 21:00:00+00:00,2,22487.5,23094.925103,0.8,True
2023-01-30 11:00:00+00:00,2,23192.9,23032.167018,-0.226,False
2023-01-30 19:00:00+00:00,2,23075.2,22903.602684,-0.241,False
2023-02-17 17:00:00+00:00,2,23526.6,24441.603911,1.162,True
2023-02-20 01:00:00+00:00,2,24208.1,24013.046513,-0.262,False
2023-02-22 02:00:00+00:00,2,24195.2,23963.313933,-0.308,False
2023-03-23 14:00:00+00:00,2,26654.1,27781.411787,1.272,True
2023-03-26 11:00:00+00:00,2,27179.5,27829.238124,0.721,True
2023-03-31 07:00:00+00:00,2,27830.6,27563.785019,-0.313,False
2023-04-02 16:00:00+00:00,2,28110.2,27983.857242,-0.154,False
2023-04-02 19:00:00+00:00,2,28111.7,27977.638868,-0.163,False
2023-04-17 11:00:00+00:00,2,29833.0,29686.146607,-0.167,False
2023-05-06 14:00:00+00:00,2,28937.3,28763.003544,-0.201,False
2023-05-31 05:00:00+00:00,2,27243.5,27082.373985,-0.197,False
2023-06-26 16:00:00+00:00,2,30166.0,29977.594467,-0.207,False
2023-07-05 10:00:00+00:00,2,30685.3,30524.394091,-0.176,False
2023-08-31 16:00:00+00:00,2,26909.5,26743.483756,-0.203,False
2023-09-21 12:00:00+00:00,2,26738.5,26598.901721,-0.174,False
2023-10-27 17:00:00+00:00,2,33777.6,33469.315923,-0.292,False
2023-11-07 18:00:00+00:00,2,34645.7,35145.710314,0.422,True
2023-11-13 21:00:00+00:00,2,36696.9,36498.990437,-0.179,False
2023-11-14 00:00:00+00:00,2,36504.0,36295.839967,-0.188,False
2023-11-26 14:00:00+00:00,2,37500.0,37381.138952,-0.111,False
2023-11-26 16:00:00+00:00,2,37328.1,37200.793313,-0.118,False
2023-11-26 22:00:00+00:00,2,37264.3,37722.284212,0.356,True
2023-12-08 14:00:00+00:00,2,43150.0,44067.805501,0.63,True
2023-12-11 02:00:00+00:00,2,43241.7,43036.032126,-0.16,False
2024-01-03 12:00:00+00:00,2,43728.9,43287.164992,-0.323,False
2024-01-10 17:00:00+00:00,2,44679.2,46362.670899,1.128,True
2024-01-31 15:00:00+00:00,2,42375.9,43165.718512,0.556,True
2024-02-04 19:00:00+00:00,2,42729.7,42597.798747,-0.111,False
2024-02-04 22:00:00+00:00,2,42623.9,42478.99745,-0.12,False
2024-02-14 07:00:00+00:00,2,48497.6,49807.046854,0.815,True
2024-02-17 14:00:00+00:00,2,51221.1,50962.967261,-0.172,False
2024-02-17 21:00:00+00:00,2,50881.9,51755.419773,0.516,True
2024-02-21 12:00:00+00:00,2,51115.4,50762.801056,-0.23,False
2024-03-06 08:00:00+00:00,2,61956.6,66854.489214,2.437,True
2024-03-14 15:00:00+00:00,2,71772.0,71095.53331,-0.315,False
2024-03-14 16:00:00+00:00,2,70904.5,70162.995216,-0.347,False
2024-03-14 19:00:00+00:00,2,70154.0,69281.128058,-0.408,False
2024-03-31 13:00:00+00:00,2,69240.1,70809.685171,0.696,True
2024-04-09 14:00:00+00:00,2,69979.8,69404.137298,-0.276,False
2024-04-09 15:00:00+00:00,2,69416.0,68748.298919,-0.319,False
2024-04-09 16:00:00+00:00,2,69322.8,68639.434711,-0.326,False
2024-05-20 04:00:00+00:00,2,66002.9,67064.376946,0.488,True
2024-05-23 18:00:00+00:00,2,68062.8,67510.170832,-0.271,False
2024-06-07 18:00:00+00:00,2,69834.0,69368.510995,-0.225,False
2024-07-19 13:00:00+00:00,2,63500.1,64977.574449,0.713,True
2024-08-11 19:00:00+00:00,2,60100.0,59687.238151,-0.232,False
2024-08-27 09:00:00+00:00,2,62939.9,62506.761601,-0.232,False
2024-08-27 14:00:00+00:00,2,62303.0,61922.396609,-0.207,False
2024-09-15 23:00:00+00:00,2,59400.1,59135.102387,-0.155,False
2024-09-16 00:00:00+00:00,2,59100.5,58798.752216,-0.175,False
2024-09-16 02:00:00+00:00,2,58641.7,58318.191344,-0.188,False
2024-09-30 02:00:00+00:00,2,64737.8,64459.227457,-0.15,False
2024-09-30 08:00:00+00:00,2,64350.7,64057.746924,-0.157,False
2024-10-13 21:00:00+00:00,2,62222.0,62939.155482,0.342,True
2024-10-21 15:00:00+00:00,2,67330.1,66960.237122,-0.187,False
2024-10-31 18:00:00+00:00,2,70764.7,70300.140602,-0.22,False
2024-11-18 06:00:00+00:00,2,89191.7,91030.637137,0.624,True
2024-11-24 15:00:00+00:00,2,96973.7,96475.65264,-0.176,False
2024-11-24 22:00:00+00:00,2,95986.4,97731.327096,0.55,True
2024-11-25 15:00:00+00:00,2,95444.4,94726.879635,-0.251,False
2024-11-25 19:00:00+00:00,2,95291.5,94470.503593,-0.284,False
2024-12-18 19:00:00+00:00,2,103836.4,102922.373383,-0.289,False
2025-01-20 00:00:00+00:00,2,101311.5,99986.467824,-0.421,False
2025-01-20 06:00:00+00:00,2,100666.2,104811.273028,1.257,True
2025-01-23 04:00:00+00:00,2,102625.4,101727.447865,-0.289,False
2025-04-16 00:00:00+00:00,2,83954.6,83385.565262,-0.227,False
2025-04-28 04:00:00+00:00,2,92898.2,94091.748915,0.384,True
2025-04-30 20:00:00+00:00,2,92978.1,94578.026289,0.521,True
2025-05-04 22:00:00+00:00,2,95355.5,95029.306364,-0.123,False
2025-05-04 23:00:00+00:00,2,94960.9,94638.557937,-0.122,False
2025-05-12 18:00:00+00:00,2,102481.7,101736.379714,-0.243,False
2025-05-13 16:00:00+00:00,2,101583.7,104022.330432,0.733,True
2025-05-15 07:00:00+00:00,2,102325.6,101837.810993,-0.165,False
2025-05-23 22:00:00+00:00,2,108401.1,107609.370312,-0.245,False
2025-05-25 09:00:00+00:00,2,107392.5,106800.788908,-0.188,False
2025-06-12 10:00:00+00:00,2,107820.5,107280.842641,-0.172,False
2025-07-01 10:00:00+00:00,2,106764.5,106389.802669,-0.125,False
2025-07-04 14:00:00+00:00,2,107918.7,107494.478021,-0.138,False
2025-07-04 16:00:00+00:00,2,107762.5,107323.579591,-0.142,False
2025-07-15 04:00:00+00:00,2,117209.2,116383.514848,-0.234,False
2025-08-14 13:00:00+00:00,2,118822.2,117901.083893,-0.255,False
2025-09-19 15:00:00+00:00,2,115849.7,115451.896311,-0.121,False
2025-10-07 16:00:00+00:00,2,121788.3,120990.791248,-0.217,False
2025-10-07 18:00:00+00:00,2,121621.5,120785.991873,-0.227,False
2025-10-08 14:00:00+00:00,2,120838.0,123309.468472,0.612,True
