macro_span,bull_rsi_long,bear_rsi_long,rsi_short,sl_mult,tp_mode,leverage,pos_ratio,trades,long_trades,short_trades,win_rate,long_win_rate,short_win_rate,return_pct,max_drawdown,calmar
800,40,20,65,1.5,atr_3x,3,0.7,339,183,156,29.5,30.6,28.2,-99.93,99.96,-1.0
500,35,25,70,1.5,atr_2x,3,0.7,291,217,74,35.1,33.6,39.2,-99.93,99.97,-1.0
500,35,25,65,2.0,atr_2x,3,0.7,310,196,114,43.9,40.8,49.1,-99.93,99.97,-1.0
800,45,25,65,1.5,atr_3x,3,0.7,421,265,156,30.2,31.3,28.2,-99.93,99.95,-1.0
1200,40,25,65,2.0,atr_2x,3,0.7,372,214,158,44.6,44.4,44.9,-99.93,99.94,-1.0
1200,45,20,65,1.5,atr_3x,3,0.7,367,193,174,29.7,31.6,27.6,-99.94,99.96,-1.0
500,40,25,65,2.0,atr_3x,3,0.7,345,237,108,38.6,38.8,38.0,-99.94,99.95,-1.0
800,35,25,65,1.5,atr_2x,3,0.7,362,200,162,35.6,33.0,38.9,-99.94,99.97,-1.0
800,35,20,70,1.5,atr_3x,3,0.7,236,138,98,25.8,25.4,26.5,-99.94,99.97,-1.0
500,40,25,70,2.0,atr_3x,3,0.7,301,237,64,38.5,38.8,37.5,-99.94,99.94,-1.0
500,40,25,65,1.5,atr_3x,3,0.7,387,264,123,30.5,30.3,30.9,-99.94,99.95,-1.0
800,40,25,70,1.5,atr_3x,3,0.7,342,244,98,28.7,29.5,26.5,-99.94,99.94,-1.0
500,35,25,70,2.0,atr_2x,3,0.7,261,196,65,42.1,40.8,46.2,-99.95,99.98,-1.0
1200,35,25,70,2.0,atr_2x,3,0.7,272,168,104,40.8,39.9,42.3,-99.95,99.97,-1.0
1200,35,25,70,1.5,atr_2x,3,0.7,304,188,116,33.9,31.9,37.1,-99.95,99.96,-1.0
1200,40,20,70,1.5,atr_3x,3,0.7,286,173,113,28.0,28.9,26.5,-99.95,99.96,-1.0
1200,45,20,65,2.0,atr_3x,3,0.7,320,169,151,36.2,37.3,35.1,-99.95,99.96,-1.0
1200,35,20,65,2.0,atr_3x,3,0.7,262,111,151,33.6,31.5,35.1,-99.95,99.98,-1.0
500,35,25,70,1.5,atr_3x,3,0.7,288,216,72,27.4,26.9,29.2,-99.96,99.98,-1.0
800,40,25,70,2.0,atr_3x,3,0.7,307,218,89,36.5,37.6,33.7,-99.96,99.97,-1.0
1200,35,25,65,2.0,atr_2x,3,0.7,326,168,158,42.3,39.9,44.9,-99.96,99.97,-1.0
800,35,20,65,1.5,atr_3x,3,0.7,294,138,156,26.9,25.4,28.2,-99.96,99.99,-1.0
1200,35,25,65,1.5,atr_2x,3,0.7,368,188,180,34.8,31.9,37.8,-99.97,99.98,-1.0
800,40,25,65,2.0,atr_3x,3,0.7,353,218,135,36.8,37.6,35.6,-99.97,99.98,-1.0
1200,45,25,65,1.5,atr_3x,3,0.7,423,249,174,29.3,30.5,27.6,-99.97,99.97,-1.0
800,35,25,70,2.0,atr_3x,3,0.7,266,177,89,33.8,33.9,33.7,-99.97,99.99,-1.0
500,35,25,70,2.0,atr_3x,3,0.7,257,193,64,35.4,34.7,37.5,-99.97,99.98,-1.0
500,45,25,65,2.0,atr_3x,3,0.7,367,259,108,38.1,38.2,38.0,-99.97,99.98,-1.0
1200,40,25,70,1.5,atr_3x,3,0.7,342,229,113,27.8,28.4,26.5,-99.97,99.97,-1.0
800,40,25,65,1.5,atr_3x,3,0.7,400,244,156,29.0,29.5,28.2,-99.97,99.97,-1.0
500,35,25,65,2.0,atr_3x,3,0.7,301,193,108,35.9,34.7,38.0,-99.97,99.99,-1.0
500,45,25,70,2.0,atr_3x,3,0.7,323,259,64,38.1,38.2,37.5,-99.97,99.97,-1.0
1200,35,20,70,1.5,atr_3x,3,0.7,244,131,113,25.0,23.7,26.5,-99.97,99.98,-1.0
500,35,25,65,1.5,atr_3x,3,0.7,339,216,123,28.3,26.9,30.9,-99.97,99.99,-1.0
1200,40,25,70,2.0,atr_3x,3,0.7,305,203,102,35.7,36.9,33.3,-99.97,99.98,-1.0
800,45,25,70,2.0,atr_3x,3,0.7,328,239,89,36.6,37.7,33.7,-99.97,99.98,-1.0
800,35,25,70,1.5,atr_3x,3,0.7,297,199,98,25.9,25.6,26.5,-99.97,99.98,-1.0
800,35,25,65,1.5,atr_3x,3,0.7,355,199,156,26.8,25.6,28.2,-99.98,99.99,-1.0
800,35,25,65,2.0,atr_3x,3,0.7,312,177,135,34.6,33.9,35.6,-99.98,99.99,-1.0
1200,45,25,70,2.0,atr_3x,3,0.7,325,223,102,36.0,37.2,33.3,-99.98,99.98,-1.0
800,45,25,65,2.0,atr_3x,3,0.7,374,239,135,36.9,37.7,35.6,-99.98,99.98,-1.0
1200,35,20,65,1.5,atr_3x,3,0.7,305,131,174,25.9,23.7,27.6,-99.98,99.99,-1.0
1200,35,25,70,1.5,atr_3x,3,0.7,300,187,113,25.3,24.6,26.5,-99.98,99.99,-1.0
1200,35,25,70,2.0,atr_3x,3,0.7,267,165,102,33.3,33.3,33.3,-99.98,99.99,-1.0
1200,40,20,65,1.5,atr_3x,3,0.7,347,173,174,28.2,28.9,27.6,-99.98,99.98,-1.0
1200,40,25,65,2.0,atr_3x,3,0.7,353,203,150,36.0,36.9,34.7,-99.98,99.99,-1.0
1200,45,25,65,2.0,atr_3x,3,0.7,373,223,150,36.2,37.2,34.7,-99.99,99.99,-1.0
1200,35,25,65,1.5,atr_3x,3,0.7,361,187,174,26.0,24.6,27.6,-99.99,100.0,-1.0
1200,35,25,65,2.0,atr_3x,3,0.7,315,165,150,34.0,33.3,34.7,-99.99,99.99,-1.0
1200,40,25,65,1.5,atr_3x,3,0.7,403,229,174,28.0,28.4,27.6,-99.99,99.99,-1.0
