retrace_min,retrace_max,tp_ext,sl_buf,leverage,pos_ratio,signal_type,trades,long_trades,short_trades,win_rate,return_pct,max_drawdown,calmar,final_balance,swing_window,coin,timeframe,period,n_bos
0.382,0.618,1.618,0.005,7,0.2,fvg_only,8,8,0,37.5,23.15,5.19,4.46,1231.47,5,btc,4H,1y,60
0.382,0.618,1.618,0.005,5,0.2,fvg_only,8,8,0,37.5,16.38,3.73,4.39,1163.81,5,btc,4H,1y,60
0.382,0.618,1.618,0.005,7,0.1,fvg_only,8,8,0,37.5,11.38,2.62,4.35,1113.82,5,btc,4H,1y,60
0.382,0.618,1.618,0.005,3,0.2,fvg_only,8,8,0,37.5,9.73,2.25,4.33,1097.32,5,btc,4H,1y,60
0.382,0.618,1.618,0.005,5,0.1,fvg_only,8,8,0,37.5,8.09,1.88,4.31,1080.89,5,btc,4H,1y,60
0.382,0.786,1.618,0.005,7,0.2,fvg_only,9,9,0,33.3,22.96,5.34,4.3,1229.63,5,btc,4H,1y,60
0.382,0.618,1.618,0.005,3,0.1,fvg_only,8,8,0,37.5,4.83,1.13,4.28,1048.28,5,btc,4H,1y,60
0.382,0.786,1.618,0.005,5,0.2,fvg_only,9,9,0,33.3,16.25,3.83,4.24,1162.53,5,btc,4H,1y,60
0.382,0.786,1.618,0.005,7,0.1,fvg_only,9,9,0,33.3,11.3,2.69,4.19,1112.96,5,btc,4H,1y,60
0.382,0.786,1.618,0.005,3,0.2,fvg_only,9,9,0,33.3,9.66,2.31,4.18,1096.58,5,btc,4H,1y,60
0.382,0.786,1.272,0.005,7,0.2,fvg_only,10,10,0,30.0,13.52,3.24,4.17,1135.16,8,btc,4H,1y,33
0.382,0.786,1.618,0.005,5,0.1,fvg_only,9,9,0,33.3,8.03,1.93,4.16,1080.29,5,btc,4H,1y,60
0.382,0.786,1.272,0.005,7,0.1,fvg_only,10,10,0,30.0,6.76,1.63,4.16,1067.63,8,btc,4H,1y,33
0.382,0.786,1.272,0.005,5,0.2,fvg_only,10,10,0,30.0,9.66,2.32,4.16,1096.6,8,btc,4H,1y,33
0.382,0.786,1.272,0.005,3,0.2,fvg_only,10,10,0,30.0,5.8,1.4,4.15,1057.97,8,btc,4H,1y,33
0.382,0.786,1.272,0.005,3,0.1,fvg_only,10,10,0,30.0,2.9,0.7,4.15,1028.98,8,btc,4H,1y,33
0.382,0.786,1.272,0.005,5,0.1,fvg_only,10,10,0,30.0,4.83,1.16,4.15,1048.31,8,btc,4H,1y,33
0.382,0.786,1.618,0.005,3,0.1,fvg_only,9,9,0,33.3,4.79,1.16,4.13,1047.93,5,btc,4H,1y,60
0.382,0.618,1.272,0.005,7,0.2,fvg_only,10,10,0,30.0,13.09,3.61,3.63,1130.87,8,btc,4H,1y,33
0.382,0.618,1.272,0.005,5,0.2,fvg_only,10,10,0,30.0,9.37,2.58,3.63,1093.65,8,btc,4H,1y,33
0.382,0.618,1.272,0.005,7,0.1,fvg_only,10,10,0,30.0,6.56,1.81,3.62,1065.63,8,btc,4H,1y,33
0.382,0.618,1.272,0.005,3,0.2,fvg_only,10,10,0,30.0,5.63,1.55,3.62,1056.27,8,btc,4H,1y,33
0.382,0.618,1.272,0.005,3,0.1,fvg_only,10,10,0,30.0,2.82,0.78,3.62,1028.15,8,btc,4H,1y,33
0.382,0.618,1.272,0.005,5,0.1,fvg_only,10,10,0,30.0,4.69,1.3,3.62,1046.9,8,btc,4H,1y,33
0.382,0.618,1.272,0.005,7,0.2,fvg_only,8,8,0,37.5,16.06,5.19,3.09,1160.62,5,btc,4H,1y,60
0.382,0.618,1.272,0.005,5,0.2,fvg_only,8,8,0,37.5,11.44,3.73,3.07,1114.4,5,btc,4H,1y,60
0.382,0.618,1.272,0.005,7,0.1,fvg_only,8,8,0,37.5,7.99,2.62,3.05,1079.88,5,btc,4H,1y,60
0.382,0.618,1.272,0.005,5,0.1,fvg_only,8,8,0,37.5,5.7,1.88,3.04,1056.96,5,btc,4H,1y,60
0.382,0.618,1.272,0.005,3,0.2,fvg_only,8,8,0,37.5,6.84,2.25,3.04,1068.41,5,btc,4H,1y,60
0.382,0.618,1.272,0.005,3,0.1,fvg_only,8,8,0,37.5,3.41,1.13,3.02,1034.11,5,btc,4H,1y,60
0.382,0.786,1.272,0.005,7,0.2,fvg_only,9,9,0,33.3,15.89,5.34,2.98,1158.88,5,btc,4H,1y,60
0.382,0.786,1.272,0.005,5,0.2,fvg_only,9,9,0,33.3,11.32,3.83,2.95,1113.18,5,btc,4H,1y,60
0.382,0.786,1.272,0.005,3,0.2,fvg_only,9,9,0,33.3,6.77,2.31,2.93,1067.7,5,btc,4H,1y,60
0.382,0.786,1.272,0.005,7,0.1,fvg_only,9,9,0,33.3,7.9,2.69,2.93,1079.05,5,btc,4H,1y,60
0.382,0.786,1.272,0.005,5,0.1,fvg_only,9,9,0,33.3,5.64,1.93,2.92,1056.37,5,btc,4H,1y,60
0.382,0.786,1.272,0.005,3,0.1,fvg_only,9,9,0,33.3,3.38,1.16,2.91,1033.76,5,btc,4H,1y,60
