retrace_min,retrace_max,tp_ext,sl_buf,leverage,pos_ratio,signal_type,trades,long_trades,short_trades,win_rate,return_pct,max_drawdown,calmar,final_balance,swing_window,coin,timeframe,period,n_bos
0.382,0.618,1.618,0.005,3,0.1,both,525,293,232,29.1,0.84,32.49,0.03,1008.43,3,sol,1H,3y,1159
0.382,0.618,1.618,0.005,5,0.1,both,525,293,232,29.1,-1.7,48.38,-0.04,982.99,3,sol,1H,3y,1159
0.382,0.618,1.618,0.005,3,0.1,ob_only,279,138,141,26.5,-1.61,29.29,-0.06,983.89,5,sol,1H,3y,718
0.382,0.618,1.618,0.005,3,0.2,both,525,293,232,29.1,-3.83,54.94,-0.07,961.68,3,sol,1H,3y,1159
0.382,0.618,1.618,0.005,7,0.1,both,525,293,232,29.1,-6.48,60.72,-0.11,935.2,3,sol,1H,3y,1159
0.382,0.618,1.618,0.002,3,0.1,ob_only,289,141,148,24.6,-3.59,29.72,-0.12,964.11,5,sol,1H,3y,718
0.382,0.618,1.618,0.005,5,0.1,ob_only,279,138,141,26.5,-5.64,44.35,-0.13,943.56,5,sol,1H,3y,718
0.382,0.618,1.272,0.002,3,0.1,ob_only,303,148,155,28.7,-3.57,25.0,-0.14,964.26,5,sol,1H,3y,718
0.382,0.618,1.618,0.005,3,0.2,ob_only,279,138,141,26.5,-8.41,50.74,-0.17,915.86,5,sol,1H,3y,718
0.382,0.618,1.618,0.002,3,0.1,both,340,197,143,22.4,-5.68,31.42,-0.18,943.16,5,sol,1H,3y,718
0.382,0.618,1.618,0.002,5,0.1,ob_only,289,141,148,24.6,-8.47,44.8,-0.19,915.34,5,sol,1H,3y,718
0.382,0.618,1.272,0.002,5,0.1,ob_only,303,148,155,28.7,-7.95,38.45,-0.21,920.49,5,sol,1H,3y,718
0.5,0.786,1.618,0.005,3,0.1,ob_only,543,277,266,25.6,-7.42,35.37,-0.21,925.76,3,sol,1H,3y,1159
0.382,0.618,1.618,0.005,7,0.1,ob_only,279,138,141,26.5,-11.61,56.48,-0.21,883.88,5,sol,1H,3y,718
0.382,0.618,1.618,0.002,3,0.2,ob_only,289,141,148,24.6,-11.51,51.17,-0.22,884.9,5,sol,1H,3y,718
0.382,0.618,1.618,0.005,5,0.2,both,525,293,232,29.1,-16.99,74.32,-0.23,830.12,3,sol,1H,3y,1159
0.382,0.618,1.272,0.002,3,0.2,ob_only,303,148,155,28.7,-10.64,44.33,-0.24,893.57,5,sol,1H,3y,718
