rsi_long,rsi_short,sl_mult,tp_mode,leverage,pos_ratio,use_ema200,trades,trades_per_yr,long_trades,short_trades,win_rate,long_win_rate,short_win_rate,return_pct,max_drawdown,calmar
35,70,2.0,atr_3x,3,0.3,False,44,11.0,20,24,27.3,45.0,12.5,-54.59,64.68,-0.84
30,75,2.0,atr_3x,5,0.5,True,5,1.2,2,3,0.0,0.0,0.0,-54.81,54.81,-1.0
30,75,2.0,atr_2x,5,0.5,True,5,1.2,2,3,0.0,0.0,0.0,-54.81,54.81,-1.0
30,75,2.0,bb_mid,5,0.5,True,5,1.2,2,3,0.0,0.0,0.0,-54.81,54.81,-1.0
30,75,1.5,atr_2x,3,0.5,False,31,7.8,14,17,32.3,42.9,23.5,-54.86,63.75,-0.86
30,75,1.5,atr_2x,5,0.3,False,31,7.8,14,17,32.3,42.9,23.5,-54.86,63.75,-0.86
25,75,1.5,atr_3x,3,0.3,False,24,6.0,7,17,20.8,28.6,17.6,-54.97,59.04,-0.93
35,70,2.0,atr_2x,2,0.5,False,44,11.0,20,24,34.1,50.0,20.8,-55.11,65.1,-0.85
35,65,3.0,bb_mid,3,0.3,False,52,13.0,20,32,53.8,60.0,50.0,-55.14,61.79,-0.89
35,65,1.5,bb_mid,3,0.3,False,64,16.0,24,40,39.1,37.5,40.0,-55.15,57.46,-0.96
35,65,2.0,atr_2x,5,0.3,False,56,14.0,20,36,42.9,50.0,38.9,-55.24,74.75,-0.74
35,65,2.0,atr_2x,3,0.5,False,56,14.0,20,36,42.9,50.0,38.9,-55.24,74.75,-0.74
35,75,3.0,atr_2x,2,0.5,False,32,8.0,20,12,40.6,55.0,16.7,-55.49,64.51,-0.86
35,70,3.0,atr_3x,5,0.5,True,6,1.5,3,3,16.7,33.3,0.0,-55.69,55.69,-1.0
30,65,3.0,atr_2x,5,0.3,False,43,10.8,12,31,46.5,58.3,41.9,-55.72,72.94,-0.76
30,65,3.0,atr_2x,3,0.5,False,43,10.8,12,31,46.5,58.3,41.9,-55.72,72.94,-0.76
30,70,3.0,bb_mid,2,0.5,False,33,8.2,12,21,42.4,66.7,28.6,-55.75,62.75,-0.89
35,75,3.0,bb_mid,5,0.5,True,5,1.2,3,2,20.0,33.3,0.0,-55.75,55.75,-1.0
25,75,1.5,bb_mid,3,0.3,False,24,6.0,7,17,20.8,28.6,17.6,-55.91,59.2,-0.94
30,70,3.0,atr_2x,3,0.3,False,32,8.0,12,20,31.2,58.3,15.0,-55.95,63.14,-0.89
35,65,2.0,bb_mid,2,0.5,False,57,14.2,20,37,45.6,55.0,40.5,-56.15,64.19,-0.87
25,70,1.5,atr_2x,3,0.3,False,35,8.8,7,28,22.9,28.6,21.4,-56.18,60.18,-0.93
30,65,2.0,bb_mid,5,0.5,True,7,1.8,2,5,14.3,0.0,20.0,-56.28,59.15,-0.95
25,65,1.5,bb_mid,2,0.5,False,47,11.8,7,40,38.3,28.6,40.0,-56.58,60.76,-0.93
35,75,3.0,bb_mid,3,0.3,False,32,8.0,20,12,46.9,60.0,25.0,-56.65,63.11,-0.9
35,75,1.5,atr_3x,2,0.5,False,41,10.2,24,17,26.8,33.3,17.6,-56.81,61.76,-0.92
25,75,3.0,atr_3x,2,0.5,False,19,4.8,7,12,21.1,42.9,8.3,-56.86,66.94,-0.85
25,70,2.0,bb_mid,2,0.5,False,32,8.0,7,25,34.4,71.4,24.0,-57.08,63.4,-0.9
30,70,1.5,bb_mid,2,0.5,False,42,10.5,14,28,31.0,42.9,25.0,-57.17,61.42,-0.93
25,65,3.0,atr_2x,3,0.5,False,38,9.5,7,31,44.7,57.1,41.9,-57.42,75.39,-0.76
25,65,3.0,atr_2x,5,0.3,False,38,9.5,7,31,44.7,57.1,41.9,-57.42,75.39,-0.76
25,70,3.0,atr_2x,3,0.3,False,27,6.8,7,20,25.9,57.1,15.0,-57.59,64.33,-0.9
35,75,2.0,atr_2x,5,0.3,False,34,8.5,20,14,38.2,50.0,21.4,-57.62,72.55,-0.79
35,75,2.0,atr_2x,3,0.5,False,34,8.5,20,14,38.2,50.0,21.4,-57.62,72.55,-0.79
25,65,1.5,atr_2x,5,0.3,False,47,11.8,7,40,36.2,28.6,37.5,-57.62,64.32,-0.9
25,65,1.5,atr_2x,3,0.5,False,47,11.8,7,40,36.2,28.6,37.5,-57.62,64.32,-0.9
25,70,3.0,bb_mid,2,0.5,False,28,7.0,7,21,39.3,71.4,28.6,-57.78,64.5,-0.9
35,70,1.5,atr_2x,3,0.3,False,52,13.0,24,28,28.8,37.5,21.4,-57.9,60.59,-0.96
35,75,1.5,bb_mid,3,0.3,False,41,10.2,24,17,29.3,37.5,17.6,-58.36,61.92,-0.94
30,65,2.0,bb_mid,3,0.5,False,49,12.2,12,37,46.9,66.7,40.5,-58.93,69.8,-0.84
30,65,2.0,bb_mid,5,0.3,False,49,12.2,12,37,46.9,66.7,40.5,-58.93,69.8,-0.84
35,70,2.0,bb_mid,3,0.3,False,45,11.2,20,25,37.8,55.0,24.0,-58.96,64.39,-0.92
25,75,1.5,atr_3x,2,0.5,False,24,6.0,7,17,20.8,28.6,17.6,-58.99,63.08,-0.94
35,70,2.0,atr_3x,2,0.5,False,44,11.0,20,24,27.3,45.0,12.5,-59.14,68.78,-0.86
30,70,2.0,atr_2x,5,0.5,True,6,1.5,2,4,0.0,0.0,0.0,-59.15,59.15,-1.0
30,70,2.0,bb_mid,5,0.5,True,6,1.5,2,4,0.0,0.0,0.0,-59.15,59.15,-1.0
30,70,2.0,atr_3x,5,0.5,True,6,1.5,2,4,0.0,0.0,0.0,-59.15,59.15,-1.0
30,70,1.5,atr_3x,3,0.3,False,41,10.2,14,27,22.0,35.7,14.8,-59.2,62.89,-0.94
35,65,3.0,bb_mid,5,0.5,True,7,1.8,3,4,28.6,33.3,25.0,-59.4,62.07,-0.96
35,65,1.5,bb_mid,2,0.5,False,64,16.0,24,40,39.1,37.5,40.0,-59.48,61.79,-0.96
30,70,2.0,atr_2x,5,0.3,False,36,9.0,12,24,33.3,58.3,20.8,-59.71,70.68,-0.84
30,70,2.0,atr_2x,3,0.5,False,36,9.0,12,24,33.3,58.3,20.8,-59.71,70.68,-0.84
30,75,3.0,atr_2x,3,0.5,False,24,6.0,12,12,37.5,58.3,16.7,-59.75,72.46,-0.82
30,75,3.0,atr_2x,5,0.3,False,24,6.0,12,12,37.5,58.3,16.7,-59.75,72.46,-0.82
35,65,3.0,bb_mid,2,0.5,False,52,13.0,20,32,53.8,60.0,50.0,-59.77,66.32,-0.9
30,65,3.0,bb_mid,3,0.5,False,44,11.0,12,32,54.5,66.7,50.0,-59.86,72.54,-0.83
30,65,3.0,bb_mid,5,0.3,False,44,11.0,12,32,54.5,66.7,50.0,-59.86,72.54,-0.83
25,75,1.5,bb_mid,2,0.5,False,24,6.0,7,17,20.8,28.6,17.6,-59.94,63.24,-0.95
35,75,2.0,atr_3x,5,0.3,False,34,8.5,20,14,32.4,45.0,14.3,-59.97,78.21,-0.77
35,75,2.0,atr_3x,3,0.5,False,34,8.5,20,14,32.4,45.0,14.3,-59.97,78.21,-0.77
35,70,3.0,atr_2x,5,0.5,True,6,1.5,3,3,16.7,33.3,0.0,-60.05,60.05,-1.0
