fast_ema,slow_ema,tp_pct,sl_capital,sl_price_pct,leverage,pos_ratio,trades,win_rate,return_pct,max_drawdown,calmar,timeframe
12,50,2.0,3.0,1.0,3,0.1,6039,24.7,-82.03,82.06,-1.0,5m
12,50,2.0,2.0,0.6667,3,0.1,6039,24.1,-82.56,82.58,-1.0,5m
12,50,5.0,3.0,1.0,3,0.1,6039,23.9,-82.68,82.84,-1.0,5m
12,50,2.0,1.0,0.3333,3,0.1,6039,21.1,-82.88,82.91,-1.0,5m
12,50,3.0,3.0,1.0,3,0.1,6039,24.0,-83.54,83.67,-1.0,5m
12,50,5.0,1.0,0.3333,3,0.1,6039,20.4,-83.55,83.69,-1.0,5m
12,50,5.0,2.0,0.6667,3,0.1,6039,23.3,-83.58,83.72,-1.0,5m
12,50,3.0,1.0,0.3333,3,0.1,6039,20.5,-83.95,84.07,-1.0,5m
12,50,3.0,2.0,0.6667,3,0.1,6039,23.4,-84.04,84.16,-1.0,5m
9,50,2.0,3.0,1.0,3,0.1,6963,23.8,-87.69,87.72,-1.0,5m
9,50,5.0,3.0,1.0,3,0.1,6963,23.2,-87.86,87.98,-1.0,5m
9,50,3.0,3.0,1.0,3,0.1,6963,23.4,-88.24,88.33,-1.0,5m
9,50,2.0,2.0,0.6667,3,0.1,6963,23.4,-88.27,88.29,-1.0,5m
9,50,2.0,1.0,0.3333,3,0.1,6963,21.0,-88.4,88.41,-1.0,5m
9,50,5.0,2.0,0.6667,3,0.1,6963,22.8,-88.45,88.56,-1.0,5m
9,50,3.0,2.0,0.6667,3,0.1,6963,22.9,-88.74,88.83,-1.0,5m
9,50,3.0,1.0,0.3333,3,0.1,6963,20.5,-88.9,88.98,-1.0,5m
9,50,5.0,1.0,0.3333,3,0.1,6963,20.4,-88.91,89.01,-1.0,5m
12,26,5.0,1.0,0.3333,3,0.1,8312,23.5,-90.55,90.68,-1.0,5m
12,26,3.0,1.0,0.3333,3,0.1,8312,23.6,-90.77,90.88,-1.0,5m
12,26,5.0,3.0,1.0,3,0.1,8312,26.2,-91.13,91.23,-1.0,5m
12,26,3.0,3.0,1.0,3,0.1,8312,26.3,-91.55,91.62,-1.0,5m
12,26,2.0,1.0,0.3333,3,0.1,8312,23.8,-91.73,91.79,-1.0,5m
12,26,5.0,2.0,0.6667,3,0.1,8312,25.7,-91.91,92.01,-1.0,5m
12,26,3.0,2.0,0.6667,3,0.1,8312,25.8,-92.13,92.2,-1.0,5m
12,26,2.0,3.0,1.0,3,0.1,8312,26.5,-92.3,92.34,-1.0,5m
12,26,2.0,2.0,0.6667,3,0.1,8312,26.0,-92.8,92.84,-1.0,5m
5,50,5.0,1.0,0.3333,3,0.1,9271,20.1,-93.89,93.97,-1.0,5m
5,50,2.0,2.0,0.6667,3,0.1,9271,21.9,-94.02,94.07,-1.0,5m
5,50,3.0,1.0,0.3333,3,0.1,9271,20.3,-94.03,94.1,-1.0,5m
12,21,2.0,3.0,1.0,3,0.1,9326,26.7,-94.03,94.04,-1.0,5m
12,21,2.0,1.0,0.3333,3,0.1,9326,24.1,-94.03,94.06,-1.0,5m
12,21,5.0,1.0,0.3333,3,0.1,9326,23.8,-94.05,94.11,-1.0,5m
