rsi_long,rsi_short,sl_mult,tp_mode,leverage,pos_ratio,use_ema200,trades,trades_per_yr,long_trades,short_trades,long_win_rate,short_win_rate,return_pct,max_drawdown,calmar
30,70,2.0,atr_2x,7,0.3,True,15,3.8,6,9,50.0,66.7,52.3,18.62,2.81
35,75,2.0,bb_mid,7,0.2,True,20,5.0,18,2,66.7,100.0,50.73,17.23,2.95
25,65,2.0,atr_3x,3,0.3,True,27,6.8,2,25,50.0,56.0,49.84,10.05,4.96
25,75,2.0,atr_3x,7,0.3,True,4,1.0,2,2,50.0,100.0,49.7,1.92,25.9
30,70,2.0,atr_3x,7,0.2,True,15,3.8,6,9,33.3,66.7,49.08,16.84,2.92
30,65,2.0,atr_3x,5,0.2,True,31,7.8,6,25,33.3,56.0,48.85,14.68,3.33
35,70,2.0,bb_mid,5,0.3,True,27,6.8,18,9,66.7,66.7,46.78,22.89,2.04
35,65,2.0,bb_mid,7,0.3,True,43,10.8,18,25,66.7,64.0,46.25,31.01,1.49
35,70,2.0,atr_3x,5,0.2,True,27,6.8,18,9,33.3,66.7,44.81,21.69,2.07
35,70,2.0,bb_mid,7,0.2,True,27,6.8,18,9,66.7,66.7,43.66,21.47,2.03
30,65,2.0,atr_3x,3,0.3,True,31,7.8,6,25,33.3,56.0,43.64,13.3,3.28
35,75,2.0,atr_3x,7,0.3,True,20,5.0,18,2,33.3,100.0,43.55,36.14,1.21
25,70,2.0,atr_2x,7,0.3,True,11,2.8,2,9,50.0,66.7,43.54,18.62,2.34
35,65,2.0,atr_3x,7,0.1,True,43,10.8,18,25,33.3,56.0,41.65,14.62,2.85
25,70,2.0,atr_3x,5,0.2,True,11,2.8,2,9,50.0,66.7,41.0,9.11,4.5
30,65,2.0,atr_2x,7,0.3,True,31,7.8,6,25,50.0,56.0,40.95,28.85,1.42
35,70,2.0,atr_3x,3,0.1,False,294,73.5,167,127,43.7,44.1,40.63,35.9,1.13
35,70,2.0,atr_3x,3,0.3,True,27,6.8,18,9,33.3,66.7,40.37,19.7,2.05
25,75,2.0,bb_mid,7,0.3,True,4,1.0,2,2,100.0,100.0,40.04,0.1,381.35
35,75,2.0,atr_3x,7,0.1,False,241,60.2,167,74,43.7,41.9,39.07,56.97,0.69
30,75,2.0,bb_mid,7,0.3,True,8,2.0,6,2,66.7,100.0,38.92,10.78,3.61
30,75,2.0,atr_2x,7,0.3,True,8,2.0,6,2,50.0,100.0,38.75,10.78,3.59
25,65,2.0,atr_3x,7,0.1,True,27,6.8,2,25,50.0,56.0,37.72,7.88,4.79
35,75,2.0,atr_3x,3,0.2,False,241,60.2,167,74,43.7,41.9,37.55,51.24,0.73
35,75,2.0,atr_3x,3,0.3,False,241,60.2,167,74,43.7,41.9,37.21,66.64,0.56
30,70,2.0,atr_2x,5,0.3,True,15,3.8,6,9,50.0,66.7,37.11,13.5,2.75
25,70,2.0,atr_3x,3,0.3,True,11,2.8,2,9,50.0,66.7,36.49,8.22,4.44
35,65,2.0,bb_mid,5,0.3,True,43,10.8,18,25,66.7,64.0,35.66,22.77,1.57
35,65,2.0,atr_3x,3,0.2,True,43,10.8,18,25,33.3,56.0,35.48,12.63,2.81
35,75,2.0,bb_mid,5,0.2,True,20,5.0,18,2,66.7,100.0,35.42,12.44,2.85
35,75,2.0,atr_3x,5,0.3,True,20,5.0,18,2,33.3,100.0,35.29,27.02,1.31
30,70,2.0,atr_2x,7,0.2,True,15,3.8,6,9,50.0,66.7,34.58,12.63,2.74
30,70,2.0,atr_3x,5,0.2,True,15,3.8,6,9,33.3,66.7,34.44,12.23,2.82
35,75,2.0,atr_3x,5,0.1,False,241,60.2,167,74,43.7,41.9,34.43,44.83,0.77
25,75,2.0,atr_3x,5,0.3,True,4,1.0,2,2,50.0,100.0,34.3,1.37,25.01
35,75,2.0,atr_3x,5,0.2,False,241,60.2,167,74,43.7,41.9,33.9,70.7,0.48
35,65,2.0,bb_mid,7,0.2,True,43,10.8,18,25,66.7,64.0,33.63,21.35,1.58
35,75,2.0,atr_3x,7,0.2,True,20,5.0,18,2,33.3,100.0,33.53,25.41,1.32
30,65,2.0,atr_3x,7,0.1,True,31,7.8,6,25,33.3,56.0,33.39,10.47,3.19
30,75,2.0,atr_3x,7,0.3,True,8,2.0,6,2,33.3,100.0,33.39,18.21,1.83
25,65,2.0,atr_2x,7,0.3,True,27,6.8,2,25,50.0,56.0,32.85,22.3,1.47
25,65,2.0,atr_3x,3,0.2,True,27,6.8,2,25,50.0,56.0,31.87,6.78,4.7
25,75,2.0,atr_3x,7,0.2,True,4,1.0,2,2,50.0,100.0,31.83,1.28,24.87
35,75,2.0,bb_mid,3,0.3,True,20,5.0,18,2,66.7,100.0,31.68,11.23,2.82
35,70,2.0,atr_3x,7,0.1,True,27,6.8,18,9,33.3,66.7,31.4,15.62,2.01
30,65,2.0,atr_2x,5,0.3,True,31,7.8,6,25,50.0,56.0,31.17,21.37,1.46
35,70,2.0,bb_mid,5,0.2,True,27,6.8,18,9,66.7,66.7,31.08,15.65,1.99
30,70,2.0,atr_3x,3,0.3,True,15,3.8,6,9,33.3,66.7,30.84,11.06,2.79
25,75,2.0,atr_2x,7,0.3,True,4,1.0,2,2,50.0,100.0,30.77,1.82,16.94
25,70,2.0,atr_2x,5,0.3,True,11,2.8,2,9,50.0,66.7,30.71,13.5,2.28
25,70,2.0,bb_mid,7,0.3,True,11,2.8,2,9,100.0,66.7,29.46,18.62,1.58
35,65,2.0,atr_3x,5,0.1,True,43,10.8,18,25,33.3,56.0,29.35,10.6,2.77
30,65,2.0,atr_2x,7,0.2,True,31,7.8,6,25,50.0,56.0,29.34,20.07,1.46
25,70,2.0,atr_2x,7,0.2,True,11,2.8,2,9,50.0,66.7,28.59,12.63,2.26
30,70,2.0,bb_mid,7,0.3,True,15,3.8,6,9,66.7,66.7,28.42,18.62,1.53
30,65,2.0,atr_3x,3,0.2,True,31,7.8,6,25,33.3,56.0,28.37,9.03,3.14
25,75,1.0,atr_3x,7,0.3,True,5,1.2,2,3,50.0,33.3,28.02,6.48,4.32
35,70,2.0,bb_mid,3,0.3,True,27,6.8,18,9,66.7,66.7,27.92,14.16,1.97
25,70,2.0,atr_3x,7,0.1,True,11,2.8,2,9,50.0,66.7,27.75,6.42,4.32
25,75,2.0,bb_mid,5,0.3,True,4,1.0,2,2,100.0,100.0,27.72,0.08,369.6
30,75,2.0,bb_mid,5,0.3,True,8,2.0,6,2,66.7,100.0,27.5,7.7,3.57
30,75,2.0,atr_2x,5,0.3,True,8,2.0,6,2,50.0,100.0,27.45,7.7,3.56
35,70,2.0,atr_3x,3,0.2,True,27,6.8,18,9,33.3,66.7,26.88,13.51,1.99
25,65,2.0,atr_3x,5,0.1,True,27,6.8,2,25,50.0,56.0,26.18,5.67,4.61
25,75,2.0,bb_mid,7,0.2,True,4,1.0,2,2,100.0,100.0,25.74,0.07,367.67
30,75,2.0,bb_mid,7,0.2,True,8,2.0,6,2,66.7,100.0,25.62,7.19,3.56
30,75,2.0,atr_2x,7,0.2,True,8,2.0,6,2,50.0,100.0,25.58,7.19,3.56
35,75,2.0,atr_3x,5,0.2,True,20,5.0,18,2,33.3,100.0,25.51,18.71,1.36
35,65,2.0,atr_3x,5,0.1,False,339,84.8,166,173,43.4,41.6,25.26,55.59,0.45
35,65,2.0,atr_3x,3,0.2,False,339,84.8,166,173,43.4,41.6,25.22,62.45,0.4
25,65,2.0,atr_2x,5,0.3,True,27,6.8,2,25,50.0,56.0,25.04,16.33,1.53
35,65,2.0,bb_mid,5,0.2,True,43,10.8,18,25,66.7,64.0,24.87,15.52,1.6
35,70,2.0,atr_2x,7,0.3,True,27,6.8,18,9,38.9,66.7,24.82,28.06,0.88
30,70,2.0,atr_2x,5,0.2,True,15,3.8,6,9,50.0,66.7,24.48,9.11,2.69
30,75,2.0,atr_3x,5,0.3,True,8,2.0,6,2,33.3,100.0,24.41,13.19,1.85
25,75,1.0,bb_mid,7,0.3,True,5,1.2,2,3,100.0,33.3,24.34,6.48,3.76
35,75,2.0,bb_mid,7,0.1,True,20,5.0,18,2,66.7,100.0,24.31,8.78,2.77
30,75,1.5,bb_mid,7,0.3,True,9,2.2,6,3,66.7,33.3,23.91,9.56,2.5
35,75,2.0,atr_3x,3,0.1,False,241,60.2,167,74,43.7,41.9,23.86,29.71,0.8
25,70,1.0,atr_3x,7,0.3,True,14,3.5,2,12,50.0,25.0,23.76,19.44,1.22
30,70,2.0,atr_3x,7,0.1,True,15,3.8,6,9,33.3,66.7,23.73,8.67,2.74
25,65,2.0,atr_2x,7,0.2,True,27,6.8,2,25,50.0,56.0,23.59,15.31,1.54
25,70,2.0,atr_3x,3,0.2,True,11,2.8,2,9,50.0,66.7,23.51,5.52,4.26
30,65,2.0,atr_3x,5,0.1,True,31,7.8,6,25,33.3,56.0,23.42,7.57,3.09
35,65,2.0,atr_3x,7,0.1,False,339,84.8,166,173,43.4,41.6,23.33,68.31,0.34
35,75,2.0,atr_3x,3,0.3,True,20,5.0,18,2,33.3,100.0,23.27,16.97,1.37
30,75,2.0,atr_3x,7,0.2,True,8,2.0,6,2,33.3,100.0,22.86,12.34,1.85
35,65,2.0,bb_mid,3,0.3,True,43,10.8,18,25,66.7,64.0,22.54,14.03,1.61
35,70,2.0,atr_3x,5,0.1,True,27,6.8,18,9,33.3,66.7,22.36,11.37,1.97
25,75,2.0,atr_3x,5,0.2,True,4,1.0,2,2,50.0,100.0,22.2,0.91,24.28
25,75,1.5,atr_3x,7,0.3,True,5,1.2,2,3,50.0,33.3,22.2,9.56,2.32
30,70,2.0,atr_2x,3,0.3,True,15,3.8,6,9,50.0,66.7,21.97,8.22,2.67
30,75,1.5,atr_2x,7,0.3,True,9,2.2,6,3,50.0,33.3,21.77,11.82,1.84
35,70,2.0,bb_mid,7,0.1,True,27,6.8,18,9,66.7,66.7,21.62,11.12,1.94
30,65,2.0,atr_2x,5,0.2,True,31,7.8,6,25,50.0,56.0,21.59,14.68,1.47
25,75,2.0,atr_2x,5,0.3,True,4,1.0,2,2,50.0,100.0,21.5,1.3,16.58
35,70,2.0,atr_2x,5,0.3,True,27,6.8,18,9,38.9,66.7,21.35,20.67,1.03
25,70,2.0,bb_mid,5,0.3,True,11,2.8,2,9,100.0,66.7,21.23,13.5,1.57
30,70,2.0,bb_mid,5,0.3,True,15,3.8,6,9,66.7,66.7,21.03,13.5,1.56
35,75,2.0,bb_mid,3,0.2,True,20,5.0,18,2,66.7,100.0,20.7,7.55,2.74
35,70,2.0,atr_2x,7,0.2,True,27,6.8,18,9,38.9,66.7,20.46,19.39,1.06
30,70,2.0,atr_3x,3,0.2,True,15,3.8,6,9,33.3,66.7,20.22,7.47,2.71
25,70,2.0,atr_2x,5,0.2,True,11,2.8,2,9,50.0,66.7,20.2,9.11,2.22
25,75,1.0,atr_3x,5,0.3,True,5,1.2,2,3,50.0,33.3,20.13,4.63,4.35
25,75,2.0,atr_2x,7,0.2,True,4,1.0,2,2,50.0,100.0,19.99,1.21,16.51
25,75,2.0,atr_3x,3,0.3,True,4,1.0,2,2,50.0,100.0,19.87,0.82,24.14
25,70,2.0,bb_mid,7,0.2,True,11,2.8,2,9,100.0,66.7,19.84,12.63,1.57
35,65,2.0,atr_3x,3,0.1,False,339,84.8,166,173,43.4,41.6,19.81,38.22,0.52
30,70,2.0,bb_mid,7,0.2,True,15,3.8,6,9,66.7,66.7,19.72,12.63,1.56
30,65,2.0,atr_2x,3,0.3,True,31,7.8,6,25,50.0,56.0,19.55,13.3,1.47
25,70,2.0,atr_3x,5,0.1,True,11,2.8,2,9,50.0,66.7,19.37,4.61,4.2
25,65,1.5,atr_3x,7,0.3,True,31,7.8,2,29,50.0,37.9,18.86,41.18,0.46
25,75,1.0,atr_3x,7,0.2,True,5,1.2,2,3,50.0,33.3,18.8,4.32,4.35
25,75,1.5,bb_mid,7,0.3,True,5,1.2,2,3,100.0,33.3,18.69,9.56,1.95
35,75,2.0,atr_3x,7,0.1,True,20,5.0,18,2,33.3,100.0,18.56,13.4,1.39
35,70,2.0,bb_mid,3,0.2,True,27,6.8,18,9,66.7,66.7,18.48,9.58,1.93
30,75,2.0,atr_2x,5,0.2,True,8,2.0,6,2,50.0,100.0,18.14,5.14,3.53
30,75,2.0,bb_mid,5,0.2,True,8,2.0,6,2,66.7,100.0,18.13,5.14,3.53
25,70,2.0,atr_2x,3,0.3,True,11,2.8,2,9,50.0,66.7,18.12,8.22,2.21
25,75,2.0,bb_mid,5,0.2,True,4,1.0,2,2,100.0,100.0,18.0,0.05,360.04
25,70,1.0,atr_3x,5,0.3,True,14,3.5,2,12,50.0,25.0,17.99,14.2,1.27
35,65,2.0,bb_mid,7,0.1,True,43,10.8,18,25,66.7,64.0,17.75,11.0,1.61
30,75,1.5,bb_mid,5,0.3,True,9,2.2,6,3,66.7,33.3,17.54,6.83,2.57
25,65,2.0,atr_2x,5,0.2,True,27,6.8,2,25,50.0,56.0,17.4,11.12,1.57
25,75,1.0,bb_mid,5,0.3,True,5,1.2,2,3,100.0,33.3,17.38,4.63,3.75
35,65,2.0,atr_3x,3,0.1,True,43,10.8,18,25,33.3,56.0,17.32,6.46,2.68
35,75,2.0,bb_mid,5,0.1,True,20,5.0,18,2,66.7,100.0,17.12,6.31,2.71
30,70,2.0,atr_2x,7,0.1,True,15,3.8,6,9,50.0,66.7,16.99,6.42,2.65
25,70,1.0,atr_3x,7,0.2,True,14,3.5,2,12,50.0,25.0,16.94,13.31,1.27
30,75,1.0,atr_3x,7,0.1,False,234,58.5,137,97,29.2,29.9,16.93,48.6,0.35
30,75,1.0,atr_3x,3,0.2,False,234,58.5,137,97,29.2,29.9,16.8,43.38,0.39
30,70,2.0,atr_3x,5,0.1,True,15,3.8,6,9,33.3,66.7,16.75,6.25,2.68
30,75,2.0,atr_3x,5,0.2,True,8,2.0,6,2,33.3,100.0,16.52,8.9,1.86
30,75,1.5,bb_mid,7,0.2,True,9,2.2,6,3,66.7,33.3,16.43,6.38,2.58
25,65,1.5,atr_3x,5,0.3,True,31,7.8,2,29,50.0,37.9,16.38,30.98,0.53
30,75,2.0,atr_2x,3,0.3,True,8,2.0,6,2,50.0,100.0,16.29,4.62,3.52
30,75,2.0,bb_mid,3,0.3,True,8,2.0,6,2,66.7,100.0,16.28,4.62,3.52
25,75,1.5,atr_3x,5,0.3,True,5,1.2,2,3,50.0,33.3,16.28,6.83,2.38
25,75,1.0,bb_mid,7,0.2,True,5,1.2,2,3,100.0,33.3,16.22,4.32,3.75
30,75,1.5,atr_2x,5,0.3,True,9,2.2,6,3,50.0,33.3,16.13,8.53,1.89
25,75,2.0,bb_mid,3,0.3,True,4,1.0,2,2,100.0,100.0,16.12,0.05,358.15
35,65,2.0,atr_2x,5,0.3,True,43,10.8,18,25,38.9,56.0,16.09,20.67,0.78
35,75,2.0,atr_3x,3,0.2,True,20,5.0,18,2,33.3,100.0,16.09,11.57,1.39
35,70,2.0,atr_2x,5,0.2,True,27,6.8,18,9,38.9,66.7,16.05,14.13,1.14
30,75,1.0,atr_3x,5,0.1,False,234,58.5,137,97,29.2,29.9,15.86,37.67,0.42
25,65,2.0,atr_2x,3,0.3,True,27,6.8,2,25,50.0,56.0,15.78,10.05,1.57
35,65,2.0,atr_2x,7,0.2,True,43,10.8,18,25,38.9,56.0,15.77,19.39,0.81
25,65,1.5,atr_3x,7,0.2,True,31,7.8,2,29,50.0,37.9,15.72,29.17,0.54
35,65,2.0,atr_2x,7,0.3,True,43,10.8,18,25,38.9,56.0,15.53,28.06,0.55
30,65,2.0,atr_2x,7,0.1,True,31,7.8,6,25,50.0,56.0,15.37,10.47,1.47
35,70,2.0,bb_mid,5,0.1,True,27,6.8,18,9,66.7,66.7,15.36,8.02,1.91
35,65,2.0,bb_mid,3,0.2,True,43,10.8,18,25,66.7,64.0,15.29,9.47,1.62
25,75,2.0,atr_3x,7,0.1,True,4,1.0,2,2,50.0,100.0,15.27,0.64,23.85
25,75,1.5,atr_3x,7,0.2,True,5,1.2,2,3,50.0,33.3,15.26,6.38,2.39
25,65,2.0,atr_3x,3,0.1,True,27,6.8,2,25,50.0,56.0,15.25,3.43,4.44
30,75,1.5,atr_2x,7,0.2,True,9,2.2,6,3,50.0,33.3,15.14,7.98,1.9
35,70,1.5,atr_3x,5,0.1,False,334,83.5,188,146,35.1,36.3,14.91,59.04,0.25
30,75,2.0,atr_3x,3,0.3,True,8,2.0,6,2,33.3,100.0,14.9,8.02,1.86
30,75,1.0,atr_3x,3,0.3,False,234,58.5,137,97,29.2,29.9,14.83,57.69,0.26
25,65,2.0,bb_mid,7,0.3,True,27,6.8,2,25,100.0,64.0,14.78,19.25,0.77
35,70,2.0,atr_2x,3,0.3,True,27,6.8,18,9,38.9,66.7,14.75,12.78,1.15
30,70,2.0,atr_2x,3,0.2,False,234,58.5,103,131,52.4,51.1,14.71,54.17,0.27
30,75,1.5,atr_3x,7,0.3,True,9,2.2,6,3,33.3,33.3,14.6,15.81,0.92
30,70,2.0,atr_2x,5,0.1,False,234,58.5,103,131,52.4,51.1,14.55,47.6,0.31
30,70,2.0,atr_2x,3,0.2,True,15,3.8,6,9,50.0,66.7,14.52,5.52,2.63
35,65,2.0,atr_3x,3,0.3,False,339,84.8,166,173,43.4,41.6,14.41,77.56,0.19
30,70,2.0,bb_mid,5,0.2,True,15,3.8,6,9,66.7,66.7,14.35,9.11,1.58
25,75,1.0,atr_2x,7,0.3,True,5,1.2,2,3,50.0,33.3,14.24,6.48,2.2
25,70,2.0,bb_mid,5,0.2,True,11,2.8,2,9,100.0,66.7,14.22,9.11,1.56
25,75,2.0,atr_2x,5,0.2,True,4,1.0,2,2,50.0,100.0,14.07,0.86,16.27
25,70,2.0,atr_2x,7,0.1,True,11,2.8,2,9,50.0,66.7,14.0,6.42,2.18
35,70,1.5,atr_3x,3,0.2,False,334,83.5,188,146,35.1,36.3,13.98,65.94,0.21
30,70,2.0,atr_3x,5,0.1,False,227,56.8,100,127,43.0,44.1,13.93,52.37,0.27
30,70,2.0,atr_2x,7,0.1,False,234,58.5,103,131,52.4,51.1,13.88,59.97,0.23
30,65,2.0,bb_mid,7,0.3,True,31,7.8,6,25,66.7,64.0,13.86,21.05,0.66
30,65,2.0,atr_3x,3,0.1,True,31,7.8,6,25,33.3,56.0,13.78,4.6,3.0
35,75,2.0,atr_2x,7,0.3,True,20,5.0,18,2,38.9,100.0,13.71,22.09,0.62
25,75,1.5,bb_mid,5,0.3,True,5,1.2,2,3,100.0,33.3,13.62,6.83,1.99
35,75,2.0,atr_3x,5,0.1,True,20,5.0,18,2,33.3,100.0,13.56,9.71,1.4
25,75,1.0,atr_3x,5,0.2,True,5,1.2,2,3,50.0,33.3,13.47,3.09,4.36
35,65,2.0,atr_2x,5,0.2,True,43,10.8,18,25,38.9,56.0,13.36,14.13,0.95
35,70,2.0,atr_3x,3,0.1,True,27,6.8,18,9,33.3,66.7,13.34,6.95,1.92
30,65,2.0,atr_2x,3,0.2,True,31,7.8,6,25,50.0,56.0,13.24,9.03,1.47
30,70,2.0,atr_3x,3,0.2,False,227,56.8,100,127,43.0,44.1,13.08,59.13,0.22
25,75,2.0,atr_3x,3,0.2,True,4,1.0,2,2,50.0,100.0,13.01,0.55,23.71
30,70,2.0,bb_mid,3,0.3,True,15,3.8,6,9,66.7,66.7,12.96,8.22,1.58
35,65,2.0,bb_mid,5,0.1,True,43,10.8,18,25,66.7,64.0,12.81,7.92,1.62
35,75,2.0,atr_2x,5,0.3,True,20,5.0,18,2,38.9,100.0,12.81,16.05,0.8
25,70,2.0,bb_mid,3,0.3,True,11,2.8,2,9,100.0,66.7,12.81,8.22,1.56
25,75,1.5,bb_mid,7,0.2,True,5,1.2,2,3,100.0,33.3,12.76,6.38,2.0
35,70,1.5,atr_3x,3,0.1,False,334,83.5,188,146,35.1,36.3,12.7,41.11,0.31
30,75,1.0,atr_3x,5,0.2,False,234,58.5,137,97,29.2,29.9,12.65,61.65,0.21
25,75,2.0,atr_2x,3,0.3,True,4,1.0,2,2,50.0,100.0,12.62,0.78,16.21
30,75,2.0,atr_2x,7,0.1,True,8,2.0,6,2,50.0,100.0,12.61,3.6,3.51
30,75,2.0,bb_mid,7,0.1,True,8,2.0,6,2,66.7,100.0,12.6,3.6,3.5
30,75,2.0,atr_2x,3,0.2,False,178,44.5,103,75,52.4,50.7,12.56,46.92,0.27
25,70,1.0,atr_3x,5,0.2,True,14,3.5,2,12,50.0,25.0,12.51,9.65,1.3
35,65,2.0,atr_2x,3,0.3,True,43,10.8,18,25,38.9,56.0,12.48,12.78,0.98
25,65,1.5,atr_3x,5,0.2,True,31,7.8,2,29,50.0,37.9,12.44,21.54,0.58
25,65,2.0,atr_2x,7,0.1,True,27,6.8,2,25,50.0,56.0,12.43,7.88,1.58
30,75,2.0,atr_2x,5,0.1,False,178,44.5,103,75,52.4,50.7,12.42,40.72,0.3
35,75,2.0,atr_2x,7,0.2,True,20,5.0,18,2,38.9,100.0,12.41,15.03,0.83
25,75,2.0,bb_mid,7,0.1,True,4,1.0,2,2,100.0,100.0,12.4,0.04,354.39
35,75,1.0,atr_3x,5,0.1,False,324,81.0,227,97,26.9,29.9,12.23,40.73,0.3
25,75,1.0,atr_3x,3,0.3,True,5,1.2,2,3,50.0,33.3,12.13,2.78,4.36
30,70,2.0,atr_2x,5,0.1,True,15,3.8,6,9,50.0,66.7,12.06,4.61,2.62
25,65,2.0,bb_mid,5,0.3,True,27,6.8,2,25,100.0,64.0,12.05,13.7,0.88
25,70,2.0,atr_2x,3,0.2,True,11,2.8,2,9,50.0,66.7,11.96,5.52,2.17
35,75,1.5,atr_3x,5,0.1,False,271,67.8,189,82,34.9,37.8,11.94,52.89,0.23
35,70,2.0,atr_2x,7,0.1,True,27,6.8,18,9,38.9,66.7,11.93,10.04,1.19
30,75,1.5,bb_mid,5,0.2,True,9,2.2,6,3,66.7,33.3,11.91,4.56,2.61
30,75,2.0,atr_2x,7,0.1,False,178,44.5,103,75,52.4,50.7,11.87,52.56,0.23
30,65,2.0,bb_mid,5,0.3,True,31,7.8,6,25,66.7,64.0,11.86,15.29,0.78
30,70,2.0,atr_3x,3,0.1,False,227,56.8,100,127,43.0,44.1,11.85,35.61,0.33
35,75,1.0,atr_3x,3,0.2,False,324,81.0,227,97,26.9,29.9,11.83,46.84,0.25
35,70,1.5,atr_3x,7,0.1,False,334,83.5,188,146,35.1,36.3,11.74,71.74,0.16
30,65,1.5,atr_3x,5,0.3,True,35,8.8,6,29,33.3,37.9,11.71,24.92,0.47
30,70,1.0,atr_3x,5,0.1,False,309,77.2,137,172,29.2,27.3,11.67,43.55,0.27
30,75,2.0,atr_3x,7,0.1,True,8,2.0,6,2,33.3,100.0,11.64,6.27,1.86
30,75,1.0,atr_3x,3,0.1,False,234,58.5,137,97,29.2,29.9,11.63,24.58,0.47
30,75,1.5,atr_3x,5,0.3,True,9,2.2,6,3,33.3,33.3,11.62,11.43,1.02
25,75,1.0,bb_mid,5,0.2,True,5,1.2,2,3,100.0,33.3,11.58,3.09,3.75
25,65,2.0,bb_mid,7,0.2,True,27,6.8,2,25,100.0,64.0,11.47,12.77,0.9
30,65,1.5,atr_3x,7,0.2,True,35,8.8,6,29,33.3,37.9,11.47,23.33,0.49
30,65,1.5,atr_3x,7,0.3,True,35,8.8,6,29,33.3,37.9,11.46,34.15,0.34
25,65,1.5,atr_3x,3,0.3,True,31,7.8,2,29,50.0,37.9,11.45,19.55,0.59
30,65,2.0,bb_mid,7,0.2,True,31,7.8,6,25,66.7,64.0,11.36,14.31,0.79
25,70,1.0,atr_3x,3,0.3,True,14,3.5,2,12,50.0,25.0,11.35,8.72,1.3
25,70,2.0,atr_3x,3,0.1,True,11,2.8,2,9,50.0,66.7,11.35,2.78,4.08
30,70,2.0,atr_2x,3,0.1,False,234,58.5,103,131,52.4,51.1,11.33,31.84,0.36
30,70,1.0,atr_3x,3,0.2,False,309,77.2,137,172,29.2,27.3,11.33,49.76,0.23
30,65,2.0,atr_2x,5,0.1,True,31,7.8,6,25,50.0,56.0,11.08,7.57,1.46
25,75,1.5,atr_3x,5,0.2,True,5,1.2,2,3,50.0,33.3,11.07,4.56,2.43
30,75,1.5,atr_2x,5,0.2,True,9,2.2,6,3,50.0,33.3,11.04,5.74,1.92
30,75,1.5,atr_3x,7,0.2,True,9,2.2,6,3,33.3,33.3,11.03,10.69,1.03
30,70,2.0,atr_3x,7,0.1,False,227,56.8,100,127,43.0,44.1,11.0,65.0,0.17
35,75,1.5,atr_3x,3,0.2,False,271,67.8,189,82,34.9,37.8,11.0,59.67,0.18
30,70,1.5,atr_2x,5,0.1,False,263,65.8,116,147,44.8,45.6,10.8,51.35,0.21
30,75,2.0,atr_2x,3,0.2,True,8,2.0,6,2,50.0,100.0,10.78,3.08,3.5
25,75,2.0,atr_3x,5,0.1,True,4,1.0,2,2,50.0,100.0,10.78,0.46,23.56
30,75,2.0,bb_mid,3,0.2,True,8,2.0,6,2,66.7,100.0,10.77,3.08,3.49
30,75,1.5,bb_mid,3,0.3,True,9,2.2,6,3,66.7,33.3,10.75,4.1,2.62
25,65,2.0,atr_2x,3,0.2,True,27,6.8,2,25,50.0,56.0,10.72,6.78,1.58
30,70,1.5,atr_2x,3,0.2,False,263,65.8,116,147,44.8,45.6,10.62,58.07,0.18
25,75,2.0,bb_mid,3,0.2,True,4,1.0,2,2,100.0,100.0,10.58,0.03,352.52
35,75,1.0,atr_3x,7,0.1,False,324,81.0,227,97,26.9,29.9,10.48,52.38,0.2
25,75,1.0,bb_mid,3,0.3,True,5,1.2,2,3,100.0,33.3,10.42,2.78,3.75
35,70,2.0,atr_2x,3,0.2,True,27,6.8,18,9,38.9,66.7,10.41,8.65,1.2
35,75,1.5,atr_3x,3,0.1,False,271,67.8,189,82,34.9,37.8,10.41,36.03,0.29
35,65,2.0,atr_2x,7,0.1,True,43,10.8,18,25,38.9,56.0,10.38,10.04,1.03
25,75,1.0,atr_2x,5,0.3,True,5,1.2,2,3,50.0,33.3,10.37,4.63,2.24
30,70,2.0,bb_mid,7,0.1,True,15,3.8,6,9,66.7,66.7,10.16,6.42,1.58
35,75,2.0,atr_2x,5,0.2,True,20,5.0,18,2,38.9,100.0,10.14,10.86,0.93
35,75,2.0,bb_mid,3,0.1,True,20,5.0,18,2,66.7,100.0,10.12,3.8,2.66
35,75,1.0,atr_3x,3,0.1,False,324,81.0,227,97,26.9,29.9,10.1,26.65,0.38
30,70,1.0,atr_3x,7,0.1,False,309,77.2,137,172,29.2,27.3,10.09,55.32,0.18
30,65,2.0,atr_2x,5,0.1,False,287,71.8,103,184,52.4,50.5,10.01,52.13,0.19
25,75,1.5,atr_3x,3,0.3,True,5,1.2,2,3,50.0,33.3,10.0,4.1,2.44
30,75,2.0,atr_3x,3,0.2,True,8,2.0,6,2,33.3,100.0,10.0,5.39,1.86
30,75,1.5,atr_2x,3,0.3,True,9,2.2,6,3,50.0,33.3,9.98,5.18,1.93
25,70,2.0,bb_mid,7,0.1,True,11,2.8,2,9,100.0,66.7,9.97,6.42,1.55
25,70,2.0,atr_2x,5,0.1,True,11,2.8,2,9,50.0,66.7,9.94,4.61,2.16
30,70,2.0,atr_3x,3,0.1,True,15,3.8,6,9,33.3,66.7,9.93,3.78,2.62
25,75,2.0,atr_2x,7,0.1,True,4,1.0,2,2,50.0,100.0,9.74,0.61,16.09
30,65,1.5,atr_3x,5,0.2,True,35,8.8,6,29,33.3,37.9,9.72,16.84,0.58
25,75,1.0,atr_2x,7,0.2,True,5,1.2,2,3,50.0,33.3,9.71,4.32,2.25
30,75,2.0,atr_2x,3,0.1,False,178,44.5,103,75,52.4,50.7,9.68,26.52,0.36
