macro_span,bull_rsi_long,bear_rsi_long,rsi_short,sl_mult,tp_mode,leverage,pos_ratio,trades,long_trades,short_trades,win_rate,long_win_rate,short_win_rate,return_pct,max_drawdown,calmar
800,45,20,70,1.5,atr_2x,3,0.7,235,136,99,32.3,34.6,29.3,-99.93,99.95,-1.0
800,35,25,70,1.5,atr_3x,3,0.7,251,152,99,27.9,28.9,26.3,-99.93,99.94,-1.0
800,40,25,70,2.0,atr_3x,3,0.7,247,163,84,36.8,38.0,34.5,-99.94,99.96,-1.0
800,40,20,65,1.5,atr_2x,3,0.7,268,119,149,33.6,35.3,32.2,-99.94,99.95,-1.0
500,40,25,70,1.5,atr_3x,3,0.7,266,190,76,29.3,30.0,27.6,-99.94,99.95,-1.0
500,45,25,70,1.5,atr_2x,3,0.7,283,207,76,33.9,35.3,30.3,-99.94,99.95,-1.0
500,40,25,65,1.5,atr_3x,3,0.7,310,190,120,30.6,30.0,31.7,-99.94,99.96,-1.0
500,45,25,65,2.0,atr_2x,3,0.7,294,186,108,43.2,43.0,43.5,-99.94,99.95,-1.0
800,45,20,65,2.0,atr_2x,3,0.7,251,121,130,41.8,43.0,40.8,-99.95,99.97,-1.0
1200,45,25,70,2.0,atr_2x,3,0.7,265,166,99,42.6,42.2,43.4,-99.95,99.96,-1.0
500,45,25,65,2.0,atr_3x,3,0.7,287,183,104,38.3,37.2,40.4,-99.95,99.97,-1.0
1200,40,25,65,2.0,atr_2x,3,0.7,300,153,147,43.0,41.8,44.2,-99.95,99.96,-1.0
800,40,25,70,1.5,atr_2x,3,0.7,279,180,99,33.0,35.0,29.3,-99.95,99.96,-1.0
1200,40,25,65,1.5,atr_2x,3,0.7,334,167,167,35.3,35.3,35.3,-99.95,99.96,-1.0
800,40,25,65,2.0,atr_3x,3,0.7,289,163,126,37.4,38.0,36.5,-99.95,99.97,-1.0
800,35,25,65,1.5,atr_3x,3,0.7,298,152,146,28.9,28.9,28.8,-99.95,99.96,-1.0
1200,45,25,70,1.5,atr_2x,3,0.7,297,183,114,34.3,35.0,33.3,-99.95,99.96,-1.0
500,45,25,70,2.0,atr_3x,3,0.7,249,183,66,37.3,37.2,37.9,-99.95,99.97,-1.0
1200,35,25,65,2.0,atr_3x,3,0.7,273,130,143,37.0,35.4,38.5,-99.95,99.98,-1.0
1200,35,25,65,1.5,atr_3x,3,0.7,306,142,164,29.7,28.9,30.5,-99.95,99.96,-1.0
800,45,20,70,1.5,atr_3x,3,0.7,231,132,99,27.7,28.8,26.3,-99.96,99.97,-1.0
500,45,25,65,1.5,atr_2x,3,0.7,330,207,123,35.2,35.3,35.0,-99.96,99.96,-1.0
1200,45,20,65,1.5,atr_3x,3,0.7,287,122,165,30.0,29.5,30.3,-99.96,99.97,-1.0
800,45,25,70,2.0,atr_2x,3,0.7,262,178,84,41.2,42.7,38.1,-99.96,99.97,-1.0
800,40,25,65,2.0,atr_2x,3,0.7,294,164,130,41.8,42.7,40.8,-99.96,99.96,-1.0
1200,45,25,65,2.0,atr_2x,3,0.7,313,166,147,43.1,42.2,44.2,-99.97,99.98,-1.0
1200,45,25,65,1.5,atr_2x,3,0.7,350,183,167,35.1,35.0,35.3,-99.97,99.97,-1.0
800,45,20,65,1.5,atr_2x,3,0.7,285,136,149,33.3,34.6,32.2,-99.97,99.97,-1.0
1200,40,25,70,2.0,atr_3x,3,0.7,251,152,99,37.1,36.2,38.4,-99.97,99.98,-1.0
1200,40,25,70,1.5,atr_3x,3,0.7,281,167,114,29.2,29.3,28.9,-99.97,99.97,-1.0
800,45,25,70,2.0,atr_3x,3,0.7,260,176,84,36.5,37.5,34.5,-99.97,99.98,-1.0
800,45,20,65,1.5,atr_3x,3,0.7,279,132,147,28.7,28.8,28.6,-99.98,99.98,-1.0
800,40,25,70,1.5,atr_3x,3,0.7,279,180,99,28.3,29.4,26.3,-99.98,99.98,-1.0
800,40,25,65,1.5,atr_3x,3,0.7,326,180,146,29.1,29.4,28.8,-99.98,99.99,-1.0
1200,45,25,70,1.5,atr_3x,3,0.7,294,180,114,28.9,28.9,28.9,-99.98,99.99,-1.0
800,45,25,65,2.0,atr_2x,3,0.7,308,178,130,41.9,42.7,40.8,-99.98,99.98,-1.0
800,40,25,65,1.5,atr_2x,3,0.7,329,180,149,33.7,35.0,32.2,-99.98,99.98,-1.0
800,45,25,65,2.0,atr_3x,3,0.7,302,176,126,37.1,37.5,36.5,-99.98,99.98,-1.0
800,45,25,70,1.5,atr_2x,3,0.7,296,197,99,32.8,34.5,29.3,-99.98,99.98,-1.0
500,45,25,70,1.5,atr_3x,3,0.7,279,203,76,28.7,29.1,27.6,-99.98,99.98,-1.0
500,45,25,65,1.5,atr_3x,3,0.7,323,203,120,30.0,29.1,31.7,-99.98,99.99,-1.0
1200,40,25,65,1.5,atr_3x,3,0.7,331,167,164,29.9,29.3,30.5,-99.98,99.99,-1.0
1200,40,25,65,2.0,atr_3x,3,0.7,295,152,143,37.3,36.2,38.5,-99.98,99.99,-1.0
1200,45,25,70,2.0,atr_3x,3,0.7,264,165,99,37.1,36.4,38.4,-99.98,99.98,-1.0
1200,45,25,65,1.5,atr_3x,3,0.7,344,180,164,29.7,28.9,30.5,-99.99,99.99,-1.0
1200,45,25,65,2.0,atr_3x,3,0.7,308,165,143,37.3,36.4,38.5,-99.99,99.99,-1.0
800,45,25,70,1.5,atr_3x,3,0.7,292,193,99,27.7,28.5,26.3,-99.99,99.99,-1.0
800,45,25,65,1.5,atr_3x,3,0.7,339,193,146,28.6,28.5,28.8,-99.99,100.0,-1.0
800,45,25,65,1.5,atr_2x,3,0.7,346,197,149,33.5,34.5,32.2,-99.99,99.99,-1.0
