retrace_min,retrace_max,tp_ext,sl_buf,leverage,pos_ratio,signal_type,trades,win_rate,return_pct,max_drawdown,calmar,final_balance,swing_window,coin,timeframe,n_bos,n_zones
0.5,0.786,1.272,0.002,7,0.2,fvg_only,100,17.0,31.14,20.74,1.5,1311.43,5,eth,1H,540,1075
0.5,0.786,1.272,0.002,5,0.2,fvg_only,100,17.0,22.51,15.23,1.48,1225.11,5,eth,1H,540,1075
0.5,0.786,1.272,0.002,7,0.1,fvg_only,100,17.0,15.87,10.89,1.46,1158.68,5,eth,1H,540,1075
0.5,0.786,1.272,0.002,3,0.2,fvg_only,100,17.0,13.63,9.4,1.45,1136.28,5,eth,1H,540,1075
0.5,0.786,1.272,0.002,5,0.1,fvg_only,100,17.0,11.38,7.89,1.44,1113.77,5,eth,1H,540,1075
0.5,0.786,1.272,0.002,3,0.1,fvg_only,100,17.0,6.85,4.8,1.43,1068.46,5,eth,1H,540,1075
0.5,0.786,1.272,0.002,3,0.1,fvg_only,92,15.2,1.98,3.02,0.66,1019.81,3,eth,1H,809,1285
0.5,0.786,1.618,0.002,3,0.1,fvg_only,96,14.6,2.95,4.5,0.65,1029.46,5,eth,1H,540,1075
0.5,0.786,1.618,0.002,5,0.1,fvg_only,96,14.6,4.8,7.41,0.65,1047.97,5,eth,1H,540,1075
0.5,0.786,1.618,0.002,7,0.1,fvg_only,96,14.6,6.55,10.25,0.64,1065.53,5,eth,1H,540,1075
0.5,0.786,1.618,0.002,3,0.2,fvg_only,96,14.6,5.69,8.84,0.64,1056.87,5,eth,1H,540,1075
0.5,0.786,1.618,0.002,5,0.2,fvg_only,96,14.6,9.0,14.38,0.63,1090.02,5,eth,1H,540,1075
0.5,0.786,1.272,0.002,5,0.1,fvg_only,92,15.2,3.09,4.99,0.62,1030.91,3,eth,1H,809,1285
0.5,0.786,1.618,0.002,7,0.2,fvg_only,96,14.6,11.91,19.65,0.61,1119.05,5,eth,1H,540,1075
0.5,0.786,1.272,0.002,3,0.2,fvg_only,92,15.2,3.58,5.96,0.6,1035.85,3,eth,1H,809,1285
0.5,0.786,1.272,0.002,7,0.1,fvg_only,92,15.2,4.04,6.92,0.58,1040.37,3,eth,1H,809,1285
0.5,0.786,1.272,0.002,5,0.2,fvg_only,92,15.2,5.16,9.75,0.53,1051.57,3,eth,1H,809,1285
0.5,0.786,1.272,0.005,3,0.1,fvg_only,100,22.0,4.04,7.58,0.53,1040.39,5,eth,1H,540,1075
0.5,0.786,1.272,0.005,5,0.1,fvg_only,100,22.0,6.5,12.34,0.53,1065.02,5,eth,1H,540,1075
0.5,0.786,1.272,0.005,7,0.1,fvg_only,100,22.0,8.77,16.87,0.52,1087.73,5,eth,1H,540,1075
0.5,0.786,1.272,0.005,3,0.2,fvg_only,100,22.0,7.66,14.63,0.52,1076.62,5,eth,1H,540,1075
0.5,0.786,1.272,0.005,5,0.2,fvg_only,100,22.0,11.81,23.26,0.51,1118.1,5,eth,1H,540,1075
0.5,0.786,1.272,0.005,7,0.2,fvg_only,100,22.0,15.15,31.08,0.49,1151.5,5,eth,1H,540,1075
0.5,0.786,1.272,0.002,7,0.2,fvg_only,92,15.2,6.11,13.41,0.46,1061.12,3,eth,1H,809,1285
0.5,0.786,2.0,0.002,3,0.1,fvg_only,96,11.5,1.81,4.55,0.4,1018.08,5,eth,1H,540,1075
0.5,0.786,2.0,0.002,5,0.1,fvg_only,96,11.5,2.85,7.49,0.38,1028.46,5,eth,1H,540,1075
0.5,0.786,2.0,0.002,3,0.2,fvg_only,96,11.5,3.31,8.94,0.37,1033.14,5,eth,1H,540,1075
0.5,0.786,2.0,0.002,7,0.1,fvg_only,96,11.5,3.75,10.37,0.36,1037.48,5,eth,1H,540,1075
0.5,0.786,2.0,0.002,3,0.1,both,191,14.7,5.13,14.09,0.36,1051.34,8,eth,1H,353,890
0.5,0.786,2.0,0.002,5,0.2,fvg_only,96,11.5,4.84,14.55,0.33,1048.45,5,eth,1H,540,1075
0.5,0.786,2.0,0.002,5,0.1,both,191,14.7,7.36,22.5,0.33,1073.6,8,eth,1H,353,890
0.5,0.786,2.0,0.002,3,0.2,both,191,14.7,8.11,26.43,0.31,1081.07,8,eth,1H,353,890
0.5,0.786,2.0,0.002,7,0.1,both,191,14.7,8.61,30.19,0.29,1086.09,8,eth,1H,353,890
0.5,0.786,2.0,0.002,7,0.2,fvg_only,96,11.5,5.83,19.9,0.29,1058.34,5,eth,1H,540,1075
0.5,0.786,2.0,0.002,5,0.2,both,191,14.7,8.68,40.47,0.21,1086.76,8,eth,1H,353,890
0.5,0.786,2.0,0.002,7,0.2,both,191,14.7,5.61,52.1,0.11,1056.14,8,eth,1H,353,890
0.382,0.786,1.272,0.002,3,0.1,fvg_only,179,14.0,0.89,8.29,0.11,1008.86,5,eth,1H,540,1075
0.5,0.786,1.272,0.002,3,0.1,both,203,20.7,1.27,11.61,0.11,1012.69,8,eth,1H,353,890
0.5,0.786,2.0,0.005,3,0.1,both,182,18.1,1.37,17.01,0.08,1013.74,8,eth,1H,353,890
0.382,0.786,1.272,0.002,5,0.1,fvg_only,179,14.0,1.1,13.49,0.08,1011.03,5,eth,1H,540,1075
0.5,0.786,1.272,0.002,5,0.1,both,203,20.7,1.36,18.71,0.07,1013.61,8,eth,1H,353,890
0.382,0.618,1.272,0.002,3,0.1,fvg_only,172,14.0,0.63,8.74,0.07,1006.25,5,eth,1H,540,1075
0.382,0.786,1.272,0.002,3,0.2,fvg_only,179,14.0,1.1,16.0,0.07,1011.03,5,eth,1H,540,1075
0.382,0.786,1.272,0.002,7,0.1,fvg_only,179,14.0,1.03,18.44,0.06,1010.32,5,eth,1H,540,1075
0.5,0.786,1.618,0.002,3,0.1,both,199,16.6,0.91,15.52,0.06,1009.11,8,eth,1H,353,890
0.382,0.618,1.272,0.002,5,0.1,fvg_only,172,14.0,0.67,14.18,0.05,1006.66,5,eth,1H,540,1075
0.5,0.786,1.272,0.002,3,0.2,both,203,20.7,1.18,22.07,0.05,1011.85,8,eth,1H,353,890
0.382,0.618,1.272,0.002,3,0.2,fvg_only,172,14.0,0.58,16.78,0.03,1005.78,5,eth,1H,540,1075
0.5,0.786,2.0,0.005,5,0.1,both,182,18.1,0.93,26.87,0.03,1009.27,8,eth,1H,353,890
0.5,0.786,1.272,0.002,7,0.1,both,203,20.7,0.86,25.32,0.03,1008.63,8,eth,1H,353,890
0.5,0.786,1.618,0.002,5,0.1,both,199,16.6,0.54,24.61,0.02,1005.42,8,eth,1H,353,890
0.5,0.786,1.618,0.005,3,0.1,fvg_only,96,18.8,0.12,7.34,0.02,1001.21,5,eth,1H,540,1075
0.382,0.786,1.272,0.002,5,0.2,fvg_only,179,14.0,0.41,25.41,0.02,1004.07,5,eth,1H,540,1075
0.382,0.618,1.272,0.002,7,0.1,fvg_only,172,14.0,0.42,19.31,0.02,1004.2,5,eth,1H,540,1075
0.5,0.786,2.0,0.005,3,0.2,both,182,18.1,0.31,31.4,0.01,1003.14,8,eth,1H,353,890
0.5,0.786,1.272,0.002,3,0.1,both,325,24.3,0.0,13.98,0.0,1000.04,5,eth,1H,540,1075
0.5,0.786,1.618,0.005,5,0.1,fvg_only,96,18.8,0.0,11.97,0.0,1000.05,5,eth,1H,540,1075
0.5,0.786,1.618,0.002,3,0.2,both,199,16.6,0.08,28.81,0.0,1000.76,8,eth,1H,353,890
0.5,0.786,2.0,0.005,3,0.1,ob_only,151,19.9,-0.26,18.28,-0.01,997.43,8,eth,1H,353,890
0.5,0.786,1.618,0.005,3,0.2,fvg_only,96,18.8,-0.11,14.2,-0.01,998.89,5,eth,1H,540,1075
0.5,0.786,1.618,0.005,7,0.1,fvg_only,96,18.8,-0.27,16.38,-0.02,997.34,5,eth,1H,540,1075
0.5,0.786,1.618,0.002,7,0.1,both,199,16.6,-0.57,32.79,-0.02,994.31,8,eth,1H,353,890
0.382,0.618,1.272,0.002,5,0.2,fvg_only,172,14.0,-0.46,26.48,-0.02,995.37,5,eth,1H,540,1075
0.5,0.786,2.0,0.005,7,0.1,both,182,18.1,-0.55,35.68,-0.02,994.55,8,eth,1H,353,890
0.5,0.786,1.272,0.002,5,0.2,both,203,20.7,-0.94,34.39,-0.03,990.59,8,eth,1H,353,890
0.5,0.786,2.0,0.002,3,0.1,ob_only,155,15.5,-0.64,18.57,-0.03,993.61,8,eth,1H,353,890
0.5,0.786,1.618,0.005,5,0.2,fvg_only,96,18.8,-0.95,22.63,-0.04,990.48,5,eth,1H,540,1075
0.382,0.786,1.272,0.002,7,0.2,fvg_only,179,14.0,-1.32,33.9,-0.04,986.76,5,eth,1H,540,1075
0.5,0.786,1.272,0.002,5,0.1,both,325,24.3,-0.87,22.4,-0.04,991.26,5,eth,1H,540,1075
0.5,0.786,1.272,0.002,3,0.2,both,325,24.3,-1.57,26.35,-0.06,984.34,5,eth,1H,540,1075
0.5,0.786,2.0,0.005,5,0.1,ob_only,151,19.9,-1.6,28.72,-0.06,984.01,8,eth,1H,353,890
0.382,0.618,1.272,0.002,7,0.2,fvg_only,172,14.0,-2.52,35.12,-0.07,974.77,5,eth,1H,540,1075
0.5,0.786,2.0,0.002,5,0.1,ob_only,155,15.5,-2.11,29.1,-0.07,978.89,8,eth,1H,353,890
0.5,0.786,1.272,0.002,7,0.1,both,325,24.3,-2.42,30.13,-0.08,975.81,5,eth,1H,540,1075
0.5,0.786,1.618,0.005,7,0.2,fvg_only,96,18.8,-2.37,30.3,-0.08,976.34,5,eth,1H,540,1075
0.5,0.786,2.0,0.005,3,0.2,ob_only,151,19.9,-2.59,33.47,-0.08,974.07,8,eth,1H,353,890
0.5,0.786,1.618,0.002,5,0.2,both,199,16.6,-3.52,43.53,-0.08,964.8,8,eth,1H,353,890
0.382,0.618,1.272,0.002,3,0.1,both,348,27.3,-1.76,21.03,-0.08,982.42,5,eth,1H,540,1075
0.5,0.786,2.0,0.002,3,0.2,ob_only,155,15.5,-3.13,33.87,-0.09,968.66,8,eth,1H,353,890
0.5,0.786,2.0,0.005,7,0.1,ob_only,151,19.9,-3.79,37.93,-0.1,962.11,8,eth,1H,353,890
0.5,0.786,2.0,0.005,5,0.2,both,182,18.1,-4.48,47.11,-0.1,955.17,8,eth,1H,353,890
0.382,0.786,2.0,0.005,3,0.1,ob_only,165,22.4,-1.93,18.97,-0.1,980.71,8,eth,1H,353,890
0.5,0.786,1.272,0.002,7,0.2,both,203,20.7,-5.14,45.0,-0.11,948.59,8,eth,1H,353,890
0.5,0.786,2.0,0.002,7,0.1,ob_only,155,15.5,-4.33,38.34,-0.11,956.66,8,eth,1H,353,890
