entry_pct,tp_pct,sl_capital,sl_price_pct,leverage,pos_ratio,trades,win_rate,return_pct,max_drawdown,sharpe
2.0,2.0,3.0,0.75,4,0.3,180,38.9,56.83,14.13,4.02
2.0,1.0,1.0,0.3333,3,0.3,189,52.4,56.31,2.7,20.88
1.5,1.0,2.0,0.5,4,0.3,381,46.7,56.01,11.99,4.67
1.5,1.0,3.0,0.6,5,0.3,378,48.9,55.75,17.49,3.19
1.5,5.0,5.0,1.0,5,0.2,338,21.0,55.71,22.51,2.47
1.0,5.0,2.0,0.4,5,0.3,1025,10.1,55.54,37.41,1.48
2.0,2.0,5.0,1.0,5,0.3,178,42.7,55.01,17.21,3.2
1.5,5.0,3.0,0.75,4,0.2,348,17.8,54.06,14.82,3.65
1.5,3.0,5.0,1.25,4,0.3,348,34.8,53.93,19.74,2.73
3.0,5.0,1.0,0.2,5,0.3,56,16.1,53.13,10.73,4.95
2.0,2.0,2.0,0.6667,3,0.3,180,38.9,52.95,9.62,5.5
3.0,2.0,1.0,0.25,4,0.3,58,43.1,52.88,2.14,24.7
1.0,2.0,1.0,0.25,4,0.1,1128,19.8,52.21,6.64,7.86
1.0,2.0,5.0,1.0,5,0.3,1002,38.1,51.98,54.94,0.95
1.5,1.0,5.0,1.0,5,0.3,374,59.1,51.82,21.5,2.41
1.5,3.0,3.0,1.0,3,0.3,353,31.2,51.61,13.02,3.96
1.5,1.0,1.0,0.25,4,0.2,386,38.9,51.29,4.18,12.27
1.5,2.0,2.0,0.6667,3,0.2,367,36.0,51.06,5.44,9.38
1.5,2.0,1.0,0.3333,3,0.2,377,26.5,51.0,4.27,11.95
1.5,2.0,1.0,0.5,2,0.3,371,31.5,50.67,5.54,9.15
2.0,1.0,1.0,0.25,4,0.2,189,49.7,50.34,2.06,24.39
1.5,1.0,1.0,0.3333,3,0.3,386,41.5,50.27,4.86,10.35
1.5,5.0,3.0,1.0,3,0.3,338,21.0,50.27,20.47,2.46
1.0,3.0,1.0,0.3333,3,0.2,1080,15.0,49.8,13.47,3.7
2.0,2.0,2.0,0.5,4,0.2,181,35.4,49.52,6.49,7.63
2.0,5.0,1.0,0.3333,3,0.2,173,15.6,49.48,3.86,12.83
3.0,3.0,1.0,0.2,5,0.3,57,24.6,49.47,4.91,10.08
2.0,1.0,2.0,0.6667,3,0.3,189,60.3,49.2,5.28,9.32
1.0,1.0,1.0,0.25,4,0.1,1163,34.9,48.88,4.28,11.42
1.0,1.0,3.0,0.6,5,0.3,1136,45.5,48.87,41.28,1.18
1.5,2.0,10.0,2.5,4,0.3,328,60.7,48.73,34.21,1.42
1.5,3.0,1.0,0.5,2,0.3,365,22.5,48.23,8.01,6.02
1.0,2.0,5.0,1.25,4,0.3,964,43.0,47.47,48.08,0.99
2.0,5.0,2.0,0.5,4,0.2,171,16.4,47.45,7.0,6.78
1.0,3.0,2.0,0.4,5,0.2,1069,16.0,47.18,25.39,1.86
3.0,2.0,2.0,0.5,4,0.3,58,46.6,46.88,3.6,13.0
2.0,5.0,2.0,0.6667,3,0.3,169,18.3,46.53,12.26,3.79
1.5,3.0,5.0,1.6667,3,0.3,336,41.1,46.49,25.54,1.82
1.5,2.0,2.0,1.0,2,0.3,360,42.8,46.41,8.54,5.44
1.5,2.0,3.0,1.0,3,0.2,360,42.8,46.41,8.54,5.44
1.5,1.0,2.0,0.4,5,0.2,384,43.0,46.26,7.54,6.14
1.5,5.0,1.0,0.5,2,0.3,356,14.3,45.87,14.67,3.13
1.0,5.0,2.0,0.5,4,0.2,1001,12.0,45.44,19.51,2.33
2.0,3.0,2.0,0.5,4,0.2,176,25.0,45.32,7.24,6.26
2.0,5.0,5.0,1.0,5,0.3,167,21.6,45.28,25.21,1.8
1.5,5.0,1.0,0.3333,3,0.2,366,11.5,45.24,12.68,3.57
1.5,2.0,5.0,1.6667,3,0.2,351,53.3,45.03,8.98,5.01
1.5,2.0,1.0,0.2,5,0.1,380,22.6,45.0,2.81,16.01
1.5,5.0,1.0,0.2,5,0.1,370,9.7,44.73,7.53,5.94
1.5,5.0,2.0,0.6667,3,0.2,350,16.9,44.43,10.15,4.38
1.5,5.0,5.0,1.25,4,0.3,333,23.7,44.05,26.15,1.68
2.0,3.0,2.0,0.6667,3,0.3,174,27.6,43.92,14.69,2.99
1.5,2.0,3.0,1.5,2,0.3,354,50.8,43.57,8.45,5.16
1.5,3.0,1.0,0.3333,3,0.2,372,18.0,43.54,4.14,10.52
1.0,2.0,3.0,0.6,5,0.3,1079,28.2,43.53,49.91,0.87
2.0,1.0,2.0,0.5,4,0.2,189,56.1,43.46,3.82,11.37
1.0,5.0,1.0,0.3333,3,0.2,1038,9.3,43.39,14.42,3.01
2.0,2.0,1.0,0.3333,3,0.2,183,32.8,43.29,3.52,12.3
1.5,3.0,3.0,0.6,5,0.1,362,25.1,43.28,6.91,6.26
1.5,5.0,5.0,1.6667,3,0.3,321,29.0,43.17,27.27,1.58
1.0,5.0,2.0,0.4,5,0.2,1025,10.1,43.03,26.71,1.61
2.0,1.0,5.0,1.25,4,0.3,187,67.4,42.89,8.86,4.84
2.0,5.0,3.0,0.75,4,0.3,169,18.3,42.78,20.34,2.1
1.0,3.0,1.0,0.25,4,0.1,1095,13.3,42.47,8.5,4.99
3.0,2.0,2.0,0.4,5,0.2,58,46.6,42.28,2.52,16.76
1.0,1.0,2.0,0.5,4,0.2,1145,42.7,42.07,21.66,1.94
2.0,5.0,1.0,0.2,5,0.1,177,13.6,42.05,2.25,18.69
2.0,3.0,1.0,0.3333,3,0.2,178,23.0,41.96,3.45,12.16
2.0,3.0,3.0,0.75,4,0.3,174,27.6,41.9,23.11,1.81
3.0,2.0,1.0,0.2,5,0.2,58,41.4,41.82,1.54,27.16
3.0,2.0,5.0,1.0,5,0.3,57,50.9,41.75,8.05,5.19
1.5,2.0,3.0,0.6,5,0.1,368,34.2,40.86,5.68,7.2
1.0,2.0,2.0,0.5,4,0.2,1095,25.8,40.74,28.41,1.43
1.5,3.0,1.0,0.2,5,0.1,376,15.2,40.7,3.27,12.44
1.5,3.0,3.0,1.5,2,0.3,341,39.6,40.69,12.75,3.19
1.5,5.0,3.0,0.6,5,0.1,354,16.1,40.23,11.94,3.37
3.0,2.0,1.0,0.3333,3,0.3,58,46.6,40.0,1.98,20.22
3.0,3.0,1.0,0.25,4,0.3,57,26.3,39.96,4.58,8.72
2.0,1.0,5.0,1.0,5,0.2,187,64.2,39.63,5.82,6.81
2.0,3.0,1.0,0.2,5,0.1,181,21.0,39.4,1.64,24.07
1.0,2.0,5.0,1.0,5,0.2,1002,38.1,39.31,40.47,0.97
1.5,5.0,3.0,1.5,2,0.3,326,27.6,39.25,17.55,2.24
1.0,3.0,2.0,0.5,4,0.3,1050,18.2,38.52,34.64,1.11
3.0,5.0,10.0,2.0,5,0.2,53,39.6,38.44,16.95,2.27
