entry_pct,tp_pct,sl_capital,sl_price_pct,leverage,pos_ratio,trades,win_rate,return_pct,max_drawdown,sharpe
1.0,1.0,5.0,5.0,1,0.3,334,82.0,-16.99,18.88,-0.9
1.0,5.0,10.0,2.5,4,0.2,289,34.3,-17.05,32.87,-0.52
0.5,3.0,3.0,3.0,1,0.2,887,50.1,-17.1,18.55,-0.92
1.0,3.0,10.0,2.5,4,0.2,327,46.5,-17.49,31.76,-0.55
1.0,5.0,3.0,3.0,1,0.3,264,36.0,-17.52,18.73,-0.94
0.5,1.0,2.0,2.0,1,0.1,1874,66.4,-18.31,18.44,-0.99
1.0,5.0,5.0,1.6667,3,0.2,321,25.2,-18.98,26.62,-0.71
0.5,1.0,10.0,10.0,1,0.2,721,90.6,-19.21,22.5,-0.85
0.5,5.0,3.0,3.0,1,0.2,628,36.8,-19.45,20.37,-0.96
0.5,3.0,5.0,2.5,2,0.1,995,45.4,-19.5,19.78,-0.99
1.0,1.0,5.0,1.25,4,0.3,433,58.4,-19.93,33.23,-0.6
0.5,2.0,3.0,3.0,1,0.2,1129,60.1,-20.82,21.06,-0.99
1.0,1.0,5.0,1.6667,3,0.3,415,64.1,-21.52,24.78,-0.87
0.5,5.0,10.0,5.0,2,0.2,406,50.0,-21.64,34.48,-0.63
0.5,2.0,10.0,5.0,2,0.2,805,72.0,-21.83,40.27,-0.54
1.0,5.0,10.0,5.0,2,0.3,209,49.8,-22.09,32.74,-0.67
0.5,5.0,2.0,2.0,1,0.2,839,28.0,-22.14,22.77,-0.97
1.0,1.0,10.0,5.0,2,0.2,334,82.0,-22.27,24.58,-0.91
1.0,1.0,10.0,2.5,4,0.2,393,72.3,-22.4,28.03,-0.8
0.5,3.0,10.0,3.3333,3,0.1,813,52.8,-22.87,26.74,-0.86
0.5,3.0,5.0,5.0,1,0.2,587,61.2,-23.0,24.19,-0.95
0.5,3.0,10.0,5.0,2,0.1,587,61.2,-23.0,24.19,-0.95
0.5,5.0,5.0,1.6667,3,0.1,975,25.3,-23.22,31.47,-0.74
1.0,3.0,10.0,5.0,2,0.3,248,62.1,-23.25,30.94,-0.75
0.5,1.0,3.0,3.0,1,0.2,1563,75.4,-24.12,25.53,-0.94
0.5,2.0,2.0,2.0,1,0.2,1437,50.2,-24.34,24.6,-0.99
0.5,5.0,1.0,1.0,1,0.2,1332,16.7,-24.4,25.28,-0.97
0.5,5.0,2.0,1.0,2,0.1,1332,16.7,-24.4,25.28,-0.97
1.0,1.0,10.0,2.0,5,0.2,403,68.0,-24.64,27.94,-0.88
0.5,5.0,3.0,1.5,2,0.2,1038,23.8,-24.76,37.1,-0.67
1.0,3.0,10.0,2.0,5,0.2,342,40.9,-24.79,36.97,-0.67
1.0,3.0,5.0,1.6667,3,0.3,357,36.4,-25.08,32.11,-0.78
0.5,3.0,3.0,3.0,1,0.3,887,50.1,-25.41,26.86,-0.95
1.0,1.0,10.0,3.3333,3,0.2,368,76.4,-25.74,29.3,-0.88
0.5,3.0,2.0,1.0,2,0.1,1683,25.3,-26.28,26.54,-0.99
0.5,3.0,1.0,1.0,1,0.2,1683,25.3,-26.28,26.54,-0.99
0.5,1.0,10.0,3.3333,3,0.1,1482,77.7,-26.7,31.45,-0.85
0.5,2.0,10.0,3.3333,3,0.2,1047,63.8,-27.18,43.73,-0.62
0.5,5.0,5.0,2.5,2,0.3,709,34.1,-28.13,44.23,-0.64
0.5,1.0,10.0,10.0,1,0.3,721,90.6,-28.22,32.13,-0.88
0.5,3.0,3.0,1.5,2,0.1,1397,33.0,-28.39,29.32,-0.97
0.5,1.0,5.0,5.0,1,0.2,1193,82.7,-28.61,29.73,-0.96
0.5,1.0,10.0,5.0,2,0.1,1193,82.7,-28.61,29.73,-0.96
1.0,5.0,10.0,2.0,5,0.3,300,30.0,-28.69,55.34,-0.52
0.5,5.0,3.0,3.0,1,0.3,628,36.8,-28.71,29.91,-0.96
1.0,3.0,10.0,3.3333,3,0.2,289,51.6,-29.09,31.19,-0.93
0.5,5.0,1.0,0.5,2,0.1,1848,9.3,-29.25,30.59,-0.96
1.0,3.0,10.0,2.5,4,0.3,327,46.5,-29.34,44.91,-0.65
0.5,1.0,5.0,2.5,2,0.1,1694,71.4,-29.35,31.08,-0.94
1.0,5.0,5.0,1.6667,3,0.3,321,25.2,-29.6,37.88,-0.78
0.5,2.0,1.0,1.0,1,0.2,1957,33.7,-29.77,30.51,-0.98
0.5,2.0,2.0,1.0,2,0.1,1957,33.7,-29.77,30.51,-0.98
0.5,3.0,1.0,0.5,2,0.1,2201,14.9,-30.17,30.57,-0.99
0.5,3.0,2.0,2.0,1,0.2,1161,39.0,-30.23,30.34,-1.0
0.5,2.0,3.0,3.0,1,0.3,1129,60.1,-30.26,30.57,-0.99
1.0,5.0,10.0,2.5,4,0.3,289,34.3,-30.64,46.5,-0.66
0.5,1.0,1.0,1.0,1,0.2,2370,51.2,-30.71,31.0,-0.99
0.5,1.0,2.0,1.0,2,0.1,2370,51.2,-30.71,31.0,-0.99
1.0,5.0,10.0,3.3333,3,0.2,250,38.8,-31.19,39.8,-0.78
0.5,2.0,5.0,2.5,2,0.2,1267,56.4,-31.3,32.64,-0.96
0.5,2.0,10.0,2.5,4,0.1,1267,56.4,-31.3,32.64,-0.96
0.5,5.0,2.0,0.6667,3,0.1,1648,12.3,-31.74,33.11,-0.96
0.5,3.0,5.0,1.6667,3,0.1,1314,35.9,-32.01,33.19,-0.96
0.5,2.0,3.0,1.5,2,0.1,1647,42.4,-32.12,32.41,-0.99
0.5,5.0,2.0,2.0,1,0.3,839,28.0,-32.14,32.45,-0.99
0.5,5.0,10.0,3.3333,3,0.2,576,40.5,-32.18,45.1,-0.71
1.0,1.0,10.0,5.0,2,0.3,334,82.0,-32.22,35.1,-0.92
1.0,1.0,10.0,2.5,4,0.3,393,72.3,-33.25,39.97,-0.83
0.5,3.0,5.0,5.0,1,0.3,587,61.2,-33.34,34.86,-0.96
0.5,1.0,2.0,2.0,1,0.2,1874,66.4,-33.53,33.72,-0.99
0.5,5.0,3.0,0.75,4,0.1,1548,13.8,-33.81,38.4,-0.88
0.5,2.0,10.0,5.0,2,0.3,805,72.0,-34.18,54.74,-0.62
0.5,1.0,3.0,3.0,1,0.3,1563,75.4,-34.37,36.14,-0.95
0.5,5.0,10.0,5.0,2,0.3,406,50.0,-34.74,47.54,-0.73
0.5,2.0,2.0,2.0,1,0.3,1437,50.2,-34.76,35.08,-0.99
0.5,5.0,1.0,1.0,1,0.3,1332,16.7,-34.92,36.0,-0.97
0.5,5.0,3.0,1.0,3,0.1,1332,16.7,-34.92,36.0,-0.97
1.0,1.0,10.0,2.0,5,0.3,403,68.0,-36.53,40.65,-0.9
0.5,3.0,5.0,2.5,2,0.2,995,45.4,-37.1,37.1,-1.0
1.0,1.0,10.0,3.3333,3,0.3,368,76.4,-37.1,41.56,-0.89
0.5,3.0,10.0,2.5,4,0.1,995,45.4,-37.1,37.1,-1.0
0.5,3.0,1.0,1.0,1,0.3,1683,25.3,-37.18,37.52,-0.99
0.5,3.0,3.0,1.0,3,0.1,1683,25.3,-37.18,37.52,-0.99
0.5,1.0,1.0,0.5,2,0.1,2768,34.4,-37.22,37.3,-1.0
0.5,3.0,5.0,1.25,4,0.1,1517,30.1,-37.44,39.22,-0.95
0.5,5.0,5.0,1.25,4,0.1,1146,20.2,-37.55,40.93,-0.92
0.5,5.0,3.0,1.5,2,0.3,1038,23.8,-37.72,50.88,-0.74
0.5,2.0,1.0,0.5,2,0.1,2424,20.1,-37.73,37.86,-1.0
0.5,5.0,1.0,0.3333,3,0.1,2128,6.8,-38.09,38.6,-0.99
0.5,1.0,3.0,1.5,2,0.1,2083,59.4,-38.24,38.65,-0.99
0.5,3.0,2.0,0.6667,3,0.1,2016,18.8,-38.52,39.47,-0.98
