fast_ema,slow_ema,tp_pct,sl_capital,sl_price_pct,leverage,pos_ratio,trades,win_rate,return_pct,max_drawdown,calmar,timeframe
9,50,5.0,2.0,0.6667,3,0.2,2165,19.9,-56.53,57.61,-0.98,15m
9,50,5.0,2.0,0.4,5,0.1,2165,15.0,-56.69,57.75,-0.98,15m
12,50,5.0,1.0,0.2,5,0.1,1888,8.4,-57.45,57.85,-0.99,15m
12,50,2.0,3.0,1.0,3,0.2,1888,28.3,-57.6,58.23,-0.99,15m
9,21,2.0,3.0,1.0,3,0.1,3423,28.1,-57.84,57.86,-1.0,15m
9,50,3.0,3.0,0.6,5,0.1,2165,20.3,-58.07,58.9,-0.99,15m
12,50,3.0,3.0,1.0,3,0.2,1888,24.9,-58.08,58.93,-0.99,15m
9,50,2.0,2.0,0.4,5,0.1,2165,18.8,-58.09,58.87,-0.99,15m
9,26,3.0,1.0,0.3333,3,0.1,3025,16.2,-58.29,58.68,-0.99,15m
5,50,5.0,3.0,1.0,3,0.2,2815,22.2,-58.58,58.86,-1.0,15m
12,26,5.0,1.0,0.2,5,0.1,2618,10.6,-58.62,59.37,-0.99,15m
12,50,3.0,2.0,0.6667,3,0.2,1888,21.2,-59.42,60.36,-0.98,15m
12,50,5.0,2.0,0.6667,3,0.2,1888,19.9,-59.49,60.48,-0.98,15m
9,50,5.0,3.0,1.0,3,0.2,2165,22.2,-59.69,60.6,-0.99,15m
9,21,3.0,3.0,1.0,3,0.1,3423,26.1,-59.72,59.77,-1.0,15m
12,50,2.0,2.0,0.6667,3,0.2,1888,24.6,-59.75,60.46,-0.99,15m
9,21,2.0,1.0,0.3333,3,0.1,3423,18.6,-59.87,59.87,-1.0,15m
9,26,5.0,3.0,0.6,5,0.1,3025,21.8,-59.88,61.08,-0.98,15m
9,26,5.0,2.0,0.4,5,0.1,3025,17.8,-59.99,61.27,-0.98,15m
12,50,3.0,1.0,0.2,5,0.1,1888,9.1,-60.16,60.52,-0.99,15m
12,50,2.0,1.0,0.2,5,0.1,1888,10.5,-60.9,61.04,-1.0,15m
9,50,5.0,1.0,0.2,5,0.1,2165,8.4,-61.07,61.46,-0.99,15m
9,21,3.0,2.0,0.6667,3,0.1,3423,23.6,-61.15,61.18,-1.0,15m
9,21,3.0,1.0,0.3333,3,0.1,3423,17.1,-61.24,61.24,-1.0,15m
9,21,2.0,2.0,0.6667,3,0.1,3423,25.4,-61.3,61.3,-1.0,15m
9,50,3.0,2.0,0.6667,3,0.2,2165,21.3,-61.82,62.68,-0.99,15m
9,50,3.0,2.0,0.4,5,0.1,2165,16.2,-61.93,62.79,-0.99,15m
12,21,5.0,3.0,1.0,3,0.2,2925,25.7,-62.06,63.08,-0.98,15m
5,26,3.0,3.0,1.0,3,0.1,4155,24.7,-62.41,62.52,-1.0,15m
9,50,2.0,2.0,0.6667,3,0.2,2165,24.2,-62.52,63.18,-0.99,15m
12,50,3.0,3.0,0.4286,7,0.1,1888,17.1,-62.62,63.51,-0.99,15m
