retrace_min,retrace_max,tp_ext,sl_buf,leverage,pos_ratio,signal_type,trades,long_trades,short_trades,win_rate,return_pct,max_drawdown,calmar,final_balance,swing_window,coin,timeframe,period,n_bos
0.382,0.618,1.618,0.002,7,0.2,both,186,106,80,29.0,86.18,26.9,3.2,1861.77,3,sol,1H,1y,392
0.382,0.618,1.618,0.002,5,0.2,both,186,106,80,29.0,60.2,19.98,3.01,1601.97,3,sol,1H,1y,392
0.382,0.618,1.618,0.002,7,0.1,both,186,106,80,29.0,41.12,14.4,2.86,1411.24,3,sol,1H,1y,392
0.382,0.618,1.618,0.002,3,0.2,both,186,106,80,29.0,34.92,12.46,2.8,1349.16,3,sol,1H,1y,392
0.382,0.618,1.618,0.002,5,0.1,both,186,106,80,29.0,28.8,10.49,2.75,1288.02,3,sol,1H,1y,392
0.382,0.618,1.618,0.002,3,0.1,both,186,106,80,29.0,16.9,6.42,2.63,1169.0,3,sol,1H,1y,392
0.382,0.618,1.618,0.005,7,0.2,both,179,101,78,34.1,69.4,30.25,2.29,1694.05,3,sol,1H,1y,392
0.382,0.618,1.618,0.002,7,0.2,ob_only,168,87,81,31.0,59.11,25.95,2.28,1591.1,3,sol,1H,1y,392
0.382,0.618,1.618,0.002,5,0.2,ob_only,168,87,81,31.0,42.9,19.23,2.23,1428.99,3,sol,1H,1y,392
0.382,0.618,1.618,0.005,5,0.2,both,179,101,78,34.1,50.14,22.47,2.23,1501.38,3,sol,1H,1y,392
0.382,0.618,1.618,0.002,7,0.1,ob_only,168,87,81,31.0,30.13,13.84,2.18,1301.26,3,sol,1H,1y,392
0.382,0.618,1.618,0.002,3,0.2,ob_only,168,87,81,31.0,25.81,11.97,2.16,1258.09,3,sol,1H,1y,392
0.382,0.618,1.618,0.005,7,0.1,both,179,101,78,34.1,35.04,16.19,2.16,1350.44,3,sol,1H,1y,392
0.382,0.618,1.618,0.005,3,0.2,both,179,101,78,34.1,29.97,14.01,2.14,1299.68,3,sol,1H,1y,392
0.382,0.618,1.618,0.002,5,0.1,ob_only,168,87,81,31.0,21.48,10.07,2.13,1214.8,3,sol,1H,1y,392
0.382,0.618,1.618,0.005,5,0.1,both,179,101,78,34.1,24.89,11.79,2.11,1248.93,3,sol,1H,1y,392
0.382,0.618,1.618,0.002,3,0.1,ob_only,168,87,81,31.0,12.83,6.16,2.08,1128.26,3,sol,1H,1y,392
0.382,0.618,1.618,0.005,3,0.1,both,179,101,78,34.1,14.8,7.21,2.05,1148.02,3,sol,1H,1y,392
0.382,0.618,1.618,0.005,5,0.2,ob_only,161,83,78,36.0,38.4,19.05,2.02,1383.97,3,sol,1H,1y,392
0.382,0.618,1.618,0.005,3,0.2,ob_only,161,83,78,36.0,23.6,11.76,2.01,1235.99,3,sol,1H,1y,392
0.382,0.618,1.618,0.005,7,0.1,ob_only,161,83,78,36.0,27.41,13.62,2.01,1274.08,3,sol,1H,1y,392
0.382,0.618,1.618,0.005,5,0.1,ob_only,161,83,78,36.0,19.74,9.87,2.0,1197.35,3,sol,1H,1y,392
0.382,0.786,1.618,0.002,7,0.1,both,220,121,99,25.9,31.46,15.72,2.0,1314.55,3,sol,1H,1y,392
0.382,0.786,1.618,0.002,5,0.2,both,220,121,99,25.9,44.7,22.32,2.0,1447.04,3,sol,1H,1y,392
0.382,0.786,1.618,0.002,3,0.2,both,220,121,99,25.9,26.96,13.49,2.0,1269.61,3,sol,1H,1y,392
0.382,0.618,1.618,0.005,7,0.2,ob_only,161,83,78,36.0,51.61,25.9,1.99,1516.09,3,sol,1H,1y,392
0.382,0.786,1.618,0.002,7,0.2,both,220,121,99,25.9,61.37,30.85,1.99,1613.73,3,sol,1H,1y,392
0.382,0.786,1.618,0.002,5,0.1,both,220,121,99,25.9,22.45,11.25,1.99,1224.48,3,sol,1H,1y,392
0.382,0.786,1.618,0.002,3,0.1,both,220,121,99,25.9,13.41,6.76,1.99,1134.13,3,sol,1H,1y,392
0.382,0.618,1.618,0.005,3,0.1,ob_only,161,83,78,36.0,11.89,6.0,1.98,1118.92,3,sol,1H,1y,392
0.5,0.786,1.618,0.002,7,0.2,ob_only,198,101,97,26.3,59.63,37.38,1.6,1596.34,3,sol,1H,1y,392
0.5,0.786,1.618,0.002,5,0.2,ob_only,198,101,97,26.3,43.11,27.82,1.55,1431.14,3,sol,1H,1y,392
0.382,0.618,2.0,0.005,3,0.1,ob_only,155,77,78,31.0,10.8,7.09,1.52,1108.02,3,sol,1H,1y,392
0.5,0.786,1.618,0.002,7,0.1,ob_only,198,101,97,26.3,30.21,20.06,1.51,1302.14,3,sol,1H,1y,392
0.382,0.618,2.0,0.005,5,0.1,ob_only,155,77,78,31.0,17.65,11.75,1.5,1176.46,3,sol,1H,1y,392
0.5,0.786,1.618,0.002,3,0.2,ob_only,198,101,97,26.3,25.87,17.35,1.49,1258.7,3,sol,1H,1y,392
0.382,0.618,2.0,0.005,3,0.2,ob_only,155,77,78,31.0,20.92,14.06,1.49,1209.25,3,sol,1H,1y,392
0.5,0.786,1.618,0.002,5,0.1,ob_only,198,101,97,26.3,21.52,14.6,1.47,1215.19,3,sol,1H,1y,392
0.382,0.618,2.0,0.005,7,0.1,ob_only,155,77,78,31.0,24.09,16.34,1.47,1240.9,3,sol,1H,1y,392
0.382,0.618,1.272,0.002,5,0.1,both,201,113,88,32.8,14.83,10.17,1.46,1148.27,3,sol,1H,1y,392
0.382,0.618,1.272,0.002,7,0.1,both,201,113,88,32.8,20.45,13.96,1.46,1204.47,3,sol,1H,1y,392
0.382,0.618,1.272,0.002,3,0.2,both,201,113,88,32.8,17.67,12.08,1.46,1176.66,3,sol,1H,1y,392
