rsi_long,rsi_short,sl_mult,tp_mode,leverage,pos_ratio,use_ema200,return_pct,max_drawdown,calmar,trades,win_rate,long_trades,long_win_rate,short_trades,short_win_rate,positive_years,total_years,pos_year_rate,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,bh_excess
25,65,2.0,atr_3x,1,0.3,True,10.66,12.01,0.89,70,47.1,4,25.0,66,48.5,7,10,70.0,0.0,1.1,-2.8,4.0,-2.2,2.0,0.6,2.5,4.5,0.8,-528.34
25,65,2.0,atr_3x,1,0.5,True,16.97,19.52,0.87,70,47.1,4,25.0,66,48.5,7,10,70.0,0.0,1.5,-4.6,6.5,-3.7,3.1,0.9,4.1,7.5,1.3,-522.03
25,65,2.0,atr_3x,2,0.3,True,19.83,23.12,0.86,70,47.1,4,25.0,66,48.5,7,10,70.0,0.0,1.5,-5.6,7.7,-4.5,3.5,1.1,4.9,8.9,1.6,-519.17
25,65,2.0,atr_3x,1,0.7,True,22.47,26.62,0.84,70,47.1,4,25.0,66,48.5,7,10,70.0,0.0,1.4,-6.5,9.0,-5.2,3.9,1.2,5.7,10.4,1.8,-516.53
25,65,2.0,atr_3x,3,0.3,True,27.02,33.3,0.81,70,47.1,4,25.0,66,48.5,7,10,70.0,0.0,1.1,-8.4,11.3,-6.7,4.6,1.6,7.3,13.3,2.3,-511.98
25,65,2.0,atr_3x,2,0.5,True,28.91,36.48,0.79,70,47.1,4,25.0,66,48.5,7,10,70.0,0.0,0.7,-9.3,12.4,-7.5,4.9,1.7,8.1,14.8,2.5,-510.09
25,65,2.0,atr_3x,2,0.7,True,33.6,48.16,0.7,70,47.1,4,25.0,66,48.5,6,10,60.0,0.0,-1.4,-13.1,16.7,-10.5,5.4,2.3,11.2,20.5,3.4,-505.4
25,65,2.0,atr_3x,3,0.5,True,34.02,50.83,0.67,70,47.1,4,25.0,66,48.5,6,10,60.0,0.0,-2.1,-14.1,17.8,-11.2,5.4,2.4,12.0,21.9,3.5,-504.98
20,70,2.0,atr_3x,1,0.3,True,4.22,8.67,0.49,27,48.1,0,0.0,27,48.1,6,10,60.0,0.0,-5.7,0.4,3.1,0.0,3.6,1.2,-0.9,0.6,2.0,-534.78
20,70,2.0,atr_3x,1,0.5,True,6.56,14.22,0.46,27,48.1,0,0.0,27,48.1,6,10,60.0,0.0,-9.5,0.7,5.0,0.0,6.1,2.0,-1.4,1.0,3.3,-532.44
