retrace_min,retrace_max,tp_ext,sl_buf,leverage,pos_ratio,signal_type,trades,long_trades,short_trades,win_rate,return_pct,max_drawdown,calmar,final_balance,swing_window,coin,timeframe,period,n_bos
0.382,0.618,2.0,0.002,3,0.1,ob_only,1,0,1,100.0,3.17,0.02,211.6,1031.74,8,sol,4H,3m,10
0.382,0.618,2.0,0.002,3,0.1,both,1,0,1,100.0,3.17,0.02,211.6,1031.74,8,sol,4H,3m,10
0.382,0.618,2.0,0.005,3,0.1,ob_only,1,0,1,100.0,3.17,0.02,211.6,1031.74,8,sol,4H,3m,10
0.382,0.618,2.0,0.005,3,0.1,both,1,0,1,100.0,3.17,0.02,211.6,1031.74,8,sol,4H,3m,10
0.382,0.618,2.0,0.005,5,0.1,both,1,0,1,100.0,5.29,0.03,211.57,1052.89,8,sol,4H,3m,10
0.382,0.618,2.0,0.002,5,0.1,both,1,0,1,100.0,5.29,0.03,211.57,1052.89,8,sol,4H,3m,10
0.382,0.618,2.0,0.005,5,0.1,ob_only,1,0,1,100.0,5.29,0.03,211.57,1052.89,8,sol,4H,3m,10
0.382,0.618,2.0,0.002,5,0.1,ob_only,1,0,1,100.0,5.29,0.03,211.57,1052.89,8,sol,4H,3m,10
0.382,0.618,2.0,0.005,3,0.2,both,1,0,1,100.0,6.35,0.03,211.56,1063.47,8,sol,4H,3m,10
0.382,0.618,2.0,0.002,3,0.2,both,1,0,1,100.0,6.35,0.03,211.56,1063.47,8,sol,4H,3m,10
0.382,0.618,2.0,0.002,3,0.2,ob_only,1,0,1,100.0,6.35,0.03,211.56,1063.47,8,sol,4H,3m,10
0.382,0.618,2.0,0.005,3,0.2,ob_only,1,0,1,100.0,6.35,0.03,211.56,1063.47,8,sol,4H,3m,10
0.382,0.618,2.0,0.005,7,0.1,ob_only,1,0,1,100.0,7.4,0.04,211.55,1074.04,8,sol,4H,3m,10
0.382,0.618,2.0,0.005,7,0.1,both,1,0,1,100.0,7.4,0.04,211.55,1074.04,8,sol,4H,3m,10
0.382,0.618,2.0,0.002,7,0.1,both,1,0,1,100.0,7.4,0.04,211.55,1074.04,8,sol,4H,3m,10
0.382,0.618,2.0,0.002,7,0.1,ob_only,1,0,1,100.0,7.4,0.04,211.55,1074.04,8,sol,4H,3m,10
0.382,0.618,2.0,0.002,5,0.2,ob_only,1,0,1,100.0,10.58,0.05,211.52,1105.76,8,sol,4H,3m,10
0.382,0.618,2.0,0.002,5,0.2,both,1,0,1,100.0,10.58,0.05,211.52,1105.76,8,sol,4H,3m,10
0.382,0.618,2.0,0.005,5,0.2,ob_only,1,0,1,100.0,10.58,0.05,211.52,1105.76,8,sol,4H,3m,10
0.382,0.618,2.0,0.005,5,0.2,both,1,0,1,100.0,10.58,0.05,211.52,1105.76,8,sol,4H,3m,10
