retrace_min,retrace_max,tp_ext,sl_buf,leverage,pos_ratio,signal_type,trades,long_trades,short_trades,win_rate,return_pct,max_drawdown,calmar,final_balance,swing_window,coin,timeframe,period,n_bos
0.382,0.618,1.618,0.002,3,0.1,ob_only,9,5,4,33.3,1.85,1.85,1.0,1018.46,3,xrp,4H,3m,23
0.382,0.618,1.618,0.002,5,0.1,ob_only,9,5,4,33.3,2.99,3.07,0.97,1029.93,3,xrp,4H,3m,23
0.382,0.618,1.618,0.002,3,0.2,ob_only,9,5,4,33.3,3.54,3.68,0.96,1035.4,3,xrp,4H,3m,23
0.382,0.786,1.618,0.002,3,0.1,ob_only,10,5,5,30.0,1.78,1.86,0.96,1017.77,3,xrp,4H,3m,23
0.382,0.618,1.618,0.002,7,0.1,ob_only,9,5,4,33.3,4.07,4.29,0.95,1040.71,3,xrp,4H,3m,23
0.382,0.786,1.618,0.002,5,0.1,ob_only,10,5,5,30.0,2.88,3.09,0.93,1028.76,3,xrp,4H,3m,23
0.382,0.786,1.618,0.002,3,0.2,ob_only,10,5,5,30.0,3.4,3.7,0.92,1034.0,3,xrp,4H,3m,23
0.382,0.786,1.618,0.002,7,0.1,ob_only,10,5,5,30.0,3.91,4.3,0.91,1039.07,3,xrp,4H,3m,23
0.382,0.618,1.618,0.002,5,0.2,ob_only,9,5,4,33.3,5.56,6.1,0.91,1055.6,3,xrp,4H,3m,23
0.382,0.786,1.618,0.002,5,0.2,ob_only,10,5,5,30.0,5.32,6.11,0.87,1053.23,3,xrp,4H,3m,23
0.382,0.618,1.618,0.002,7,0.2,ob_only,9,5,4,33.3,7.3,8.49,0.86,1073.05,3,xrp,4H,3m,23
0.382,0.786,1.618,0.002,7,0.2,ob_only,10,5,5,30.0,6.97,8.49,0.82,1069.69,3,xrp,4H,3m,23
0.382,0.618,1.618,0.005,3,0.1,ob_only,9,5,4,33.3,1.3,2.06,0.63,1012.98,3,xrp,4H,3m,23
0.382,0.618,1.618,0.005,5,0.1,ob_only,9,5,4,33.3,2.07,3.43,0.6,1020.66,3,xrp,4H,3m,23
0.382,0.618,1.618,0.005,3,0.2,ob_only,9,5,4,33.3,2.42,4.11,0.59,1024.21,3,xrp,4H,3m,23
0.382,0.618,1.618,0.005,7,0.1,ob_only,9,5,4,33.3,2.76,4.78,0.58,1027.56,3,xrp,4H,3m,23
0.382,0.618,1.618,0.005,5,0.2,ob_only,9,5,4,33.3,3.65,6.8,0.54,1036.45,3,xrp,4H,3m,23
0.382,0.786,1.618,0.005,3,0.1,ob_only,10,5,5,30.0,1.14,2.22,0.51,1011.38,3,xrp,4H,3m,23
0.382,0.786,1.618,0.005,5,0.1,ob_only,10,5,5,30.0,1.8,3.68,0.49,1017.97,3,xrp,4H,3m,23
0.382,0.786,2.0,0.002,3,0.1,ob_only,3,0,3,33.3,0.75,1.56,0.48,1007.47,8,xrp,4H,3m,11
0.382,0.786,1.618,0.005,3,0.2,ob_only,10,5,5,30.0,2.1,4.41,0.48,1020.96,3,xrp,4H,3m,23
0.382,0.618,1.618,0.005,7,0.2,ob_only,9,5,4,33.3,4.56,9.45,0.48,1045.62,3,xrp,4H,3m,23
0.382,0.786,1.618,0.005,7,0.1,ob_only,10,5,5,30.0,2.38,5.14,0.46,1023.76,3,xrp,4H,3m,23
0.382,0.786,2.0,0.002,5,0.1,ob_only,3,0,3,33.3,1.18,2.61,0.45,1011.78,8,xrp,4H,3m,11
0.382,0.786,2.0,0.002,3,0.2,ob_only,3,0,3,33.3,1.37,3.13,0.44,1013.74,8,xrp,4H,3m,11
0.382,0.786,2.0,0.002,7,0.1,ob_only,3,0,3,33.3,1.56,3.65,0.43,1015.57,8,xrp,4H,3m,11
0.382,0.786,1.618,0.005,5,0.2,ob_only,10,5,5,30.0,3.1,7.29,0.43,1030.99,3,xrp,4H,3m,23
0.382,0.786,2.0,0.002,5,0.2,ob_only,3,0,3,33.3,2.03,5.21,0.39,1020.27,8,xrp,4H,3m,11
0.382,0.786,1.618,0.005,7,0.2,ob_only,10,5,5,30.0,3.79,10.12,0.37,1037.92,3,xrp,4H,3m,23
0.382,0.786,1.618,0.002,3,0.1,both,14,9,5,21.4,0.95,2.66,0.36,1009.53,3,xrp,4H,3m,23
0.382,0.786,1.618,0.002,5,0.1,both,14,9,5,21.4,1.49,4.39,0.34,1014.91,3,xrp,4H,3m,23
0.5,0.786,2.0,0.002,3,0.1,ob_only,4,1,3,25.0,0.59,1.72,0.34,1005.86,8,xrp,4H,3m,11
0.382,0.786,2.0,0.005,3,0.1,ob_only,3,0,3,33.3,0.56,1.66,0.34,1005.57,8,xrp,4H,3m,11
0.5,0.786,2.0,0.002,3,0.1,both,4,1,3,25.0,0.59,1.72,0.34,1005.86,8,xrp,4H,3m,11
0.382,0.786,2.0,0.002,7,0.2,ob_only,3,0,3,33.3,2.48,7.29,0.34,1024.76,8,xrp,4H,3m,11
0.382,0.618,2.0,0.002,3,0.1,ob_only,3,0,3,33.3,0.52,1.56,0.33,1005.19,8,xrp,4H,3m,11
0.382,0.786,1.618,0.002,3,0.2,both,14,9,5,21.4,1.73,5.25,0.33,1017.3,3,xrp,4H,3m,23
0.382,0.618,1.618,0.002,3,0.1,both,13,9,4,23.1,0.87,2.74,0.32,1008.65,3,xrp,4H,3m,23
0.5,0.786,2.0,0.002,5,0.1,both,4,1,3,25.0,0.91,2.87,0.32,1009.08,8,xrp,4H,3m,11
0.5,0.786,2.0,0.002,5,0.1,ob_only,4,1,3,25.0,0.91,2.87,0.32,1009.08,8,xrp,4H,3m,11
0.382,0.786,1.618,0.002,7,0.1,both,14,9,5,21.4,1.95,6.11,0.32,1019.51,3,xrp,4H,3m,23
0.382,0.786,2.0,0.005,5,0.1,ob_only,3,0,3,33.3,0.86,2.76,0.31,1008.58,8,xrp,4H,3m,11
0.5,0.786,2.0,0.002,3,0.2,ob_only,4,1,3,25.0,1.05,3.44,0.31,1010.49,8,xrp,4H,3m,11
0.5,0.786,2.0,0.002,3,0.2,both,4,1,3,25.0,1.05,3.44,0.31,1010.49,8,xrp,4H,3m,11
0.382,0.786,2.0,0.005,3,0.2,ob_only,3,0,3,33.3,0.99,3.31,0.3,1009.87,8,xrp,4H,3m,11
0.382,0.618,1.618,0.002,5,0.1,both,13,9,4,23.1,1.34,4.53,0.3,1013.43,3,xrp,4H,3m,23
0.382,0.618,2.0,0.002,5,0.1,ob_only,3,0,3,33.3,0.79,2.61,0.3,1007.94,8,xrp,4H,3m,11
0.382,0.618,2.0,0.002,3,0.2,ob_only,3,0,3,33.3,0.91,3.13,0.29,1009.11,8,xrp,4H,3m,11
0.382,0.786,2.0,0.002,3,0.1,both,4,1,3,25.0,0.51,1.79,0.29,1005.15,8,xrp,4H,3m,11
0.5,0.786,2.0,0.002,7,0.1,both,4,1,3,25.0,1.18,4.01,0.29,1011.77,8,xrp,4H,3m,11
0.5,0.786,2.0,0.002,7,0.1,ob_only,4,1,3,25.0,1.18,4.01,0.29,1011.77,8,xrp,4H,3m,11
0.382,0.618,1.272,0.002,3,0.1,ob_only,9,5,4,33.3,0.54,1.85,0.29,1005.38,3,xrp,4H,3m,23
0.382,0.786,2.0,0.005,7,0.1,ob_only,3,0,3,33.3,1.1,3.87,0.29,1011.03,8,xrp,4H,3m,11
0.382,0.786,1.618,0.002,5,0.2,both,14,9,5,21.4,2.5,8.63,0.29,1024.99,3,xrp,4H,3m,23
0.382,0.618,1.618,0.002,3,0.2,both,13,9,4,23.1,1.55,5.42,0.29,1015.53,3,xrp,4H,3m,23
0.382,0.618,2.0,0.002,7,0.1,ob_only,3,0,3,33.3,1.01,3.65,0.28,1010.14,8,xrp,4H,3m,11
0.382,0.618,1.618,0.002,7,0.1,both,13,9,4,23.1,1.74,6.3,0.28,1017.43,3,xrp,4H,3m,23
0.382,0.618,1.272,0.002,5,0.1,ob_only,9,5,4,33.3,0.83,3.07,0.27,1008.29,3,xrp,4H,3m,23
0.5,0.786,2.0,0.002,5,0.2,both,4,1,3,25.0,1.48,5.72,0.26,1014.83,8,xrp,4H,3m,11
0.382,0.618,1.272,0.002,3,0.2,ob_only,9,5,4,33.3,0.95,3.68,0.26,1009.54,3,xrp,4H,3m,23
0.382,0.786,2.0,0.002,5,0.1,both,4,1,3,25.0,0.79,2.98,0.26,1007.89,8,xrp,4H,3m,11
0.5,0.786,2.0,0.002,5,0.2,ob_only,4,1,3,25.0,1.48,5.72,0.26,1014.83,8,xrp,4H,3m,11
0.382,0.618,1.618,0.002,5,0.2,both,13,9,4,23.1,2.2,8.9,0.25,1021.98,3,xrp,4H,3m,23
0.382,0.786,2.0,0.005,5,0.2,ob_only,3,0,3,33.3,1.37,5.52,0.25,1013.68,8,xrp,4H,3m,11
0.382,0.786,2.0,0.002,3,0.2,both,4,1,3,25.0,0.91,3.57,0.25,1009.07,8,xrp,4H,3m,11
0.382,0.786,1.618,0.002,7,0.2,both,14,9,5,21.4,2.97,11.9,0.25,1029.68,3,xrp,4H,3m,23
0.382,0.618,1.272,0.002,7,0.1,ob_only,9,5,4,33.3,1.07,4.29,0.25,1010.65,3,xrp,4H,3m,23
0.382,0.786,2.0,0.002,7,0.1,both,4,1,3,25.0,1.01,4.17,0.24,1010.1,8,xrp,4H,3m,11
0.382,0.618,2.0,0.002,5,0.2,ob_only,3,0,3,33.3,1.24,5.21,0.24,1012.42,8,xrp,4H,3m,11
0.382,0.618,1.272,0.002,5,0.2,ob_only,9,5,4,33.3,1.32,6.1,0.22,1013.2,3,xrp,4H,3m,23
0.5,0.786,2.0,0.002,7,0.2,both,4,1,3,25.0,1.71,7.98,0.21,1017.1,8,xrp,4H,3m,11
0.382,0.618,1.618,0.002,7,0.2,both,13,9,4,23.1,2.54,12.27,0.21,1025.41,3,xrp,4H,3m,23
0.5,0.786,2.0,0.002,7,0.2,ob_only,4,1,3,25.0,1.71,7.98,0.21,1017.1,8,xrp,4H,3m,11
0.382,0.786,2.0,0.002,5,0.2,both,4,1,3,25.0,1.24,5.94,0.21,1012.43,8,xrp,4H,3m,11
0.382,0.618,2.0,0.005,3,0.1,ob_only,3,0,3,33.3,0.33,1.66,0.2,1003.28,8,xrp,4H,3m,11
0.382,0.786,2.0,0.005,7,0.2,ob_only,3,0,3,33.3,1.53,7.73,0.2,1015.35,8,xrp,4H,3m,11
0.382,0.618,2.0,0.002,7,0.2,ob_only,3,0,3,33.3,1.36,7.29,0.19,1013.6,8,xrp,4H,3m,11
0.382,0.618,2.0,0.005,5,0.1,ob_only,3,0,3,33.3,0.47,2.76,0.17,1004.73,8,xrp,4H,3m,11
0.382,0.786,2.0,0.002,7,0.2,both,4,1,3,25.0,1.37,8.29,0.17,1013.74,8,xrp,4H,3m,11
0.382,0.618,1.272,0.002,7,0.2,ob_only,9,5,4,33.3,1.48,8.49,0.17,1014.75,3,xrp,4H,3m,23
0.382,0.618,2.0,0.002,3,0.1,both,4,1,3,25.0,0.29,1.79,0.16,1002.87,8,xrp,4H,3m,11
0.382,0.618,2.0,0.005,3,0.2,ob_only,3,0,3,33.3,0.52,3.31,0.16,1005.23,8,xrp,4H,3m,11
0.5,0.786,2.0,0.005,3,0.1,ob_only,4,1,3,25.0,0.31,1.9,0.16,1003.06,8,xrp,4H,3m,11
0.5,0.786,2.0,0.005,3,0.1,both,4,1,3,25.0,0.31,1.9,0.16,1003.06,8,xrp,4H,3m,11
0.382,0.618,2.0,0.005,7,0.1,ob_only,3,0,3,33.3,0.56,3.87,0.14,1005.6,8,xrp,4H,3m,11
0.5,0.786,2.0,0.005,5,0.1,both,4,1,3,25.0,0.44,3.17,0.14,1004.38,8,xrp,4H,3m,11
0.382,0.618,2.0,0.002,5,0.1,both,4,1,3,25.0,0.41,2.98,0.14,1004.07,8,xrp,4H,3m,11
0.5,0.786,2.0,0.005,5,0.1,ob_only,4,1,3,25.0,0.44,3.17,0.14,1004.38,8,xrp,4H,3m,11
0.5,0.786,2.0,0.005,3,0.2,both,4,1,3,25.0,0.48,3.8,0.13,1004.83,8,xrp,4H,3m,11
0.5,0.786,2.0,0.005,3,0.2,ob_only,4,1,3,25.0,0.48,3.8,0.13,1004.83,8,xrp,4H,3m,11
0.382,0.618,2.0,0.002,3,0.2,both,4,1,3,25.0,0.45,3.57,0.12,1004.45,8,xrp,4H,3m,11
0.5,0.786,2.0,0.005,7,0.1,both,4,1,3,25.0,0.51,4.43,0.12,1005.14,8,xrp,4H,3m,11
0.382,0.786,2.0,0.005,3,0.1,both,4,1,3,25.0,0.24,1.97,0.12,1002.35,8,xrp,4H,3m,11
0.5,0.786,2.0,0.005,7,0.1,ob_only,4,1,3,25.0,0.51,4.43,0.12,1005.14,8,xrp,4H,3m,11
0.382,0.618,2.0,0.002,7,0.1,both,4,1,3,25.0,0.47,4.17,0.11,1004.7,8,xrp,4H,3m,11
0.382,0.618,2.0,0.005,5,0.2,ob_only,3,0,3,33.3,0.58,5.52,0.11,1005.83,8,xrp,4H,3m,11
0.382,0.786,2.0,0.005,5,0.1,both,4,1,3,25.0,0.32,3.28,0.1,1003.2,8,xrp,4H,3m,11
0.382,0.786,1.618,0.002,3,0.1,ob_only,3,0,3,33.3,0.15,1.56,0.1,1001.55,8,xrp,4H,3m,11
0.382,0.786,2.0,0.005,3,0.2,both,4,1,3,25.0,0.34,3.93,0.09,1003.41,8,xrp,4H,3m,11
0.382,0.786,2.0,0.005,7,0.1,both,4,1,3,25.0,0.35,4.59,0.08,1003.48,8,xrp,4H,3m,11
0.5,0.786,2.0,0.005,5,0.2,both,4,1,3,25.0,0.52,6.31,0.08,1005.24,8,xrp,4H,3m,11
0.5,0.786,2.0,0.005,5,0.2,ob_only,4,1,3,25.0,0.52,6.31,0.08,1005.24,8,xrp,4H,3m,11
0.382,0.618,2.0,0.002,5,0.2,both,4,1,3,25.0,0.46,5.94,0.08,1004.63,8,xrp,4H,3m,11
0.382,0.786,1.618,0.002,5,0.1,ob_only,3,0,3,33.3,0.21,2.61,0.08,1002.06,8,xrp,4H,3m,11
