fast_ema,slow_ema,tp_pct,sl_capital,sl_price_pct,leverage,pos_ratio,trades,win_rate,return_pct,max_drawdown,calmar,timeframe
12,50,5.0,2.0,0.6667,3,0.1,5872,22.7,-87.03,87.25,-1.0,5m
12,50,5.0,3.0,1.0,3,0.1,5872,24.1,-87.78,87.99,-1.0,5m
12,50,5.0,1.0,0.3333,3,0.1,5872,17.3,-87.98,88.24,-1.0,5m
12,50,3.0,2.0,0.6667,3,0.1,5872,23.2,-88.22,88.28,-1.0,5m
12,50,2.0,2.0,0.6667,3,0.1,5872,24.3,-88.26,88.28,-1.0,5m
12,50,3.0,3.0,1.0,3,0.1,5872,24.7,-88.41,88.47,-1.0,5m
12,50,3.0,1.0,0.3333,3,0.1,5872,17.7,-88.59,88.74,-1.0,5m
12,50,2.0,3.0,1.0,3,0.1,5872,25.7,-88.79,88.82,-1.0,5m
12,50,2.0,1.0,0.3333,3,0.1,5872,18.3,-89.4,89.51,-1.0,5m
9,50,5.0,2.0,0.6667,3,0.1,6783,22.5,-89.45,89.6,-1.0,5m
9,50,5.0,3.0,1.0,3,0.1,6783,23.7,-89.97,90.09,-1.0,5m
9,50,5.0,1.0,0.3333,3,0.1,6783,17.8,-90.42,90.68,-1.0,5m
9,50,3.0,2.0,0.6667,3,0.1,6783,22.8,-91.1,91.1,-1.0,5m
9,50,2.0,2.0,0.6667,3,0.1,6783,23.8,-91.29,91.33,-1.0,5m
9,50,3.0,3.0,1.0,3,0.1,6783,24.0,-91.37,91.37,-1.0,5m
9,50,3.0,1.0,0.3333,3,0.1,6783,18.1,-91.45,91.53,-1.0,5m
9,50,2.0,3.0,1.0,3,0.1,6783,25.0,-91.52,91.56,-1.0,5m
9,50,2.0,1.0,0.3333,3,0.1,6783,18.7,-91.89,91.91,-1.0,5m
12,26,5.0,3.0,1.0,3,0.1,8160,26.4,-92.49,92.53,-1.0,5m
12,26,5.0,1.0,0.3333,3,0.1,8160,20.1,-93.36,93.37,-1.0,5m
12,26,5.0,2.0,0.6667,3,0.1,8160,25.1,-93.41,93.45,-1.0,5m
12,26,3.0,3.0,1.0,3,0.1,8160,26.7,-93.66,93.67,-1.0,5m
12,26,3.0,1.0,0.3333,3,0.1,8160,20.4,-93.96,93.96,-1.0,5m
12,26,2.0,3.0,1.0,3,0.1,8160,27.4,-94.11,94.12,-1.0,5m
12,26,3.0,2.0,0.6667,3,0.1,8160,25.4,-94.14,94.14,-1.0,5m
12,26,2.0,1.0,0.3333,3,0.1,8160,21.0,-94.39,94.4,-1.0,5m
