entry_pct,tp_pct,sl_capital,sl_price_pct,leverage,pos_ratio,trades,win_rate,return_pct,max_drawdown,sharpe
3.0,3.0,3.0,0.75,4,0.3,205,34.6,187.01,13.12,14.26
1.5,5.0,2.0,0.5,4,0.2,968,13.6,186.4,22.17,8.41
3.0,5.0,1.0,0.25,4,0.3,203,15.3,184.82,6.96,26.56
2.0,5.0,5.0,1.6667,3,0.2,475,32.4,183.19,19.05,9.62
2.0,3.0,3.0,1.0,3,0.3,520,33.5,182.91,11.65,15.7
1.0,1.0,1.0,0.2,5,0.3,2976,27.1,181.9,49.96,3.64
2.0,2.0,5.0,1.0,5,0.3,530,41.5,178.38,29.63,6.02
2.0,3.0,1.0,0.3333,3,0.2,539,22.6,176.84,5.56,31.78
1.0,2.0,1.0,0.3333,3,0.2,2825,21.2,173.86,19.37,8.98
1.5,3.0,3.0,0.75,4,0.2,1000,26.3,172.46,24.64,7.0
1.0,5.0,1.0,0.2,5,0.1,2641,7.3,170.64,19.42,8.78
1.5,3.0,2.0,0.4,5,0.1,1029,20.5,168.92,8.35,20.23
3.0,2.0,1.0,0.2,5,0.3,208,28.4,167.87,6.86,24.46
1.5,2.0,2.0,0.5,4,0.2,1043,28.9,163.72,26.82,6.1
2.0,5.0,5.0,1.0,5,0.1,500,25.0,160.34,8.89,18.05
1.5,5.0,3.0,0.6,5,0.2,950,14.6,158.98,32.83,4.84
1.5,5.0,1.0,0.3333,3,0.2,993,11.3,158.83,11.13,14.27
2.0,5.0,1.0,0.25,4,0.1,526,15.4,158.11,3.48,45.44
3.0,3.0,3.0,0.6,5,0.2,205,32.7,157.39,8.73,18.04
2.0,2.0,2.0,0.6667,3,0.3,536,36.4,157.17,9.64,16.3
2.0,3.0,1.0,0.2,5,0.1,543,20.3,154.2,3.25,47.48
1.5,2.0,2.0,0.6667,3,0.3,1038,32.8,153.72,35.12,4.38
3.0,3.0,1.0,0.2,5,0.2,206,23.8,153.08,4.02,38.1
3.0,5.0,2.0,0.5,4,0.3,201,18.4,153.05,12.93,11.83
1.0,5.0,1.0,0.3333,3,0.2,2532,9.4,151.68,25.54,5.94
3.0,5.0,1.0,0.2,5,0.2,203,14.8,149.63,5.88,25.46
1.0,5.0,2.0,0.4,5,0.2,2485,10.2,149.26,44.59,3.35
1.5,3.0,10.0,2.0,5,0.2,868,44.7,146.91,51.39,2.86
1.0,2.0,1.0,0.25,4,0.1,2858,19.1,146.65,10.98,13.35
1.5,3.0,2.0,0.6667,3,0.2,1009,25.2,145.92,17.36,8.41
1.5,3.0,5.0,1.25,4,0.2,938,35.0,145.49,43.36,3.35
1.5,3.0,5.0,1.6667,3,0.3,901,40.7,145.04,48.38,3.0
1.0,3.0,1.0,0.25,4,0.1,2762,13.3,143.34,14.82,9.67
1.5,5.0,1.0,0.2,5,0.1,1018,9.2,142.91,11.7,12.21
2.0,2.0,2.0,0.5,4,0.2,536,32.5,141.69,8.11,17.46
1.5,5.0,10.0,2.0,5,0.3,777,32.2,137.01,74.14,1.85
2.0,5.0,10.0,2.5,4,0.2,440,38.6,136.54,40.3,3.39
1.5,3.0,5.0,1.0,5,0.2,969,30.1,135.95,45.27,3.0
3.0,5.0,1.0,0.3333,3,0.3,203,17.2,134.77,6.47,20.84
1.5,3.0,3.0,0.6,5,0.1,1013,24.3,134.32,11.92,11.27
1.5,2.0,1.0,0.2,5,0.1,1063,21.0,133.23,6.71,19.86
3.0,5.0,3.0,0.75,4,0.3,200,21.5,133.2,19.76,6.74
1.5,2.0,1.0,0.3333,3,0.2,1051,24.5,132.89,9.8,13.56
3.0,3.0,5.0,1.25,4,0.3,202,40.6,132.71,25.07,5.29
2.0,5.0,10.0,3.3333,3,0.2,414,45.9,132.19,23.78,5.56
1.5,3.0,1.0,0.25,4,0.1,1044,17.0,131.42,5.12,25.66
