retrace_min,retrace_max,tp_ext,sl_buf,leverage,pos_ratio,signal_type,trades,win_rate,return_pct,max_drawdown,calmar,final_balance,swing_window,coin,timeframe,n_bos,n_zones
0.5,0.786,2.0,0.002,3,0.1,both,175,14.9,10.58,11.03,0.96,1105.82,8,sol,1H,334,835
0.5,0.786,2.0,0.002,5,0.1,both,175,14.9,15.24,17.77,0.86,1152.38,8,sol,1H,334,835
0.5,0.786,2.0,0.002,3,0.2,both,175,14.9,16.81,20.97,0.8,1168.13,8,sol,1H,334,835
0.5,0.786,2.0,0.002,3,0.1,ob_only,137,16.1,7.24,9.84,0.74,1072.37,8,sol,1H,334,835
0.5,0.786,2.0,0.002,7,0.1,both,175,14.9,17.89,24.05,0.74,1178.87,8,sol,1H,334,835
0.5,0.786,2.0,0.002,5,0.1,ob_only,137,16.1,9.63,16.19,0.6,1096.33,8,sol,1H,334,835
0.5,0.786,2.0,0.002,5,0.2,both,175,14.9,18.19,32.67,0.56,1181.86,8,sol,1H,334,835
0.5,0.786,2.0,0.002,3,0.2,ob_only,137,16.1,10.12,19.31,0.52,1101.16,8,sol,1H,334,835
0.5,0.786,2.0,0.002,7,0.1,ob_only,137,16.1,10.14,22.39,0.45,1101.41,8,sol,1H,334,835
0.5,0.786,2.0,0.002,7,0.2,both,175,14.9,12.46,42.78,0.29,1124.6,8,sol,1H,334,835
0.5,0.786,2.0,0.005,3,0.1,ob_only,137,18.2,3.3,13.58,0.24,1032.98,8,sol,1H,334,835
0.5,0.786,2.0,0.002,5,0.2,ob_only,137,16.1,7.66,31.3,0.24,1076.62,8,sol,1H,334,835
0.5,0.786,2.0,0.005,3,0.1,both,169,16.6,2.23,13.44,0.17,1022.31,8,sol,1H,334,835
0.5,0.786,2.0,0.005,5,0.1,ob_only,137,18.2,2.89,21.97,0.13,1028.9,8,sol,1H,334,835
0.5,0.786,2.0,0.005,3,0.2,ob_only,137,18.2,1.97,25.96,0.08,1019.73,8,sol,1H,334,835
0.5,0.786,2.0,0.005,5,0.1,both,169,16.6,1.02,21.46,0.05,1010.15,8,sol,1H,334,835
0.5,0.786,2.0,0.005,7,0.1,ob_only,137,18.2,0.62,29.82,0.02,1006.2,8,sol,1H,334,835
0.5,0.786,2.0,0.005,3,0.2,both,169,16.6,-0.32,25.59,-0.01,996.84,8,sol,1H,334,835
0.5,0.786,2.0,0.002,7,0.2,ob_only,137,16.1,-0.62,42.28,-0.01,993.78,8,sol,1H,334,835
0.5,0.786,1.272,0.002,3,0.1,ob_only,143,22.4,-0.32,12.78,-0.03,996.75,8,sol,1H,334,835
0.5,0.786,2.0,0.005,7,0.1,both,169,16.6,-2.08,29.95,-0.07,979.18,8,sol,1H,334,835
0.5,0.786,1.272,0.002,5,0.1,ob_only,143,22.4,-1.86,20.58,-0.09,981.43,8,sol,1H,334,835
0.5,0.786,1.272,0.002,3,0.1,both,185,19.5,-1.23,11.71,-0.1,987.74,8,sol,1H,334,835
0.5,0.786,1.272,0.002,3,0.2,ob_only,143,22.4,-2.98,24.28,-0.12,970.17,8,sol,1H,334,835
0.5,0.786,2.0,0.005,5,0.2,ob_only,137,18.2,-5.69,40.61,-0.14,943.07,8,sol,1H,334,835
0.382,0.618,1.272,0.002,3,0.1,ob_only,137,26.3,-2.87,18.67,-0.15,971.31,8,sol,1H,334,835
0.5,0.786,1.272,0.005,3,0.1,ob_only,143,25.2,-2.28,14.76,-0.15,977.15,8,sol,1H,334,835
0.5,0.786,1.272,0.002,7,0.1,ob_only,143,22.4,-4.33,27.83,-0.16,956.69,8,sol,1H,334,835
0.382,0.786,1.272,0.002,3,0.1,ob_only,149,24.8,-2.95,17.29,-0.17,970.5,8,sol,1H,334,835
0.5,0.786,1.272,0.002,5,0.1,both,185,19.5,-3.39,19.46,-0.17,966.11,8,sol,1H,334,835
0.5,0.786,1.618,0.002,3,0.1,both,181,15.5,-2.46,12.58,-0.2,975.37,8,sol,1H,334,835
0.382,0.618,1.272,0.005,3,0.1,ob_only,137,29.2,-3.81,19.44,-0.2,961.87,8,sol,1H,334,835
0.5,0.786,1.272,0.002,3,0.2,both,185,19.5,-4.83,23.27,-0.21,951.68,8,sol,1H,334,835
0.5,0.786,1.272,0.005,5,0.1,ob_only,143,25.2,-5.15,24.07,-0.21,948.46,8,sol,1H,334,835
0.382,0.618,1.272,0.002,5,0.1,ob_only,137,26.3,-6.19,29.36,-0.21,938.09,8,sol,1H,334,835
0.5,0.786,2.0,0.005,5,0.2,both,169,16.6,-9.57,42.5,-0.23,904.28,8,sol,1H,334,835
0.382,0.786,1.272,0.002,5,0.1,ob_only,149,24.8,-6.26,27.35,-0.23,937.37,8,sol,1H,334,835
0.5,0.786,1.272,0.005,3,0.2,ob_only,143,25.2,-6.94,28.51,-0.24,930.6,8,sol,1H,334,835
0.5,0.786,1.272,0.002,7,0.1,both,185,19.5,-6.49,27.01,-0.24,935.08,8,sol,1H,334,835
0.382,0.618,1.272,0.002,3,0.2,ob_only,137,26.3,-8.22,34.24,-0.24,917.83,8,sol,1H,334,835
0.5,0.786,1.272,0.002,5,0.2,ob_only,143,22.4,-9.55,37.72,-0.25,904.48,8,sol,1H,334,835
0.382,0.786,1.272,0.002,3,0.2,ob_only,149,24.8,-8.27,31.98,-0.26,917.33,8,sol,1H,334,835
0.382,0.618,1.272,0.005,5,0.1,ob_only,137,29.2,-7.81,30.51,-0.26,921.89,8,sol,1H,334,835
0.5,0.786,1.618,0.002,3,0.1,ob_only,142,16.9,-3.63,13.86,-0.26,963.72,8,sol,1H,334,835
0.382,0.618,1.272,0.002,7,0.1,ob_only,137,26.3,-10.46,38.81,-0.27,895.43,8,sol,1H,334,835
0.382,0.786,1.272,0.005,3,0.1,ob_only,149,27.5,-4.84,18.15,-0.27,951.57,8,sol,1H,334,835
0.5,0.786,1.272,0.005,7,0.1,ob_only,143,25.2,-8.93,32.81,-0.27,910.66,8,sol,1H,334,835
0.382,0.618,1.618,0.002,3,0.1,ob_only,137,21.2,-5.05,18.32,-0.28,949.5,8,sol,1H,334,835
0.5,0.786,1.618,0.002,5,0.1,both,181,15.5,-5.85,20.61,-0.28,941.45,8,sol,1H,334,835
0.382,0.786,1.272,0.002,7,0.1,ob_only,149,24.8,-10.48,36.35,-0.29,895.25,8,sol,1H,334,835
0.382,0.618,1.272,0.005,3,0.2,ob_only,137,29.2,-10.18,35.54,-0.29,898.23,8,sol,1H,334,835
0.382,0.618,1.272,0.002,3,0.1,ob_only,241,25.7,-8.23,28.18,-0.29,917.73,5,sol,1H,496,977
0.382,0.618,1.272,0.002,3,0.1,both,209,20.6,-6.4,20.86,-0.31,936.02,8,sol,1H,334,835
0.382,0.618,1.618,0.002,3,0.1,ob_only,233,21.9,-10.26,33.17,-0.31,897.41,5,sol,1H,496,977
0.5,0.786,1.618,0.002,3,0.2,both,181,15.5,-7.99,24.7,-0.32,920.11,8,sol,1H,334,835
0.5,0.786,2.0,0.002,3,0.1,ob_only,235,14.5,-7.23,22.47,-0.32,927.72,5,sol,1H,496,977
0.382,0.618,1.272,0.005,7,0.1,ob_only,137,29.2,-12.75,40.24,-0.32,872.45,8,sol,1H,334,835
0.5,0.786,2.0,0.002,3,0.1,both,279,13.6,-7.59,23.89,-0.32,924.09,5,sol,1H,496,977
0.5,0.786,2.0,0.005,7,0.2,ob_only,137,18.2,-17.95,55.01,-0.33,820.54,8,sol,1H,334,835
0.5,0.786,1.272,0.002,5,0.2,both,185,19.5,-12.61,37.74,-0.33,873.91,8,sol,1H,334,835
0.382,0.786,1.272,0.005,5,0.1,ob_only,149,27.5,-9.4,28.64,-0.33,906.05,8,sol,1H,334,835
0.5,0.786,1.618,0.002,5,0.1,ob_only,142,16.9,-7.64,23.0,-0.33,923.62,8,sol,1H,334,835
0.5,0.786,1.272,0.005,3,0.1,both,180,22.2,-5.48,16.17,-0.34,945.21,8,sol,1H,334,835
0.382,0.618,1.618,0.005,3,0.1,ob_only,136,23.5,-6.65,19.33,-0.34,933.5,8,sol,1H,334,835
0.382,0.618,1.618,0.005,3,0.1,ob_only,228,24.1,-10.7,31.62,-0.34,893.05,5,sol,1H,496,977
0.382,0.786,1.272,0.002,3,0.1,ob_only,264,23.9,-9.4,27.22,-0.35,906.02,5,sol,1H,496,977
0.382,0.618,1.618,0.002,5,0.1,ob_only,137,21.2,-10.11,29.3,-0.35,898.86,8,sol,1H,334,835
0.382,0.786,1.272,0.005,3,0.2,ob_only,149,27.5,-11.99,33.44,-0.36,880.06,8,sol,1H,334,835
0.382,0.618,1.272,0.002,5,0.2,ob_only,137,26.3,-18.24,50.91,-0.36,817.6,8,sol,1H,334,835
0.5,0.786,1.272,0.005,5,0.2,ob_only,143,25.2,-15.97,44.74,-0.36,840.28,8,sol,1H,334,835
0.5,0.786,1.618,0.002,7,0.1,both,181,15.5,-10.37,28.72,-0.36,896.26,8,sol,1H,334,835
0.382,0.618,1.272,0.002,5,0.1,ob_only,241,25.7,-15.24,42.91,-0.36,847.56,5,sol,1H,496,977
0.382,0.618,1.272,0.002,5,0.1,both,209,20.6,-11.91,32.52,-0.37,880.92,8,sol,1H,334,835
0.382,0.618,1.618,0.002,3,0.1,both,308,19.2,-11.99,32.65,-0.37,880.13,5,sol,1H,496,977
0.5,0.786,1.618,0.002,3,0.2,ob_only,142,16.9,-10.03,27.45,-0.37,899.73,8,sol,1H,334,835
0.5,0.786,1.272,0.002,7,0.2,ob_only,143,22.4,-18.66,49.89,-0.37,813.4,8,sol,1H,334,835
0.382,0.618,1.618,0.002,3,0.1,both,202,16.8,-7.56,19.77,-0.38,924.43,8,sol,1H,334,835
0.382,0.618,1.618,0.002,3,0.2,ob_only,137,21.2,-13.04,34.57,-0.38,869.57,8,sol,1H,334,835
0.382,0.786,1.272,0.002,5,0.2,ob_only,149,24.8,-18.11,48.05,-0.38,818.86,8,sol,1H,334,835
0.382,0.618,1.618,0.002,5,0.1,ob_only,233,21.9,-18.81,49.22,-0.38,811.92,5,sol,1H,496,977
0.382,0.786,1.272,0.005,7,0.1,ob_only,149,27.5,-14.77,37.97,-0.39,852.27,8,sol,1H,334,835
0.382,0.618,1.272,0.002,3,0.2,ob_only,241,25.7,-19.07,49.24,-0.39,809.28,5,sol,1H,496,977
0.5,0.786,1.272,0.005,5,0.1,both,180,22.2,-10.32,26.18,-0.39,896.8,8,sol,1H,334,835
0.382,0.786,1.272,0.002,3,0.1,both,225,19.1,-7.08,17.97,-0.39,929.18,8,sol,1H,334,835
0.5,0.786,2.0,0.005,7,0.2,both,169,16.6,-23.07,57.31,-0.4,769.35,8,sol,1H,334,835
0.5,0.786,1.618,0.002,7,0.1,ob_only,142,16.9,-12.63,31.8,-0.4,873.68,8,sol,1H,334,835
0.382,0.618,1.272,0.002,3,0.2,both,209,20.6,-14.95,37.75,-0.4,850.53,8,sol,1H,334,835
0.5,0.786,2.0,0.002,5,0.1,both,279,13.6,-14.95,36.93,-0.4,850.53,5,sol,1H,496,977
0.382,0.618,1.272,0.002,3,0.1,both,321,22.1,-12.56,31.13,-0.4,874.39,5,sol,1H,496,977
0.382,0.786,1.272,0.002,5,0.1,ob_only,264,23.9,-17.01,41.7,-0.41,829.93,5,sol,1H,496,977
0.382,0.618,1.618,0.002,7,0.1,ob_only,137,21.2,-16.18,39.59,-0.41,838.16,8,sol,1H,334,835
0.382,0.618,1.618,0.005,5,0.1,ob_only,136,23.5,-12.74,31.01,-0.41,872.6,8,sol,1H,334,835
0.382,0.618,1.272,0.005,5,0.2,ob_only,137,29.2,-21.49,52.62,-0.41,785.06,8,sol,1H,334,835
0.5,0.786,2.0,0.002,5,0.1,ob_only,235,14.5,-14.33,34.93,-0.41,856.74,5,sol,1H,496,977
0.382,0.618,1.272,0.005,3,0.1,ob_only,237,27.4,-12.25,29.67,-0.41,877.51,5,sol,1H,496,977
0.382,0.618,1.618,0.005,5,0.1,ob_only,228,24.1,-19.7,47.34,-0.42,803.05,5,sol,1H,496,977
0.382,0.618,1.618,0.002,3,0.2,ob_only,233,21.9,-23.38,55.81,-0.42,766.15,5,sol,1H,496,977
0.5,0.786,1.272,0.005,3,0.2,both,180,22.2,-13.02,30.91,-0.42,869.8,8,sol,1H,334,835
0.382,0.618,1.272,0.002,7,0.1,ob_only,241,25.7,-23.05,54.95,-0.42,769.47,5,sol,1H,496,977
0.5,0.786,1.618,0.005,3,0.1,ob_only,142,19.0,-6.84,15.82,-0.43,931.58,8,sol,1H,334,835
0.382,0.618,1.272,0.002,7,0.1,both,209,20.6,-18.14,42.61,-0.43,818.63,8,sol,1H,334,835
0.382,0.618,1.618,0.002,5,0.1,both,308,19.2,-21.52,48.56,-0.44,784.78,5,sol,1H,496,977
0.382,0.618,1.618,0.005,3,0.2,ob_only,136,23.5,-16.15,36.44,-0.44,838.51,8,sol,1H,334,835
0.382,0.786,1.272,0.002,3,0.2,ob_only,264,23.9,-21.07,47.97,-0.44,789.3,5,sol,1H,496,977
0.5,0.786,1.272,0.002,7,0.2,both,185,19.5,-22.73,50.64,-0.45,772.71,8,sol,1H,334,835
0.382,0.618,1.618,0.005,3,0.2,ob_only,228,24.1,-24.51,53.9,-0.45,754.86,5,sol,1H,496,977
0.5,0.786,2.0,0.002,3,0.2,both,279,13.6,-19.08,42.68,-0.45,809.19,5,sol,1H,496,977
0.5,0.786,1.272,0.005,7,0.1,both,180,22.2,-15.87,35.45,-0.45,841.27,8,sol,1H,334,835
0.5,0.786,2.0,0.002,3,0.2,ob_only,235,14.5,-18.34,40.49,-0.45,816.63,5,sol,1H,496,977
0.382,0.786,1.272,0.002,3,0.1,both,351,20.2,-15.14,32.66,-0.46,848.56,5,sol,1H,496,977
0.382,0.786,1.272,0.002,5,0.1,both,225,19.1,-12.93,28.38,-0.46,870.7,8,sol,1H,334,835
0.5,0.786,1.272,0.005,7,0.2,ob_only,143,25.2,-27.06,58.31,-0.46,729.4,8,sol,1H,334,835
0.382,0.618,1.618,0.002,5,0.1,both,202,16.8,-14.16,31.02,-0.46,858.37,8,sol,1H,334,835
0.382,0.618,1.618,0.002,7,0.1,ob_only,233,21.9,-28.07,61.6,-0.46,719.27,5,sol,1H,496,977
0.382,0.618,1.272,0.002,5,0.1,both,321,22.1,-21.89,46.84,-0.47,781.09,5,sol,1H,496,977
0.5,0.786,1.618,0.002,5,0.2,both,181,15.5,-18.73,40.24,-0.47,812.75,8,sol,1H,334,835
0.382,0.786,1.272,0.002,7,0.1,ob_only,264,23.9,-25.24,53.66,-0.47,747.56,5,sol,1H,496,977
0.382,0.618,1.618,0.005,7,0.1,ob_only,136,23.5,-19.74,41.57,-0.47,802.6,8,sol,1H,334,835
0.382,0.618,1.272,0.002,7,0.2,ob_only,137,26.3,-30.26,63.75,-0.47,697.44,8,sol,1H,334,835
0.382,0.618,2.0,0.005,3,0.1,ob_only,130,20.8,-15.51,32.29,-0.48,844.91,8,sol,1H,334,835
0.382,0.618,1.272,0.005,5,0.1,ob_only,237,27.4,-21.5,44.98,-0.48,784.99,5,sol,1H,496,977
0.382,0.618,1.272,0.005,3,0.1,both,203,23.2,-10.53,22.13,-0.48,894.72,8,sol,1H,334,835
0.382,0.786,1.272,0.005,5,0.2,ob_only,149,27.5,-23.93,50.01,-0.48,760.65,8,sol,1H,334,835
0.382,0.618,1.618,0.002,3,0.2,both,308,19.2,-26.51,55.13,-0.48,734.85,5,sol,1H,496,977
0.5,0.786,2.0,0.002,7,0.1,ob_only,235,14.5,-22.56,45.64,-0.49,774.4,5,sol,1H,496,977
0.382,0.618,1.618,0.002,3,0.2,both,202,16.8,-17.79,36.12,-0.49,822.07,8,sol,1H,334,835
0.382,0.786,1.272,0.002,7,0.2,ob_only,149,24.8,-29.87,60.74,-0.49,701.34,8,sol,1H,334,835
0.5,0.786,2.0,0.002,7,0.1,both,279,13.6,-23.42,47.97,-0.49,765.79,5,sol,1H,496,977
0.382,0.618,1.618,0.005,3,0.1,both,293,21.5,-15.14,31.02,-0.49,848.63,5,sol,1H,496,977
0.5,0.786,1.618,0.002,5,0.2,ob_only,142,16.9,-21.43,44.04,-0.49,785.71,8,sol,1H,334,835
0.382,0.786,1.272,0.002,3,0.2,both,225,19.1,-16.1,33.14,-0.49,838.98,8,sol,1H,334,835
0.382,0.618,2.0,0.002,3,0.1,ob_only,131,18.3,-13.61,27.96,-0.49,863.88,8,sol,1H,334,835
0.382,0.618,1.618,0.005,7,0.1,ob_only,228,24.1,-29.44,59.7,-0.49,705.56,5,sol,1H,496,977
0.382,0.618,1.272,0.005,3,0.1,both,308,24.7,-16.34,33.43,-0.49,836.61,5,sol,1H,496,977
0.5,0.786,1.618,0.005,5,0.1,ob_only,142,19.0,-12.82,25.84,-0.5,871.77,8,sol,1H,334,835
0.382,0.618,1.618,0.002,5,0.2,ob_only,137,21.2,-26.51,53.14,-0.5,734.88,8,sol,1H,334,835
0.382,0.618,1.272,0.002,3,0.2,both,321,22.1,-26.67,53.44,-0.5,733.26,5,sol,1H,496,977
0.382,0.618,1.272,0.002,5,0.2,both,209,20.6,-28.32,55.23,-0.51,716.79,8,sol,1H,334,835
0.382,0.618,1.272,0.005,3,0.2,ob_only,237,27.4,-26.28,51.49,-0.51,737.25,5,sol,1H,496,977
0.382,0.786,1.272,0.002,7,0.1,both,225,19.1,-19.4,37.64,-0.52,805.98,8,sol,1H,334,835
0.382,0.618,1.618,0.002,7,0.1,both,308,19.2,-31.56,60.91,-0.52,684.37,5,sol,1H,496,977
0.382,0.618,1.272,0.002,5,0.2,ob_only,241,25.7,-35.47,68.83,-0.52,645.33,5,sol,1H,496,977
0.382,0.786,1.272,0.005,3,0.1,ob_only,260,25.4,-16.06,31.09,-0.52,839.42,5,sol,1H,496,977
0.5,0.786,1.272,0.005,5,0.2,both,180,22.2,-25.1,47.87,-0.52,748.99,8,sol,1H,334,835
0.5,0.786,1.618,0.005,3,0.2,ob_only,142,19.0,-16.12,30.63,-0.53,838.83,8,sol,1H,334,835
0.382,0.786,1.272,0.002,5,0.1,both,351,20.2,-25.66,48.78,-0.53,743.42,5,sol,1H,496,977
0.382,0.618,1.272,0.002,7,0.1,both,321,22.1,-31.47,59.3,-0.53,685.34,5,sol,1H,496,977
0.382,0.618,1.272,0.005,5,0.1,both,203,23.2,-18.4,34.4,-0.53,816.04,8,sol,1H,334,835
0.382,0.618,1.618,0.002,7,0.1,both,202,16.8,-21.58,40.9,-0.53,784.19,8,sol,1H,334,835
0.382,0.618,1.272,0.005,7,0.2,ob_only,137,29.2,-34.54,65.61,-0.53,654.62,8,sol,1H,334,835
0.382,0.618,2.0,0.002,3,0.1,both,194,13.9,-16.19,30.25,-0.54,838.09,8,sol,1H,334,835
0.382,0.618,2.0,0.002,5,0.1,ob_only,131,18.3,-23.08,42.56,-0.54,769.17,8,sol,1H,334,835
0.382,0.618,2.0,0.005,5,0.1,ob_only,130,20.8,-25.97,48.23,-0.54,740.31,8,sol,1H,334,835
0.382,0.618,1.272,0.005,7,0.1,ob_only,237,27.4,-31.08,57.32,-0.54,689.24,5,sol,1H,496,977
0.382,0.618,1.272,0.005,5,0.1,both,308,24.7,-27.6,49.84,-0.55,724.02,5,sol,1H,496,977
0.382,0.786,1.272,0.002,5,0.2,ob_only,264,23.9,-38.01,67.64,-0.56,619.95,5,sol,1H,496,977
0.382,0.618,1.272,0.005,3,0.2,both,203,23.2,-22.47,39.88,-0.56,775.31,8,sol,1H,334,835
0.382,0.618,1.618,0.005,5,0.1,both,293,21.5,-26.35,46.85,-0.56,736.51,5,sol,1H,496,977
0.5,0.786,1.618,0.005,3,0.1,both,175,17.1,-9.19,16.5,-0.56,908.15,8,sol,1H,334,835
0.382,0.618,1.618,0.002,5,0.2,ob_only,233,21.9,-42.23,74.98,-0.56,577.7,5,sol,1H,496,977
0.382,0.618,1.618,0.005,5,0.2,ob_only,136,23.5,-31.2,55.24,-0.56,688.03,8,sol,1H,334,835
0.5,0.786,1.618,0.005,7,0.1,ob_only,142,19.0,-19.56,35.24,-0.56,804.39,8,sol,1H,334,835
0.5,0.786,2.0,0.005,3,0.1,ob_only,233,16.3,-14.95,26.63,-0.56,850.46,5,sol,1H,496,977
0.382,0.786,1.272,0.002,3,0.2,both,351,20.2,-30.87,55.46,-0.56,691.26,5,sol,1H,496,977
0.382,0.786,1.618,0.002,3,0.1,ob_only,256,19.5,-16.57,29.37,-0.56,834.3,5,sol,1H,496,977
0.382,0.618,2.0,0.002,3,0.2,ob_only,131,18.3,-27.81,48.84,-0.57,721.88,8,sol,1H,334,835
0.382,0.618,2.0,0.005,3,0.2,ob_only,130,20.8,-31.1,54.85,-0.57,689.0,8,sol,1H,334,835
0.382,0.786,1.272,0.005,5,0.1,ob_only,260,25.4,-27.07,46.84,-0.58,729.32,5,sol,1H,496,977
0.382,0.618,1.272,0.005,3,0.2,both,308,24.7,-33.14,56.61,-0.59,668.57,5,sol,1H,496,977
0.382,0.786,1.272,0.002,7,0.1,both,351,20.2,-36.0,61.35,-0.59,640.01,5,sol,1H,496,977
0.382,0.786,1.618,0.002,3,0.1,ob_only,148,18.2,-10.21,17.4,-0.59,897.92,8,sol,1H,334,835
0.5,0.786,1.618,0.002,7,0.2,both,181,15.5,-31.55,53.9,-0.59,684.51,8,sol,1H,334,835
0.5,0.786,1.618,0.002,7,0.2,ob_only,142,16.9,-34.4,58.17,-0.59,655.96,8,sol,1H,334,835
0.382,0.618,1.272,0.005,7,0.1,both,203,23.2,-26.59,44.95,-0.59,734.14,8,sol,1H,334,835
