retrace_min,retrace_max,tp_ext,sl_buf,leverage,pos_ratio,signal_type,trades,long_trades,short_trades,win_rate,return_pct,max_drawdown,calmar,final_balance,swing_window,coin,timeframe,period,n_bos
0.382,0.786,2.0,0.002,3,0.1,ob_only,42,21,21,21.4,5.9,4.9,1.2,1059.03,3,xrp,4H,1y,89
0.382,0.786,2.0,0.002,5,0.1,ob_only,42,21,21,21.4,9.44,8.06,1.17,1094.44,3,xrp,4H,1y,89
0.382,0.786,2.0,0.002,3,0.2,ob_only,42,21,21,21.4,11.08,9.61,1.15,1110.85,3,xrp,4H,1y,89
0.382,0.786,2.0,0.002,7,0.1,ob_only,42,21,21,21.4,12.64,11.13,1.13,1126.36,3,xrp,4H,1y,89
0.382,0.786,2.0,0.002,5,0.2,ob_only,42,21,21,21.4,16.72,15.59,1.07,1167.21,3,xrp,4H,1y,89
0.382,0.786,2.0,0.002,7,0.2,ob_only,42,21,21,21.4,20.76,21.23,0.98,1207.65,3,xrp,4H,1y,89
0.382,0.786,1.618,0.002,3,0.1,ob_only,43,21,22,25.6,4.74,4.9,0.97,1047.42,3,xrp,4H,1y,89
0.382,0.786,1.618,0.002,5,0.1,ob_only,43,21,22,25.6,7.56,8.06,0.94,1075.59,3,xrp,4H,1y,89
0.382,0.786,1.618,0.002,3,0.2,ob_only,43,21,22,25.6,8.86,9.61,0.92,1088.56,3,xrp,4H,1y,89
0.382,0.786,1.618,0.002,7,0.1,ob_only,43,21,22,25.6,10.08,11.13,0.9,1100.77,3,xrp,4H,1y,89
0.382,0.786,1.618,0.002,5,0.2,ob_only,43,21,22,25.6,13.26,15.59,0.85,1132.59,3,xrp,4H,1y,89
0.382,0.786,1.618,0.002,7,0.2,ob_only,43,21,22,25.6,16.33,21.23,0.77,1163.27,3,xrp,4H,1y,89
0.5,0.786,2.0,0.002,3,0.1,ob_only,42,23,19,19.0,4.59,6.93,0.66,1045.95,3,xrp,4H,1y,89
0.5,0.786,2.0,0.002,5,0.1,ob_only,42,23,19,19.0,7.28,11.31,0.64,1072.81,3,xrp,4H,1y,89
0.5,0.786,2.0,0.002,3,0.2,ob_only,42,23,19,19.0,8.51,13.43,0.63,1085.05,3,xrp,4H,1y,89
0.5,0.786,2.0,0.002,7,0.1,ob_only,42,23,19,19.0,9.65,15.51,0.62,1096.48,3,xrp,4H,1y,89
0.5,0.786,2.0,0.005,3,0.1,fvg_only,8,8,0,12.5,1.31,2.18,0.6,1013.11,3,xrp,4H,1y,89
0.5,0.786,2.0,0.002,5,0.2,ob_only,42,23,19,19.0,12.57,21.47,0.59,1125.73,3,xrp,4H,1y,89
