retrace_min,retrace_max,tp_ext,sl_buf,leverage,pos_ratio,signal_type,trades,long_trades,short_trades,win_rate,return_pct,max_drawdown,calmar,final_balance,swing_window,coin,timeframe,period,n_bos
0.382,0.618,2.0,0.002,3,0.1,fvg_only,2,2,0,50.0,4.27,0.24,17.79,1042.65,3,eth,4H,3m,28
0.382,0.786,2.0,0.002,3,0.1,fvg_only,2,2,0,50.0,4.27,0.24,17.79,1042.65,3,eth,4H,3m,28
0.382,0.618,2.0,0.002,5,0.1,fvg_only,2,2,0,50.0,7.1,0.4,17.76,1070.97,3,eth,4H,3m,28
0.382,0.786,2.0,0.002,5,0.1,fvg_only,2,2,0,50.0,7.1,0.4,17.76,1070.97,3,eth,4H,3m,28
0.382,0.618,2.0,0.002,3,0.2,fvg_only,2,2,0,50.0,8.51,0.48,17.74,1085.09,3,eth,4H,3m,28
0.382,0.786,2.0,0.002,3,0.2,fvg_only,2,2,0,50.0,8.51,0.48,17.74,1085.09,3,eth,4H,3m,28
0.382,0.786,2.0,0.002,7,0.1,fvg_only,2,2,0,50.0,9.92,0.56,17.73,1099.18,3,eth,4H,3m,28
0.382,0.618,2.0,0.002,7,0.1,fvg_only,2,2,0,50.0,9.92,0.56,17.73,1099.18,3,eth,4H,3m,28
0.382,0.786,1.618,0.002,3,0.1,fvg_only,2,2,0,50.0,3.81,0.22,17.72,1038.11,8,eth,4H,3m,10
0.382,0.618,1.618,0.002,3,0.1,fvg_only,2,2,0,50.0,3.81,0.22,17.72,1038.11,5,eth,4H,3m,15
0.382,0.618,1.618,0.002,3,0.1,fvg_only,2,2,0,50.0,3.81,0.22,17.72,1038.11,8,eth,4H,3m,10
0.382,0.786,1.618,0.002,3,0.1,fvg_only,2,2,0,50.0,3.81,0.22,17.72,1038.11,5,eth,4H,3m,15
0.382,0.786,1.618,0.002,5,0.1,fvg_only,2,2,0,50.0,6.34,0.36,17.69,1063.43,5,eth,4H,3m,15
0.382,0.618,1.618,0.002,5,0.1,fvg_only,2,2,0,50.0,6.34,0.36,17.69,1063.43,5,eth,4H,3m,15
0.382,0.786,1.618,0.002,5,0.1,fvg_only,2,2,0,50.0,6.34,0.36,17.69,1063.43,8,eth,4H,3m,10
0.382,0.618,1.618,0.002,5,0.1,fvg_only,2,2,0,50.0,6.34,0.36,17.69,1063.43,8,eth,4H,3m,10
0.382,0.786,2.0,0.002,5,0.2,fvg_only,2,2,0,50.0,14.13,0.8,17.68,1141.33,3,eth,4H,3m,28
0.382,0.786,1.618,0.002,3,0.2,fvg_only,2,2,0,50.0,7.61,0.43,17.68,1076.05,8,eth,4H,3m,10
0.382,0.618,1.618,0.002,3,0.2,fvg_only,2,2,0,50.0,7.61,0.43,17.68,1076.05,8,eth,4H,3m,10
0.382,0.618,2.0,0.002,5,0.2,fvg_only,2,2,0,50.0,14.13,0.8,17.68,1141.33,3,eth,4H,3m,28
0.382,0.786,1.618,0.002,3,0.2,fvg_only,2,2,0,50.0,7.61,0.43,17.68,1076.05,5,eth,4H,3m,15
0.382,0.618,1.618,0.002,3,0.2,fvg_only,2,2,0,50.0,7.61,0.43,17.68,1076.05,5,eth,4H,3m,15
0.382,0.786,1.618,0.002,7,0.1,fvg_only,2,2,0,50.0,8.87,0.5,17.67,1088.66,8,eth,4H,3m,10
0.382,0.618,1.618,0.002,7,0.1,fvg_only,2,2,0,50.0,8.87,0.5,17.67,1088.66,8,eth,4H,3m,10
0.382,0.618,1.618,0.002,7,0.1,fvg_only,2,2,0,50.0,8.87,0.5,17.67,1088.66,5,eth,4H,3m,15
0.382,0.786,1.618,0.002,7,0.1,fvg_only,2,2,0,50.0,8.87,0.5,17.67,1088.66,5,eth,4H,3m,15
0.382,0.786,1.618,0.002,5,0.2,fvg_only,2,2,0,50.0,12.64,0.72,17.63,1126.37,8,eth,4H,3m,10
0.382,0.786,1.618,0.002,5,0.2,fvg_only,2,2,0,50.0,12.64,0.72,17.63,1126.37,5,eth,4H,3m,15
0.382,0.618,1.618,0.002,5,0.2,fvg_only,2,2,0,50.0,12.64,0.72,17.63,1126.37,8,eth,4H,3m,10
0.382,0.618,1.618,0.002,5,0.2,fvg_only,2,2,0,50.0,12.64,0.72,17.63,1126.37,5,eth,4H,3m,15
0.382,0.786,2.0,0.002,7,0.2,fvg_only,2,2,0,50.0,19.72,1.12,17.62,1197.19,3,eth,4H,3m,28
0.382,0.618,2.0,0.002,7,0.2,fvg_only,2,2,0,50.0,19.72,1.12,17.62,1197.19,3,eth,4H,3m,28
0.382,0.618,1.618,0.002,7,0.2,fvg_only,2,2,0,50.0,17.64,1.0,17.57,1176.38,8,eth,4H,3m,10
0.382,0.786,1.618,0.002,7,0.2,fvg_only,2,2,0,50.0,17.64,1.0,17.57,1176.38,8,eth,4H,3m,10
0.382,0.618,1.618,0.002,7,0.2,fvg_only,2,2,0,50.0,17.64,1.0,17.57,1176.38,5,eth,4H,3m,15
0.382,0.786,1.618,0.002,7,0.2,fvg_only,2,2,0,50.0,17.64,1.0,17.57,1176.38,5,eth,4H,3m,15
0.382,0.786,1.272,0.002,3,0.1,fvg_only,2,2,0,50.0,2.94,0.22,13.69,1029.44,5,eth,4H,3m,15
0.382,0.786,1.272,0.002,3,0.1,fvg_only,2,2,0,50.0,2.94,0.22,13.69,1029.44,8,eth,4H,3m,10
0.382,0.618,1.272,0.002,3,0.1,fvg_only,2,2,0,50.0,2.94,0.22,13.69,1029.44,8,eth,4H,3m,10
0.382,0.618,1.272,0.002,3,0.1,fvg_only,2,2,0,50.0,2.94,0.22,13.69,1029.44,5,eth,4H,3m,15
0.382,0.786,1.272,0.002,5,0.1,fvg_only,2,2,0,50.0,4.9,0.36,13.67,1048.99,5,eth,4H,3m,15
