rsi_thresh,vol_mult,sl_atr_mult,tp_mode,leverage,pos_ratio,use_ema200,trades,win_rate,return_pct,max_drawdown,calmar,timeframe
30,1.2,2.0,atr_2x,7,0.1,False,321,45.8,-55.05,58.78,-0.94,1h
25,1.2,1.5,bb_mid,5,0.2,False,158,41.1,-55.05,57.49,-0.96,1h
30,1.5,1.5,atr_2x,7,0.1,False,314,37.6,-55.09,58.88,-0.94,1h
25,2.0,1.0,atr_2x,7,0.3,False,133,32.3,-55.47,62.18,-0.89,1h
25,1.5,1.0,atr_3x,5,0.2,False,165,22.4,-55.53,56.99,-0.97,1h
30,2.0,2.0,bb_mid,3,0.2,False,241,51.5,-55.61,59.97,-0.93,1h
30,2.0,2.0,atr_2x,5,0.2,False,237,46.4,-55.77,61.8,-0.9,1h
35,1.2,1.0,atr_3x,5,0.1,False,659,23.4,-55.84,60.09,-0.93,1h
25,1.2,1.0,bb_mid,5,0.3,False,177,33.3,-56.05,59.55,-0.94,1h
25,2.0,2.0,atr_3x,5,0.2,False,121,37.2,-56.28,57.31,-0.98,1h
30,1.5,1.5,bb_mid,3,0.2,False,317,43.8,-56.42,61.02,-0.92,1h
25,1.5,1.5,atr_3x,7,0.1,False,148,29.7,-56.55,57.56,-0.98,1h
30,2.0,1.5,atr_2x,7,0.1,False,247,37.2,-56.79,60.08,-0.95,1h
25,2.0,1.0,bb_mid,5,0.3,False,134,30.6,-56.94,56.94,-1.0,1h
30,2.0,1.5,atr_3x,5,0.1,False,241,28.2,-57.3,62.43,-0.92,1h
35,2.0,1.0,atr_2x,5,0.1,False,451,27.7,-57.45,58.49,-0.98,1h
25,1.2,2.0,atr_2x,5,0.2,False,151,44.4,-57.63,59.43,-0.97,1h
30,1.2,1.5,bb_mid,3,0.2,False,345,44.6,-57.65,62.77,-0.92,1h
30,2.0,1.0,atr_2x,7,0.1,False,262,26.3,-57.68,57.68,-1.0,1h
35,2.0,2.0,atr_2x,3,0.2,False,406,46.1,-57.7,58.19,-0.99,1h
35,1.2,1.5,atr_3x,5,0.1,False,584,32.0,-57.73,64.19,-0.9,1h
30,2.0,1.0,bb_mid,3,0.2,False,264,28.4,-57.74,58.39,-0.99,1h
30,1.5,1.0,atr_3x,3,0.2,False,336,21.7,-57.85,59.23,-0.98,1h
25,1.5,2.0,atr_3x,3,0.3,False,145,36.6,-57.87,59.12,-0.98,1h
25,1.5,2.0,bb_mid,7,0.2,False,151,51.7,-57.95,69.8,-0.83,1h
35,2.0,1.5,atr_2x,5,0.1,False,429,37.8,-58.07,58.5,-0.99,1h
30,1.5,1.0,bb_mid,7,0.1,False,343,32.4,-58.11,59.44,-0.98,1h
30,1.5,1.5,atr_3x,3,0.2,False,306,30.1,-58.21,63.5,-0.92,1h
35,1.5,1.0,atr_2x,5,0.1,False,610,28.5,-58.23,60.71,-0.96,1h
25,1.5,1.5,bb_mid,3,0.3,False,152,39.5,-58.24,60.29,-0.97,1h
30,1.2,1.5,atr_3x,7,0.1,False,332,31.0,-58.28,66.11,-0.88,1h
30,2.0,1.5,bb_mid,5,0.1,False,249,39.4,-58.28,61.42,-0.95,1h
25,2.0,1.5,bb_mid,5,0.2,False,128,38.3,-58.43,60.16,-0.97,1h
30,1.5,1.0,atr_2x,3,0.3,False,341,28.7,-58.44,64.07,-0.91,1h
25,1.5,1.5,atr_2x,3,0.3,False,149,36.2,-58.46,60.05,-0.97,1h
35,1.2,1.5,bb_mid,5,0.1,False,632,47.8,-58.69,62.32,-0.94,1h
30,1.5,2.0,atr_2x,3,0.3,False,297,45.5,-58.73,62.71,-0.94,1h
30,1.2,1.0,bb_mid,7,0.1,False,377,33.7,-58.74,60.77,-0.97,1h
30,2.0,2.0,atr_3x,7,0.1,False,230,37.0,-59.23,65.69,-0.9,1h
30,2.0,1.0,atr_3x,5,0.1,False,259,18.5,-59.27,60.67,-0.98,1h
25,1.5,1.0,bb_mid,7,0.2,False,167,31.1,-59.29,62.34,-0.95,1h
30,1.2,2.0,atr_3x,7,0.1,False,313,38.3,-59.55,63.61,-0.94,1h
25,1.2,1.5,atr_3x,3,0.3,False,154,31.2,-60.07,61.25,-0.98,1h
35,1.5,2.0,atr_3x,5,0.1,False,490,38.4,-60.47,68.73,-0.88,1h
35,2.0,2.0,atr_3x,5,0.1,False,386,38.1,-60.48,62.18,-0.97,1h
35,1.2,1.5,atr_2x,3,0.2,False,610,39.3,-60.6,65.46,-0.93,1h
30,1.2,1.5,atr_2x,3,0.3,False,342,38.9,-60.64,66.46,-0.91,1h
35,2.0,1.0,bb_mid,5,0.1,False,464,32.3,-60.7,61.17,-0.99,1h
35,1.5,1.5,atr_2x,5,0.1,False,555,38.4,-60.76,65.24,-0.93,1h
30,1.2,2.0,bb_mid,7,0.1,False,331,54.7,-61.05,65.05,-0.94,1h
35,1.5,1.0,atr_3x,3,0.2,False,598,23.1,-61.16,63.08,-0.97,1h
30,1.2,1.0,atr_3x,3,0.3,False,367,23.7,-61.45,62.85,-0.98,1h
25,1.5,2.0,bb_mid,5,0.3,False,151,51.7,-61.46,72.68,-0.85,1h
30,2.0,2.0,bb_mid,7,0.1,False,241,51.5,-61.75,66.07,-0.93,1h
35,1.5,2.0,atr_2x,5,0.1,False,512,44.7,-61.99,64.87,-0.96,1h
25,1.2,1.0,atr_2x,7,0.3,False,176,33.0,-62.21,67.47,-0.92,1h
25,1.5,1.0,bb_mid,5,0.3,False,167,31.1,-62.26,65.27,-0.95,1h
35,1.2,1.0,atr_2x,5,0.1,False,673,28.7,-62.27,63.75,-0.98,1h
25,1.5,2.0,atr_3x,5,0.2,False,145,36.6,-62.46,63.69,-0.98,1h
30,1.5,1.5,bb_mid,7,0.1,False,317,43.8,-62.5,67.05,-0.93,1h
25,1.5,1.5,bb_mid,5,0.2,False,152,39.5,-62.53,64.56,-0.97,1h
25,1.5,1.5,atr_2x,5,0.2,False,149,36.2,-62.73,64.31,-0.98,1h
35,1.5,1.0,bb_mid,5,0.1,False,620,33.9,-62.78,64.53,-0.97,1h
30,1.5,1.0,atr_2x,5,0.2,False,341,28.7,-62.84,68.22,-0.92,1h
35,1.2,1.0,atr_3x,3,0.2,False,659,23.4,-63.18,67.28,-0.94,1h
35,2.0,1.0,atr_3x,5,0.1,False,441,21.5,-63.33,65.18,-0.97,1h
30,1.5,2.0,atr_2x,5,0.2,False,297,45.5,-63.6,67.47,-0.94,1h
35,1.5,1.5,atr_3x,5,0.1,False,534,31.8,-63.62,70.37,-0.9,1h
30,2.0,1.0,bb_mid,7,0.1,False,264,28.4,-63.62,64.26,-0.99,1h
25,1.2,2.0,atr_3x,3,0.3,False,149,36.2,-63.67,64.75,-0.98,1h
25,2.0,1.5,atr_3x,3,0.3,False,125,29.6,-63.71,65.97,-0.97,1h
35,1.5,1.5,bb_mid,5,0.1,False,572,46.2,-63.73,66.59,-0.96,1h
30,1.2,1.5,bb_mid,7,0.1,False,345,44.6,-63.79,68.81,-0.93,1h
30,1.5,1.0,atr_3x,7,0.1,False,336,21.7,-63.92,65.26,-0.98,1h
35,2.0,2.0,atr_2x,7,0.1,False,406,46.1,-64.08,64.56,-0.99,1h
30,1.5,2.0,bb_mid,3,0.3,False,305,54.8,-64.13,68.02,-0.94,1h
25,2.0,1.5,atr_2x,7,0.2,False,126,38.1,-64.21,67.1,-0.96,1h
35,2.0,1.5,atr_3x,5,0.1,False,413,30.8,-64.21,67.36,-0.95,1h
30,2.0,1.5,atr_3x,3,0.2,False,241,28.2,-64.39,69.43,-0.93,1h
25,1.2,1.5,atr_3x,5,0.2,False,154,31.2,-64.44,65.61,-0.98,1h
35,2.0,1.0,atr_2x,3,0.2,False,451,27.7,-64.46,65.49,-0.98,1h
30,1.5,1.5,atr_3x,7,0.1,False,306,30.1,-64.49,69.63,-0.93,1h
35,1.2,2.0,bb_mid,5,0.1,False,597,55.8,-64.58,67.21,-0.96,1h
35,2.0,2.0,bb_mid,5,0.1,False,424,53.1,-64.78,64.78,-1.0,1h
30,1.5,2.0,atr_3x,3,0.3,False,290,38.3,-64.86,71.06,-0.91,1h
35,1.2,2.0,atr_2x,5,0.1,False,560,45.2,-64.99,66.27,-0.98,1h
25,1.2,1.0,atr_3x,7,0.2,False,175,24.0,-65.0,66.59,-0.98,1h
25,1.2,2.0,bb_mid,7,0.2,False,155,51.6,-65.08,74.89,-0.87,1h
35,2.0,1.5,atr_2x,3,0.2,False,429,37.8,-65.23,65.66,-0.99,1h
30,2.0,1.5,bb_mid,3,0.2,False,249,39.4,-65.26,68.36,-0.95,1h
35,1.2,1.5,atr_3x,3,0.2,False,584,32.0,-65.31,71.24,-0.92,1h
30,1.2,1.5,atr_2x,5,0.2,False,342,38.9,-65.34,70.91,-0.92,1h
35,1.5,1.0,atr_2x,3,0.2,False,610,28.5,-65.36,67.72,-0.97,1h
30,1.5,1.5,atr_2x,3,0.3,False,314,37.6,-65.57,69.18,-0.95,1h
35,1.2,1.0,bb_mid,5,0.1,False,685,34.6,-65.67,67.69,-0.97,1h
35,1.2,1.5,bb_mid,3,0.2,False,632,47.8,-65.93,69.41,-0.95,1h
30,1.2,1.0,atr_3x,5,0.2,False,367,23.7,-66.0,67.36,-0.98,1h
30,1.2,2.0,atr_2x,3,0.3,False,321,45.8,-66.16,69.71,-0.95,1h
35,1.5,2.0,bb_mid,5,0.1,False,539,53.8,-66.17,67.89,-0.97,1h
30,2.0,1.0,atr_3x,3,0.2,False,259,18.5,-66.2,67.57,-0.98,1h
25,1.5,1.5,atr_3x,3,0.3,False,148,29.7,-66.53,67.53,-0.99,1h
30,2.0,1.5,atr_2x,3,0.3,False,247,37.2,-66.95,70.09,-0.96,1h
35,1.2,1.5,atr_2x,7,0.1,False,610,39.3,-67.04,71.62,-0.94,1h
25,2.0,1.5,atr_2x,5,0.3,False,126,38.1,-67.21,69.97,-0.96,1h
